"PuttsMadePerEventOver10_RANKTHISWEEK_2014","PuttsMadePerEventOver10_RANKLASTWEEK_2014","PuttsMadePerEventOver10_PLAYERNAME_2014","PuttsMadePerEventOver10_ROUNDS_2014","PuttsMadePerEventOver10_PUTTSMADE_2014","stat_name","year"
1,1,"Graeme McDowell",66,8.1,"PuttsMadePerEventOver10",2014
2,2,"Sergio Garcia",61,7.7,"PuttsMadePerEventOver10",2014
3,3,"Rory McIlroy",66,7.5,"PuttsMadePerEventOver10",2014
4,4,"Adam Scott",68,7.3,"PuttsMadePerEventOver10",2014
5,5,"Matt Kuchar",91,7.2,"PuttsMadePerEventOver10",2014
6,6,"Chris Kirk",105,7,"PuttsMadePerEventOver10",2014
7,7,"Graham DeLaet",80,6.6,"PuttsMadePerEventOver10",2014
7,7,"Matt Every",85,6.6,"PuttsMadePerEventOver10",2014
7,7,"Daniel Summerhays",98,6.6,"PuttsMadePerEventOver10",2014
7,7,"Brendon Todd",108,6.6,"PuttsMadePerEventOver10",2014
11,11,"John Senden",99,6.5,"PuttsMadePerEventOver10",2014
11,11,"Webb Simpson",87,6.5,"PuttsMadePerEventOver10",2014
13,13,"Ryan Palmer",85,6.4,"PuttsMadePerEventOver10",2014
14,14,"Paul Casey",56,6.3,"PuttsMadePerEventOver10",2014
14,14,"Luke Donald",57,6.3,"PuttsMadePerEventOver10",2014
14,14,"Dustin Johnson",58,6.3,"PuttsMadePerEventOver10",2014
14,14,"Jordan Spieth",102,6.3,"PuttsMadePerEventOver10",2014
18,18,"Jimmy Walker",98,6.2,"PuttsMadePerEventOver10",2014
19,19,"Bill Haas",107,6.1,"PuttsMadePerEventOver10",2014
19,19,"Zach Johnson",97,6.1,"PuttsMadePerEventOver10",2014
19,19,"Ryan Moore",86,6.1,"PuttsMadePerEventOver10",2014
19,19,"Charl Schwartzel",64,6.1,"PuttsMadePerEventOver10",2014
19,19,"Brandt Snedeker",89,6.1,"PuttsMadePerEventOver10",2014
19,19,"Lee Westwood",57,6.1,"PuttsMadePerEventOver10",2014
