"DrivingPct240260AllDrives_RANKTHISWEEK_2012","DrivingPct240260AllDrives_RANKLASTWEEK_2012","DrivingPct240260AllDrives_PLAYERNAME_2012","DrivingPct240260AllDrives_ROUNDS_2012","DrivingPct240260AllDrives_Pct_2012","DrivingPct240260AllDrives_TOTALDRIVESFOR240260_2012","DrivingPct240260AllDrives_TOTALDRIVESOVERALL_2012","DrivingPct240260AllDrives_RELATIVETOPAR_2012","stat_name","year"
1,1,"Nick OHern",78,25,237,948,0.068,"DrivingPct240260AllDrives",2012
2,2,"Gavin Coles",72,24.59,196,797,0.097,"DrivingPct240260AllDrives",2012
3,3,"Chris DiMarco",83,23.45,235,1002,0.217,"DrivingPct240260AllDrives",2012
4,4,"Tom Pernice Jr",62,23.31,169,725,0.172,"DrivingPct240260AllDrives",2012
5,5,"Colt Knost",79,22.44,210,936,0.19,"DrivingPct240260AllDrives",2012
6,6,"Ryuji Imada",78,21.7,209,963,0.091,"DrivingPct240260AllDrives",2012
7,7,"Billy Hurley III",70,21.68,173,798,0.098,"DrivingPct240260AllDrives",2012
8,8,"Mark Wilson",84,20.74,197,950,0.102,"DrivingPct240260AllDrives",2012
9,9,"Bryce Molder",83,20.24,201,993,0.005,"DrivingPct240260AllDrives",2012
10,10,"Jerry Kelly",84,19.67,200,1017,0.14,"DrivingPct240260AllDrives",2012
11,11,"John Mallinger",74,18.38,161,876,0.075,"DrivingPct240260AllDrives",2012
12,12,"Brian Gay",91,18.23,198,1086,0.045,"DrivingPct240260AllDrives",2012
13,13,"David Toms",60,17.92,110,614,0.064,"DrivingPct240260AllDrives",2012
14,14,"Greg Chalmers",88,17.89,187,1045,0.091,"DrivingPct240260AllDrives",2012
15,15,"George McNeill",85,17.61,174,988,0.098,"DrivingPct240260AllDrives",2012
16,16,"Michael Bradley",63,17.56,135,769,0.141,"DrivingPct240260AllDrives",2012
17,17,"Tim Clark",60,17.34,121,698,0.058,"DrivingPct240260AllDrives",2012
18,18,"Brian Davis",91,17.08,188,1101,0.059,"DrivingPct240260AllDrives",2012
19,19,"Rocco Mediate",70,17.06,138,809,0.08,"DrivingPct240260AllDrives",2012
19,19,"Dicky Pride",62,17.06,117,686,0,"DrivingPct240260AllDrives",2012
21,21,"Patrick Sheehan",58,17.05,105,616,0.181,"DrivingPct240260AllDrives",2012
22,22,"David Mathis",83,16.93,163,963,0.117,"DrivingPct240260AllDrives",2012
23,23,"Bob Estes",78,16.78,152,906,0.086,"DrivingPct240260AllDrives",2012
23,23,"Jim Furyk",85,16.78,152,906,-0.013,"DrivingPct240260AllDrives",2012
25,25,"Justin Leonard",79,16.7,158,946,0.209,"DrivingPct240260AllDrives",2012
26,26,"Brendon Todd",78,16.63,146,878,0.055,"DrivingPct240260AllDrives",2012
27,27,"Ken Duke",104,16.51,207,1254,0.034,"DrivingPct240260AllDrives",2012
28,28,"Stephen Ames",54,16.42,89,542,0.067,"DrivingPct240260AllDrives",2012
29,29,"Gary Christian",91,16.35,171,1046,-0.006,"DrivingPct240260AllDrives",2012
30,30,"Michael Thompson",80,16.26,147,904,0.068,"DrivingPct240260AllDrives",2012
31,31,"KJ Choi",71,16.07,126,784,0.071,"DrivingPct240260AllDrives",2012
32,32,"Russell Knox",72,15.84,124,783,0.105,"DrivingPct240260AllDrives",2012
33,33,"Nathan Green",73,15.79,126,798,0.135,"DrivingPct240260AllDrives",2012
34,34,"Marc Leishman",84,15.75,167,1060,0.108,"DrivingPct240260AllDrives",2012
35,35,"Heath Slocum",93,15.55,163,1048,0.123,"DrivingPct240260AllDrives",2012
36,36,"Ben Curtis",62,15.48,104,672,0.067,"DrivingPct240260AllDrives",2012
37,37,"Luke Donald",63,15.42,103,668,0.029,"DrivingPct240260AllDrives",2012
38,38,"Sung Kang",75,15.41,133,863,0.15,"DrivingPct240260AllDrives",2012
39,39,"Scott Dunlap",57,15.37,99,644,0.01,"DrivingPct240260AllDrives",2012
40,40,"Chris Stroud",86,15.35,161,1049,0.124,"DrivingPct240260AllDrives",2012
41,41,"Stuart Appleby",75,15.21,138,907,0.051,"DrivingPct240260AllDrives",2012
42,42,"Kevin Na",80,15.2,138,908,0.043,"DrivingPct240260AllDrives",2012
43,43,"Ricky Barnes",92,15.01,172,1146,0.041,"DrivingPct240260AllDrives",2012
44,44,"William McGirt",96,14.91,164,1100,0.043,"DrivingPct240260AllDrives",2012
45,45,"Kris Blanks",65,14.85,124,835,0.153,"DrivingPct240260AllDrives",2012
46,46,"Chez Reavie",83,14.81,136,918,0.037,"DrivingPct240260AllDrives",2012
47,47,"Hunter Haas",69,14.72,107,727,0.103,"DrivingPct240260AllDrives",2012
48,48,"Brandt Jobe",57,14.47,91,629,0.066,"DrivingPct240260AllDrives",2012
48,48,"Charlie Wi",86,14.47,147,1016,0.075,"DrivingPct240260AllDrives",2012
50,50,"Tiger Woods",69,14.43,97,672,-0.052,"DrivingPct240260AllDrives",2012
51,51,"James Driscoll",83,14.29,139,973,0.151,"DrivingPct240260AllDrives",2012
52,52,"Ryan Moore",89,14.25,161,1130,-0.05,"DrivingPct240260AllDrives",2012
53,53,"Brendon de Jonge",115,14.19,202,1424,-0.04,"DrivingPct240260AllDrives",2012
54,54,"Zach Johnson",95,14.08,145,1030,-0.152,"DrivingPct240260AllDrives",2012
55,55,"John Huh",99,14.06,167,1188,0.048,"DrivingPct240260AllDrives",2012
56,56,"David Hearn",95,14,172,1229,0.116,"DrivingPct240260AllDrives",2012
57,57,"Jason Bohn",81,13.94,128,918,0.133,"DrivingPct240260AllDrives",2012
58,58,"Ted Potter Jr",77,13.85,118,852,0.119,"DrivingPct240260AllDrives",2012
59,59,"Blake Adams",107,13.84,170,1228,0.165,"DrivingPct240260AllDrives",2012
60,60,"Trevor Immelman",76,13.68,109,797,0.064,"DrivingPct240260AllDrives",2012
61,61,"Stephen Gangluff",57,13.64,82,601,0.415,"DrivingPct240260AllDrives",2012
62,62,"Kyle Thompson",51,13.54,70,517,0.143,"DrivingPct240260AllDrives",2012
63,63,"John Merrick",83,13.53,136,1005,0.096,"DrivingPct240260AllDrives",2012
64,64,"Johnson Wagner",88,13.51,144,1066,0.09,"DrivingPct240260AllDrives",2012
65,65,"DA Points",88,13.48,151,1120,0.073,"DrivingPct240260AllDrives",2012
66,66,"Richard Lee",71,13.43,107,797,0.131,"DrivingPct240260AllDrives",2012
66,66,"Alexandre Rocha",62,13.43,94,700,0.138,"DrivingPct240260AllDrives",2012
68,68,"Brandt Snedeker",81,13.16,119,904,0.134,"DrivingPct240260AllDrives",2012
69,69,"Brendan Steele",77,13.14,118,898,0.085,"DrivingPct240260AllDrives",2012
70,70,"Cameron Beckman",81,13.08,126,963,0.294,"DrivingPct240260AllDrives",2012
71,71,"Arjun Atwal",79,13.06,120,919,0.158,"DrivingPct240260AllDrives",2012
72,72,"Derek Lamely",64,12.8,100,781,0.14,"DrivingPct240260AllDrives",2012
73,73,"Jimmy Walker",101,12.78,162,1268,0.043,"DrivingPct240260AllDrives",2012
