"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2009","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2009","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2009","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2009","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2009","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2009","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2009","stat_name","year"
1,1,"Bubba Watson",73,56.02,58305.3,104071,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
2,2,"Gary Woodland",53,55.8,33373.5,59810,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
3,3,"Robert Garrigus",83,55.79,67359,120734,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
4,4,"JB Holmes",74,55.5,60824.1,109597,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
5,5,"Dustin Johnson",85,55.45,63099.4,113791,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
6,6,"Tag Ridings",50,55.42,36625.7,66087,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
7,7,"Nick Watney",86,54.94,67759.9,123329,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
8,8,"Andres Romero",58,54.55,42756.9,78378,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
9,9,"Phil Mickelson",66,54.46,45591.6,83711,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
10,10,"Martin Laird",72,54.45,59340,108983,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
11,11,"Angel Cabrera",55,54.36,32920.9,60556,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
12,12,"Davis Love III",89,54.3,71532.1,131737,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
13,13,"Charley Hoffman",97,54.19,83739.8,154519,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
14,14,"Tiger Woods",64,54.1,44840.3,82889,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
15,15,"Anthony Kim",76,54.05,54746.3,101290,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
16,16,"Harrison Frazar",93,54.02,74075.3,137128,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
17,17,"Troy Matteson",95,53.91,81253.7,150717,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
18,18,"Daniel Chopra",89,53.82,78923.7,146656,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
19,19,"Fred Couples",54,53.71,36472.6,67902,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
20,20,"Adam Scott",53,53.69,38335.2,71399,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
21,21,"Camilo Villegas",76,53.66,56120.3,104576,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
22,22,"Scott Piercy",85,53.61,74657.1,139259,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
23,23,"Hunter Mahan",94,53.57,65993.6,123180,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
24,24,"Charles Warren",63,53.56,52209.2,97471,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
25,25,"Marc Leishman",91,53.48,73221.8,136920,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
26,26,"Stewart Cink",79,53.47,49817,93172,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
27,27,"Sergio Garcia",59,53.37,38149.4,71479,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
27,27,"John Merrick",91,53.37,60482.7,113335,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
29,29,"Lucas Glover",93,53.32,69131.2,129663,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
30,30,"Jason Day",61,53.26,47719.9,89601,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
31,31,"Sean OHair",80,53.11,50484.1,95063,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
31,31,"Kevin Streelman",97,53.11,74305.3,139909,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
33,33,"Matt Jones",56,53.05,42981.7,81021,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
34,34,"George McNeill",82,53.04,66542.2,125454,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
35,35,"Jeff Overton",92,53.01,69071.5,130307,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
36,36,"Ryan Palmer",78,52.96,65457.6,123592,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
36,36,"Boo Weekley",79,52.96,55333.5,104475,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
38,38,"Mathew Goggin",76,52.95,54393.6,102732,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
38,38,"DJ Trahan",96,52.95,72405,136755,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
40,40,"Steve Marino",98,52.94,72344.4,136642,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
40,40,"Nicholas Thompson",96,52.94,81416.1,153802,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
42,42,"Bill Haas",91,52.91,75552,142786,"PercentageofYardagecoveredbyTeeShotsPar5s",2009
