"3PuttAvoidanceRound2_RANKTHISWEEK_2007","3PuttAvoidanceRound2_RANKLASTWEEK_2007","3PuttAvoidanceRound2_PLAYERNAME_2007","3PuttAvoidanceRound2__2007","3PuttAvoidanceRound2_Pct_2007","3PuttAvoidanceRound2_TOTAL3PUTTS_2007","3PuttAvoidanceRound2_TOTALHOLES_2007","stat_name","year"
1,1,"Freddie Jacobson",NA,0.56,2,360,"3PuttAvoidanceRound2",2007
2,2,"Tag Ridings",NA,0.65,2,306,"3PuttAvoidanceRound2",2007
3,3,"Mark Brooks",NA,0.93,3,324,"3PuttAvoidanceRound2",2007
4,4,"Jose Maria Olazabal",NA,1.11,3,270,"3PuttAvoidanceRound2",2007
5,5,"Tim Clark",NA,1.23,4,324,"3PuttAvoidanceRound2",2007
6,6,"Tiger Woods",NA,1.48,4,270,"3PuttAvoidanceRound2",2007
7,7,"Michael Sim",NA,1.63,5,306,"3PuttAvoidanceRound2",2007
8,8,"Retief Goosen",NA,1.71,4,234,"3PuttAvoidanceRound2",2007
9,9,"Phil Mickelson",NA,1.94,7,360,"3PuttAvoidanceRound2",2007
10,10,"Arron Oberholser",NA,1.96,6,306,"3PuttAvoidanceRound2",2007
11,11,"Heath Slocum",NA,1.98,10,504,"3PuttAvoidanceRound2",2007
12,12,"Tripp Isenhour",NA,2.06,10,486,"3PuttAvoidanceRound2",2007
13,13,"Ryan Armour",NA,2.08,12,576,"3PuttAvoidanceRound2",2007
14,14,"Nick OHern",NA,2.12,8,378,"3PuttAvoidanceRound2",2007
14,14,"Chris Tidland",NA,2.12,8,378,"3PuttAvoidanceRound2",2007
14,14,"Mike Weir",NA,2.12,8,378,"3PuttAvoidanceRound2",2007
17,17,"Sergio Garcia",NA,2.16,7,324,"3PuttAvoidanceRound2",2007
17,17,"Adam Scott",NA,2.16,7,324,"3PuttAvoidanceRound2",2007
19,19,"Marco Dawson",NA,2.17,9,414,"3PuttAvoidanceRound2",2007
20,20,"Zach Johnson",NA,2.22,8,360,"3PuttAvoidanceRound2",2007
20,20,"Bo Van Pelt",NA,2.22,12,540,"3PuttAvoidanceRound2",2007
22,22,"Shigeki Maruyama",NA,2.26,11,486,"3PuttAvoidanceRound2",2007
23,23,"Aaron Baddeley",NA,2.27,9,396,"3PuttAvoidanceRound2",2007
24,24,"Anders Hansen",NA,2.29,7,306,"3PuttAvoidanceRound2",2007
25,25,"Brandt Snedeker",NA,2.3,12,522,"3PuttAvoidanceRound2",2007
26,26,"Bart Bryant",NA,2.31,10,432,"3PuttAvoidanceRound2",2007
27,27,"Ken Duke",NA,2.33,13,558,"3PuttAvoidanceRound2",2007
28,28,"Charlie Wi",NA,2.35,11,468,"3PuttAvoidanceRound2",2007
29,29,"Doug LaBelle II",NA,2.36,14,594,"3PuttAvoidanceRound2",2007
30,30,"Stephen Ames",NA,2.38,9,378,"3PuttAvoidanceRound2",2007
30,30,"Geoff Ogilvy",NA,2.38,9,378,"3PuttAvoidanceRound2",2007
32,32,"Jeff Gove",NA,2.41,13,540,"3PuttAvoidanceRound2",2007
33,33,"KJ Choi",NA,2.42,10,414,"3PuttAvoidanceRound2",2007
34,34,"Brian Gay",NA,2.43,14,576,"3PuttAvoidanceRound2",2007
35,35,"Steve Elkington",NA,2.44,11,450,"3PuttAvoidanceRound2",2007
35,35,"Kevin Na",NA,2.44,11,450,"3PuttAvoidanceRound2",2007
37,37,"David Toms",NA,2.5,9,360,"3PuttAvoidanceRound2",2007
38,38,"Stewart Cink",NA,2.55,11,432,"3PuttAvoidanceRound2",2007
38,38,"Lee Janzen",NA,2.55,11,432,"3PuttAvoidanceRound2",2007
40,40,"Rich Barcelo",NA,2.56,12,468,"3PuttAvoidanceRound2",2007
40,40,"Daisuke Maruyama",NA,2.56,12,468,"3PuttAvoidanceRound2",2007
42,42,"Jerry Kelly",NA,2.58,13,504,"3PuttAvoidanceRound2",2007
42,42,"George McNeill",NA,2.58,13,504,"3PuttAvoidanceRound2",2007
44,44,"Mathias Gronberg",NA,2.59,14,540,"3PuttAvoidanceRound2",2007
44,44,"Richard Johnson",NA,2.59,14,540,"3PuttAvoidanceRound2",2007
46,46,"Chris Riley",NA,2.61,8,306,"3PuttAvoidanceRound2",2007
47,47,"Mark Hensby",NA,2.66,11,414,"3PuttAvoidanceRound2",2007
48,48,"Justin Leonard",NA,2.68,14,522,"3PuttAvoidanceRound2",2007
49,49,"Ryuji Imada",NA,2.69,15,558,"3PuttAvoidanceRound2",2007
50,50,"Matt Hendrix",NA,2.78,12,432,"3PuttAvoidanceRound2",2007
50,50,"Craig Kanada",NA,2.78,17,612,"3PuttAvoidanceRound2",2007
50,50,"Matt Kuchar",NA,2.78,13,468,"3PuttAvoidanceRound2",2007
50,50,"Stephen Leaney",NA,2.78,12,432,"3PuttAvoidanceRound2",2007
50,50,"Craig Lile",NA,2.78,12,432,"3PuttAvoidanceRound2",2007
50,50,"Billy Mayfair",NA,2.78,15,540,"3PuttAvoidanceRound2",2007
50,50,"Bryce Molder",NA,2.78,10,360,"3PuttAvoidanceRound2",2007
50,50,"Ryan Palmer",NA,2.78,15,540,"3PuttAvoidanceRound2",2007
50,50,"Steve Stricker",NA,2.78,11,396,"3PuttAvoidanceRound2",2007
59,59,"Nathan Green",NA,2.87,15,522,"3PuttAvoidanceRound2",2007
59,59,"Jeff Quinney",NA,2.87,15,522,"3PuttAvoidanceRound2",2007
61,61,"Gavin Coles",NA,2.88,14,486,"3PuttAvoidanceRound2",2007
61,61,"Lucas Glover",NA,2.88,14,486,"3PuttAvoidanceRound2",2007
61,61,"Todd Hamilton",NA,2.88,14,486,"3PuttAvoidanceRound2",2007
61,61,"Tim Herron",NA,2.88,14,486,"3PuttAvoidanceRound2",2007
61,61,"Dean Wilson",NA,2.88,14,486,"3PuttAvoidanceRound2",2007
66,66,"Chris DiMarco",NA,2.9,12,414,"3PuttAvoidanceRound2",2007
67,67,"Rocco Mediate",NA,2.91,11,378,"3PuttAvoidanceRound2",2007
68,68,"Tom Lehman",NA,2.92,10,342,"3PuttAvoidanceRound2",2007
69,69,"Jason Bohn",NA,2.94,9,306,"3PuttAvoidanceRound2",2007
69,69,"Padraig Harrington",NA,2.94,9,306,"3PuttAvoidanceRound2",2007
71,71,"Cameron Beckman",NA,2.98,15,504,"3PuttAvoidanceRound2",2007
71,71,"Brian Davis",NA,2.98,15,504,"3PuttAvoidanceRound2",2007
73,73,"Anthony Kim",NA,2.99,14,468,"3PuttAvoidanceRound2",2007
73,73,"Troy Matteson",NA,2.99,14,468,"3PuttAvoidanceRound2",2007
73,73,"Vijay Singh",NA,2.99,14,468,"3PuttAvoidanceRound2",2007
73,73,"Vaughn Taylor",NA,2.99,14,468,"3PuttAvoidanceRound2",2007
77,77,"Paul Gow",NA,3.01,13,432,"3PuttAvoidanceRound2",2007
77,77,"Joey Sindelar",NA,3.01,13,432,"3PuttAvoidanceRound2",2007
79,79,"Eric Axley",NA,3.02,19,630,"3PuttAvoidanceRound2",2007
80,80,"Michael Allen",NA,3.03,12,396,"3PuttAvoidanceRound2",2007
80,80,"Jim Furyk",NA,3.03,12,396,"3PuttAvoidanceRound2",2007
80,80,"Scott Gutschewski",NA,3.03,12,396,"3PuttAvoidanceRound2",2007
83,83,"Joe Ogilvie",NA,3.05,17,558,"3PuttAvoidanceRound2",2007
84,84,"Steve Allan",NA,3.09,10,324,"3PuttAvoidanceRound2",2007
85,85,"Kevin Sutherland",NA,3.11,14,450,"3PuttAvoidanceRound2",2007
86,86,"Chris Stroud",NA,3.14,13,414,"3PuttAvoidanceRound2",2007
87,87,"Robert Gamez",NA,3.15,17,540,"3PuttAvoidanceRound2",2007
87,87,"Cliff Kresge",NA,3.15,17,540,"3PuttAvoidanceRound2",2007
89,89,"Jay Williamson",NA,3.17,8,252,"3PuttAvoidanceRound2",2007
90,90,"Jesper Parnevik",NA,3.21,15,468,"3PuttAvoidanceRound2",2007
91,91,"Luke Donald",NA,3.22,11,342,"3PuttAvoidanceRound2",2007
91,91,"Jeff Overton",NA,3.22,11,342,"3PuttAvoidanceRound2",2007
93,93,"Ted Purdy",NA,3.23,18,558,"3PuttAvoidanceRound2",2007
94,94,"Alex Cejka",NA,3.24,14,432,"3PuttAvoidanceRound2",2007
95,95,"Hunter Mahan",NA,3.29,16,486,"3PuttAvoidanceRound2",2007
96,96,"Jason Dufner",NA,3.3,19,576,"3PuttAvoidanceRound2",2007
96,96,"Bob Tway",NA,3.3,19,576,"3PuttAvoidanceRound2",2007
98,98,"Pat Perez",NA,3.33,15,450,"3PuttAvoidanceRound2",2007
98,98,"Carl Pettersson",NA,3.33,18,540,"3PuttAvoidanceRound2",2007
98,98,"Bubba Watson",NA,3.33,15,450,"3PuttAvoidanceRound2",2007
101,101,"Johnson Wagner",NA,3.37,20,594,"3PuttAvoidanceRound2",2007
102,102,"Jonathan Byrd",NA,3.38,14,414,"3PuttAvoidanceRound2",2007
103,103,"Paul Goydos",NA,3.4,11,324,"3PuttAvoidanceRound2",2007
103,103,"Paul Stankowski",NA,3.4,11,324,"3PuttAvoidanceRound2",2007
105,105,"Tom Pernice Jr",NA,3.41,19,558,"3PuttAvoidanceRound2",2007
106,106,"Mark Calcavecchia",NA,3.42,16,468,"3PuttAvoidanceRound2",2007
106,106,"Glen Day",NA,3.42,16,468,"3PuttAvoidanceRound2",2007
108,108,"Tommy Armour III",NA,3.47,15,432,"3PuttAvoidanceRound2",2007
108,108,"Daniel Chopra",NA,3.47,20,576,"3PuttAvoidanceRound2",2007
108,108,"Ben Curtis",NA,3.47,15,432,"3PuttAvoidanceRound2",2007
108,108,"Rod Pampling",NA,3.47,15,432,"3PuttAvoidanceRound2",2007
112,112,"JP Hayes",NA,3.5,17,486,"3PuttAvoidanceRound2",2007
112,112,"Bob Heintz",NA,3.5,17,486,"3PuttAvoidanceRound2",2007
114,114,"DJ Trahan",NA,3.52,19,540,"3PuttAvoidanceRound2",2007
115,115,"Steve Lowery",NA,3.54,14,396,"3PuttAvoidanceRound2",2007
115,115,"Jason Schultz",NA,3.54,14,396,"3PuttAvoidanceRound2",2007
117,117,"Henrik Stenson",NA,3.57,9,252,"3PuttAvoidanceRound2",2007
118,118,"Steve Marino",NA,3.58,20,558,"3PuttAvoidanceRound2",2007
119,119,"Davis Love III",NA,3.61,13,360,"3PuttAvoidanceRound2",2007
120,120,"Brendon de Jonge",NA,3.63,17,468,"3PuttAvoidanceRound2",2007
121,121,"Frank Lickliter II",NA,3.64,19,522,"3PuttAvoidanceRound2",2007
122,122,"Ernie Els",NA,3.7,10,270,"3PuttAvoidanceRound2",2007
122,122,"Bill Haas",NA,3.7,20,540,"3PuttAvoidanceRound2",2007
122,122,"Jeff Maggert",NA,3.7,16,432,"3PuttAvoidanceRound2",2007
122,122,"Brett Quigley",NA,3.7,16,432,"3PuttAvoidanceRound2",2007
126,126,"Bob Estes",NA,3.77,19,504,"3PuttAvoidanceRound2",2007
126,126,"John Rollins",NA,3.77,19,504,"3PuttAvoidanceRound2",2007
128,128,"Corey Pavin",NA,3.78,17,450,"3PuttAvoidanceRound2",2007
128,128,"Steve Wheatcroft",NA,3.78,17,450,"3PuttAvoidanceRound2",2007
128,128,"Mark Wilson",NA,3.78,17,450,"3PuttAvoidanceRound2",2007
131,131,"Rory Sabbatini",NA,3.79,15,396,"3PuttAvoidanceRound2",2007
132,132,"Harrison Frazar",NA,3.82,22,576,"3PuttAvoidanceRound2",2007
132,132,"Tim Petrovic",NA,3.82,22,576,"3PuttAvoidanceRound2",2007
132,132,"Ian Poulter",NA,3.82,11,288,"3PuttAvoidanceRound2",2007
135,135,"John Mallinger",NA,3.83,20,522,"3PuttAvoidanceRound2",2007
136,136,"Craig Bowden",NA,3.94,17,432,"3PuttAvoidanceRound2",2007
136,136,"Camilo Villegas",NA,3.94,17,432,"3PuttAvoidanceRound2",2007
138,138,"Jeff Brehaut",NA,3.97,15,378,"3PuttAvoidanceRound2",2007
139,139,"Charles Howell III",NA,4,18,450,"3PuttAvoidanceRound2",2007
140,140,"Will Ma Kenzie",NA,4.02,21,522,"3PuttAvoidanceRound2",2007
140,140,"Michael Putnam",NA,4.02,21,522,"3PuttAvoidanceRound2",2007
142,142,"Scott Verplank",NA,4.04,16,396,"3PuttAvoidanceRound2",2007
143,143,"Billy Andrade",NA,4.06,19,468,"3PuttAvoidanceRound2",2007
144,144,"David Branshaw",NA,4.07,22,540,"3PuttAvoidanceRound2",2007
144,144,"Jose Coceres",NA,4.07,11,270,"3PuttAvoidanceRound2",2007
144,144,"Charley Hoffman",NA,4.07,22,540,"3PuttAvoidanceRound2",2007
144,144,"Justin Rose",NA,4.07,11,270,"3PuttAvoidanceRound2",2007
148,148,"Bubba Dickerson",NA,4.09,14,342,"3PuttAvoidanceRound2",2007
149,149,"Kenny Perry",NA,4.11,17,414,"3PuttAvoidanceRound2",2007
149,149,"Duffy Waldorf",NA,4.11,17,414,"3PuttAvoidanceRound2",2007
151,151,"Chad Campbell",NA,4.12,20,486,"3PuttAvoidanceRound2",2007
151,151,"Shaun Micheel",NA,4.12,20,486,"3PuttAvoidanceRound2",2007
153,153,"Robert Garrigus",NA,4.17,21,504,"3PuttAvoidanceRound2",2007
153,153,"Trevor Immelman",NA,4.17,15,360,"3PuttAvoidanceRound2",2007
