"AverageDistanceafterGoingforitShot_RANKTHISWEEK_2016","AverageDistanceafterGoingforitShot_RANKLASTWEEK_2016","AverageDistanceafterGoingforitShot_PLAYERNAME_2016","AverageDistanceafterGoingforitShot_ROUNDS_2016","AverageDistanceafterGoingforitShot_AVG_2016","AverageDistanceafterGoingforitShot_TOTALDISTAFTERGFGSHOT_2016","AverageDistanceafterGoingforitShot_TOTALGFGSHOTS_2016","stat_name","year"
34,31,"Mark Hubbard",73,23.5,93724,111,"AverageDistanceafterGoingforitShot",2016
34,48,"Danny Lee",53,23.5,74397,88,"AverageDistanceafterGoingforitShot",2016
34,14,"Adam Scott",39,23.5,59292,70,"AverageDistanceafterGoingforitShot",2016
39,39,"Henrik Stenson",30,23.7,44332,52,"AverageDistanceafterGoingforitShot",2016
40,48,"Luke Donald",49,23.8,36901,43,"AverageDistanceafterGoingforitShot",2016
40,54,"Charley Hoffman",49,23.8,70253,82,"AverageDistanceafterGoingforitShot",2016
40,55,"Davis Love III",40,23.8,53980,63,"AverageDistanceafterGoingforitShot",2016
43,55,"Keegan Bradley",40,23.9,55852,65,"AverageDistanceafterGoingforitShot",2016
43,55,"Scott Piercy",45,23.9,68819,80,"AverageDistanceafterGoingforitShot",2016
43,43,"Boo Weekley",53,23.9,74986,87,"AverageDistanceafterGoingforitShot",2016
46,48,"Andrew Loupe",50,24,108799,126,"AverageDistanceafterGoingforitShot",2016
46,29,"Robert Streb",51,24,51768,60,"AverageDistanceafterGoingforitShot",2016
48,48,"Robert Garrigus",34,24.1,52886,61,"AverageDistanceafterGoingforitShot",2016
48,45,"Patrick Rodgers",49,24.1,95381,110,"AverageDistanceafterGoingforitShot",2016
50,48,"Zac Blair",56,24.2,51410,59,"AverageDistanceafterGoingforitShot",2016
50,33,"Jim Herman",55,24.2,67020,77,"AverageDistanceafterGoingforitShot",2016
50,61,"Carl Pettersson",31,24.2,31379,36,"AverageDistanceafterGoingforitShot",2016
50,26,"Vaughn Taylor",30,24.2,29652,34,"AverageDistanceafterGoingforitShot",2016
54,23,"Martin Piller",37,24.4,40482,46,"AverageDistanceafterGoingforitShot",2016
54,65,"Kyle Reifers",63,24.4,78329,89,"AverageDistanceafterGoingforitShot",2016
56,99,"Angel Cabrera",42,24.5,70425,80,"AverageDistanceafterGoingforitShot",2016
56,73,"Kevin Chappell",49,24.5,78617,89,"AverageDistanceafterGoingforitShot",2016
56,67,"Stewart Cink",45,24.5,55568,63,"AverageDistanceafterGoingforitShot",2016
56,33,"Brendan Steele",48,24.5,80115,91,"AverageDistanceafterGoingforitShot",2016
56,71,"Mark Wilson",42,24.5,32621,37,"AverageDistanceafterGoingforitShot",2016
61,61,"Jonas Blixt",46,24.6,66310,75,"AverageDistanceafterGoingforitShot",2016
61,55,"Kyle Stanley",57,24.6,64620,73,"AverageDistanceafterGoingforitShot",2016
61,78,"Nick Taylor",57,24.6,85145,96,"AverageDistanceafterGoingforitShot",2016
64,55,"Paul Casey",39,24.7,48905,55,"AverageDistanceafterGoingforitShot",2016
64,73,"Jerry Kelly",44,24.7,31086,35,"AverageDistanceafterGoingforitShot",2016
66,81,"Kevin Kisner",49,24.8,70608,79,"AverageDistanceafterGoingforitShot",2016
66,78,"Russell Knox",48,24.8,47310,53,"AverageDistanceafterGoingforitShot",2016
68,39,"Bill Haas",42,24.9,51953,58,"AverageDistanceafterGoingforitShot",2016
68,81,"Scott Pinckney",53,24.9,85976,96,"AverageDistanceafterGoingforitShot",2016
68,81,"Chez Reavie",56,24.9,77929,87,"AverageDistanceafterGoingforitShot",2016
68,87,"Sam Saunders",40,24.9,46540,52,"AverageDistanceafterGoingforitShot",2016
72,92,"Phil Mickelson",37,25,68499,76,"AverageDistanceafterGoingforitShot",2016
72,73,"Jhonattan Vegas",49,25,97936,109,"AverageDistanceafterGoingforitShot",2016
74,73,"Scott Brown",59,25.1,64028,71,"AverageDistanceafterGoingforitShot",2016
74,98,"Padraig Harrington",38,25.1,65904,73,"AverageDistanceafterGoingforitShot",2016
74,87,"Jamie Lovemark",57,25.1,113055,125,"AverageDistanceafterGoingforitShot",2016
74,67,"Justin Rose",35,25.1,78621,87,"AverageDistanceafterGoingforitShot",2016
74,86,"Steve Stricker",25,25.1,18985,21,"AverageDistanceafterGoingforitShot",2016
79,117,"Jason Gore",51,25.2,48069,53,"AverageDistanceafterGoingforitShot",2016
79,73,"Ben Martin",48,25.2,73605,81,"AverageDistanceafterGoingforitShot",2016
79,87,"DJ Trahan",23,25.2,24504,27,"AverageDistanceafterGoingforitShot",2016
82,60,"Byeong Hun An",23,25.3,31027,34,"AverageDistanceafterGoingforitShot",2016
82,61,"Erik Compton",45,25.3,54572,60,"AverageDistanceafterGoingforitShot",2016
82,29,"Rob Oppenheim",37,25.3,36383,40,"AverageDistanceafterGoingforitShot",2016
82,92,"Charl Schwartzel",29,25.3,46418,51,"AverageDistanceafterGoingforitShot",2016
86,107,"Robert Allenby",35,25.4,27415,30,"AverageDistanceafterGoingforitShot",2016
86,67,"Ian Poulter",37,25.4,38390,42,"AverageDistanceafterGoingforitShot",2016
88,71,"JB Holmes",39,25.5,86136,94,"AverageDistanceafterGoingforitShot",2016
88,99,"William McGirt",54,25.5,87110,95,"AverageDistanceafterGoingforitShot",2016
88,110,"Sean OHair",45,25.5,85297,93,"AverageDistanceafterGoingforitShot",2016
91,107,"Bronson Burgoon",53,25.6,75461,82,"AverageDistanceafterGoingforitShot",2016
91,87,"Roberto Castro",55,25.6,84669,92,"AverageDistanceafterGoingforitShot",2016
91,99,"Si Woo Kim",63,25.6,113367,123,"AverageDistanceafterGoingforitShot",2016
91,84,"Shawn Stefani",45,25.6,58012,63,"AverageDistanceafterGoingforitShot",2016
91,130,"David Toms",38,25.6,20298,22,"AverageDistanceafterGoingforitShot",2016
96,103,"Sergio Garcia",28,25.7,32422,35,"AverageDistanceafterGoingforitShot",2016
96,103,"Smylie Kaufman",57,25.7,105561,114,"AverageDistanceafterGoingforitShot",2016
96,110,"Patrick Reed",53,25.7,82246,89,"AverageDistanceafterGoingforitShot",2016
96,92,"Daniel Summerhays",55,25.7,91620,99,"AverageDistanceafterGoingforitShot",2016
100,121,"David Hearn",55,25.8,47308,51,"AverageDistanceafterGoingforitShot",2016
100,87,"Sung Kang",51,25.8,81589,88,"AverageDistanceafterGoingforitShot",2016
102,103,"JJ Henry",44,25.9,64360,69,"AverageDistanceafterGoingforitShot",2016
102,110,"Billy Horschel",45,25.9,67120,72,"AverageDistanceafterGoingforitShot",2016
102,99,"Charles Howell III",63,25.9,103573,111,"AverageDistanceafterGoingforitShot",2016
102,110,"Troy Merritt",41,25.9,61426,66,"AverageDistanceafterGoingforitShot",2016
106,117,"Charlie Beljan",26,26,31865,34,"AverageDistanceafterGoingforitShot",2016
106,117,"Shane Bertsch",30,26,23422,25,"AverageDistanceafterGoingforitShot",2016
106,96,"Colt Knost",56,26,43090,46,"AverageDistanceafterGoingforitShot",2016
106,66,"Martin Laird",46,26,78755,84,"AverageDistanceafterGoingforitShot",2016
106,92,"Scott Stallings",46,26,81422,87,"AverageDistanceafterGoingforitShot",2016
111,110,"Ricky Barnes",57,26.1,71395,76,"AverageDistanceafterGoingforitShot",2016
111,121,"Dicky Pride",33,26.1,23449,25,"AverageDistanceafterGoingforitShot",2016
111,67,"Michael Thompson",46,26.1,46095,49,"AverageDistanceafterGoingforitShot",2016
114,61,"Spencer Levin",62,26.2,68778,73,"AverageDistanceafterGoingforitShot",2016
114,96,"George McNeill",33,26.2,39682,42,"AverageDistanceafterGoingforitShot",2016
114,103,"Tim Wilkinson",40,26.2,25445,27,"AverageDistanceafterGoingforitShot",2016
117,132,"Adam Hadwin",53,26.3,102413,108,"AverageDistanceafterGoingforitShot",2016
117,126,"Seung Yul Noh",54,26.3,79666,84,"AverageDistanceafterGoingforitShot",2016
117,127,"Tyrone Van Aswegen",67,26.3,94562,100,"AverageDistanceafterGoingforitShot",2016
120,134,"Steven Bowditch",40,26.4,56932,60,"AverageDistanceafterGoingforitShot",2016
120,127,"Rhein Gibson",36,26.4,54167,57,"AverageDistanceafterGoingforitShot",2016
120,146,"Brian Harman",60,26.4,80862,85,"AverageDistanceafterGoingforitShot",2016
120,117,"John Senden",48,26.4,70278,74,"AverageDistanceafterGoingforitShot",2016
124,125,"Alex Cejka",47,26.5,58111,61,"AverageDistanceafterGoingforitShot",2016
124,130,"Chris Kirk",51,26.5,70564,74,"AverageDistanceafterGoingforitShot",2016
126,136,"Greg Owen",56,26.6,95591,100,"AverageDistanceafterGoingforitShot",2016
127,134,"Aaron Baddeley",51,26.7,69146,72,"AverageDistanceafterGoingforitShot",2016
127,1,"Cameron Smith",45,26.7,31696,33,"AverageDistanceafterGoingforitShot",2016
127,148,"Steve Wheatcroft",53,26.7,76758,80,"AverageDistanceafterGoingforitShot",2016
130,84,"Rickie Fowler",42,26.8,102152,106,"AverageDistanceafterGoingforitShot",2016
130,136,"Brice Garnett",29,26.8,24141,25,"AverageDistanceafterGoingforitShot",2016
130,136,"Louis Oosthuizen",25,26.8,18332,19,"AverageDistanceafterGoingforitShot",2016
130,136,"Andres Romero",22,26.8,33728,35,"AverageDistanceafterGoingforitShot",2016
130,143,"Vijay Singh",42,26.8,74413,77,"AverageDistanceafterGoingforitShot",2016
130,136,"Darron Stiles",28,26.8,4823,5,"AverageDistanceafterGoingforitShot",2016
136,132,"Stuart Appleby",39,26.9,44537,46,"AverageDistanceafterGoingforitShot",2016
136,78,"Geoff Ogilvy",37,26.9,51242,53,"AverageDistanceafterGoingforitShot",2016
136,136,"Johnson Wagner",44,26.9,63995,66,"AverageDistanceafterGoingforitShot",2016
139,143,"Whee Kim",54,27,82483,85,"AverageDistanceafterGoingforitShot",2016
139,121,"Francesco Molinari",36,27,58254,60,"AverageDistanceafterGoingforitShot",2016
139,143,"Dawie van der Walt",48,27,64034,66,"AverageDistanceafterGoingforitShot",2016
142,127,"Emiliano Grillo",47,27.1,87856,90,"AverageDistanceafterGoingforitShot",2016
142,110,"Cameron Tringale",47,27.1,65476,67,"AverageDistanceafterGoingforitShot",2016
144,150,"Brooks Koepka",39,27.3,77775,79,"AverageDistanceafterGoingforitShot",2016
144,150,"Jimmy Walker",43,27.3,92291,94,"AverageDistanceafterGoingforitShot",2016
146,146,"Jason Bohn",37,27.5,53423,54,"AverageDistanceafterGoingforitShot",2016
146,153,"KJ Choi",47,27.5,38560,39,"AverageDistanceafterGoingforitShot",2016
148,170,"Chesson Hadley",51,27.6,75531,76,"AverageDistanceafterGoingforitShot",2016
148,154,"Justin Leonard",28,27.6,11926,12,"AverageDistanceafterGoingforitShot",2016
150,107,"Steve Marino",40,27.8,50971,51,"AverageDistanceafterGoingforitShot",2016
150,110,"Henrik Norlander",41,27.8,50008,50,"AverageDistanceafterGoingforitShot",2016
152,121,"Andres Gonzales",46,27.9,63260,63,"AverageDistanceafterGoingforitShot",2016
152,156,"Chris Stroud",52,27.9,81483,81,"AverageDistanceafterGoingforitShot",2016
154,148,"Derek Fathauer",58,28,79620,79,"AverageDistanceafterGoingforitShot",2016
154,160,"David Lingmerth",54,28,73531,73,"AverageDistanceafterGoingforitShot",2016
156,156,"Matt Jones",45,28.1,70832,70,"AverageDistanceafterGoingforitShot",2016
156,150,"Shane Lowry",35,28.1,35432,35,"AverageDistanceafterGoingforitShot",2016
158,158,"Will Ma Kenzie",54,28.2,61832,61,"AverageDistanceafterGoingforitShot",2016
158,159,"Brendon Todd",43,28.2,47784,47,"AverageDistanceafterGoingforitShot",2016
160,166,"Kelly Kraft",35,28.4,31687,31,"AverageDistanceafterGoingforitShot",2016
161,163,"Bryce Molder",50,28.5,56464,55,"AverageDistanceafterGoingforitShot",2016
162,164,"Lucas Lee",22,28.6,20623,20,"AverageDistanceafterGoingforitShot",2016
163,181,"Derek Ernst",36,28.7,50620,49,"AverageDistanceafterGoingforitShot",2016
163,166,"Kevin Na",52,28.7,63018,61,"AverageDistanceafterGoingforitShot",2016
163,154,"Jeff Overton",51,28.7,87727,85,"AverageDistanceafterGoingforitShot",2016
166,168,"Graeme McDowell",33,28.8,44618,43,"AverageDistanceafterGoingforitShot",2016
167,174,"Brendon de Jonge",55,28.9,72880,70,"AverageDistanceafterGoingforitShot",2016
167,174,"James Hahn",45,28.9,75892,73,"AverageDistanceafterGoingforitShot",2016
167,169,"Freddie Jacobson",54,28.9,64551,62,"AverageDistanceafterGoingforitShot",2016
170,170,"Jon Curran",55,29,33361,32,"AverageDistanceafterGoingforitShot",2016
170,164,"Harris English",51,29,79251,76,"AverageDistanceafterGoingforitShot",2016
172,172,"Luke Guthrie",31,29.1,43948,42,"AverageDistanceafterGoingforitShot",2016
173,186,"Michael Kim",62,29.2,87240,83,"AverageDistanceafterGoingforitShot",2016
173,173,"Brandt Snedeker",47,29.2,87256,83,"AverageDistanceafterGoingforitShot",2016
175,177,"Retief Goosen",37,29.4,59353,56,"AverageDistanceafterGoingforitShot",2016
176,176,"Blayne Barber",44,29.6,70331,66,"AverageDistanceafterGoingforitShot",2016
176,196,"Brian Stuard",24,29.6,20256,19,"AverageDistanceafterGoingforitShot",2016
178,186,"Graham DeLaet",50,29.7,102705,96,"AverageDistanceafterGoingforitShot",2016
178,160,"Morgan Hoffmann",43,29.7,72635,68,"AverageDistanceafterGoingforitShot",2016
180,178,"Jason Day",36,29.8,79370,74,"AverageDistanceafterGoingforitShot",2016
181,180,"Pat Perez",28,29.9,35474,33,"AverageDistanceafterGoingforitShot",2016
182,195,"Tom Hoge",47,30,75563,70,"AverageDistanceafterGoingforitShot",2016
182,181,"Bernd Wiesberger",23,30,21628,20,"AverageDistanceafterGoingforitShot",2016
184,188,"Scott Langley",41,30.1,68219,63,"AverageDistanceafterGoingforitShot",2016
184,192,"Carlos Ortiz",47,30.1,86693,80,"AverageDistanceafterGoingforitShot",2016
186,188,"Chad Collins",45,30.5,64699,59,"AverageDistanceafterGoingforitShot",2016
187,181,"Justin Hicks",26,30.6,31897,29,"AverageDistanceafterGoingforitShot",2016
188,136,"Jamie Donaldson",28,30.7,41938,38,"AverageDistanceafterGoingforitShot",2016
188,181,"Kevin Streelman",46,30.7,64148,58,"AverageDistanceafterGoingforitShot",2016
188,191,"Andy Sullivan",25,30.7,39728,36,"AverageDistanceafterGoingforitShot",2016
191,202,"DH Lee",35,30.9,38978,35,"AverageDistanceafterGoingforitShot",2016
192,199,"Peter Malnati",53,31,64731,58,"AverageDistanceafterGoingforitShot",2016
192,196,"Cameron Percy",22,31,32407,29,"AverageDistanceafterGoingforitShot",2016
194,198,"Brian Gay",22,31.1,12304,11,"AverageDistanceafterGoingforitShot",2016
195,160,"Hiroshi Iwata",51,31.2,74226,66,"AverageDistanceafterGoingforitShot",2016
196,200,"Billy Hurley III",22,31.3,24768,22,"AverageDistanceafterGoingforitShot",2016
196,192,"Anirban Lahiri",44,31.3,75604,67,"AverageDistanceafterGoingforitShot",2016
198,192,"Ernie Els",34,31.7,74146,65,"AverageDistanceafterGoingforitShot",2016
199,203,"John Huh",51,31.8,89413,78,"AverageDistanceafterGoingforitShot",2016
199,190,"Ryan Moore",40,31.8,49222,43,"AverageDistanceafterGoingforitShot",2016
201,204,"Matt Every",34,32,69087,60,"AverageDistanceafterGoingforitShot",2016
202,201,"Hunter Mahan",43,32.2,77734,67,"AverageDistanceafterGoingforitShot",2016
203,205,"Rory Sabbatini",40,32.3,70839,61,"AverageDistanceafterGoingforitShot",2016
204,178,"Ben Crane",48,33,62975,53,"AverageDistanceafterGoingforitShot",2016
205,206,"Andrew Landry",24,33.4,25272,21,"AverageDistanceafterGoingforitShot",2016
206,207,"Abraham Ancer",26,39.4,28393,20,"AverageDistanceafterGoingforitShot",2016
207,208,"Matthew Fitzpatrick",23,43.5,42273,27,"AverageDistanceafterGoingforitShot",2016
