"Front9Round2ScoringAverage_RANKTHISWEEK_2005","Front9Round2ScoringAverage_RANKLASTWEEK_2005","Front9Round2ScoringAverage_PLAYERNAME_2005","Front9Round2ScoringAverage__2005","Front9Round2ScoringAverage_AVG_2005","Front9Round2ScoringAverage_TOTALSTROKES_2005","Front9Round2ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Tiger Woods",NA,34.2,684,20,"Front9Round2ScoringAverage",2005
2,2,"John Senden",NA,34.25,959,28,"Front9Round2ScoringAverage",2005
3,3,"Phil Mickelson",NA,34.26,651,19,"Front9Round2ScoringAverage",2005
4,4,"Dudley Hart",NA,34.32,755,22,"Front9Round2ScoringAverage",2005
4,4,"Kenny Perry",NA,34.32,755,22,"Front9Round2ScoringAverage",2005
6,6,"Justin Rose",NA,34.52,932,27,"Front9Round2ScoringAverage",2005
6,6,"Kevin Sutherland",NA,34.52,863,25,"Front9Round2ScoringAverage",2005
8,8,"Scott Verplank",NA,34.57,795,23,"Front9Round2ScoringAverage",2005
9,9,"Vijay Singh",NA,34.59,1003,29,"Front9Round2ScoringAverage",2005
10,10,"Luke Donald",NA,34.63,554,16,"Front9Round2ScoringAverage",2005
11,11,"Mark Calcavecchia",NA,34.64,866,25,"Front9Round2ScoringAverage",2005
12,12,"Billy Mayfair",NA,34.67,1040,30,"Front9Round2ScoringAverage",2005
13,13,"Mark Wilson",NA,34.71,833,24,"Front9Round2ScoringAverage",2005
14,14,"Jerry Kelly",NA,34.72,1007,29,"Front9Round2ScoringAverage",2005
15,15,"Steve Flesch",NA,34.74,938,27,"Front9Round2ScoringAverage",2005
15,15,"Phillip Price",NA,34.74,799,23,"Front9Round2ScoringAverage",2005
17,17,"Brad Faxon",NA,34.77,765,22,"Front9Round2ScoringAverage",2005
17,17,"Scott Gutschewski",NA,34.77,904,26,"Front9Round2ScoringAverage",2005
19,19,"Stuart Appleby",NA,34.78,800,23,"Front9Round2ScoringAverage",2005
19,19,"Stephen Leaney",NA,34.78,939,27,"Front9Round2ScoringAverage",2005
19,19,"Arron Oberholser",NA,34.78,626,18,"Front9Round2ScoringAverage",2005
22,22,"Tommy Armour III",NA,34.79,1009,29,"Front9Round2ScoringAverage",2005
22,22,"Jonathan Byrd",NA,34.79,1009,29,"Front9Round2ScoringAverage",2005
22,22,"Tim Clark",NA,34.79,835,24,"Front9Round2ScoringAverage",2005
22,22,"Steve Elkington",NA,34.79,661,19,"Front9Round2ScoringAverage",2005
26,26,"Tim Herron",NA,34.81,940,27,"Front9Round2ScoringAverage",2005
27,27,"Stephen Ames",NA,34.82,766,22,"Front9Round2ScoringAverage",2005
27,27,"Arjun Atwal",NA,34.82,592,17,"Front9Round2ScoringAverage",2005
29,29,"Sergio Garcia",NA,34.83,627,18,"Front9Round2ScoringAverage",2005
29,29,"Tag Ridings",NA,34.83,1045,30,"Front9Round2ScoringAverage",2005
31,31,"Ben Crane",NA,34.84,662,19,"Front9Round2ScoringAverage",2005
32,32,"Brian Davis",NA,34.86,767,22,"Front9Round2ScoringAverage",2005
33,33,"Dan Forsman",NA,34.88,558,16,"Front9Round2ScoringAverage",2005
33,33,"Dean Wilson",NA,34.88,907,26,"Front9Round2ScoringAverage",2005
35,35,"JP Hayes",NA,34.9,733,21,"Front9Round2ScoringAverage",2005
35,35,"Steve Stricker",NA,34.9,733,21,"Front9Round2ScoringAverage",2005
37,37,"Bo Van Pelt",NA,34.91,1152,33,"Front9Round2ScoringAverage",2005
38,38,"Ryuji Imada",NA,34.92,873,25,"Front9Round2ScoringAverage",2005
39,39,"Neal Lancaster",NA,34.93,1013,29,"Front9Round2ScoringAverage",2005
39,39,"Brett Quigley",NA,34.93,1048,30,"Front9Round2ScoringAverage",2005
41,41,"Corey Pavin",NA,34.95,769,22,"Front9Round2ScoringAverage",2005
41,41,"David Toms",NA,34.95,734,21,"Front9Round2ScoringAverage",2005
43,43,"Zach Johnson",NA,34.97,1014,29,"Front9Round2ScoringAverage",2005
43,43,"Nick Watney",NA,34.97,1049,30,"Front9Round2ScoringAverage",2005
45,45,"Stewart Cink",NA,35,840,24,"Front9Round2ScoringAverage",2005
45,45,"Brandt Jobe",NA,35,910,26,"Front9Round2ScoringAverage",2005
45,45,"Lee Westwood",NA,35,490,14,"Front9Round2ScoringAverage",2005
48,48,"Hank Kuehne",NA,35.04,946,27,"Front9Round2ScoringAverage",2005
48,48,"Shigeki Maruyama",NA,35.04,981,28,"Front9Round2ScoringAverage",2005
50,50,"Charlie Wi",NA,35.05,736,21,"Front9Round2ScoringAverage",2005
51,51,"Carl Pettersson",NA,35.06,1157,33,"Front9Round2ScoringAverage",2005
52,52,"Chad Campbell",NA,35.08,912,26,"Front9Round2ScoringAverage",2005
52,52,"Bob Estes",NA,35.08,877,25,"Front9Round2ScoringAverage",2005
52,52,"Jim Furyk",NA,35.08,877,25,"Front9Round2ScoringAverage",2005
52,52,"Will Ma Kenzie",NA,35.08,842,24,"Front9Round2ScoringAverage",2005
56,56,"Davis Love III",NA,35.09,772,22,"Front9Round2ScoringAverage",2005
57,57,"Rocco Mediate",NA,35.1,737,21,"Front9Round2ScoringAverage",2005
58,58,"Bart Bryant",NA,35.12,913,26,"Front9Round2ScoringAverage",2005
59,59,"Chris Anderson",NA,35.13,808,23,"Front9Round2ScoringAverage",2005
59,59,"Marco Dawson",NA,35.13,808,23,"Front9Round2ScoringAverage",2005
59,59,"Kent Jones",NA,35.13,1089,31,"Front9Round2ScoringAverage",2005
59,59,"Rod Pampling",NA,35.13,843,24,"Front9Round2ScoringAverage",2005
63,63,"Olin Browne",NA,35.14,984,28,"Front9Round2ScoringAverage",2005
63,63,"Justin Leonard",NA,35.14,773,22,"Front9Round2ScoringAverage",2005
65,65,"Daniel Chopra",NA,35.15,1160,33,"Front9Round2ScoringAverage",2005
65,65,"Brett Wetterich",NA,35.15,914,26,"Front9Round2ScoringAverage",2005
67,67,"Bradley Hughes",NA,35.16,668,19,"Front9Round2ScoringAverage",2005
68,68,"Ryan Palmer",NA,35.17,1055,30,"Front9Round2ScoringAverage",2005
68,68,"Adam Scott",NA,35.17,633,18,"Front9Round2ScoringAverage",2005
70,70,"Ted Purdy",NA,35.18,1196,34,"Front9Round2ScoringAverage",2005
70,70,"Loren Roberts",NA,35.18,598,17,"Front9Round2ScoringAverage",2005
72,72,"Lucas Glover",NA,35.19,950,27,"Front9Round2ScoringAverage",2005
72,72,"Jeff Hart",NA,35.19,739,21,"Front9Round2ScoringAverage",2005
72,72,"Sean OHair",NA,35.19,950,27,"Front9Round2ScoringAverage",2005
75,75,"Patrick Sheehan",NA,35.21,1197,34,"Front9Round2ScoringAverage",2005
76,76,"Jeff Sluman",NA,35.22,951,27,"Front9Round2ScoringAverage",2005
77,77,"Gavin Coles",NA,35.23,775,22,"Front9Round2ScoringAverage",2005
78,78,"Lee Janzen",NA,35.24,881,25,"Front9Round2ScoringAverage",2005
79,79,"Robert Gamez",NA,35.25,987,28,"Front9Round2ScoringAverage",2005
79,79,"Kevin Stadler",NA,35.25,1128,32,"Front9Round2ScoringAverage",2005
81,81,"Shaun Micheel",NA,35.26,952,27,"Front9Round2ScoringAverage",2005
81,81,"Greg Owen",NA,35.26,811,23,"Front9Round2ScoringAverage",2005
