"CurrentParorBetterStreak_RANKTHISWEEK_2009","CurrentParorBetterStreak_RANKLASTWEEK_2009","CurrentParorBetterStreak_PLAYERNAME_2009","CurrentParorBetterStreak_EVENTS_2009","CurrentParorBetterStreak_NUMBEROFROUNDS_2009","stat_name","year"
1,1,"Chez Reavie",63,21,"CurrentParorBetterStreak",2009
2,2,"Ben Crane",186,15,"CurrentParorBetterStreak",2009
3,3,"Chris DiMarco",391,14,"CurrentParorBetterStreak",2009
4,4,"Stuart Appleby",335,12,"CurrentParorBetterStreak",2009
4,4,"Jason Bohn",144,12,"CurrentParorBetterStreak",2009
4,4,"Charles Howell III",263,12,"CurrentParorBetterStreak",2009
4,4,"Sean OHair",132,12,"CurrentParorBetterStreak",2009
8,8,"Greg Chalmers",223,11,"CurrentParorBetterStreak",2009
8,8,"Ryan Moore",117,11,"CurrentParorBetterStreak",2009
10,10,"Scott McCarron",346,10,"CurrentParorBetterStreak",2009
10,10,"Nicholas Thompson",98,10,"CurrentParorBetterStreak",2009
12,12,"Stephen Ames",279,9,"CurrentParorBetterStreak",2009
12,12,"Tim Clark",187,9,"CurrentParorBetterStreak",2009
12,12,"Sergio Garcia",181,9,"CurrentParorBetterStreak",2009
12,12,"Nick OHern",105,9,"CurrentParorBetterStreak",2009
12,12,"Ryan Palmer",172,9,"CurrentParorBetterStreak",2009
12,12,"Carl Pettersson",203,9,"CurrentParorBetterStreak",2009
12,12,"Justin Rose",141,9,"CurrentParorBetterStreak",2009
12,12,"Chris Stroud",83,9,"CurrentParorBetterStreak",2009
12,12,"Tiger Woods",241,9,"CurrentParorBetterStreak",2009
21,21,"Chad Campbell",223,8,"CurrentParorBetterStreak",2009
21,21,"Alex Cejka",199,8,"CurrentParorBetterStreak",2009
21,21,"Brian Davis",156,8,"CurrentParorBetterStreak",2009
21,21,"Justin Leonard",406,8,"CurrentParorBetterStreak",2009
21,21,"Bill Lunde",30,8,"CurrentParorBetterStreak",2009
21,21,"Len Mattiace",367,8,"CurrentParorBetterStreak",2009
21,21,"Andres Romero",43,8,"CurrentParorBetterStreak",2009
21,21,"Bo Van Pelt",238,8,"CurrentParorBetterStreak",2009
29,29,"JP Hayes",366,7,"CurrentParorBetterStreak",2009
29,29,"Kent Jones",308,7,"CurrentParorBetterStreak",2009
31,31,"Chris Baryla",6,6,"CurrentParorBetterStreak",2009
31,31,"Jason Gore",184,6,"CurrentParorBetterStreak",2009
31,31,"Spencer Levin",37,6,"CurrentParorBetterStreak",2009
31,31,"DA Points",93,6,"CurrentParorBetterStreak",2009
35,35,"Nathan Green",119,5,"CurrentParorBetterStreak",2009
35,35,"Bill Haas",137,5,"CurrentParorBetterStreak",2009
35,35,"JJ Henry",270,5,"CurrentParorBetterStreak",2009
35,35,"Zach Johnson",158,5,"CurrentParorBetterStreak",2009
35,35,"Tom Lehman",447,5,"CurrentParorBetterStreak",2009
35,35,"Jeff Maggert",490,5,"CurrentParorBetterStreak",2009
35,35,"Spike McRoy",221,5,"CurrentParorBetterStreak",2009
35,35,"John Merrick",86,5,"CurrentParorBetterStreak",2009
35,35,"Jeff Overton",107,5,"CurrentParorBetterStreak",2009
35,35,"Greg Owen",113,5,"CurrentParorBetterStreak",2009
35,35,"Rod Pampling",204,5,"CurrentParorBetterStreak",2009
35,35,"Adam Scott",134,5,"CurrentParorBetterStreak",2009
35,35,"Patrick Sheehan",181,5,"CurrentParorBetterStreak",2009
35,35,"Jeff Sluman",688,5,"CurrentParorBetterStreak",2009
35,35,"Kevin Stadler",125,5,"CurrentParorBetterStreak",2009
35,35,"Johnson Wagner",86,5,"CurrentParorBetterStreak",2009
35,35,"Charles Warren",164,5,"CurrentParorBetterStreak",2009
35,35,"Matt Weibring",26,5,"CurrentParorBetterStreak",2009
35,35,"Jay Williamson",341,5,"CurrentParorBetterStreak",2009
54,54,"Michael Bradley",287,4,"CurrentParorBetterStreak",2009
54,54,"Jonathan Byrd",212,4,"CurrentParorBetterStreak",2009
54,54,"KJ Choi",251,4,"CurrentParorBetterStreak",2009
54,54,"Ben Curtis",155,4,"CurrentParorBetterStreak",2009
54,54,"Brendon de Jonge",55,4,"CurrentParorBetterStreak",2009
54,54,"Mathias Gronberg",167,4,"CurrentParorBetterStreak",2009
54,54,"Bob Heintz",151,4,"CurrentParorBetterStreak",2009
54,54,"Scott Hoch",634,4,"CurrentParorBetterStreak",2009
54,54,"Dustin Johnson",55,4,"CurrentParorBetterStreak",2009
54,54,"Skip Kendall",379,4,"CurrentParorBetterStreak",2009
54,54,"Danny Lee",14,4,"CurrentParorBetterStreak",2009
