"CurrentParorBetterStreak_RANKTHISWEEK_2009","CurrentParorBetterStreak_RANKLASTWEEK_2009","CurrentParorBetterStreak_PLAYERNAME_2009","CurrentParorBetterStreak_EVENTS_2009","CurrentParorBetterStreak_NUMBEROFROUNDS_2009","stat_name","year"
54,54,"Will Ma Kenzie",127,4,"CurrentParorBetterStreak",2009
54,54,"Hunter Mahan",180,4,"CurrentParorBetterStreak",2009
54,54,"George McNeill",89,4,"CurrentParorBetterStreak",2009
54,54,"Bryce Molder",79,4,"CurrentParorBetterStreak",2009
54,54,"Jack Newman",2,4,"CurrentParorBetterStreak",2009
54,54,"Arron Oberholser",124,4,"CurrentParorBetterStreak",2009
54,54,"Joe Ogilvie",292,4,"CurrentParorBetterStreak",2009
54,54,"James Oh",21,4,"CurrentParorBetterStreak",2009
54,54,"Pat Perez",213,4,"CurrentParorBetterStreak",2009
54,54,"Jeff Quinney",98,4,"CurrentParorBetterStreak",2009
54,54,"Tag Ridings",149,4,"CurrentParorBetterStreak",2009
54,54,"Loren Roberts",621,4,"CurrentParorBetterStreak",2009
54,54,"Jose de Jesus Rodriguez",2,4,"CurrentParorBetterStreak",2009
54,54,"John Rollins",253,4,"CurrentParorBetterStreak",2009
54,54,"Andrew Ruthkoski",5,4,"CurrentParorBetterStreak",2009
54,54,"John Senden",226,4,"CurrentParorBetterStreak",2009
54,54,"Kyle Stanley",9,4,"CurrentParorBetterStreak",2009
54,54,"Jimmy Walker",83,4,"CurrentParorBetterStreak",2009
83,83,"Woody Austin",440,3,"CurrentParorBetterStreak",2009
83,83,"Ricky Barnes",46,3,"CurrentParorBetterStreak",2009
83,83,"Brian Bateman",198,3,"CurrentParorBetterStreak",2009
83,83,"Ronnie Black",539,3,"CurrentParorBetterStreak",2009
83,83,"Graham DeLaet",2,3,"CurrentParorBetterStreak",2009
83,83,"Jay Delsing",549,3,"CurrentParorBetterStreak",2009
83,83,"Ernie Gonzalez",175,3,"CurrentParorBetterStreak",2009
83,83,"Todd Hamilton",178,3,"CurrentParorBetterStreak",2009
83,83,"Dudley Hart",455,3,"CurrentParorBetterStreak",2009
83,83,"Steve Lowery",552,3,"CurrentParorBetterStreak",2009
83,83,"Troy Matteson",121,3,"CurrentParorBetterStreak",2009
83,83,"Phil Mickelson",377,3,"CurrentParorBetterStreak",2009
83,83,"Jesper Parnevik",349,3,"CurrentParorBetterStreak",2009
83,83,"Michael Sim",29,3,"CurrentParorBetterStreak",2009
83,83,"David Toms",447,3,"CurrentParorBetterStreak",2009
83,83,"Alan Wagner",1,3,"CurrentParorBetterStreak",2009
83,83,"Dean Wilson",215,3,"CurrentParorBetterStreak",2009
83,83,"Oliver Wilson",14,3,"CurrentParorBetterStreak",2009
101,101,"Thomas Aiken",5,2,"CurrentParorBetterStreak",2009
101,101,"Stuart Anderson",2,2,"CurrentParorBetterStreak",2009
101,101,"Rich Beem",295,2,"CurrentParorBetterStreak",2009
101,101,"Bob Burns",264,2,"CurrentParorBetterStreak",2009
101,101,"Rodney Butcher",14,2,"CurrentParorBetterStreak",2009
101,101,"Erik Compton",17,2,"CurrentParorBetterStreak",2009
101,101,"Rickie Fowler",8,2,"CurrentParorBetterStreak",2009
101,101,"Tommy Gainey",40,2,"CurrentParorBetterStreak",2009
101,101,"Rafael Gomez",1,2,"CurrentParorBetterStreak",2009
101,101,"JB Holmes",101,2,"CurrentParorBetterStreak",2009
101,101,"Anthony Kang",2,2,"CurrentParorBetterStreak",2009
101,101,"Martin Laird",54,2,"CurrentParorBetterStreak",2009
101,101,"Lucas Lee",1,2,"CurrentParorBetterStreak",2009
101,101,"Steve Marino",94,2,"CurrentParorBetterStreak",2009
101,101,"Graeme McDowell",54,2,"CurrentParorBetterStreak",2009
101,101,"Rory McIlroy",11,2,"CurrentParorBetterStreak",2009
101,101,"Larry Mize",589,2,"CurrentParorBetterStreak",2009
101,101,"Francesco Molinari",5,2,"CurrentParorBetterStreak",2009
101,101,"Geoff Ogilvy",203,2,"CurrentParorBetterStreak",2009
101,101,"Dustin Risdon",2,2,"CurrentParorBetterStreak",2009
101,101,"Rory Sabbatini",261,2,"CurrentParorBetterStreak",2009
101,101,"Webb Simpson",37,2,"CurrentParorBetterStreak",2009
101,101,"Steve Stricker",344,2,"CurrentParorBetterStreak",2009
101,101,"Bob Tway",661,2,"CurrentParorBetterStreak",2009
101,101,"Camilo Villegas",105,2,"CurrentParorBetterStreak",2009
