"FirstTeeLateRound3ScoringAverage_RANKTHISWEEK_2010","FirstTeeLateRound3ScoringAverage_RANKLASTWEEK_2010","FirstTeeLateRound3ScoringAverage_PLAYERNAME_2010","FirstTeeLateRound3ScoringAverage__2010","FirstTeeLateRound3ScoringAverage_AVG_2010","FirstTeeLateRound3ScoringAverage_TOTALSTROKES_2010","FirstTeeLateRound3ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Scott Piercy",NA,67,268,4,"FirstTeeLateRound3ScoringAverage",2010
1,1,"Brett Wetterich",NA,67,201,3,"FirstTeeLateRound3ScoringAverage",2010
3,3,"Richard Johnson",NA,67.2,336,5,"FirstTeeLateRound3ScoringAverage",2010
4,4,"Chad Collins",NA,67.4,337,5,"FirstTeeLateRound3ScoringAverage",2010
5,5,"Scott McCarron",NA,67.6,338,5,"FirstTeeLateRound3ScoringAverage",2010
6,6,"Troy Merritt",NA,67.67,203,3,"FirstTeeLateRound3ScoringAverage",2010
7,7,"Steve Flesch",NA,68,68,1,"FirstTeeLateRound3ScoringAverage",2010
7,7,"Lee Janzen",NA,68,272,4,"FirstTeeLateRound3ScoringAverage",2010
7,7,"Skip Kendall",NA,68,136,2,"FirstTeeLateRound3ScoringAverage",2010
10,10,"Matt Jones",NA,68.13,545,8,"FirstTeeLateRound3ScoringAverage",2010
11,11,"Jeff Overton",NA,68.22,614,9,"FirstTeeLateRound3ScoringAverage",2010
12,12,"Ben Curtis",NA,68.25,273,4,"FirstTeeLateRound3ScoringAverage",2010
13,13,"Cameron Percy",NA,68.33,205,3,"FirstTeeLateRound3ScoringAverage",2010
14,14,"Bill Haas",NA,68.5,822,12,"FirstTeeLateRound3ScoringAverage",2010
14,14,"Paul Stankowski",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2010
14,14,"Roger Tambellini",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2010
14,14,"Jimmy Walker",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2010
18,18,"Briny Baird",NA,68.67,412,6,"FirstTeeLateRound3ScoringAverage",2010
18,18,"Bob Estes",NA,68.67,412,6,"FirstTeeLateRound3ScoringAverage",2010
18,18,"Justin Leonard",NA,68.67,412,6,"FirstTeeLateRound3ScoringAverage",2010
21,21,"Chris Couch",NA,68.71,481,7,"FirstTeeLateRound3ScoringAverage",2010
22,22,"Blake Adams",NA,68.8,344,5,"FirstTeeLateRound3ScoringAverage",2010
22,22,"Brandt Snedeker",NA,68.8,344,5,"FirstTeeLateRound3ScoringAverage",2010
22,22,"Dean Wilson",NA,68.8,344,5,"FirstTeeLateRound3ScoringAverage",2010
25,25,"Michael Sim",NA,68.83,413,6,"FirstTeeLateRound3ScoringAverage",2010
26,26,"Ryan Palmer",NA,68.86,482,7,"FirstTeeLateRound3ScoringAverage",2010
26,26,"Kenny Perry",NA,68.86,482,7,"FirstTeeLateRound3ScoringAverage",2010
28,28,"Carl Pettersson",NA,68.89,620,9,"FirstTeeLateRound3ScoringAverage",2010
29,29,"Brendon de Jonge",NA,68.9,689,10,"FirstTeeLateRound3ScoringAverage",2010
30,30,"Stuart Appleby",NA,69,345,5,"FirstTeeLateRound3ScoringAverage",2010
30,30,"Freddie Jacobson",NA,69,207,3,"FirstTeeLateRound3ScoringAverage",2010
30,30,"Jeff Maggert",NA,69,414,6,"FirstTeeLateRound3ScoringAverage",2010
30,30,"Mark Wilson",NA,69,345,5,"FirstTeeLateRound3ScoringAverage",2010
34,34,"Jim Furyk",NA,69.1,691,10,"FirstTeeLateRound3ScoringAverage",2010
35,35,"Aaron Baddeley",NA,69.14,484,7,"FirstTeeLateRound3ScoringAverage",2010
35,35,"Davis Love III",NA,69.14,484,7,"FirstTeeLateRound3ScoringAverage",2010
35,35,"Tim Petrovic",NA,69.14,484,7,"FirstTeeLateRound3ScoringAverage",2010
35,35,"Boo Weekley",NA,69.14,484,7,"FirstTeeLateRound3ScoringAverage",2010
39,39,"Ernie Els",NA,69.17,415,6,"FirstTeeLateRound3ScoringAverage",2010
40,40,"Steve Stricker",NA,69.2,692,10,"FirstTeeLateRound3ScoringAverage",2010
41,41,"Ryan Moore",NA,69.22,623,9,"FirstTeeLateRound3ScoringAverage",2010
41,41,"Nick Watney",NA,69.22,623,9,"FirstTeeLateRound3ScoringAverage",2010
43,43,"Kevin Na",NA,69.3,693,10,"FirstTeeLateRound3ScoringAverage",2010
44,44,"Jonathan Byrd",NA,69.33,624,9,"FirstTeeLateRound3ScoringAverage",2010
44,44,"Michael Connell",NA,69.33,416,6,"FirstTeeLateRound3ScoringAverage",2010
44,44,"Martin Flores",NA,69.33,208,3,"FirstTeeLateRound3ScoringAverage",2010
44,44,"Cameron Tringale",NA,69.33,208,3,"FirstTeeLateRound3ScoringAverage",2010
48,48,"Will Ma Kenzie",NA,69.4,347,5,"FirstTeeLateRound3ScoringAverage",2010
48,48,"DA Points",NA,69.4,347,5,"FirstTeeLateRound3ScoringAverage",2010
48,48,"Andres Romero",NA,69.4,347,5,"FirstTeeLateRound3ScoringAverage",2010
51,51,"John Senden",NA,69.42,833,12,"FirstTeeLateRound3ScoringAverage",2010
52,52,"Webb Simpson",NA,69.44,625,9,"FirstTeeLateRound3ScoringAverage",2010
53,53,"Charlie Wi",NA,69.45,764,11,"FirstTeeLateRound3ScoringAverage",2010
54,54,"Luke Donald",NA,69.5,695,10,"FirstTeeLateRound3ScoringAverage",2010
54,54,"Martin Laird",NA,69.5,556,8,"FirstTeeLateRound3ScoringAverage",2010
54,54,"Spencer Levin",NA,69.5,695,10,"FirstTeeLateRound3ScoringAverage",2010
54,54,"Troy Matteson",NA,69.5,417,6,"FirstTeeLateRound3ScoringAverage",2010
54,54,"Billy Mayfair",NA,69.5,278,4,"FirstTeeLateRound3ScoringAverage",2010
54,54,"Scott Verplank",NA,69.5,278,4,"FirstTeeLateRound3ScoringAverage",2010
54,54,"Bubba Watson",NA,69.5,417,6,"FirstTeeLateRound3ScoringAverage",2010
61,61,"Justin Rose",NA,69.57,487,7,"FirstTeeLateRound3ScoringAverage",2010
61,61,"Heath Slocum",NA,69.57,487,7,"FirstTeeLateRound3ScoringAverage",2010
63,63,"Cameron Beckman",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2010
64,64,"Michael Bradley",NA,69.67,209,3,"FirstTeeLateRound3ScoringAverage",2010
64,64,"Tom Gillis",NA,69.67,418,6,"FirstTeeLateRound3ScoringAverage",2010
66,66,"Aron Price",NA,69.71,488,7,"FirstTeeLateRound3ScoringAverage",2010
67,67,"Rickie Fowler",NA,69.73,767,11,"FirstTeeLateRound3ScoringAverage",2010
68,68,"Kevin Sutherland",NA,69.75,558,8,"FirstTeeLateRound3ScoringAverage",2010
69,69,"Brian Stuard",NA,69.8,349,5,"FirstTeeLateRound3ScoringAverage",2010
69,69,"Charles Warren",NA,69.8,349,5,"FirstTeeLateRound3ScoringAverage",2010
71,71,"Chris DiMarco",NA,69.83,419,6,"FirstTeeLateRound3ScoringAverage",2010
72,72,"David Toms",NA,69.88,559,8,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Woody Austin",NA,70,630,9,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Jason Bohn",NA,70,630,9,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Greg Chalmers",NA,70,770,11,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Tim Clark",NA,70,490,7,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Brian Davis",NA,70,490,7,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Joe Durant",NA,70,420,6,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Robert Garrigus",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Zach Johnson",NA,70,840,12,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Greg Kraft",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2010
73,73,"John Mallinger",NA,70,490,7,"FirstTeeLateRound3ScoringAverage",2010
73,73,"John Rollins",NA,70,490,7,"FirstTeeLateRound3ScoringAverage",2010
73,73,"Kevin Streelman",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2010
85,85,"Matt Kuchar",NA,70.07,1051,15,"FirstTeeLateRound3ScoringAverage",2010
86,86,"Charles Howell III",NA,70.13,561,8,"FirstTeeLateRound3ScoringAverage",2010
87,87,"Brett Quigley",NA,70.14,491,7,"FirstTeeLateRound3ScoringAverage",2010
87,87,"Vaughn Taylor",NA,70.14,491,7,"FirstTeeLateRound3ScoringAverage",2010
89,89,"Angel Cabrera",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2010
89,89,"Tim Herron",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2010
89,89,"Geoff Ogilvy",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2010
92,92,"Robert Allenby",NA,70.18,772,11,"FirstTeeLateRound3ScoringAverage",2010
93,93,"David Duval",NA,70.2,351,5,"FirstTeeLateRound3ScoringAverage",2010
94,94,"Jason Day",NA,70.22,632,9,"FirstTeeLateRound3ScoringAverage",2010
