"SandSavesfrom_RANKTHISWEEK_2007","SandSavesfrom_RANKLASTWEEK_2007","SandSavesfrom_PLAYERNAME_2007","SandSavesfrom_ROUNDS_2007","SandSavesfrom_Pct_2007","SandSavesfrom_OFSAVES_2007","SandSavesfrom_OFBUNKERS_2007","stat_name","year"
88,88,"Sergio Garcia",68,60,6,10,"SandSavesfrom",2007
88,88,"Jose Maria Olazabal",52,60,3,5,"SandSavesfrom",2007
88,88,"Jeff Overton",60,60,6,10,"SandSavesfrom",2007
88,88,"Rod Pampling",92,60,3,5,"SandSavesfrom",2007
88,88,"Jim Rutledge",59,60,3,5,"SandSavesfrom",2007
96,96,"Mark Calcavecchia",93,58.33,7,12,"SandSavesfrom",2007
96,96,"JP Hayes",89,58.33,7,12,"SandSavesfrom",2007
96,96,"Craig Kanada",109,58.33,7,12,"SandSavesfrom",2007
96,96,"George McNeill",95,58.33,7,12,"SandSavesfrom",2007
96,96,"John Rollins",102,58.33,7,12,"SandSavesfrom",2007
96,96,"Tiger Woods",63,58.33,7,12,"SandSavesfrom",2007
102,102,"David Branshaw",83,57.14,4,7,"SandSavesfrom",2007
102,102,"Stewart Cink",91,57.14,8,14,"SandSavesfrom",2007
102,102,"Lucas Glover",98,57.14,4,7,"SandSavesfrom",2007
102,102,"Kyle Reifers",71,57.14,4,7,"SandSavesfrom",2007
102,102,"Jason Schultz",63,57.14,4,7,"SandSavesfrom",2007
102,102,"Johnson Wagner",97,57.14,8,14,"SandSavesfrom",2007
102,102,"Boo Weekley",101,57.14,8,14,"SandSavesfrom",2007
102,102,"Mike Weir",82,57.14,4,7,"SandSavesfrom",2007
102,102,"Dean Wilson",92,57.14,4,7,"SandSavesfrom",2007
111,111,"Ryan Armour",107,55.56,5,9,"SandSavesfrom",2007
111,111,"Bob Estes",88,55.56,5,9,"SandSavesfrom",2007
111,111,"Steve Lowery",74,55.56,5,9,"SandSavesfrom",2007
111,111,"Ryan Moore",92,55.56,5,9,"SandSavesfrom",2007
115,115,"Alex Cejka",80,54.55,6,11,"SandSavesfrom",2007
115,115,"Marco Dawson",73,54.55,6,11,"SandSavesfrom",2007
115,115,"Robert Garrigus",95,54.55,6,11,"SandSavesfrom",2007
115,115,"Camilo Villegas",82,54.55,6,11,"SandSavesfrom",2007
119,119,"Bill Haas",93,53.85,7,13,"SandSavesfrom",2007
119,119,"Freddie Jacobson",70,53.85,7,13,"SandSavesfrom",2007
119,119,"Steve Marino",106,53.85,7,13,"SandSavesfrom",2007
119,119,"Ian Poulter",63,53.85,7,13,"SandSavesfrom",2007
123,123,"Todd Hamilton",76,52.38,11,21,"SandSavesfrom",2007
124,124,"Craig Barlow",52,50,3,6,"SandSavesfrom",2007
124,124,"Jeff Brehaut",59,50,5,10,"SandSavesfrom",2007
124,124,"Mark Brooks",53,50,1,2,"SandSavesfrom",2007
124,124,"Jonathan Byrd",73,50,5,10,"SandSavesfrom",2007
124,124,"Bubba Dickerson",51,50,2,4,"SandSavesfrom",2007
124,124,"Joe Durant",88,50,5,10,"SandSavesfrom",2007
124,124,"Steve Elkington",87,50,3,6,"SandSavesfrom",2007
124,124,"Retief Goosen",50,50,2,4,"SandSavesfrom",2007
124,124,"Tim Herron",98,50,4,8,"SandSavesfrom",2007
124,124,"Jarrod Lyle",77,50,4,8,"SandSavesfrom",2007
124,124,"Jeff Maggert",79,50,3,6,"SandSavesfrom",2007
124,124,"Troy Matteson",87,50,3,6,"SandSavesfrom",2007
124,124,"Phil Mickelson",73,50,1,2,"SandSavesfrom",2007
124,124,"Kenny Perry",83,50,4,8,"SandSavesfrom",2007
124,124,"Tag Ridings",52,50,1,2,"SandSavesfrom",2007
124,124,"Chris Riley",59,50,2,4,"SandSavesfrom",2007
124,124,"Vaughn Taylor",91,50,5,10,"SandSavesfrom",2007
124,124,"Bubba Watson",80,50,2,4,"SandSavesfrom",2007
142,142,"Jose Coceres",50,46.67,7,15,"SandSavesfrom",2007
143,143,"Aaron Baddeley",83,44.44,4,9,"SandSavesfrom",2007
143,143,"Brian Bateman",55,44.44,4,9,"SandSavesfrom",2007
143,143,"Bob Heintz",85,44.44,4,9,"SandSavesfrom",2007
143,143,"Shaun Micheel",91,44.44,4,9,"SandSavesfrom",2007
147,147,"Woody Austin",95,42.86,6,14,"SandSavesfrom",2007
147,147,"Briny Baird",115,42.86,3,7,"SandSavesfrom",2007
147,147,"Ben Curtis",80,42.86,3,7,"SandSavesfrom",2007
147,147,"Brendon de Jonge",76,42.86,3,7,"SandSavesfrom",2007
147,147,"Jeff Gove",103,42.86,3,7,"SandSavesfrom",2007
147,147,"Cliff Kresge",107,42.86,3,7,"SandSavesfrom",2007
147,147,"Brett Quigley",79,42.86,3,7,"SandSavesfrom",2007
147,147,"Adam Scott",69,42.86,3,7,"SandSavesfrom",2007
155,155,"Peter Lonard",85,41.67,5,12,"SandSavesfrom",2007
156,156,"Steve Allan",63,40,2,5,"SandSavesfrom",2007
156,156,"Scott Gutschewski",67,40,2,5,"SandSavesfrom",2007
156,156,"Zach Johnson",76,40,2,5,"SandSavesfrom",2007
156,156,"Geoff Ogilvy",84,40,4,10,"SandSavesfrom",2007
156,156,"Michael Putnam",96,40,4,10,"SandSavesfrom",2007
161,161,"Davis Love III",66,37.5,3,8,"SandSavesfrom",2007
161,161,"Daisuke Maruyama",86,37.5,3,8,"SandSavesfrom",2007
161,161,"Duffy Waldorf",69,37.5,3,8,"SandSavesfrom",2007
161,161,"Charlie Wi",90,37.5,3,8,"SandSavesfrom",2007
165,165,"Ryuji Imada",104,36.36,4,11,"SandSavesfrom",2007
165,165,"Doug LaBelle II",104,36.36,4,11,"SandSavesfrom",2007
165,165,"Will Ma Kenzie",100,36.36,4,11,"SandSavesfrom",2007
168,168,"Tommy Armour III",81,35.71,5,14,"SandSavesfrom",2007
169,169,"Rich Barcelo",80,33.33,2,6,"SandSavesfrom",2007
169,169,"Chris DiMarco",79,33.33,4,12,"SandSavesfrom",2007
169,169,"Padraig Harrington",64,33.33,1,3,"SandSavesfrom",2007
169,169,"John Mallinger",96,33.33,1,3,"SandSavesfrom",2007
169,169,"Parker McLachlin",83,33.33,2,6,"SandSavesfrom",2007
169,169,"Bryce Molder",56,33.33,1,3,"SandSavesfrom",2007
169,169,"Ryan Palmer",91,33.33,4,12,"SandSavesfrom",2007
169,169,"Joey Sindelar",75,33.33,5,15,"SandSavesfrom",2007
169,169,"Heath Slocum",101,33.33,5,15,"SandSavesfrom",2007
169,169,"Darron Stiles",65,33.33,2,6,"SandSavesfrom",2007
179,179,"DJ Brigman",67,28.57,2,7,"SandSavesfrom",2007
180,180,"Charley Hoffman",97,27.27,3,11,"SandSavesfrom",2007
181,181,"Chris Couch",76,25,1,4,"SandSavesfrom",2007
181,181,"Robert Gamez",88,25,2,8,"SandSavesfrom",2007
181,181,"Nick OHern",72,25,1,4,"SandSavesfrom",2007
184,184,"Michael Allen",74,22.22,2,9,"SandSavesfrom",2007
184,184,"Brandt Snedeker",105,22.22,2,9,"SandSavesfrom",2007
184,184,"Bob Tway",103,22.22,2,9,"SandSavesfrom",2007
187,187,"John Merrick",92,20,1,5,"SandSavesfrom",2007
187,187,"DJ Trahan",99,20,1,5,"SandSavesfrom",2007
189,189,"Frank Lickliter II",95,18.18,2,11,"SandSavesfrom",2007
190,190,"Jason Dufner",100,16.67,1,6,"SandSavesfrom",2007
190,190,"JJ Henry",86,16.67,1,6,"SandSavesfrom",2007
190,190,"Joe Ogilvie",102,16.67,1,6,"SandSavesfrom",2007
190,190,"Kevin Sutherland",85,16.67,1,6,"SandSavesfrom",2007
194,194,"Tom Johnson",74,0,NA,5,"SandSavesfrom",2007
194,194,"Chris Stroud",66,0,NA,1,"SandSavesfrom",2007
194,194,"Nick Watney",87,0,NA,4,"SandSavesfrom",2007
