"FairwayApproachRTPScore_RANKTHISWEEK_2011","FairwayApproachRTPScore_RANKLASTWEEK_2011","FairwayApproachRTPScore_PLAYERNAME_2011","FairwayApproachRTPScore_ROUNDS_2011","FairwayApproachRTPScore_AVGRTP_2011","stat_name","year"
113,113,"Scott Gutschewski",67,-0.064,"FairwayApproachRTPScore",2011
114,114,"Anthony Kim",72,-0.063,"FairwayApproachRTPScore",2011
114,114,"William McGirt",103,-0.063,"FairwayApproachRTPScore",2011
114,114,"Tim Petrovic",88,-0.063,"FairwayApproachRTPScore",2011
114,114,"Dean Wilson",62,-0.063,"FairwayApproachRTPScore",2011
118,118,"Steve Elkington",50,-0.062,"FairwayApproachRTPScore",2011
118,118,"Kevin Stadler",88,-0.062,"FairwayApproachRTPScore",2011
120,120,"JJ Henry",96,-0.061,"FairwayApproachRTPScore",2011
120,120,"Tim Herron",85,-0.061,"FairwayApproachRTPScore",2011
120,120,"Roland Thatcher",67,-0.061,"FairwayApproachRTPScore",2011
123,123,"Joe Ogilvie",75,-0.06,"FairwayApproachRTPScore",2011
124,124,"Shane Bertsch",62,-0.058,"FairwayApproachRTPScore",2011
124,124,"Ryuji Imada",83,-0.058,"FairwayApproachRTPScore",2011
124,124,"Chris Riley",76,-0.058,"FairwayApproachRTPScore",2011
127,127,"Ricky Barnes",78,-0.057,"FairwayApproachRTPScore",2011
127,127,"Michael Bradley",74,-0.057,"FairwayApproachRTPScore",2011
127,127,"Sean OHair",71,-0.057,"FairwayApproachRTPScore",2011
130,130,"George McNeill",69,-0.056,"FairwayApproachRTPScore",2011
130,130,"Matt McQuillan",59,-0.056,"FairwayApproachRTPScore",2011
132,132,"Lee Janzen",62,-0.055,"FairwayApproachRTPScore",2011
133,133,"Trevor Immelman",84,-0.054,"FairwayApproachRTPScore",2011
133,133,"Ryan Palmer",82,-0.054,"FairwayApproachRTPScore",2011
133,133,"Jhonattan Vegas",84,-0.054,"FairwayApproachRTPScore",2011
133,133,"Johnson Wagner",81,-0.054,"FairwayApproachRTPScore",2011
137,137,"Steven Bowditch",86,-0.051,"FairwayApproachRTPScore",2011
138,138,"Alex Cejka",59,-0.05,"FairwayApproachRTPScore",2011
138,138,"Andres Gonzales",60,-0.05,"FairwayApproachRTPScore",2011
140,140,"Michael Connell",76,-0.049,"FairwayApproachRTPScore",2011
140,140,"Kent Jones",76,-0.049,"FairwayApproachRTPScore",2011
142,142,"Cameron Beckman",71,-0.048,"FairwayApproachRTPScore",2011
142,142,"Ben Curtis",66,-0.048,"FairwayApproachRTPScore",2011
142,142,"Steve Flesch",88,-0.048,"FairwayApproachRTPScore",2011
145,145,"Chris Stroud",88,-0.047,"FairwayApproachRTPScore",2011
146,146,"James Driscoll",71,-0.045,"FairwayApproachRTPScore",2011
146,146,"Scott McCarron",65,-0.045,"FairwayApproachRTPScore",2011
146,146,"Alexandre Rocha",65,-0.045,"FairwayApproachRTPScore",2011
146,146,"YE Yang",63,-0.045,"FairwayApproachRTPScore",2011
150,150,"Kevin Chappell",78,-0.043,"FairwayApproachRTPScore",2011
151,151,"Nathan Green",81,-0.042,"FairwayApproachRTPScore",2011
152,152,"Matt Jones",71,-0.041,"FairwayApproachRTPScore",2011
152,152,"Alex Prugh",82,-0.041,"FairwayApproachRTPScore",2011
154,154,"Shaun Micheel",77,-0.04,"FairwayApproachRTPScore",2011
154,154,"Nate Smith",66,-0.04,"FairwayApproachRTPScore",2011
156,156,"Troy Merritt",63,-0.039,"FairwayApproachRTPScore",2011
157,157,"David Mathis",83,-0.037,"FairwayApproachRTPScore",2011
158,158,"Matt Bettencourt",84,-0.036,"FairwayApproachRTPScore",2011
158,158,"Fabian Gomez",84,-0.036,"FairwayApproachRTPScore",2011
160,160,"Michael Putnam",67,-0.035,"FairwayApproachRTPScore",2011
161,161,"Joseph Bramlett",73,-0.034,"FairwayApproachRTPScore",2011
161,161,"Joe Durant",71,-0.034,"FairwayApproachRTPScore",2011
163,163,"Tom Gillis",55,-0.033,"FairwayApproachRTPScore",2011
164,164,"David Duval",67,-0.031,"FairwayApproachRTPScore",2011
164,164,"JP Hayes",56,-0.031,"FairwayApproachRTPScore",2011
164,164,"Will Strickler",51,-0.031,"FairwayApproachRTPScore",2011
167,167,"Stephen Ames",69,-0.03,"FairwayApproachRTPScore",2011
167,167,"Bobby Gates",82,-0.03,"FairwayApproachRTPScore",2011
169,169,"Justin Leonard",82,-0.028,"FairwayApproachRTPScore",2011
170,170,"Jarrod Lyle",83,-0.02,"FairwayApproachRTPScore",2011
171,171,"Colt Knost",80,-0.018,"FairwayApproachRTPScore",2011
172,172,"Martin Piller",63,-0.017,"FairwayApproachRTPScore",2011
173,173,"DJ Brigman",67,-0.016,"FairwayApproachRTPScore",2011
173,173,"Harrison Frazar",58,-0.016,"FairwayApproachRTPScore",2011
173,173,"Derek Lamely",65,-0.016,"FairwayApproachRTPScore",2011
176,176,"Marc Turnesa",54,-0.014,"FairwayApproachRTPScore",2011
177,177,"Stuart Appleby",65,-0.013,"FairwayApproachRTPScore",2011
177,177,"Paul Goydos",81,-0.013,"FairwayApproachRTPScore",2011
179,179,"Rocco Mediate",53,-0.009,"FairwayApproachRTPScore",2011
180,180,"Richard Johnson",64,-0.001,"FairwayApproachRTPScore",2011
181,181,"Bio Kim",71,0,"FairwayApproachRTPScore",2011
182,182,"Daniel Summerhays",75,0.001,"FairwayApproachRTPScore",2011
183,183,"Zack Miller",86,0.004,"FairwayApproachRTPScore",2011
184,184,"Kevin Kisner",70,0.007,"FairwayApproachRTPScore",2011
185,185,"Rich Beem",53,0.013,"FairwayApproachRTPScore",2011
186,186,"Justin Hicks",60,0.027,"FairwayApproachRTPScore",2011
