"Total3Putts2025_RANKTHISWEEK_2010","Total3Putts2025_RANKLASTWEEK_2010","Total3Putts2025_PLAYERNAME_2010","Total3Putts2025_ROUNDS_2010","Total3Putts2025_TOTAL3PUTTS2025_2010","Total3Putts2025_TOTAL3PUTTS_2010","stat_name","year"
1,1,"Ted Purdy",86,9,46,"Total3Putts2025",2010
2,2,"Kris Blanks",91,7,59,"Total3Putts2025",2010
2,2,"Lee Janzen",77,7,43,"Total3Putts2025",2010
2,2,"Roland Thatcher",72,7,50,"Total3Putts2025",2010
5,5,"Alex Cejka",81,6,42,"Total3Putts2025",2010
5,5,"Ben Crane",85,6,41,"Total3Putts2025",2010
5,5,"John Daly",63,6,38,"Total3Putts2025",2010
5,5,"Brian Davis",101,6,55,"Total3Putts2025",2010
5,5,"Matt Jones",89,6,33,"Total3Putts2025",2010
5,5,"Michael Letzig",84,6,52,"Total3Putts2025",2010
5,5,"George McNeill",79,6,50,"Total3Putts2025",2010
5,5,"Garth Mulroy",53,6,36,"Total3Putts2025",2010
5,5,"Sean OHair",84,6,45,"Total3Putts2025",2010
5,5,"Rory Sabbatini",79,6,49,"Total3Putts2025",2010
15,15,"Stuart Appleby",101,5,43,"Total3Putts2025",2010
15,15,"Cameron Beckman",68,5,40,"Total3Putts2025",2010
15,15,"Matt Bettencourt",91,5,32,"Total3Putts2025",2010
15,15,"Graham DeLaet",88,5,70,"Total3Putts2025",2010
15,15,"Martin Flores",75,5,44,"Total3Putts2025",2010
15,15,"Nathan Green",86,5,40,"Total3Putts2025",2010
15,15,"Freddie Jacobson",83,5,37,"Total3Putts2025",2010
15,15,"Dustin Johnson",83,5,36,"Total3Putts2025",2010
15,15,"John Merrick",109,5,55,"Total3Putts2025",2010
15,15,"Greg Owen",69,5,44,"Total3Putts2025",2010
15,15,"Jeff Quinney",91,5,38,"Total3Putts2025",2010
15,15,"Kevin Streelman",90,5,41,"Total3Putts2025",2010
15,15,"Nicholas Thompson",88,5,66,"Total3Putts2025",2010
15,15,"DJ Trahan",92,5,57,"Total3Putts2025",2010
15,15,"Boo Weekley",88,5,46,"Total3Putts2025",2010
15,15,"Steve Wheatcroft",74,5,36,"Total3Putts2025",2010
15,15,"Chris Wilson",65,5,45,"Total3Putts2025",2010
32,32,"Justin Bolli",55,4,31,"Total3Putts2025",2010
32,32,"Jason Day",82,4,46,"Total3Putts2025",2010
32,32,"Brendon de Jonge",114,4,33,"Total3Putts2025",2010
32,32,"Tom Gillis",97,4,60,"Total3Putts2025",2010
32,32,"Mathew Goggin",85,4,45,"Total3Putts2025",2010
32,32,"Mathias Gronberg",61,4,46,"Total3Putts2025",2010
32,32,"Kevin Johnson",62,4,27,"Total3Putts2025",2010
32,32,"David Lutterus",69,4,36,"Total3Putts2025",2010
32,32,"Jeff Maggert",76,4,48,"Total3Putts2025",2010
32,32,"Steve Marino",81,4,30,"Total3Putts2025",2010
32,32,"Billy Mayfair",78,4,58,"Total3Putts2025",2010
32,32,"Ryan Moore",80,4,26,"Total3Putts2025",2010
32,32,"Ryan Palmer",84,4,30,"Total3Putts2025",2010
32,32,"Cameron Percy",73,4,44,"Total3Putts2025",2010
32,32,"Pat Perez",90,4,44,"Total3Putts2025",2010
32,32,"DA Points",90,4,49,"Total3Putts2025",2010
32,32,"Brett Quigley",96,4,52,"Total3Putts2025",2010
32,32,"Chris Riley",73,4,30,"Total3Putts2025",2010
32,32,"Justin Rose",78,4,25,"Total3Putts2025",2010
32,32,"Kevin Stadler",86,4,46,"Total3Putts2025",2010
32,32,"Vance Veazey",58,4,34,"Total3Putts2025",2010
32,32,"Johnson Wagner",85,4,49,"Total3Putts2025",2010
54,54,"Woody Austin",93,3,51,"Total3Putts2025",2010
54,54,"Ricky Barnes",103,3,43,"Total3Putts2025",2010
54,54,"Jonathan Byrd",85,3,55,"Total3Putts2025",2010
54,54,"Mark Calcavecchia",50,3,35,"Total3Putts2025",2010
54,54,"Greg Chalmers",93,3,31,"Total3Putts2025",2010
54,54,"Stewart Cink",84,3,38,"Total3Putts2025",2010
54,54,"Bob Estes",79,3,38,"Total3Putts2025",2010
54,54,"Robert Garrigus",71,3,45,"Total3Putts2025",2010
54,54,"Paul Goydos",78,3,40,"Total3Putts2025",2010
54,54,"Richard Johnson",90,3,34,"Total3Putts2025",2010
54,54,"Martin Laird",91,3,51,"Total3Putts2025",2010
54,54,"Spencer Levin",110,3,43,"Total3Putts2025",2010
54,54,"Steve Lowery",67,3,36,"Total3Putts2025",2010
54,54,"Bill Lunde",79,3,44,"Total3Putts2025",2010
54,54,"John Mallinger",78,3,42,"Total3Putts2025",2010
54,54,"Troy Matteson",84,3,45,"Total3Putts2025",2010
54,54,"Rory McIlroy",54,3,22,"Total3Putts2025",2010
54,54,"Rocco Mediate",71,3,51,"Total3Putts2025",2010
54,54,"Troy Merritt",86,3,42,"Total3Putts2025",2010
54,54,"Shaun Micheel",70,3,28,"Total3Putts2025",2010
54,54,"Bryce Molder",84,3,35,"Total3Putts2025",2010
54,54,"Kevin Na",94,3,30,"Total3Putts2025",2010
54,54,"Tom Pernice Jr",74,3,31,"Total3Putts2025",2010
54,54,"Kenny Perry",69,3,35,"Total3Putts2025",2010
54,54,"Scott Piercy",88,3,43,"Total3Putts2025",2010
54,54,"Aron Price",70,3,38,"Total3Putts2025",2010
54,54,"Adam Scott",70,3,39,"Total3Putts2025",2010
54,54,"Heath Slocum",97,3,42,"Total3Putts2025",2010
54,54,"Omar Uresti",74,3,35,"Total3Putts2025",2010
54,54,"Bo Van Pelt",104,3,47,"Total3Putts2025",2010
54,54,"Jimmy Walker",82,3,31,"Total3Putts2025",2010
54,54,"Bubba Watson",77,3,35,"Total3Putts2025",2010
54,54,"Charlie Wi",95,3,43,"Total3Putts2025",2010
54,54,"Mark Wilson",87,3,44,"Total3Putts2025",2010
88,88,"Blake Adams",84,2,42,"Total3Putts2025",2010
88,88,"Stephen Ames",75,2,30,"Total3Putts2025",2010
88,88,"Briny Baird",87,2,43,"Total3Putts2025",2010
88,88,"Angel Cabrera",64,2,29,"Total3Putts2025",2010
88,88,"Chad Campbell",95,2,32,"Total3Putts2025",2010
88,88,"Michael Connell",89,2,43,"Total3Putts2025",2010
88,88,"Jason Dufner",87,2,50,"Total3Putts2025",2010
88,88,"Joe Durant",67,2,32,"Total3Putts2025",2010
88,88,"David Duval",71,2,26,"Total3Putts2025",2010
88,88,"Ernie Els",72,2,22,"Total3Putts2025",2010
88,88,"Brad Faxon",58,2,23,"Total3Putts2025",2010
88,88,"Steve Flesch",78,2,33,"Total3Putts2025",2010
88,88,"Sergio Garcia",58,2,14,"Total3Putts2025",2010
88,88,"Lucas Glover",75,2,35,"Total3Putts2025",2010
88,88,"Jeff Gove",57,2,39,"Total3Putts2025",2010
88,88,"Bill Haas",87,2,38,"Total3Putts2025",2010
88,88,"JP Hayes",79,2,30,"Total3Putts2025",2010
88,88,"JJ Henry",92,2,29,"Total3Putts2025",2010
88,88,"JB Holmes",100,2,49,"Total3Putts2025",2010
88,88,"Zach Johnson",93,2,25,"Total3Putts2025",2010
88,88,"Greg Kraft",52,2,27,"Total3Putts2025",2010
88,88,"Justin Leonard",89,2,34,"Total3Putts2025",2010
88,88,"Hunter Mahan",85,2,35,"Total3Putts2025",2010
88,88,"Scott McCarron",90,2,40,"Total3Putts2025",2010
88,88,"Phil Mickelson",76,2,24,"Total3Putts2025",2010
88,88,"Jeff Overton",89,2,32,"Total3Putts2025",2010
88,88,"Brenden Pappas",66,2,30,"Total3Putts2025",2010
88,88,"Tim Petrovic",105,2,45,"Total3Putts2025",2010
88,88,"Carl Pettersson",99,2,25,"Total3Putts2025",2010
88,88,"Ian Poulter",55,2,11,"Total3Putts2025",2010
88,88,"John Rollins",81,2,55,"Total3Putts2025",2010
88,88,"John Senden",103,2,52,"Total3Putts2025",2010
88,88,"Webb Simpson",98,2,38,"Total3Putts2025",2010
88,88,"Brandt Snedeker",89,2,29,"Total3Putts2025",2010
88,88,"Brian Stuard",81,2,38,"Total3Putts2025",2010
88,88,"Cameron Tringale",55,2,38,"Total3Putts2025",2010
88,88,"Scott Verplank",74,2,23,"Total3Putts2025",2010
88,88,"Charles Warren",64,2,50,"Total3Putts2025",2010
88,88,"Nick Watney",91,2,35,"Total3Putts2025",2010
88,88,"Mike Weir",59,2,17,"Total3Putts2025",2010
88,88,"Brett Wetterich",54,2,28,"Total3Putts2025",2010
88,88,"Jay Williamson",76,2,37,"Total3Putts2025",2010
88,88,"YE Yang",72,2,24,"Total3Putts2025",2010
131,131,"Robert Allenby",76,1,33,"Total3Putts2025",2010
131,131,"Jason Bohn",84,1,25,"Total3Putts2025",2010
131,131,"Craig Bowden",56,1,31,"Total3Putts2025",2010
131,131,"Michael Bradley",77,1,38,"Total3Putts2025",2010
131,131,"Paul Casey",64,1,12,"Total3Putts2025",2010
131,131,"KJ Choi",82,1,32,"Total3Putts2025",2010
131,131,"Chad Collins",87,1,22,"Total3Putts2025",2010
131,131,"Chris Couch",66,1,28,"Total3Putts2025",2010
131,131,"Chris DiMarco",88,1,37,"Total3Putts2025",2010
131,131,"James Driscoll",78,1,34,"Total3Putts2025",2010
131,131,"Steve Elkington",74,1,21,"Total3Putts2025",2010
131,131,"Matt Every",60,1,30,"Total3Putts2025",2010
131,131,"Retief Goosen",75,1,10,"Total3Putts2025",2010
131,131,"Padraig Harrington",57,1,9,"Total3Putts2025",2010
131,131,"Charley Hoffman",85,1,36,"Total3Putts2025",2010
131,131,"Charles Howell III",103,1,24,"Total3Putts2025",2010
131,131,"Ryuji Imada",90,1,35,"Total3Putts2025",2010
131,131,"Trevor Immelman",55,1,19,"Total3Putts2025",2010
131,131,"Jerry Kelly",99,1,49,"Total3Putts2025",2010
131,131,"Skip Kendall",58,1,23,"Total3Putts2025",2010
131,131,"Cliff Kresge",50,1,24,"Total3Putts2025",2010
131,131,"Matt Kuchar",97,1,27,"Total3Putts2025",2010
131,131,"Derek Lamely",81,1,32,"Total3Putts2025",2010
131,131,"Marc Leishman",87,1,39,"Total3Putts2025",2010
131,131,"Davis Love III",79,1,47,"Total3Putts2025",2010
131,131,"Jarrod Lyle",54,1,25,"Total3Putts2025",2010
131,131,"Will Ma Kenzie",72,1,46,"Total3Putts2025",2010
131,131,"James Nitties",92,1,49,"Total3Putts2025",2010
131,131,"Joe Ogilvie",99,1,52,"Total3Putts2025",2010
131,131,"Geoff Ogilvy",62,1,29,"Total3Putts2025",2010
131,131,"Alex Prugh",88,1,38,"Total3Putts2025",2010
131,131,"Andres Romero",73,1,45,"Total3Putts2025",2010
131,131,"Vijay Singh",75,1,41,"Total3Putts2025",2010
131,131,"Jeev Milkha Singh",59,1,26,"Total3Putts2025",2010
131,131,"Steve Stricker",73,1,15,"Total3Putts2025",2010
131,131,"Chris Stroud",90,1,41,"Total3Putts2025",2010
131,131,"Kevin Sutherland",86,1,42,"Total3Putts2025",2010
131,131,"Vaughn Taylor",87,1,38,"Total3Putts2025",2010
131,131,"Josh Teater",101,1,57,"Total3Putts2025",2010
131,131,"David Toms",86,1,29,"Total3Putts2025",2010
131,131,"Jerod Turner",54,1,22,"Total3Putts2025",2010
131,131,"Camilo Villegas",78,1,33,"Total3Putts2025",2010
131,131,"Garrett Willis",82,1,43,"Total3Putts2025",2010
