"Puttingfrom1520_RANKTHISWEEK_2010","Puttingfrom1520_RANKLASTWEEK_2010","Puttingfrom1520_PLAYERNAME_2010","Puttingfrom1520_ROUNDS_2010","Puttingfrom1520_PctMADE_2010","Puttingfrom1520_ATTEMPTS_2010","Puttingfrom1520_PUTTSMADE_2010","stat_name","year"
1,1,"Ian Poulter",55,31.03,58,18,"Puttingfrom1520",2010
2,2,"Matt Kuchar",97,28.1,153,43,"Puttingfrom1520",2010
3,3,"Ben Crane",85,26.72,116,31,"Puttingfrom1520",2010
4,4,"Rickie Fowler",98,26.71,161,43,"Puttingfrom1520",2010
5,5,"Tim Clark",88,26.09,138,36,"Puttingfrom1520",2010
6,6,"Charlie Wi",95,25.75,167,43,"Puttingfrom1520",2010
7,7,"Shaun Micheel",70,25.47,106,27,"Puttingfrom1520",2010
8,8,"Ernie Els",72,25.27,91,23,"Puttingfrom1520",2010
9,9,"Retief Goosen",75,24.56,114,28,"Puttingfrom1520",2010
10,10,"Geoff Ogilvy",62,24.51,102,25,"Puttingfrom1520",2010
11,11,"Lee Janzen",77,24.5,151,37,"Puttingfrom1520",2010
12,12,"Greg Chalmers",93,23.87,155,37,"Puttingfrom1520",2010
13,13,"Justin Rose",78,23.77,122,29,"Puttingfrom1520",2010
14,14,"Nathan Green",86,23.26,172,40,"Puttingfrom1520",2010
15,15,"Aron Price",70,23.21,112,26,"Puttingfrom1520",2010
16,16,"Matt Bettencourt",91,23.08,130,30,"Puttingfrom1520",2010
16,16,"Greg Kraft",52,23.08,78,18,"Puttingfrom1520",2010
18,18,"Adam Scott",70,23,100,23,"Puttingfrom1520",2010
19,19,"Paul Goydos",78,22.7,141,32,"Puttingfrom1520",2010
20,20,"Scott McCarron",90,22.29,157,35,"Puttingfrom1520",2010
21,21,"Mathias Gronberg",61,22.22,90,20,"Puttingfrom1520",2010
21,21,"Vance Veazey",58,22.22,99,22,"Puttingfrom1520",2010
23,23,"Ryan Moore",80,22.14,140,31,"Puttingfrom1520",2010
24,24,"Brenden Pappas",66,22.12,104,23,"Puttingfrom1520",2010
25,25,"Garth Mulroy",53,21.79,78,17,"Puttingfrom1520",2010
26,26,"Jarrod Lyle",54,21.74,92,20,"Puttingfrom1520",2010
27,27,"Aaron Baddeley",94,21.69,166,36,"Puttingfrom1520",2010
28,28,"Steve Marino",81,21.58,139,30,"Puttingfrom1520",2010
29,29,"Nick Watney",91,21.38,145,31,"Puttingfrom1520",2010
30,30,"Brendon de Jonge",114,21.35,192,41,"Puttingfrom1520",2010
31,31,"Derek Lamely",81,21.26,127,27,"Puttingfrom1520",2010
32,32,"Troy Merritt",86,21.05,133,28,"Puttingfrom1520",2010
33,33,"Jay Williamson",76,21.01,138,29,"Puttingfrom1520",2010
34,34,"Scott Verplank",74,21,100,21,"Puttingfrom1520",2010
35,35,"Steve Flesch",78,20.9,134,28,"Puttingfrom1520",2010
36,36,"Martin Flores",75,20.86,139,29,"Puttingfrom1520",2010
37,37,"Cameron Beckman",68,20.83,120,25,"Puttingfrom1520",2010
38,38,"Skip Kendall",58,20.69,116,24,"Puttingfrom1520",2010
39,39,"Angel Cabrera",64,20.65,92,19,"Puttingfrom1520",2010
39,39,"Kevin Sutherland",86,20.65,155,32,"Puttingfrom1520",2010
41,41,"DA Points",90,20.63,160,33,"Puttingfrom1520",2010
42,42,"Michael Connell",89,20.61,165,34,"Puttingfrom1520",2010
43,43,"David Duval",71,20.59,136,28,"Puttingfrom1520",2010
43,43,"Charley Hoffman",85,20.59,136,28,"Puttingfrom1520",2010
45,45,"Tim Herron",79,20.51,117,24,"Puttingfrom1520",2010
46,46,"Brandt Snedeker",89,20.5,161,33,"Puttingfrom1520",2010
47,47,"Stephen Ames",75,20.45,132,27,"Puttingfrom1520",2010
48,48,"Jonathan Byrd",85,20.37,162,33,"Puttingfrom1520",2010
49,49,"Joe Durant",67,20.34,118,24,"Puttingfrom1520",2010
50,50,"Hunter Mahan",85,20.3,133,27,"Puttingfrom1520",2010
51,51,"Mike Weir",59,20.29,69,14,"Puttingfrom1520",2010
52,52,"Matt Jones",89,20.15,134,27,"Puttingfrom1520",2010
53,53,"Chris Stroud",90,20,145,29,"Puttingfrom1520",2010
54,54,"Jason Day",82,19.87,151,30,"Puttingfrom1520",2010
54,54,"Kevin Streelman",90,19.87,156,31,"Puttingfrom1520",2010
56,56,"Chad Collins",87,19.86,141,28,"Puttingfrom1520",2010
57,57,"Bryce Molder",84,19.85,136,27,"Puttingfrom1520",2010
58,58,"Luke Donald",71,19.81,106,21,"Puttingfrom1520",2010
59,59,"Pat Perez",90,19.75,162,32,"Puttingfrom1520",2010
60,60,"George McNeill",79,19.67,122,24,"Puttingfrom1520",2010
61,61,"Brad Faxon",58,19.59,97,19,"Puttingfrom1520",2010
62,62,"Brian Stuard",81,19.54,174,34,"Puttingfrom1520",2010
63,63,"Michael Letzig",84,19.53,169,33,"Puttingfrom1520",2010
64,64,"Greg Owen",69,19.51,123,24,"Puttingfrom1520",2010
65,65,"Jim Furyk",76,19.42,103,20,"Puttingfrom1520",2010
66,66,"Tom Gillis",97,19.41,170,33,"Puttingfrom1520",2010
67,67,"Ryan Palmer",84,19.18,146,28,"Puttingfrom1520",2010
68,68,"Carl Pettersson",99,19.14,162,31,"Puttingfrom1520",2010
69,69,"JP Hayes",79,19.13,115,22,"Puttingfrom1520",2010
70,70,"Matt Every",60,19.05,105,20,"Puttingfrom1520",2010
71,71,"Bo Van Pelt",104,19.01,142,27,"Puttingfrom1520",2010
72,72,"Robert Allenby",76,18.94,132,25,"Puttingfrom1520",2010
73,73,"DJ Trahan",92,18.82,170,32,"Puttingfrom1520",2010
74,74,"Stuart Appleby",101,18.79,165,31,"Puttingfrom1520",2010
74,74,"Garrett Willis",82,18.79,149,28,"Puttingfrom1520",2010
76,76,"Jeff Overton",89,18.75,128,24,"Puttingfrom1520",2010
77,77,"Billy Mayfair",78,18.71,139,26,"Puttingfrom1520",2010
78,78,"Michael Bradley",77,18.7,123,23,"Puttingfrom1520",2010
79,79,"Jeff Maggert",76,18.6,129,24,"Puttingfrom1520",2010
80,80,"Freddie Jacobson",83,18.59,156,29,"Puttingfrom1520",2010
81,81,"KJ Choi",82,18.45,103,19,"Puttingfrom1520",2010
81,81,"Daniel Chopra",74,18.45,103,19,"Puttingfrom1520",2010
83,83,"Robert Garrigus",71,18.31,142,26,"Puttingfrom1520",2010
84,84,"James Nitties",92,18.29,164,30,"Puttingfrom1520",2010
85,85,"Bill Haas",87,18.25,137,25,"Puttingfrom1520",2010
86,86,"Jason Bohn",84,18.18,154,28,"Puttingfrom1520",2010
86,86,"Trevor Immelman",55,18.18,99,18,"Puttingfrom1520",2010
86,86,"Chris Tidland",77,18.18,154,28,"Puttingfrom1520",2010
86,86,"Camilo Villegas",78,18.18,121,22,"Puttingfrom1520",2010
90,90,"Blake Adams",84,18.12,149,27,"Puttingfrom1520",2010
90,90,"Bob Estes",79,18.12,138,25,"Puttingfrom1520",2010
90,90,"John Rollins",81,18.12,149,27,"Puttingfrom1520",2010
93,93,"Kevin Johnson",62,18.1,105,19,"Puttingfrom1520",2010
94,94,"Joe Ogilvie",99,18.07,166,30,"Puttingfrom1520",2010
95,95,"Cameron Tringale",55,17.98,89,16,"Puttingfrom1520",2010
96,96,"Chris Riley",73,17.97,128,23,"Puttingfrom1520",2010
97,97,"Chris Couch",66,17.95,117,21,"Puttingfrom1520",2010
97,97,"Ryuji Imada",90,17.95,156,28,"Puttingfrom1520",2010
99,99,"Kevin Na",94,17.93,145,26,"Puttingfrom1520",2010
100,100,"John Mallinger",78,17.91,134,24,"Puttingfrom1520",2010
101,101,"Brian Davis",101,17.86,168,30,"Puttingfrom1520",2010
102,102,"Jeff Quinney",91,17.82,174,31,"Puttingfrom1520",2010
103,103,"Graham DeLaet",88,17.65,153,27,"Puttingfrom1520",2010
104,104,"Davis Love III",79,17.61,142,25,"Puttingfrom1520",2010
105,105,"Alex Prugh",88,17.54,171,30,"Puttingfrom1520",2010
106,106,"Josh Teater",101,17.33,202,35,"Puttingfrom1520",2010
107,107,"John Senden",103,17.32,179,31,"Puttingfrom1520",2010
