"GIRPuttingAvg35_RANKTHISWEEK_2011","GIRPuttingAvg35_RANKLASTWEEK_2011","GIRPuttingAvg35_PLAYERNAME_2011","GIRPuttingAvg35_ROUNDS_2011","GIRPuttingAvg35_PctMADE_2011","GIRPuttingAvg35_ATTEMPTS_2011","GIRPuttingAvg35_PUTTSMADE_2011","stat_name","year"
1,1,"David Toms",78,0.8,113,9,"GIRPuttingAvg35",2011
2,2,"Graeme McDowell",50,0.76,66,5,"GIRPuttingAvg35",2011
3,3,"YE Yang",63,0.73,82,6,"GIRPuttingAvg35",2011
4,4,"Stewart Cink",72,0.7,115,8,"GIRPuttingAvg35",2011
4,4,"Hunter Mahan",92,0.7,214,15,"GIRPuttingAvg35",2011
4,4,"Matt McQuillan",59,0.7,100,7,"GIRPuttingAvg35",2011
4,4,"Jim Renner",65,0.7,114,8,"GIRPuttingAvg35",2011
8,8,"David Duval",67,0.69,131,9,"GIRPuttingAvg35",2011
9,9,"Charl Schwartzel",58,0.68,103,7,"GIRPuttingAvg35",2011
10,10,"Joe Ogilvie",75,0.67,119,8,"GIRPuttingAvg35",2011
11,11,"Brandt Snedeker",85,0.63,126,8,"GIRPuttingAvg35",2011
11,11,"Kevin Stadler",88,0.63,142,9,"GIRPuttingAvg35",2011
13,13,"Sung Kang",63,0.62,97,6,"GIRPuttingAvg35",2011
14,14,"Lee Janzen",62,0.61,98,6,"GIRPuttingAvg35",2011
15,15,"Billy Mayfair",94,0.59,203,12,"GIRPuttingAvg35",2011
16,16,"Hunter Haas",96,0.58,156,9,"GIRPuttingAvg35",2011
16,16,"Steve Stricker",70,0.58,121,7,"GIRPuttingAvg35",2011
18,18,"Shaun Micheel",77,0.57,141,8,"GIRPuttingAvg35",2011
18,18,"Kevin Na",84,0.57,123,7,"GIRPuttingAvg35",2011
20,20,"Marc Leishman",87,0.56,161,9,"GIRPuttingAvg35",2011
21,21,"DA Points",89,0.55,165,9,"GIRPuttingAvg35",2011
22,22,"Jason Bohn",74,0.54,112,6,"GIRPuttingAvg35",2011
23,23,"Steve Marino",76,0.53,150,8,"GIRPuttingAvg35",2011
24,24,"John Rollins",85,0.52,154,8,"GIRPuttingAvg35",2011
25,25,"Billy Horschel",75,0.51,137,7,"GIRPuttingAvg35",2011
25,25,"Ryuji Imada",83,0.51,176,9,"GIRPuttingAvg35",2011
25,25,"Rod Pampling",72,0.51,156,8,"GIRPuttingAvg35",2011
25,25,"Tag Ridings",87,0.51,158,8,"GIRPuttingAvg35",2011
29,29,"Rory Sabbatini",85,0.5,119,6,"GIRPuttingAvg35",2011
30,30,"Steve Elkington",50,0.49,102,5,"GIRPuttingAvg35",2011
30,30,"Ben Martin",74,0.49,164,8,"GIRPuttingAvg35",2011
30,30,"Dean Wilson",62,0.49,122,6,"GIRPuttingAvg35",2011
33,33,"Jason Day",76,0.48,125,6,"GIRPuttingAvg35",2011
33,33,"Steve Flesch",88,0.48,165,8,"GIRPuttingAvg35",2011
33,33,"Rocco Mediate",53,0.48,84,4,"GIRPuttingAvg35",2011
36,36,"Robert Garrigus",83,0.47,127,6,"GIRPuttingAvg35",2011
36,36,"Bobby Gates",82,0.47,148,7,"GIRPuttingAvg35",2011
36,36,"Robert Karlsson",61,0.47,85,4,"GIRPuttingAvg35",2011
36,36,"Spencer Levin",113,0.47,215,10,"GIRPuttingAvg35",2011
36,36,"Scott McCarron",65,0.47,148,7,"GIRPuttingAvg35",2011
36,36,"Zack Miller",86,0.47,170,8,"GIRPuttingAvg35",2011
36,36,"Nick OHern",89,0.47,149,7,"GIRPuttingAvg35",2011
36,36,"Martin Piller",63,0.47,106,5,"GIRPuttingAvg35",2011
36,36,"Vijay Singh",79,0.47,170,8,"GIRPuttingAvg35",2011
36,36,"Mark Wilson",89,0.47,148,7,"GIRPuttingAvg35",2011
46,46,"Angel Cabrera",50,0.46,87,4,"GIRPuttingAvg35",2011
46,46,"Chris Couch",73,0.46,152,7,"GIRPuttingAvg35",2011
46,46,"William McGirt",103,0.46,217,10,"GIRPuttingAvg35",2011
46,46,"Aron Price",58,0.46,109,5,"GIRPuttingAvg35",2011
46,46,"Bubba Watson",85,0.46,131,6,"GIRPuttingAvg35",2011
51,51,"Geoff Ogilvy",69,0.45,112,5,"GIRPuttingAvg35",2011
51,51,"John Senden",94,0.45,199,9,"GIRPuttingAvg35",2011
51,51,"Will Strickler",51,0.45,110,5,"GIRPuttingAvg35",2011
51,51,"Chris Stroud",88,0.45,176,8,"GIRPuttingAvg35",2011
51,51,"Bo Van Pelt",92,0.45,157,7,"GIRPuttingAvg35",2011
56,56,"Trevor Immelman",84,0.44,181,8,"GIRPuttingAvg35",2011
56,56,"Garrett Willis",71,0.44,137,6,"GIRPuttingAvg35",2011
58,58,"Chris DiMarco",93,0.42,166,7,"GIRPuttingAvg35",2011
58,58,"Josh Teater",104,0.42,213,9,"GIRPuttingAvg35",2011
60,60,"Dustin Johnson",72,0.41,98,4,"GIRPuttingAvg35",2011
60,60,"Kyle Stanley",98,0.41,169,7,"GIRPuttingAvg35",2011
60,60,"Cameron Tringale",110,0.41,245,10,"GIRPuttingAvg35",2011
63,63,"Martin Laird",77,0.4,124,5,"GIRPuttingAvg35",2011
64,64,"Stephen Ames",69,0.39,128,5,"GIRPuttingAvg35",2011
64,64,"Ernie Els",71,0.39,127,5,"GIRPuttingAvg35",2011
64,64,"Padraig Harrington",60,0.39,77,3,"GIRPuttingAvg35",2011
64,64,"Charles Howell III",108,0.39,228,9,"GIRPuttingAvg35",2011
64,64,"Brandt Jobe",100,0.39,178,7,"GIRPuttingAvg35",2011
64,64,"Colt Knost",80,0.39,154,6,"GIRPuttingAvg35",2011
70,70,"Matt Bettencourt",84,0.38,131,5,"GIRPuttingAvg35",2011
70,70,"Sergio Garcia",61,0.38,78,3,"GIRPuttingAvg35",2011
70,70,"Tim Herron",85,0.38,157,6,"GIRPuttingAvg35",2011
70,70,"Roland Thatcher",67,0.38,130,5,"GIRPuttingAvg35",2011
74,74,"Chris Riley",76,0.37,163,6,"GIRPuttingAvg35",2011
74,74,"Alexandre Rocha",65,0.37,134,5,"GIRPuttingAvg35",2011
76,76,"Rickie Fowler",84,0.36,111,4,"GIRPuttingAvg35",2011
76,76,"Harrison Frazar",58,0.36,83,3,"GIRPuttingAvg35",2011
76,76,"Phil Mickelson",79,0.36,111,4,"GIRPuttingAvg35",2011
79,79,"Jim Herman",69,0.35,143,5,"GIRPuttingAvg35",2011
79,79,"Troy Matteson",91,0.35,172,6,"GIRPuttingAvg35",2011
79,79,"John Merrick",71,0.35,143,5,"GIRPuttingAvg35",2011
79,79,"Webb Simpson",98,0.35,170,6,"GIRPuttingAvg35",2011
83,83,"Nathan Green",81,0.34,148,5,"GIRPuttingAvg35",2011
83,83,"Richard Johnson",64,0.34,116,4,"GIRPuttingAvg35",2011
83,83,"Matt Kuchar",94,0.34,147,5,"GIRPuttingAvg35",2011
83,83,"Derek Lamely",65,0.34,118,4,"GIRPuttingAvg35",2011
83,83,"Bill Lunde",92,0.34,178,6,"GIRPuttingAvg35",2011
88,88,"Jonathan Byrd",83,0.33,152,5,"GIRPuttingAvg35",2011
88,88,"Carl Pettersson",95,0.33,181,6,"GIRPuttingAvg35",2011
88,88,"Nick Watney",80,0.33,121,4,"GIRPuttingAvg35",2011
91,91,"Stuart Appleby",65,0.32,126,4,"GIRPuttingAvg35",2011
91,91,"Adam Scott",60,0.32,93,3,"GIRPuttingAvg35",2011
93,93,"Robert Allenby",84,0.31,159,5,"GIRPuttingAvg35",2011
93,93,"Michael Bradley",74,0.31,129,4,"GIRPuttingAvg35",2011
93,93,"Kevin Chappell",78,0.31,96,3,"GIRPuttingAvg35",2011
93,93,"Brendon de Jonge",105,0.31,163,5,"GIRPuttingAvg35",2011
97,97,"Greg Chalmers",88,0.3,164,5,"GIRPuttingAvg35",2011
97,97,"Ben Curtis",66,0.3,133,4,"GIRPuttingAvg35",2011
97,97,"Freddie Jacobson",92,0.3,132,4,"GIRPuttingAvg35",2011
97,97,"Gary Woodland",93,0.3,168,5,"GIRPuttingAvg35",2011
101,101,"Luke Donald",73,0.29,104,3,"GIRPuttingAvg35",2011
101,101,"Fabian Gomez",84,0.29,137,4,"GIRPuttingAvg35",2011
101,101,"Retief Goosen",50,0.29,70,2,"GIRPuttingAvg35",2011
101,101,"David Mathis",83,0.29,136,4,"GIRPuttingAvg35",2011
101,101,"Tim Petrovic",88,0.29,140,4,"GIRPuttingAvg35",2011
101,101,"Chez Reavie",92,0.29,170,5,"GIRPuttingAvg35",2011
101,101,"Heath Slocum",89,0.29,139,4,"GIRPuttingAvg35",2011
101,101,"Paul Stankowski",78,0.29,136,4,"GIRPuttingAvg35",2011
101,101,"Camilo Villegas",69,0.29,105,3,"GIRPuttingAvg35",2011
110,110,"Cameron Beckman",71,0.28,108,3,"GIRPuttingAvg35",2011
110,110,"Kris Blanks",92,0.28,178,5,"GIRPuttingAvg35",2011
110,110,"DJ Brigman",67,0.28,107,3,"GIRPuttingAvg35",2011
110,110,"Brian Davis",105,0.28,181,5,"GIRPuttingAvg35",2011
110,110,"Jason Dufner",78,0.28,145,4,"GIRPuttingAvg35",2011
110,110,"JJ Henry",96,0.28,211,6,"GIRPuttingAvg35",2011
110,110,"JB Holmes",57,0.28,108,3,"GIRPuttingAvg35",2011
110,110,"Jeff Overton",92,0.28,144,4,"GIRPuttingAvg35",2011
118,118,"Lucas Glover",74,0.27,113,3,"GIRPuttingAvg35",2011
118,118,"Pat Perez",76,0.27,113,3,"GIRPuttingAvg35",2011
118,118,"Alex Prugh",82,0.27,150,4,"GIRPuttingAvg35",2011
118,118,"Nate Smith",66,0.27,110,3,"GIRPuttingAvg35",2011
118,118,"Jhonattan Vegas",84,0.27,187,5,"GIRPuttingAvg35",2011
123,123,"Paul Goydos",81,0.26,114,3,"GIRPuttingAvg35",2011
123,123,"Kevin Kisner",70,0.26,115,3,"GIRPuttingAvg35",2011
123,123,"Johnson Wagner",81,0.26,191,5,"GIRPuttingAvg35",2011
123,123,"Boo Weekley",66,0.26,117,3,"GIRPuttingAvg35",2011
127,127,"Aaron Baddeley",77,0.25,120,3,"GIRPuttingAvg35",2011
127,127,"Steven Bowditch",86,0.25,158,4,"GIRPuttingAvg35",2011
127,127,"Charlie Wi",83,0.25,163,4,"GIRPuttingAvg35",2011
130,130,"David Hearn",88,0.24,168,4,"GIRPuttingAvg35",2011
130,130,"George McNeill",69,0.24,124,3,"GIRPuttingAvg35",2011
130,130,"Troy Merritt",63,0.24,126,3,"GIRPuttingAvg35",2011
130,130,"Michael Putnam",67,0.24,126,3,"GIRPuttingAvg35",2011
130,130,"Andres Romero",77,0.24,125,3,"GIRPuttingAvg35",2011
130,130,"Vaughn Taylor",89,0.24,168,4,"GIRPuttingAvg35",2011
130,130,"Jimmy Walker",79,0.24,170,4,"GIRPuttingAvg35",2011
137,137,"Joseph Bramlett",73,0.23,128,3,"GIRPuttingAvg35",2011
137,137,"James Driscoll",71,0.23,133,3,"GIRPuttingAvg35",2011
137,137,"Joe Durant",71,0.23,132,3,"GIRPuttingAvg35",2011
137,137,"JP Hayes",56,0.23,87,2,"GIRPuttingAvg35",2011
137,137,"Zach Johnson",79,0.23,128,3,"GIRPuttingAvg35",2011
142,142,"Sean OHair",71,0.22,138,3,"GIRPuttingAvg35",2011
142,142,"Scott Piercy",78,0.22,138,3,"GIRPuttingAvg35",2011
142,142,"DJ Trahan",91,0.22,186,4,"GIRPuttingAvg35",2011
145,145,"Ben Crane",76,0.21,141,3,"GIRPuttingAvg35",2011
145,145,"Brian Gay",90,0.21,141,3,"GIRPuttingAvg35",2011
145,145,"Chris Kirk",87,0.21,146,3,"GIRPuttingAvg35",2011
148,148,"Blake Adams",116,0.2,244,5,"GIRPuttingAvg35",2011
148,148,"Woody Austin",59,0.2,98,2,"GIRPuttingAvg35",2011
148,148,"Michael Connell",76,0.2,148,3,"GIRPuttingAvg35",2011
148,148,"Jerry Kelly",85,0.2,153,3,"GIRPuttingAvg35",2011
148,148,"Michael Thompson",79,0.2,150,3,"GIRPuttingAvg35",2011
153,153,"Arjun Atwal",91,0.19,161,3,"GIRPuttingAvg35",2011
153,153,"Charley Hoffman",93,0.19,155,3,"GIRPuttingAvg35",2011
153,153,"Jarrod Lyle",83,0.19,156,3,"GIRPuttingAvg35",2011
156,156,"Chad Campbell",99,0.18,217,4,"GIRPuttingAvg35",2011
156,156,"Tommy Gainey",104,0.18,167,3,"GIRPuttingAvg35",2011
156,156,"Tom Gillis",55,0.18,112,2,"GIRPuttingAvg35",2011
156,156,"Bill Haas",93,0.18,171,3,"GIRPuttingAvg35",2011
156,156,"Bio Kim",71,0.18,114,2,"GIRPuttingAvg35",2011
156,156,"Marc Turnesa",54,0.18,111,2,"GIRPuttingAvg35",2011
162,162,"KJ Choi",77,0.17,115,2,"GIRPuttingAvg35",2011
162,162,"Ryan Palmer",82,0.17,115,2,"GIRPuttingAvg35",2011
164,164,"Anthony Kim",72,0.16,122,2,"GIRPuttingAvg35",2011
165,165,"Jim Furyk",87,0.15,132,2,"GIRPuttingAvg35",2011
166,166,"Kevin Streelman",90,0.14,141,2,"GIRPuttingAvg35",2011
166,166,"Daniel Summerhays",75,0.14,145,2,"GIRPuttingAvg35",2011
168,168,"Keegan Bradley",91,0.13,155,2,"GIRPuttingAvg35",2011
168,168,"Bryce Molder",82,0.13,151,2,"GIRPuttingAvg35",2011
170,170,"Alex Cejka",59,0.12,84,1,"GIRPuttingAvg35",2011
170,170,"Brendan Steele",89,0.12,173,2,"GIRPuttingAvg35",2011
172,172,"Rich Beem",53,0.11,93,1,"GIRPuttingAvg35",2011
172,172,"Shane Bertsch",62,0.11,87,1,"GIRPuttingAvg35",2011
174,174,"Scott Gutschewski",67,0.09,112,1,"GIRPuttingAvg35",2011
175,175,"Matt Jones",71,0.08,133,1,"GIRPuttingAvg35",2011
175,175,"Justin Rose",79,0.08,131,1,"GIRPuttingAvg35",2011
177,177,"Ricky Barnes",78,0.07,143,1,"GIRPuttingAvg35",2011
177,177,"Kent Jones",76,0.07,138,1,"GIRPuttingAvg35",2011
177,177,"Justin Leonard",82,0.07,137,1,"GIRPuttingAvg35",2011
177,177,"Scott Stallings",84,0.07,150,1,"GIRPuttingAvg35",2011
181,181,"Briny Baird",60,0,99,NA,"GIRPuttingAvg35",2011
181,181,"Andres Gonzales",60,0,100,NA,"GIRPuttingAvg35",2011
181,181,"Justin Hicks",60,0,86,NA,"GIRPuttingAvg35",2011
181,181,"Davis Love III",70,0,112,NA,"GIRPuttingAvg35",2011
181,181,"Ryan Moore",79,0,122,NA,"GIRPuttingAvg35",2011
181,181,"Ian Poulter",52,0,78,NA,"GIRPuttingAvg35",2011
