"GreensorFringeinRegulation_RANKTHISWEEK_2012","GreensorFringeinRegulation_RANKLASTWEEK_2012","GreensorFringeinRegulation_PLAYERNAME_2012","GreensorFringeinRegulation_ROUNDS_2012","GreensorFringeinRegulation_Pct_2012","GreensorFringeinRegulation_TOTALHIT_2012","GreensorFringeinRegulation_TOTALATTEMPTS_2012","GreensorFringeinRegulation_RTPSCORE_2012","stat_name","year"
1,1,"Tiger Woods",69,75,648,864,-188,"GreensorFringeinRegulation",2012
2,2,"Bubba Watson",68,74.73,686,918,-198,"GreensorFringeinRegulation",2012
3,3,"Steve Stricker",73,74.59,725,972,-213,"GreensorFringeinRegulation",2012
4,4,"Sean OHair",84,74.34,1017,1368,-256,"GreensorFringeinRegulation",2012
5,5,"Louis Oosthuizen",65,74.26,655,882,-176,"GreensorFringeinRegulation",2012
6,6,"Russell Knox",72,74.21,748,1008,-171,"GreensorFringeinRegulation",2012
6,6,"Justin Rose",69,74.21,708,954,-179,"GreensorFringeinRegulation",2012
8,8,"Camilo Villegas",79,74.12,974,1314,-212,"GreensorFringeinRegulation",2012
9,9,"Robert Garrigus",89,74.1,987,1332,-266,"GreensorFringeinRegulation",2012
10,10,"Ben Curtis",62,74.07,640,864,-170,"GreensorFringeinRegulation",2012
11,11,"Lee Westwood",60,74.03,533,720,-144,"GreensorFringeinRegulation",2012
12,12,"JJ Henry",93,73.94,945,1278,-190,"GreensorFringeinRegulation",2012
13,13,"Heath Slocum",93,73.93,998,1350,-191,"GreensorFringeinRegulation",2012
14,14,"Jason Dufner",83,73.87,851,1152,-236,"GreensorFringeinRegulation",2012
14,14,"Hunter Mahan",88,73.87,851,1152,-197,"GreensorFringeinRegulation",2012
16,16,"Brendon de Jonge",115,73.86,1356,1836,-357,"GreensorFringeinRegulation",2012
17,17,"Boo Weekley",74,73.85,771,1044,-149,"GreensorFringeinRegulation",2012
18,18,"Webb Simpson",77,73.74,876,1188,-267,"GreensorFringeinRegulation",2012
19,19,"Scott Dunlap",57,73.67,610,828,-114,"GreensorFringeinRegulation",2012
20,20,"Rory McIlroy",60,73.61,530,720,-175,"GreensorFringeinRegulation",2012
21,21,"Jim Furyk",85,73.59,861,1170,-216,"GreensorFringeinRegulation",2012
22,22,"Alexandre Rocha",62,73.56,662,900,-125,"GreensorFringeinRegulation",2012
23,23,"Kyle Stanley",86,73.41,925,1260,-219,"GreensorFringeinRegulation",2012
24,24,"Charlie Beljan",61,73.39,568,774,-137,"GreensorFringeinRegulation",2012
24,24,"John Senden",81,73.39,819,1116,-220,"GreensorFringeinRegulation",2012
26,26,"Billy Horschel",63,73.38,634,864,-159,"GreensorFringeinRegulation",2012
27,27,"Will Claxton",99,73.13,1132,1548,-276,"GreensorFringeinRegulation",2012
28,28,"Keegan Bradley",90,73.08,934,1278,-267,"GreensorFringeinRegulation",2012
29,29,"Tim Herron",88,73.03,999,1368,-223,"GreensorFringeinRegulation",2012
30,30,"Bill Lunde",83,72.97,880,1206,-212,"GreensorFringeinRegulation",2012
31,31,"Kevin Stadler",85,72.94,919,1260,-194,"GreensorFringeinRegulation",2012
32,32,"Roberto Castro",92,72.81,983,1350,-228,"GreensorFringeinRegulation",2012
32,32,"Graeme McDowell",55,72.81,498,684,-130,"GreensorFringeinRegulation",2012
34,34,"Gary Christian",91,72.67,981,1350,-225,"GreensorFringeinRegulation",2012
35,35,"Steve Wheatcroft",56,72.49,548,756,-110,"GreensorFringeinRegulation",2012
36,36,"John Merrick",83,72.45,939,1296,-216,"GreensorFringeinRegulation",2012
37,37,"DA Points",88,72.43,1043,1440,-259,"GreensorFringeinRegulation",2012
37,37,"Vijay Singh",99,72.43,1056,1458,-264,"GreensorFringeinRegulation",2012
39,39,"Ricky Barnes",92,72.22,1066,1476,-226,"GreensorFringeinRegulation",2012
40,40,"Jeff Overton",101,72.16,1195,1656,-325,"GreensorFringeinRegulation",2012
41,41,"Charl Schwartzel",56,72.08,519,720,-143,"GreensorFringeinRegulation",2012
42,42,"Ernie Els",80,72.05,843,1170,-180,"GreensorFringeinRegulation",2012
43,43,"Chris Kirk",93,72.03,1102,1530,-281,"GreensorFringeinRegulation",2012
44,44,"Nick Watney",97,72,985,1368,-255,"GreensorFringeinRegulation",2012
45,45,"Greg Owen",90,71.93,997,1386,-224,"GreensorFringeinRegulation",2012
45,45,"Cameron Tringale",88,71.93,997,1386,-231,"GreensorFringeinRegulation",2012
47,47,"Chad Campbell",84,71.92,945,1314,-206,"GreensorFringeinRegulation",2012
48,48,"Davis Love III",64,71.9,673,936,-178,"GreensorFringeinRegulation",2012
49,49,"Josh Teater",97,71.89,1074,1494,-257,"GreensorFringeinRegulation",2012
50,50,"Charles Howell III",98,71.79,995,1386,-239,"GreensorFringeinRegulation",2012
51,51,"Daniel Summerhays",81,71.73,878,1224,-197,"GreensorFringeinRegulation",2012
52,52,"Adam Scott",59,71.68,529,738,-148,"GreensorFringeinRegulation",2012
53,53,"Bud Cauley",99,71.67,1174,1638,-284,"GreensorFringeinRegulation",2012
54,54,"Kyle Reifers",86,71.62,954,1332,-204,"GreensorFringeinRegulation",2012
55,55,"Roland Thatcher",55,71.59,567,792,-121,"GreensorFringeinRegulation",2012
56,56,"Scott Piercy",95,71.58,1108,1548,-322,"GreensorFringeinRegulation",2012
57,57,"Harris English",98,71.52,1120,1566,-272,"GreensorFringeinRegulation",2012
58,58,"Blake Adams",107,71.46,1132,1584,-278,"GreensorFringeinRegulation",2012
59,59,"Matt Every",80,71.44,823,1152,-218,"GreensorFringeinRegulation",2012
60,60,"Kevin Streelman",89,71.43,990,1386,-240,"GreensorFringeinRegulation",2012
61,61,"Mathew Goggin",65,71.41,707,990,-153,"GreensorFringeinRegulation",2012
62,62,"Scott Brown",65,71.35,655,918,-153,"GreensorFringeinRegulation",2012
63,63,"Sergio Garcia",57,71.34,565,792,-164,"GreensorFringeinRegulation",2012
63,63,"David Hearn",95,71.34,1130,1584,-252,"GreensorFringeinRegulation",2012
65,65,"KJ Choi",71,71.33,719,1008,-166,"GreensorFringeinRegulation",2012
65,65,"Tim Clark",60,71.33,642,900,-151,"GreensorFringeinRegulation",2012
67,67,"Seung Yul Noh",105,71.24,1090,1530,-275,"GreensorFringeinRegulation",2012
68,68,"Graham DeLaet",79,71.21,910,1278,-217,"GreensorFringeinRegulation",2012
68,68,"Chez Reavie",83,71.21,846,1188,-179,"GreensorFringeinRegulation",2012
70,70,"Dustin Johnson",70,71.17,679,954,-201,"GreensorFringeinRegulation",2012
71,71,"Jason Bohn",81,71.13,845,1188,-191,"GreensorFringeinRegulation",2012
71,71,"Charley Hoffman",88,71.13,973,1368,-237,"GreensorFringeinRegulation",2012
73,73,"John Huh",99,71.11,1088,1530,-276,"GreensorFringeinRegulation",2012
74,74,"Pat Perez",81,71.1,883,1242,-222,"GreensorFringeinRegulation",2012
75,75,"Vaughn Taylor",81,71.09,819,1152,-202,"GreensorFringeinRegulation",2012
76,76,"Nathan Green",73,71.05,729,1026,-184,"GreensorFringeinRegulation",2012
77,77,"Johnson Wagner",88,70.98,971,1368,-240,"GreensorFringeinRegulation",2012
78,78,"Richard Lee",71,70.96,728,1026,-185,"GreensorFringeinRegulation",2012
79,79,"Bo Van Pelt",84,70.94,830,1170,-251,"GreensorFringeinRegulation",2012
80,80,"Kyle Thompson",51,70.87,472,666,-86,"GreensorFringeinRegulation",2012
81,81,"David Toms",60,70.83,561,792,-128,"GreensorFringeinRegulation",2012
82,82,"Garth Mulroy",59,70.77,586,828,-152,"GreensorFringeinRegulation",2012
83,83,"William McGirt",96,70.75,1006,1422,-222,"GreensorFringeinRegulation",2012
84,84,"Luke Donald",63,70.72,611,864,-176,"GreensorFringeinRegulation",2012
85,85,"Ryan Moore",89,70.71,1031,1458,-287,"GreensorFringeinRegulation",2012
86,86,"Jason Kokrak",79,70.69,878,1242,-195,"GreensorFringeinRegulation",2012
87,87,"Martin Laird",77,70.68,687,972,-187,"GreensorFringeinRegulation",2012
