"EarlyRound1ScoringAverage_RANKTHISWEEK_2014","EarlyRound1ScoringAverage_RANKLASTWEEK_2014","EarlyRound1ScoringAverage_PLAYERNAME_2014","EarlyRound1ScoringAverage__2014","EarlyRound1ScoringAverage_AVG_2014","EarlyRound1ScoringAverage_TOTALSTROKES_2014","EarlyRound1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Keegan Bradley",NA,68,884,13,"EarlyRound1ScoringAverage",2014
2,2,"Ryan Moore",NA,68.5,822,12,"EarlyRound1ScoringAverage",2014
3,3,"Chris Kirk",NA,68.79,963,14,"EarlyRound1ScoringAverage",2014
4,4,"Charles Howell III",NA,68.81,1101,16,"EarlyRound1ScoringAverage",2014
5,5,"Michael Thompson",NA,68.9,689,10,"EarlyRound1ScoringAverage",2014
6,6,"Zach Johnson",NA,69.09,760,11,"EarlyRound1ScoringAverage",2014
7,7,"Dustin Johnson",NA,69.11,622,9,"EarlyRound1ScoringAverage",2014
8,8,"Martin Laird",NA,69.13,553,8,"EarlyRound1ScoringAverage",2014
8,8,"Adam Scott",NA,69.13,553,8,"EarlyRound1ScoringAverage",2014
10,10,"Tim Wilkinson",NA,69.3,693,10,"EarlyRound1ScoringAverage",2014
11,11,"Jonathan Byrd",NA,69.36,971,14,"EarlyRound1ScoringAverage",2014
12,12,"Russell Knox",NA,69.46,903,13,"EarlyRound1ScoringAverage",2014
13,13,"Retief Goosen",NA,69.5,834,12,"EarlyRound1ScoringAverage",2014
13,13,"Jeff Overton",NA,69.5,695,10,"EarlyRound1ScoringAverage",2014
15,15,"Michael Putnam",NA,69.56,1113,16,"EarlyRound1ScoringAverage",2014
16,16,"Sergio Garcia",NA,69.6,348,5,"EarlyRound1ScoringAverage",2014
17,17,"Brice Garnett",NA,69.62,905,13,"EarlyRound1ScoringAverage",2014
18,18,"Jason Day",NA,69.67,627,9,"EarlyRound1ScoringAverage",2014
19,19,"Andrew Svoboda",NA,69.69,906,13,"EarlyRound1ScoringAverage",2014
20,20,"Rory McIlroy",NA,69.7,697,10,"EarlyRound1ScoringAverage",2014
21,21,"Rory Sabbatini",NA,69.73,1046,15,"EarlyRound1ScoringAverage",2014
22,22,"Erik Compton",NA,69.8,1047,15,"EarlyRound1ScoringAverage",2014
23,23,"Bud Cauley",NA,69.86,489,7,"EarlyRound1ScoringAverage",2014
24,24,"Brooks Koepka",NA,69.88,559,8,"EarlyRound1ScoringAverage",2014
25,25,"Jim Furyk",NA,69.9,699,10,"EarlyRound1ScoringAverage",2014
26,26,"Heath Slocum",NA,69.91,769,11,"EarlyRound1ScoringAverage",2014
27,27,"Hudson Swafford",NA,69.92,839,12,"EarlyRound1ScoringAverage",2014
28,28,"Scott Brown",NA,69.93,1049,15,"EarlyRound1ScoringAverage",2014
29,29,"Scott Langley",NA,70,1120,16,"EarlyRound1ScoringAverage",2014
30,30,"Hunter Mahan",NA,70.07,1051,15,"EarlyRound1ScoringAverage",2014
31,31,"Sangmoon Bae",NA,70.08,911,13,"EarlyRound1ScoringAverage",2014
31,31,"Ben Curtis",NA,70.08,911,13,"EarlyRound1ScoringAverage",2014
33,33,"Charley Hoffman",NA,70.11,631,9,"EarlyRound1ScoringAverage",2014
34,34,"JJ Henry",NA,70.12,1192,17,"EarlyRound1ScoringAverage",2014
35,35,"Stewart Cink",NA,70.13,1052,15,"EarlyRound1ScoringAverage",2014
35,35,"Pat Perez",NA,70.13,1122,16,"EarlyRound1ScoringAverage",2014
37,37,"Freddie Jacobson",NA,70.14,982,14,"EarlyRound1ScoringAverage",2014
38,38,"Seung Yul Noh",NA,70.15,912,13,"EarlyRound1ScoringAverage",2014
