"ProximitytoHolefrom_RANKTHISWEEK_2014","ProximitytoHolefrom_RANKLASTWEEK_2014","ProximitytoHolefrom_PLAYERNAME_2014","ProximitytoHolefrom_ROUNDS_2014","ProximitytoHolefrom_AVGDTP_2014","ProximitytoHolefrom_TOTALDISTANCEFEET_2014","ProximitytoHolefrom_OFSHOTS_2014","ProximitytoHolefrom_SCRAMBLINGRANK_2014","stat_name","year"
24,24,"Jason Bohn",81,NA,361,117,131,"ProximitytoHolefrom",2014
24,24,"Keegan Bradley",89,NA,353.417,116,14,"ProximitytoHolefrom",2014
24,24,"Jason Day",54,NA,171.833,56,5,"ProximitytoHolefrom",2014
24,24,"Ernie Els",85,NA,321,103,26,"ProximitytoHolefrom",2014
24,24,"Andrew Loupe",65,NA,253.333,83,139,"ProximitytoHolefrom",2014
24,24,"George McNeill",79,NA,342.417,110,97,"ProximitytoHolefrom",2014
24,24,"Geoff Ogilvy",84,NA,334.667,109,137,"ProximitytoHolefrom",2014
24,24,"Patrick Reed",92,NA,290.417,95,69,"ProximitytoHolefrom",2014
24,24,"Justin Rose",70,NA,301.167,97,31,"ProximitytoHolefrom",2014
24,24,"Jordan Spieth",102,NA,450.583,148,13,"ProximitytoHolefrom",2014
24,24,"Will Wilcox",51,NA,211.833,69,81,"ProximitytoHolefrom",2014
35,35,"Charlie Beljan",76,NA,325.833,103,162,"ProximitytoHolefrom",2014
35,35,"Chad Campbell",57,NA,167.167,53,51,"ProximitytoHolefrom",2014
35,35,"Luke Donald",57,NA,210.167,66,38,"ProximitytoHolefrom",2014
35,35,"Martin Flores",85,NA,298.25,94,111,"ProximitytoHolefrom",2014
35,35,"JB Holmes",86,NA,444.167,139,89,"ProximitytoHolefrom",2014
35,35,"Charl Schwartzel",64,NA,257.583,82,21,"ProximitytoHolefrom",2014
35,35,"Henrik Stenson",56,NA,177.083,56,171,"ProximitytoHolefrom",2014
35,35,"Jhonattan Vegas",77,NA,310.75,98,72,"ProximitytoHolefrom",2014
35,35,"Johnson Wagner",69,NA,283.75,89,92,"ProximitytoHolefrom",2014
35,35,"Boo Weekley",73,NA,257.25,81,160,"ProximitytoHolefrom",2014
45,45,"Briny Baird",50,NA,201.083,62,118,"ProximitytoHolefrom",2014
45,45,"Scott Brown",100,NA,438.917,136,86,"ProximitytoHolefrom",2014
45,45,"Jonathan Byrd",76,NA,351.667,108,99,"ProximitytoHolefrom",2014
45,45,"Roberto Castro",76,NA,367.417,113,136,"ProximitytoHolefrom",2014
45,45,"Brendon de Jonge",109,NA,505.25,156,117,"ProximitytoHolefrom",2014
45,45,"Jim Furyk",84,NA,324.917,100,1,"ProximitytoHolefrom",2014
45,45,"Retief Goosen",94,NA,381.167,118,33,"ProximitytoHolefrom",2014
45,45,"Brian Harman",111,NA,560.667,174,60,"ProximitytoHolefrom",2014
45,45,"Matt Jones",83,NA,333.917,104,133,"ProximitytoHolefrom",2014
45,45,"Chris Kirk",105,NA,446.25,138,9,"ProximitytoHolefrom",2014
45,45,"Jeff Overton",80,NA,354.417,108,39,"ProximitytoHolefrom",2014
45,45,"Mike Weir",69,NA,260,80,56,"ProximitytoHolefrom",2014
45,45,"Gary Woodland",93,NA,376.417,116,50,"ProximitytoHolefrom",2014
58,58,"Matt Every",85,NA,374.083,111,82,"ProximitytoHolefrom",2014
58,58,"Gonzalo Fdez Castano",83,NA,388.5,116,100,"ProximitytoHolefrom",2014
58,58,"Jim Herman",62,NA,280.417,84,149,"ProximitytoHolefrom",2014
58,58,"John Peterson",62,NA,389.5,118,134,"ProximitytoHolefrom",2014
58,58,"Kevin Streelman",79,NA,328.333,99,155,"ProximitytoHolefrom",2014
58,58,"Brendon Todd",108,NA,501.5,152,7,"ProximitytoHolefrom",2014
58,58,"Bubba Watson",76,NA,292.5,87,74,"ProximitytoHolefrom",2014
58,58,"Lee Westwood",57,NA,240.667,72,127,"ProximitytoHolefrom",2014
58,58,"Tim Wilkinson",86,NA,367.583,110,10,"ProximitytoHolefrom",2014
67,67,"Greg Chalmers",85,NA,376.333,110,65,"ProximitytoHolefrom",2014
67,67,"KJ Choi",80,NA,358.417,104,119,"ProximitytoHolefrom",2014
67,67,"Tim Clark",75,NA,293.917,86,70,"ProximitytoHolefrom",2014
67,67,"Chad Collins",78,NA,285.667,84,60,"ProximitytoHolefrom",2014
67,67,"Ben Crane",81,NA,407.667,119,75,"ProximitytoHolefrom",2014
67,67,"Brian Davis",93,NA,518.417,150,25,"ProximitytoHolefrom",2014
67,67,"Billy Hurley III",86,NA,362,106,26,"ProximitytoHolefrom",2014
67,67,"Matt Kuchar",91,NA,331.833,97,12,"ProximitytoHolefrom",2014
67,67,"Hunter Mahan",88,NA,381.25,112,148,"ProximitytoHolefrom",2014
67,67,"Ben Martin",80,NA,323.833,94,75,"ProximitytoHolefrom",2014
67,67,"Troy Merritt",62,NA,322.25,94,130,"ProximitytoHolefrom",2014
67,67,"Bryce Molder",77,NA,324.833,95,44,"ProximitytoHolefrom",2014
67,67,"Sean OHair",77,NA,360.75,106,63,"ProximitytoHolefrom",2014
67,67,"Webb Simpson",87,NA,329.333,97,77,"ProximitytoHolefrom",2014
67,67,"Cameron Tringale",111,NA,390.5,114,70,"ProximitytoHolefrom",2014
67,67,"YE Yang",79,NA,312.25,91,122,"ProximitytoHolefrom",2014
83,83,"Sangmoon Bae",76,NA,350.083,100,112,"ProximitytoHolefrom",2014
83,83,"Erik Compton",88,NA,413,118,83,"ProximitytoHolefrom",2014
83,83,"Harris English",95,NA,368.167,104,110,"ProximitytoHolefrom",2014
83,83,"Luke Guthrie",85,NA,407,115,29,"ProximitytoHolefrom",2014
83,83,"Justin Leonard",75,NA,345.333,99,6,"ProximitytoHolefrom",2014
83,83,"Jeff Maggert",54,NA,241.167,69,93,"ProximitytoHolefrom",2014
83,83,"Pat Perez",84,NA,452.583,128,46,"ProximitytoHolefrom",2014
83,83,"Ted Potter Jr",68,NA,329.5,95,11,"ProximitytoHolefrom",2014
83,83,"John Rollins",84,NA,308.583,89,165,"ProximitytoHolefrom",2014
83,83,"Vijay Singh",83,NA,449.917,129,73,"ProximitytoHolefrom",2014
83,83,"Robert Streb",75,NA,395.583,112,80,"ProximitytoHolefrom",2014
83,83,"Nicholas Thompson",85,NA,377.167,108,164,"ProximitytoHolefrom",2014
95,95,"Ricky Barnes",92,NA,401.75,113,19,"ProximitytoHolefrom",2014
95,95,"James Driscoll",71,NA,279.083,78,141,"ProximitytoHolefrom",2014
95,95,"Sergio Garcia",61,NA,223.583,63,2,"ProximitytoHolefrom",2014
95,95,"Lucas Glover",68,NA,244.333,68,176,"ProximitytoHolefrom",2014
95,95,"Bill Haas",107,NA,415.5,117,43,"ProximitytoHolefrom",2014
95,95,"Jason Kokrak",65,NA,330,93,59,"ProximitytoHolefrom",2014
95,95,"Scott Langley",95,NA,380.917,107,21,"ProximitytoHolefrom",2014
95,95,"Spencer Levin",59,NA,262.25,74,55,"ProximitytoHolefrom",2014
95,95,"Phil Mickelson",71,NA,320.75,90,20,"ProximitytoHolefrom",2014
95,95,"Seung Yul Noh",92,NA,360.417,101,45,"ProximitytoHolefrom",2014
95,95,"Josh Teater",90,NA,395.833,111,102,"ProximitytoHolefrom",2014
95,95,"Bo Van Pelt",83,NA,330.75,93,101,"ProximitytoHolefrom",2014
107,107,"Jason Dufner",57,NA,252.75,69,166,"ProximitytoHolefrom",2014
107,107,"Rickie Fowler",91,NA,421.083,114,17,"ProximitytoHolefrom",2014
107,107,"Chesson Hadley",84,NA,437.417,118,153,"ProximitytoHolefrom",2014
107,107,"James Hahn",82,NA,406.167,111,145,"ProximitytoHolefrom",2014
107,107,"Davis Love III",74,NA,410.25,111,140,"ProximitytoHolefrom",2014
107,107,"DA Points",75,NA,302.5,83,156,"ProximitytoHolefrom",2014
107,107,"John Senden",99,NA,433.917,119,49,"ProximitytoHolefrom",2014
107,107,"Scott Stallings",77,NA,463.417,125,154,"ProximitytoHolefrom",2014
107,107,"Shawn Stefani",60,NA,317.333,87,67,"ProximitytoHolefrom",2014
116,116,"Woody Austin",63,NA,374.5,99,146,"ProximitytoHolefrom",2014
116,116,"Stewart Cink",91,NA,486.417,129,142,"ProximitytoHolefrom",2014
116,116,"Graham DeLaet",80,NA,339.75,91,85,"ProximitytoHolefrom",2014
116,116,"Freddie Jacobson",91,NA,491.75,130,28,"ProximitytoHolefrom",2014
116,116,"DH Lee",54,NA,271.083,72,86,"ProximitytoHolefrom",2014
116,116,"Rory McIlroy",66,NA,300.417,81,88,"ProximitytoHolefrom",2014
116,116,"Michael Putnam",106,NA,566.25,151,122,"ProximitytoHolefrom",2014
116,116,"Heath Slocum",71,NA,303.25,80,24,"ProximitytoHolefrom",2014
116,116,"Brendan Steele",89,NA,402.417,107,67,"ProximitytoHolefrom",2014
116,116,"Andrew Svoboda",77,NA,362.833,96,77,"ProximitytoHolefrom",2014
126,126,"Paul Casey",56,NA,321.333,84,128,"ProximitytoHolefrom",2014
126,126,"Derek Ernst",80,NA,420.167,109,173,"ProximitytoHolefrom",2014
126,126,"Tommy Gainey",73,NA,387.083,101,174,"ProximitytoHolefrom",2014
126,126,"Justin Hicks",103,NA,431.25,113,146,"ProximitytoHolefrom",2014
126,126,"Charley Hoffman",93,NA,470.75,123,64,"ProximitytoHolefrom",2014
126,126,"Ryo Ishikawa",75,NA,367.333,96,152,"ProximitytoHolefrom",2014
126,126,"Richard Lee",80,NA,390.417,101,32,"ProximitytoHolefrom",2014
126,126,"Jamie Lovemark",64,NA,299.833,78,129,"ProximitytoHolefrom",2014
126,126,"Graeme McDowell",66,NA,255,67,39,"ProximitytoHolefrom",2014
126,126,"John Merrick",87,NA,471.333,122,175,"ProximitytoHolefrom",2014
126,126,"Carl Pettersson",91,NA,502.333,132,113,"ProximitytoHolefrom",2014
126,126,"Jim Renner",61,NA,342.417,90,177,"ProximitytoHolefrom",2014
126,126,"Adam Scott",68,NA,315.25,83,37,"ProximitytoHolefrom",2014
126,126,"Brandt Snedeker",89,NA,366.5,96,66,"ProximitytoHolefrom",2014
126,126,"David Toms",64,NA,297.833,78,23,"ProximitytoHolefrom",2014
126,126,"Jimmy Walker",98,NA,385.083,100,91,"ProximitytoHolefrom",2014
142,142,"Aaron Baddeley",74,NA,361.083,92,47,"ProximitytoHolefrom",2014
142,142,"Jonas Blixt",64,NA,261.417,67,84,"ProximitytoHolefrom",2014
142,142,"Steven Bowditch",93,NA,496.25,126,120,"ProximitytoHolefrom",2014
142,142,"Kevin Chappell",100,NA,618.167,157,114,"ProximitytoHolefrom",2014
142,142,"Ken Duke",80,NA,435,112,109,"ProximitytoHolefrom",2014
142,142,"Brice Garnett",92,NA,463.75,118,62,"ProximitytoHolefrom",2014
142,142,"David Lingmerth",80,NA,489.5,126,151,"ProximitytoHolefrom",2014
142,142,"Wes Roach",67,NA,347.833,88,103,"ProximitytoHolefrom",2014
142,142,"Michael Thompson",74,NA,325.583,83,90,"ProximitytoHolefrom",2014
151,151,"Stuart Appleby",92,NA,494.167,124,34,"ProximitytoHolefrom",2014
151,151,"David Hearn",97,NA,444.25,110,35,"ProximitytoHolefrom",2014
151,151,"Billy Horschel",92,NA,356.667,90,144,"ProximitytoHolefrom",2014
151,151,"Martin Laird",66,NA,340,85,157,"ProximitytoHolefrom",2014
151,151,"Marc Leishman",81,NA,510.667,127,115,"ProximitytoHolefrom",2014
151,151,"Louis Oosthuizen",50,NA,214.917,54,172,"ProximitytoHolefrom",2014
151,151,"Ryan Palmer",85,NA,453.5,114,95,"ProximitytoHolefrom",2014
151,151,"Andres Romero",81,NA,475.667,119,52,"ProximitytoHolefrom",2014
151,151,"Rory Sabbatini",82,NA,388.833,97,142,"ProximitytoHolefrom",2014
151,151,"Brian Stuard",91,NA,531,134,41,"ProximitytoHolefrom",2014
161,161,"Morgan Hoffmann",103,NA,580.167,142,106,"ProximitytoHolefrom",2014
161,161,"John Huh",87,NA,451.25,111,107,"ProximitytoHolefrom",2014
161,161,"Trevor Immelman",84,NA,339.833,84,150,"ProximitytoHolefrom",2014
161,161,"Dustin Johnson",58,NA,288.167,70,57,"ProximitytoHolefrom",2014
161,161,"Mark Wilson",69,NA,348.5,86,138,"ProximitytoHolefrom",2014
166,166,"Angel Cabrera",69,NA,479.583,114,161,"ProximitytoHolefrom",2014
166,166,"Martin Kaymer",65,NA,350.75,85,158,"ProximitytoHolefrom",2014
166,166,"Brooks Koepka",56,NA,289.417,70,108,"ProximitytoHolefrom",2014
166,166,"Danny Lee",84,NA,488.75,118,105,"ProximitytoHolefrom",2014
166,166,"Ryan Moore",86,NA,449.083,107,103,"ProximitytoHolefrom",2014
171,171,"Will Ma Kenzie",82,NA,546.5,129,134,"ProximitytoHolefrom",2014
171,171,"Kyle Stanley",87,NA,551.917,131,167,"ProximitytoHolefrom",2014
173,173,"Russell Knox",92,NA,555.833,128,8,"ProximitytoHolefrom",2014
174,174,"Hideki Matsuyama",82,NA,526.167,118,41,"ProximitytoHolefrom",2014
175,175,"Robert Allenby",83,NA,451.583,98,52,"ProximitytoHolefrom",2014
175,175,"Russell Henley",92,NA,520.333,113,170,"ProximitytoHolefrom",2014
177,177,"Hudson Swafford",75,NA,379.75,80,169,"ProximitytoHolefrom",2014
