"Total1Putts1520_RANKTHISWEEK_2007","Total1Putts1520_RANKLASTWEEK_2007","Total1Putts1520_PLAYERNAME_2007","Total1Putts1520_ROUNDS_2007","Total1Putts1520_TOTAL_2007","Total1Putts1520_TOTALFORALLDISTANCES_2007","Total1Putts1520_PCTOFALL1PUTTS_2007","stat_name","year"
1,1,"Daniel Chopra",106,46,692,6.6,"Total1Putts1520",2007
1,1,"Jesper Parnevik",88,46,558,8.2,"Total1Putts1520",2007
3,3,"Joe Ogilvie",102,45,641,7,"Total1Putts1520",2007
4,4,"Billy Mayfair",98,44,542,8.1,"Total1Putts1520",2007
5,5,"Sean OHair",98,43,596,7.2,"Total1Putts1520",2007
5,5,"Carl Pettersson",111,43,672,6.4,"Total1Putts1520",2007
7,7,"Eric Axley",107,42,659,6.4,"Total1Putts1520",2007
8,8,"Briny Baird",115,41,702,5.8,"Total1Putts1520",2007
8,8,"Steve Flesch",100,41,621,6.6,"Total1Putts1520",2007
8,8,"Frank Lickliter II",95,41,594,6.9,"Total1Putts1520",2007
11,11,"Justin Leonard",95,40,590,6.8,"Total1Putts1520",2007
12,12,"John Merrick",92,39,507,7.7,"Total1Putts1520",2007
13,13,"Tim Petrovic",106,38,716,5.3,"Total1Putts1520",2007
14,14,"Brian Gay",107,37,740,5,"Total1Putts1520",2007
14,14,"Will Ma Kenzie",100,37,609,6.1,"Total1Putts1520",2007
14,14,"Steve Marino",106,37,626,5.9,"Total1Putts1520",2007
17,17,"Cliff Kresge",107,36,684,5.3,"Total1Putts1520",2007
17,17,"Steve Lowery",74,36,462,7.8,"Total1Putts1520",2007
17,17,"Parker McLachlin",83,36,535,6.7,"Total1Putts1520",2007
17,17,"Ryan Moore",92,36,542,6.6,"Total1Putts1520",2007
17,17,"Michael Putnam",96,36,505,7.1,"Total1Putts1520",2007
17,17,"Vijay Singh",102,36,592,6.1,"Total1Putts1520",2007
17,17,"Heath Slocum",101,36,665,5.4,"Total1Putts1520",2007
24,24,"Robert Garrigus",95,35,548,6.4,"Total1Putts1520",2007
24,24,"Bob Heintz",85,35,535,6.5,"Total1Putts1520",2007
24,24,"Freddie Jacobson",70,35,501,7,"Total1Putts1520",2007
24,24,"Richard Johnson",93,35,548,6.4,"Total1Putts1520",2007
24,24,"Craig Kanada",109,35,654,5.4,"Total1Putts1520",2007
24,24,"Charlie Wi",90,35,576,6.1,"Total1Putts1520",2007
30,30,"Rich Beem",89,34,493,6.9,"Total1Putts1520",2007
30,30,"Jason Dufner",100,34,592,5.7,"Total1Putts1520",2007
30,30,"Joey Sindelar",75,34,417,8.2,"Total1Putts1520",2007
33,33,"Brian Davis",101,33,606,5.4,"Total1Putts1520",2007
33,33,"Bill Haas",93,33,552,6,"Total1Putts1520",2007
33,33,"Ryuji Imada",104,33,694,4.8,"Total1Putts1520",2007
33,33,"Kent Jones",97,33,602,5.5,"Total1Putts1520",2007
33,33,"Troy Matteson",87,33,536,6.2,"Total1Putts1520",2007
33,33,"Bob Tway",103,33,597,5.5,"Total1Putts1520",2007
33,33,"Dean Wilson",92,33,537,6.1,"Total1Putts1520",2007
40,40,"Lucas Glover",98,32,545,5.9,"Total1Putts1520",2007
40,40,"JP Hayes",89,32,577,5.5,"Total1Putts1520",2007
40,40,"Tim Herron",98,32,557,5.7,"Total1Putts1520",2007
40,40,"George McNeill",95,32,587,5.5,"Total1Putts1520",2007
40,40,"Geoff Ogilvy",84,32,471,6.8,"Total1Putts1520",2007
45,45,"Woody Austin",95,31,614,5,"Total1Putts1520",2007
45,45,"Gavin Coles",87,31,549,5.6,"Total1Putts1520",2007
45,45,"Charles Howell III",89,31,446,7,"Total1Putts1520",2007
45,45,"Ryan Palmer",91,31,570,5.4,"Total1Putts1520",2007
45,45,"Corey Pavin",81,31,510,6.1,"Total1Putts1520",2007
45,45,"Boo Weekley",101,31,529,5.9,"Total1Putts1520",2007
51,51,"Bart Bryant",87,30,507,5.9,"Total1Putts1520",2007
51,51,"Stewart Cink",91,30,507,5.9,"Total1Putts1520",2007
51,51,"Ken Duke",112,30,683,4.4,"Total1Putts1520",2007
51,51,"Bob Estes",88,30,603,5,"Total1Putts1520",2007
51,51,"Jason Gore",86,30,551,5.4,"Total1Putts1520",2007
51,51,"Jeff Gove",103,30,569,5.3,"Total1Putts1520",2007
51,51,"Charley Hoffman",97,30,599,5,"Total1Putts1520",2007
51,51,"Anthony Kim",93,30,555,5.4,"Total1Putts1520",2007
51,51,"Jeff Maggert",79,30,522,5.7,"Total1Putts1520",2007
51,51,"John Mallinger",96,30,644,4.7,"Total1Putts1520",2007
51,51,"Daisuke Maruyama",86,30,509,5.9,"Total1Putts1520",2007
51,51,"Jeff Quinney",95,30,589,5.1,"Total1Putts1520",2007
51,51,"John Rollins",102,30,603,5,"Total1Putts1520",2007
51,51,"Johnson Wagner",97,30,552,5.4,"Total1Putts1520",2007
65,65,"Mathew Goggin",97,29,577,5,"Total1Putts1520",2007
65,65,"Craig Lile",77,29,507,5.7,"Total1Putts1520",2007
65,65,"Shaun Micheel",91,29,462,6.3,"Total1Putts1520",2007
65,65,"Rod Pampling",92,29,498,5.8,"Total1Putts1520",2007
65,65,"Charles Warren",101,29,601,4.8,"Total1Putts1520",2007
70,70,"Michael Allen",74,28,429,6.5,"Total1Putts1520",2007
70,70,"Chris Couch",76,28,509,5.5,"Total1Putts1520",2007
