"ConsecutivePar5Birdies_RANKTHISWEEK_2009","ConsecutivePar5Birdies_RANKLASTWEEK_2009","ConsecutivePar5Birdies_PLAYERNAME_2009","ConsecutivePar5Birdies_EVENTS_2009","ConsecutivePar5Birdies_NUMBEROFHOLES_2009","stat_name","year"
1,1,"Robert Garrigus",25,14,"ConsecutivePar5Birdies",2009
2,2,"DJ Trahan",30,13,"ConsecutivePar5Birdies",2009
3,3,"Retief Goosen",20,12,"ConsecutivePar5Birdies",2009
3,3,"Phil Mickelson",18,12,"ConsecutivePar5Birdies",2009
5,5,"Martin Laird",24,11,"ConsecutivePar5Birdies",2009
5,5,"Nick Watney",24,11,"ConsecutivePar5Birdies",2009
7,7,"Tim Petrovic",31,10,"ConsecutivePar5Birdies",2009
7,7,"Adam Scott",19,10,"ConsecutivePar5Birdies",2009
7,7,"John Senden",29,10,"ConsecutivePar5Birdies",2009
7,7,"Kirk Triplett",20,10,"ConsecutivePar5Birdies",2009
11,11,"Matt Bettencourt",31,9,"ConsecutivePar5Birdies",2009
11,11,"Jason Bohn",25,9,"ConsecutivePar5Birdies",2009
11,11,"Daniel Chopra",28,9,"ConsecutivePar5Birdies",2009
11,11,"Stewart Cink",22,9,"ConsecutivePar5Birdies",2009
11,11,"Tim Clark",23,9,"ConsecutivePar5Birdies",2009
11,11,"Brian Davis",32,9,"ConsecutivePar5Birdies",2009
11,11,"James Driscoll",17,9,"ConsecutivePar5Birdies",2009
11,11,"Scott Gutschewski",19,9,"ConsecutivePar5Birdies",2009
11,11,"JP Hayes",15,9,"ConsecutivePar5Birdies",2009
11,11,"Charles Howell III",29,9,"ConsecutivePar5Birdies",2009
11,11,"Jerry Kelly",26,9,"ConsecutivePar5Birdies",2009
11,11,"Anthony Kim",22,9,"ConsecutivePar5Birdies",2009
11,11,"John Merrick",28,9,"ConsecutivePar5Birdies",2009
11,11,"Pat Perez",22,9,"ConsecutivePar5Birdies",2009
11,11,"Scott Piercy",28,9,"ConsecutivePar5Birdies",2009
11,11,"Tag Ridings",16,9,"ConsecutivePar5Birdies",2009
11,11,"Heath Slocum",30,9,"ConsecutivePar5Birdies",2009
11,11,"Kevin Stadler",20,9,"ConsecutivePar5Birdies",2009
11,11,"Vaughn Taylor",28,9,"ConsecutivePar5Birdies",2009
11,11,"Camilo Villegas",21,9,"ConsecutivePar5Birdies",2009
31,31,"Brad Adamonis",25,8,"ConsecutivePar5Birdies",2009
31,31,"Ernie Els",19,8,"ConsecutivePar5Birdies",2009
31,31,"Richard Finch",2,8,"ConsecutivePar5Birdies",2009
31,31,"Mathew Goggin",26,8,"ConsecutivePar5Birdies",2009
31,31,"JJ Henry",28,8,"ConsecutivePar5Birdies",2009
31,31,"Charley Hoffman",27,8,"ConsecutivePar5Birdies",2009
31,31,"JB Holmes",25,8,"ConsecutivePar5Birdies",2009
31,31,"Richard Johnson",26,8,"ConsecutivePar5Birdies",2009
31,31,"Dustin Johnson",25,8,"ConsecutivePar5Birdies",2009
31,31,"Steve Marino",29,8,"ConsecutivePar5Birdies",2009
31,31,"Jeff Quinney",26,8,"ConsecutivePar5Birdies",2009
31,31,"Webb Simpson",30,8,"ConsecutivePar5Birdies",2009
31,31,"Steve Stricker",22,8,"ConsecutivePar5Birdies",2009
31,31,"Bo Van Pelt",30,8,"ConsecutivePar5Birdies",2009
31,31,"Charlie Wi",28,8,"ConsecutivePar5Birdies",2009
31,31,"Mark Wilson",28,8,"ConsecutivePar5Birdies",2009
31,31,"Casey Wittenberg",25,8,"ConsecutivePar5Birdies",2009
31,31,"Gary Woodland",18,8,"ConsecutivePar5Birdies",2009
49,49,"Stephen Ames",23,7,"ConsecutivePar5Birdies",2009
49,49,"Aaron Baddeley",23,7,"ConsecutivePar5Birdies",2009
49,49,"Rich Beem",26,7,"ConsecutivePar5Birdies",2009
49,49,"Kris Blanks",20,7,"ConsecutivePar5Birdies",2009
49,49,"Jonathan Byrd",25,7,"ConsecutivePar5Birdies",2009
49,49,"Paul Casey",12,7,"ConsecutivePar5Birdies",2009
49,49,"Alex Cejka",25,7,"ConsecutivePar5Birdies",2009
49,49,"KJ Choi",22,7,"ConsecutivePar5Birdies",2009
49,49,"Jason Dufner",26,7,"ConsecutivePar5Birdies",2009
49,49,"Brad Faxon",23,7,"ConsecutivePar5Birdies",2009
49,49,"Sergio Garcia",17,7,"ConsecutivePar5Birdies",2009
49,49,"Brian Gay",27,7,"ConsecutivePar5Birdies",2009
49,49,"Kent Jones",24,7,"ConsecutivePar5Birdies",2009
49,49,"Jeff Klauk",29,7,"ConsecutivePar5Birdies",2009
49,49,"Matt Kuchar",24,7,"ConsecutivePar5Birdies",2009
49,49,"Frank Lickliter II",14,7,"ConsecutivePar5Birdies",2009
49,49,"Peter Lonard",30,7,"ConsecutivePar5Birdies",2009
49,49,"Steve Lowery",27,7,"ConsecutivePar5Birdies",2009
49,49,"Rory McIlroy",11,7,"ConsecutivePar5Birdies",2009
49,49,"Bryce Molder",21,7,"ConsecutivePar5Birdies",2009
49,49,"Kevin Na",26,7,"ConsecutivePar5Birdies",2009
49,49,"Jeff Overton",28,7,"ConsecutivePar5Birdies",2009
49,49,"Rod Pampling",23,7,"ConsecutivePar5Birdies",2009
49,49,"Ian Poulter",17,7,"ConsecutivePar5Birdies",2009
49,49,"Rick Price",21,7,"ConsecutivePar5Birdies",2009
49,49,"Ted Purdy",30,7,"ConsecutivePar5Birdies",2009
49,49,"Henrik Stenson",10,7,"ConsecutivePar5Birdies",2009
49,49,"Richard Sterne",8,7,"ConsecutivePar5Birdies",2009
49,49,"Peter Tomasulo",25,7,"ConsecutivePar5Birdies",2009
49,49,"Alan Wagner",1,7,"ConsecutivePar5Birdies",2009
49,49,"Charles Warren",20,7,"ConsecutivePar5Birdies",2009
80,80,"Steve Allan",17,6,"ConsecutivePar5Birdies",2009
80,80,"Michael Allen",22,6,"ConsecutivePar5Birdies",2009
80,80,"Stuart Appleby",25,6,"ConsecutivePar5Birdies",2009
80,80,"Tommy Armour III",19,6,"ConsecutivePar5Birdies",2009
80,80,"Arjun Atwal",12,6,"ConsecutivePar5Birdies",2009
80,80,"Woody Austin",24,6,"ConsecutivePar5Birdies",2009
80,80,"Bart Bryant",17,6,"ConsecutivePar5Birdies",2009
80,80,"Mark Calcavecchia",23,6,"ConsecutivePar5Birdies",2009
80,80,"Greg Chalmers",26,6,"ConsecutivePar5Birdies",2009
80,80,"Bobby Clampett",2,6,"ConsecutivePar5Birdies",2009
80,80,"Fred Couples",16,6,"ConsecutivePar5Birdies",2009
80,80,"Jason Day",18,6,"ConsecutivePar5Birdies",2009
80,80,"Brendon de Jonge",29,6,"ConsecutivePar5Birdies",2009
80,80,"Luke Donald",21,6,"ConsecutivePar5Birdies",2009
80,80,"Steve Flesch",27,6,"ConsecutivePar5Birdies",2009
80,80,"Harrison Frazar",28,6,"ConsecutivePar5Birdies",2009
80,80,"Lucas Glover",26,6,"ConsecutivePar5Birdies",2009
80,80,"Matt Harmon",1,6,"ConsecutivePar5Birdies",2009
80,80,"John Huston",13,6,"ConsecutivePar5Birdies",2009
80,80,"Freddie Jacobson",25,6,"ConsecutivePar5Birdies",2009
80,80,"Lee Janzen",23,6,"ConsecutivePar5Birdies",2009
80,80,"Zach Johnson",26,6,"ConsecutivePar5Birdies",2009
80,80,"Matt Jones",17,6,"ConsecutivePar5Birdies",2009
80,80,"Martin Kaymer",11,6,"ConsecutivePar5Birdies",2009
80,80,"Colt Knost",24,6,"ConsecutivePar5Birdies",2009
80,80,"Cliff Kresge",28,6,"ConsecutivePar5Birdies",2009
80,80,"Davis Love III",27,6,"ConsecutivePar5Birdies",2009
80,80,"Bill Lunde",27,6,"ConsecutivePar5Birdies",2009
80,80,"David Mathis",27,6,"ConsecutivePar5Birdies",2009
80,80,"George McNeill",26,6,"ConsecutivePar5Birdies",2009
80,80,"James Nitties",27,6,"ConsecutivePar5Birdies",2009
80,80,"Sean OHair",23,6,"ConsecutivePar5Birdies",2009
80,80,"Joe Ogilvie",29,6,"ConsecutivePar5Birdies",2009
80,80,"Geoff Ogilvy",20,6,"ConsecutivePar5Birdies",2009
80,80,"James Oh",21,6,"ConsecutivePar5Birdies",2009
80,80,"Leif Olson",21,6,"ConsecutivePar5Birdies",2009
80,80,"Greg Owen",30,6,"ConsecutivePar5Birdies",2009
80,80,"Kenny Perry",24,6,"ConsecutivePar5Birdies",2009
80,80,"Carl Pettersson",29,6,"ConsecutivePar5Birdies",2009
80,80,"DA Points",29,6,"ConsecutivePar5Birdies",2009
80,80,"Dicky Pride",10,6,"ConsecutivePar5Birdies",2009
80,80,"Chez Reavie",27,6,"ConsecutivePar5Birdies",2009
80,80,"Chris Riley",22,6,"ConsecutivePar5Birdies",2009
80,80,"John Rollins",27,6,"ConsecutivePar5Birdies",2009
80,80,"Justin Rose",22,6,"ConsecutivePar5Birdies",2009
80,80,"Jeev Milkha Singh",15,6,"ConsecutivePar5Birdies",2009
80,80,"Brandt Snedeker",26,6,"ConsecutivePar5Birdies",2009
80,80,"Chris Stroud",28,6,"ConsecutivePar5Birdies",2009
80,80,"Roland Thatcher",16,6,"ConsecutivePar5Birdies",2009
80,80,"Scott Verplank",24,6,"ConsecutivePar5Birdies",2009
80,80,"Johnson Wagner",26,6,"ConsecutivePar5Birdies",2009
80,80,"Jimmy Walker",24,6,"ConsecutivePar5Birdies",2009
80,80,"Bubba Watson",24,6,"ConsecutivePar5Birdies",2009
80,80,"Boo Weekley",22,6,"ConsecutivePar5Birdies",2009
80,80,"Matt Weibring",22,6,"ConsecutivePar5Birdies",2009
80,80,"Jay Williamson",22,6,"ConsecutivePar5Birdies",2009
80,80,"Tiger Woods",17,6,"ConsecutivePar5Birdies",2009
137,137,"Thomas Aiken",3,5,"ConsecutivePar5Birdies",2009
137,137,"Billy Andrade",17,5,"ConsecutivePar5Birdies",2009
137,137,"Eric Axley",30,5,"ConsecutivePar5Birdies",2009
137,137,"Briny Baird",28,5,"ConsecutivePar5Birdies",2009
137,137,"Brian Bateman",25,5,"ConsecutivePar5Birdies",2009
137,137,"Cameron Beckman",26,5,"ConsecutivePar5Birdies",2009
137,137,"Angel Cabrera",17,5,"ConsecutivePar5Birdies",2009
137,137,"Wil Collins",18,5,"ConsecutivePar5Birdies",2009
137,137,"Chris Couch",8,5,"ConsecutivePar5Birdies",2009
137,137,"Ben Crane",27,5,"ConsecutivePar5Birdies",2009
137,137,"Ben Curtis",18,5,"ConsecutivePar5Birdies",2009
137,137,"Marco Dawson",6,5,"ConsecutivePar5Birdies",2009
137,137,"David Duval",22,5,"ConsecutivePar5Birdies",2009
137,137,"Derek Fathauer",25,5,"ConsecutivePar5Birdies",2009
137,137,"Gonzalo Fdez Castano",5,5,"ConsecutivePar5Birdies",2009
137,137,"Rickie Fowler",6,5,"ConsecutivePar5Birdies",2009
137,137,"Jim Furyk",23,5,"ConsecutivePar5Birdies",2009
137,137,"Jason Gore",24,5,"ConsecutivePar5Birdies",2009
137,137,"Paul Goydos",25,5,"ConsecutivePar5Birdies",2009
137,137,"Nathan Green",30,5,"ConsecutivePar5Birdies",2009
137,137,"Mathias Gronberg",13,5,"ConsecutivePar5Birdies",2009
137,137,"Bill Haas",29,5,"ConsecutivePar5Birdies",2009
137,137,"Soren Hansen",8,5,"ConsecutivePar5Birdies",2009
137,137,"Padraig Harrington",20,5,"ConsecutivePar5Birdies",2009
137,137,"Tim Herron",27,5,"ConsecutivePar5Birdies",2009
137,137,"Ryuji Imada",25,5,"ConsecutivePar5Birdies",2009
137,137,"Shingo Katayama",6,5,"ConsecutivePar5Birdies",2009
137,137,"Jonathan Kaye",17,5,"ConsecutivePar5Birdies",2009
137,137,"Soren Kjeldsen",7,5,"ConsecutivePar5Birdies",2009
137,137,"Marc Leishman",28,5,"ConsecutivePar5Birdies",2009
137,137,"Justin Leonard",26,5,"ConsecutivePar5Birdies",2009
137,137,"Jeff Maggert",28,5,"ConsecutivePar5Birdies",2009
137,137,"Hunter Mahan",25,5,"ConsecutivePar5Birdies",2009
137,137,"John Mallinger",27,5,"ConsecutivePar5Birdies",2009
137,137,"Prayad Marksaeng",6,5,"ConsecutivePar5Birdies",2009
137,137,"Troy Matteson",30,5,"ConsecutivePar5Birdies",2009
137,137,"Billy Mayfair",28,5,"ConsecutivePar5Birdies",2009
137,137,"Scott McCarron",27,5,"ConsecutivePar5Birdies",2009
137,137,"Graeme McDowell",11,5,"ConsecutivePar5Birdies",2009
