"CareerEarnings_RANKTHISWEEK_2015","CareerEarnings_RANKLASTWEEK_2015","CareerEarnings_PLAYERNAME_2015","CareerEarnings__2015","CareerEarnings_MONEY_2015","stat_name","year"
1,1,"Tiger Woods",NA,110061012,"CareerEarnings",2015
2,2,"Phil Mickelson",NA,77452710,"CareerEarnings",2015
3,3,"Vijay Singh",NA,69328584,"CareerEarnings",2015
4,4,"Jim Furyk",NA,65644297,"CareerEarnings",2015
5,5,"Ernie Els",NA,48198319,"CareerEarnings",2015
6,6,"Davis Love III",NA,44060343,"CareerEarnings",2015
7,7,"David Toms",NA,41055764,"CareerEarnings",2015
8,8,"Steve Stricker",NA,40944541,"CareerEarnings",2015
9,9,"Sergio Garcia",NA,40443548,"CareerEarnings",2015
10,10,"Adam Scott",NA,38680018,"CareerEarnings",2015
11,11,"Zach Johnson",NA,38476706,"CareerEarnings",2015
12,12,"Justin Rose",NA,34667210,"CareerEarnings",2015
13,13,"Matt Kuchar",NA,33885712,"CareerEarnings",2015
14,14,"Justin Leonard",NA,33582663,"CareerEarnings",2015
15,15,"Stewart Cink",NA,33513527,"CareerEarnings",2015
16,16,"Luke Donald",NA,33269163,"CareerEarnings",2015
17,17,"Kenny Perry",NA,32123130,"CareerEarnings",2015
18,18,"Bubba Watson",NA,31932693,"CareerEarnings",2015
19,19,"KJ Choi",NA,30474317,"CareerEarnings",2015
20,20,"Dustin Johnson",NA,29666559,"CareerEarnings",2015
21,21,"Retief Goosen",NA,29589246,"CareerEarnings",2015
22,22,"Hunter Mahan",NA,29475013,"CareerEarnings",2015
23,23,"Rory Sabbatini",NA,29343180,"CareerEarnings",2015
24,24,"Geoff Ogilvy",NA,29094635,"CareerEarnings",2015
25,25,"Stuart Appleby",NA,28913129,"CareerEarnings",2015
26,26,"Charles Howell III",NA,28880376,"CareerEarnings",2015
27,27,"Rory McIlroy",NA,28303410,"CareerEarnings",2015
28,28,"Mike Weir",NA,27943673,"CareerEarnings",2015
29,29,"Scott Verplank",NA,27500225,"CareerEarnings",2015
30,30,"Jerry Kelly",NA,27465236,"CareerEarnings",2015
31,31,"Robert Allenby",NA,27399269,"CareerEarnings",2015
32,32,"Jason Day",NA,27021260,"CareerEarnings",2015
33,33,"Brandt Snedeker",NA,26766747,"CareerEarnings",2015
34,34,"Mark Calcavecchia",NA,24216436,"CareerEarnings",2015
35,35,"Nick Watney",NA,23857184,"CareerEarnings",2015
36,36,"Padraig Harrington",NA,23857084,"CareerEarnings",2015
37,37,"Tim Clark",NA,23831960,"CareerEarnings",2015
38,38,"Bill Haas",NA,23480501,"CareerEarnings",2015
39,39,"Chad Campbell",NA,23278383,"CareerEarnings",2015
