"ScoringRating_RANKTHISWEEK_2010","ScoringRating_RANKLASTWEEK_2010","ScoringRating_PLAYERNAME_2010","ScoringRating_EVENTS_2010","ScoringRating_RATING_2010","stat_name","year"
1,1,"Robert Gamez",1,8.9,"ScoringRating",2010
2,2,"John Ellis",1,8.6,"ScoringRating",2010
2,2,"Jonathan Kaye",1,8.6,"ScoringRating",2010
4,4,"Kevin Chappell",1,8.5,"ScoringRating",2010
4,4,"Luke Donald",13,8.5,"ScoringRating",2010
4,4,"Ken Duke",3,8.5,"ScoringRating",2010
4,4,"Ernie Els",13,8.5,"ScoringRating",2010
4,4,"Retief Goosen",13,8.5,"ScoringRating",2010
4,4,"Chris Kirk",1,8.5,"ScoringRating",2010
4,4,"Matt Kuchar",18,8.5,"ScoringRating",2010
4,4,"Corey Pavin",5,8.5,"ScoringRating",2010
4,4,"Jordan Spieth",1,8.5,"ScoringRating",2010
4,4,"Steve Stricker",14,8.5,"ScoringRating",2010
4,4,"Bo Van Pelt",20,8.5,"ScoringRating",2010
4,4,"Lee Westwood",6,8.5,"ScoringRating",2010
16,16,"Steve Allan",1,8.4,"ScoringRating",2010
16,16,"Paul Casey",10,8.4,"ScoringRating",2010
16,16,"Chris Couch",10,8.4,"ScoringRating",2010
16,16,"Jim Furyk",15,8.4,"ScoringRating",2010
16,16,"Kent Jones",3,8.4,"ScoringRating",2010
16,16,"Jamie Lovemark",2,8.4,"ScoringRating",2010
16,16,"Ryan Moore",12,8.4,"ScoringRating",2010
16,16,"Louis Oosthuizen",1,8.4,"ScoringRating",2010
16,16,"Tag Ridings",1,8.4,"ScoringRating",2010
16,16,"Kyle Stanley",1,8.4,"ScoringRating",2010
16,16,"Cameron Tringale",4,8.4,"ScoringRating",2010
27,27,"Robert Allenby",14,8.3,"ScoringRating",2010
27,27,"Jonathan Byrd",16,8.3,"ScoringRating",2010
27,27,"Todd Fischer",1,8.3,"ScoringRating",2010
27,27,"Rickie Fowler",18,8.3,"ScoringRating",2010
27,27,"Rob Grube",1,8.3,"ScoringRating",2010
27,27,"Bill Haas",17,8.3,"ScoringRating",2010
27,27,"Alex Hamilton",1,8.3,"ScoringRating",2010
27,27,"Padraig Harrington",10,8.3,"ScoringRating",2010
27,27,"Bob Heintz",3,8.3,"ScoringRating",2010
27,27,"Charles Howell III",21,8.3,"ScoringRating",2010
27,27,"Freddie Jacobson",16,8.3,"ScoringRating",2010
27,27,"Tom Lehman",4,8.3,"ScoringRating",2010
27,27,"Marc Leishman",15,8.3,"ScoringRating",2010
27,27,"Francesco Molinari",3,8.3,"ScoringRating",2010
27,27,"Sean OHair",13,8.3,"ScoringRating",2010
27,27,"Chris Riley",11,8.3,"ScoringRating",2010
27,27,"John Rollins",14,8.3,"ScoringRating",2010
27,27,"Justin Rose",16,8.3,"ScoringRating",2010
27,27,"Chris Smith",1,8.3,"ScoringRating",2010
27,27,"Nick Watney",17,8.3,"ScoringRating",2010
27,27,"Tim Wilkinson",4,8.3,"ScoringRating",2010
27,27,"Dean Wilson",8,8.3,"ScoringRating",2010
49,49,"KJ Choi",15,8.2,"ScoringRating",2010
49,49,"Stewart Cink",15,8.2,"ScoringRating",2010
49,49,"Tim Clark",17,8.2,"ScoringRating",2010
49,49,"Brendon de Jonge",20,8.2,"ScoringRating",2010
49,49,"James Driscoll",12,8.2,"ScoringRating",2010
49,49,"Bob Estes",12,8.2,"ScoringRating",2010
49,49,"Mathias Gronberg",7,8.2,"ScoringRating",2010
49,49,"Charley Hoffman",17,8.2,"ScoringRating",2010
49,49,"JB Holmes",22,8.2,"ScoringRating",2010
49,49,"John Huston",2,8.2,"ScoringRating",2010
49,49,"Zach Johnson",17,8.2,"ScoringRating",2010
49,49,"WC Liang",2,8.2,"ScoringRating",2010
49,49,"Steve Marino",14,8.2,"ScoringRating",2010
49,49,"Phil Mickelson",14,8.2,"ScoringRating",2010
49,49,"Kevin Na",18,8.2,"ScoringRating",2010
49,49,"Jeff Overton",15,8.2,"ScoringRating",2010
49,49,"Ryan Palmer",13,8.2,"ScoringRating",2010
49,49,"Carl Pettersson",17,8.2,"ScoringRating",2010
49,49,"Alistair Presnell",1,8.2,"ScoringRating",2010
49,49,"Charl Schwartzel",4,8.2,"ScoringRating",2010
49,49,"Vijay Singh",12,8.2,"ScoringRating",2010
49,49,"Brandt Snedeker",16,8.2,"ScoringRating",2010
49,49,"Paul Stankowski",11,8.2,"ScoringRating",2010
49,49,"Kirk Triplett",5,8.2,"ScoringRating",2010
49,49,"Jimmy Walker",11,8.2,"ScoringRating",2010
49,49,"Gary Woodland",3,8.2,"ScoringRating",2010
75,75,"Rich Barcelo",8,8.1,"ScoringRating",2010
75,75,"Craig Barlow",4,8.1,"ScoringRating",2010
75,75,"Ricky Barnes",19,8.1,"ScoringRating",2010
75,75,"Cameron Beckman",6,8.1,"ScoringRating",2010
75,75,"Henrik Bjornstad",8,8.1,"ScoringRating",2010
75,75,"Jason Bohn",16,8.1,"ScoringRating",2010
75,75,"Chad Campbell",17,8.1,"ScoringRating",2010
75,75,"Greg Chalmers",19,8.1,"ScoringRating",2010
75,75,"Chad Collins",14,8.1,"ScoringRating",2010
75,75,"Ben Crane",16,8.1,"ScoringRating",2010
75,75,"Glen Day",5,8.1,"ScoringRating",2010
75,75,"Jason Day",16,8.1,"ScoringRating",2010
75,75,"Graham DeLaet",14,8.1,"ScoringRating",2010
75,75,"David Duval",9,8.1,"ScoringRating",2010
75,75,"Carlos Franco",4,8.1,"ScoringRating",2010
75,75,"Tom Gillis",21,8.1,"ScoringRating",2010
75,75,"Lucas Glover",12,8.1,"ScoringRating",2010
75,75,"Brandt Jobe",1,8.1,"ScoringRating",2010
75,75,"Dustin Johnson",15,8.1,"ScoringRating",2010
75,75,"Matt Jones",17,8.1,"ScoringRating",2010
75,75,"Martin Kaymer",3,8.1,"ScoringRating",2010
75,75,"Spencer Levin",22,8.1,"ScoringRating",2010
