"BirdietoBogeyRatio_RANKTHISWEEK_2015","BirdietoBogeyRatio_RANKLASTWEEK_2015","BirdietoBogeyRatio_PLAYERNAME_2015","BirdietoBogeyRatio_ROUNDS_2015","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2015","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2015","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2015","stat_name","year"
114,114,"Billy Hurley III",83,1.22,243,199,"BirdietoBogeyRatio",2015
114,114,"Tyrone Van Aswegen",58,1.22,181,148,"BirdietoBogeyRatio",2015
119,119,"Scott Pinckney",88,1.21,324,267,"BirdietoBogeyRatio",2015
119,119,"Nick Taylor",91,1.21,340,281,"BirdietoBogeyRatio",2015
121,121,"Luke Donald",71,1.2,232,193,"BirdietoBogeyRatio",2015
121,121,"Jason Gore",76,1.2,278,232,"BirdietoBogeyRatio",2015
121,121,"Scott Langley",94,1.2,326,271,"BirdietoBogeyRatio",2015
121,121,"John Senden",80,1.2,282,235,"BirdietoBogeyRatio",2015
125,125,"Jonas Blixt",78,1.19,274,231,"BirdietoBogeyRatio",2015
125,125,"Ryo Ishikawa",90,1.19,338,284,"BirdietoBogeyRatio",2015
125,125,"Cameron Tringale",96,1.19,337,284,"BirdietoBogeyRatio",2015
128,128,"Jason Dufner",76,1.18,273,231,"BirdietoBogeyRatio",2015
128,128,"Morgan Hoffmann",85,1.18,318,269,"BirdietoBogeyRatio",2015
128,128,"Seung Yul Noh",65,1.18,246,208,"BirdietoBogeyRatio",2015
128,128,"Jhonattan Vegas",90,1.18,305,259,"BirdietoBogeyRatio",2015
132,132,"Troy Merritt",91,1.17,303,258,"BirdietoBogeyRatio",2015
132,132,"Brian Stuard",97,1.17,315,270,"BirdietoBogeyRatio",2015
132,132,"Bo Van Pelt",81,1.17,290,247,"BirdietoBogeyRatio",2015
132,132,"Gary Woodland",81,1.17,266,228,"BirdietoBogeyRatio",2015
136,136,"Greg Chalmers",58,1.16,199,172,"BirdietoBogeyRatio",2015
136,136,"Fabian Gomez",83,1.16,300,259,"BirdietoBogeyRatio",2015
136,136,"Jonathan Randolph",72,1.16,237,205,"BirdietoBogeyRatio",2015
139,139,"Lucas Glover",79,1.15,291,252,"BirdietoBogeyRatio",2015
139,139,"Luke Guthrie",84,1.15,304,265,"BirdietoBogeyRatio",2015
139,139,"John Merrick",78,1.15,269,233,"BirdietoBogeyRatio",2015
139,139,"Lee Westwood",56,1.15,204,177,"BirdietoBogeyRatio",2015
143,143,"Ricky Barnes",82,1.13,274,243,"BirdietoBogeyRatio",2015
143,143,"Brice Garnett",81,1.13,273,241,"BirdietoBogeyRatio",2015
143,143,"Sam Saunders",83,1.13,290,256,"BirdietoBogeyRatio",2015
146,146,"Max Homa",78,1.12,260,233,"BirdietoBogeyRatio",2015
146,146,"Byron Smith",59,1.12,191,171,"BirdietoBogeyRatio",2015
148,148,"Ken Duke",93,1.11,319,287,"BirdietoBogeyRatio",2015
148,148,"JJ Henry",94,1.11,284,257,"BirdietoBogeyRatio",2015
148,148,"Nicholas Thompson",90,1.11,312,281,"BirdietoBogeyRatio",2015
148,148,"Michael Thompson",83,1.11,300,270,"BirdietoBogeyRatio",2015
148,148,"Camilo Villegas",83,1.11,310,279,"BirdietoBogeyRatio",2015
153,153,"Gonzalo Fdez Castano",81,1.09,269,247,"BirdietoBogeyRatio",2015
153,153,"Charl Schwartzel",67,1.09,233,214,"BirdietoBogeyRatio",2015
153,153,"Scott Stallings",60,1.09,222,203,"BirdietoBogeyRatio",2015
156,156,"SJ Park",79,1.08,231,214,"BirdietoBogeyRatio",2015
157,157,"Derek Fathauer",81,1.07,271,253,"BirdietoBogeyRatio",2015
157,157,"Retief Goosen",81,1.07,265,247,"BirdietoBogeyRatio",2015
157,157,"Davis Love III",51,1.07,161,151,"BirdietoBogeyRatio",2015
157,157,"Bill Lunde",50,1.07,148,138,"BirdietoBogeyRatio",2015
161,161,"Jamie Donaldson",50,1.06,154,145,"BirdietoBogeyRatio",2015
161,161,"Justin Leonard",61,1.06,189,178,"BirdietoBogeyRatio",2015
163,163,"Eric Axley",57,1.05,177,168,"BirdietoBogeyRatio",2015
163,163,"Ben Crane",62,1.05,187,178,"BirdietoBogeyRatio",2015
163,163,"Brian Davis",86,1.05,274,260,"BirdietoBogeyRatio",2015
163,163,"Ernie Els",57,1.05,200,191,"BirdietoBogeyRatio",2015
167,167,"Derek Ernst",75,1.04,240,230,"BirdietoBogeyRatio",2015
167,167,"Oscar Fraustro",58,1.04,190,182,"BirdietoBogeyRatio",2015
167,167,"DA Points",72,1.04,231,223,"BirdietoBogeyRatio",2015
170,170,"Roberto Castro",54,1.03,164,160,"BirdietoBogeyRatio",2015
171,171,"Andres Romero",69,1.02,236,231,"BirdietoBogeyRatio",2015
172,172,"Roger Sloan",56,1,183,183,"BirdietoBogeyRatio",2015
173,173,"Angel Cabrera",53,0.99,190,191,"BirdietoBogeyRatio",2015
173,173,"Andrew Putnam",68,0.99,228,231,"BirdietoBogeyRatio",2015
175,175,"Robert Garrigus",70,0.98,237,242,"BirdietoBogeyRatio",2015
176,176,"Geoff Ogilvy",50,0.97,166,171,"BirdietoBogeyRatio",2015
177,177,"Charlie Beljan",76,0.96,264,276,"BirdietoBogeyRatio",2015
177,177,"Tim Wilkinson",73,0.96,217,226,"BirdietoBogeyRatio",2015
179,179,"Padraig Harrington",60,0.94,201,214,"BirdietoBogeyRatio",2015
179,179,"Heath Slocum",57,0.94,173,184,"BirdietoBogeyRatio",2015
181,181,"Andrew Svoboda",80,0.91,269,294,"BirdietoBogeyRatio",2015
182,182,"Robert Allenby",63,0.89,185,207,"BirdietoBogeyRatio",2015
183,183,"Jim Renner",68,0.85,189,222,"BirdietoBogeyRatio",2015
184,184,"Matt Every",73,0.81,216,266,"BirdietoBogeyRatio",2015
