"SubParRounds_RANKTHISWEEK_2006","SubParRounds_RANKLASTWEEK_2006","SubParRounds_PLAYERNAME_2006","SubParRounds_EVENTS_2006","stat_name","year"
159,159,"James Driscoll",29,"SubParRounds",2006
161,161,"David Duval",24,"SubParRounds",2006
161,161,"Brad Faxon",26,"SubParRounds",2006
161,161,"Peter Lonard",22,"SubParRounds",2006
161,161,"Pat Perez",19,"SubParRounds",2006
165,165,"Mike Sposa",25,"SubParRounds",2006
166,166,"Tommy Armour III",25,"SubParRounds",2006
166,166,"Brian Bateman",26,"SubParRounds",2006
166,166,"Cameron Beckman",16,"SubParRounds",2006
166,166,"Padraig Harrington",15,"SubParRounds",2006
166,166,"David Howell",14,"SubParRounds",2006
166,166,"Kirk Triplett",18,"SubParRounds",2006
172,172,"Steve Elkington",17,"SubParRounds",2006
172,172,"Bill Glasson",17,"SubParRounds",2006
172,172,"Freddie Jacobson",18,"SubParRounds",2006
172,172,"Tom Lehman",20,"SubParRounds",2006
172,172,"JL Lewis",17,"SubParRounds",2006
172,172,"Jon Mills",27,"SubParRounds",2006
172,172,"Nick OHern",15,"SubParRounds",2006
172,172,"Vance Veazey",20,"SubParRounds",2006
180,180,"Scott Gutschewski",19,"SubParRounds",2006
180,180,"Matt Hansen",25,"SubParRounds",2006
180,180,"Gabriel Hjertstedt",16,"SubParRounds",2006
183,183,"Greg Chalmers",28,"SubParRounds",2006
183,183,"Dan Forsman",15,"SubParRounds",2006
183,183,"JP Hayes",19,"SubParRounds",2006
183,183,"Ian Poulter",15,"SubParRounds",2006
183,183,"Tjaart van der Walt",21,"SubParRounds",2006
188,188,"Jose Coceres",13,"SubParRounds",2006
188,188,"Larry Mize",18,"SubParRounds",2006
188,188,"Mark OMeara",18,"SubParRounds",2006
191,191,"Fred Couples",17,"SubParRounds",2006
191,191,"Scott McCarron",15,"SubParRounds",2006
191,191,"Darron Stiles",15,"SubParRounds",2006
191,191,"Roger Tambellini",25,"SubParRounds",2006
191,191,"Hidemichi Tanaka",31,"SubParRounds",2006
191,191,"Jimmy Walker",21,"SubParRounds",2006
197,197,"Rocco Mediate",18,"SubParRounds",2006
197,197,"BJ Staten",18,"SubParRounds",2006
199,199,"Todd Hamilton",27,"SubParRounds",2006
199,199,"Dicky Pride",9,"SubParRounds",2006
201,201,"John Daly",21,"SubParRounds",2006
201,201,"Thomas Levet",18,"SubParRounds",2006
201,201,"John Riegger",20,"SubParRounds",2006
201,201,"Jay Williamson",18,"SubParRounds",2006
205,205,"Angel Cabrera",12,"SubParRounds",2006
205,205,"Matt Gogel",14,"SubParRounds",2006
205,205,"Brian Henninger",12,"SubParRounds",2006
205,205,"Ryan Hietala",23,"SubParRounds",2006
205,205,"Neal Lancaster",19,"SubParRounds",2006
205,205,"Len Mattiace",22,"SubParRounds",2006
211,211,"John Engler Jr",27,"SubParRounds",2006
211,211,"Donnie Hammond",11,"SubParRounds",2006
211,211,"Graeme McDowell",15,"SubParRounds",2006
211,211,"Craig Parry",15,"SubParRounds",2006
211,211,"Lee Westwood",14,"SubParRounds",2006
211,211,"Garrett Willis",10,"SubParRounds",2006
217,217,"Notah Begay III",12,"SubParRounds",2006
217,217,"Michael Connell",22,"SubParRounds",2006
217,217,"Andrew Magee",19,"SubParRounds",2006
220,220,"Alex Aragon",26,"SubParRounds",2006
220,220,"Jay Delsing",14,"SubParRounds",2006
220,220,"Mark Hensby",16,"SubParRounds",2006
220,220,"Henrik Stenson",10,"SubParRounds",2006
224,224,"Glen Day",12,"SubParRounds",2006
224,224,"Kevin Na",11,"SubParRounds",2006
224,224,"Nick Price",16,"SubParRounds",2006
227,227,"Tom Byrum",11,"SubParRounds",2006
227,227,"Jason Day",7,"SubParRounds",2006
227,227,"Brendan Jones",9,"SubParRounds",2006
227,227,"Scott Piercy",6,"SubParRounds",2006
227,227,"Mike Small",9,"SubParRounds",2006
227,227,"Phil Tataurangi",19,"SubParRounds",2006
233,233,"Michael Campbell",10,"SubParRounds",2006
233,233,"Darren Clarke",11,"SubParRounds",2006
235,235,"Bob Burns",9,"SubParRounds",2006
235,235,"Grant Waite",8,"SubParRounds",2006
237,237,"Thomas Bjorn",7,"SubParRounds",2006
237,237,"David Frost",7,"SubParRounds",2006
237,237,"Robert Karlsson",5,"SubParRounds",2006
237,237,"Blaine McCallister",10,"SubParRounds",2006
237,237,"Spike McRoy",9,"SubParRounds",2006
237,237,"Charl Schwartzel",8,"SubParRounds",2006
237,237,"Kevin Stadler",6,"SubParRounds",2006
237,237,"Boyd Summerhays",13,"SubParRounds",2006
245,245,"Michael Bradley",6,"SubParRounds",2006
245,245,"Paul Casey",8,"SubParRounds",2006
245,245,"Gavin Coles",5,"SubParRounds",2006
245,245,"Scott Gump",10,"SubParRounds",2006
245,245,"Gary Hallberg",4,"SubParRounds",2006
245,245,"Miguel Angel Jimenez",8,"SubParRounds",2006
245,245,"Anthony Kim",2,"SubParRounds",2006
245,245,"Paul McGinley",9,"SubParRounds",2006
245,245,"Willie Wood",11,"SubParRounds",2006
254,254,"Steven Bowditch",22,"SubParRounds",2006
254,254,"Ken Duke",2,"SubParRounds",2006
254,254,"Jay Haas",7,"SubParRounds",2006
254,254,"Billy Hurley III",6,"SubParRounds",2006
254,254,"Hank Kuehne",9,"SubParRounds",2006
254,254,"James McLean",4,"SubParRounds",2006
254,254,"Loren Roberts",4,"SubParRounds",2006
261,261,"Joel Edwards",3,"SubParRounds",2006
261,261,"Gonzalo Fdez Castano",5,"SubParRounds",2006
261,261,"Shingo Katayama",6,"SubParRounds",2006
261,261,"Colin Montgomerie",8,"SubParRounds",2006
261,261,"Andres Romero",2,"SubParRounds",2006
261,261,"Joey Snyder III",6,"SubParRounds",2006
261,261,"Hideto Tanihara",2,"SubParRounds",2006
261,261,"Don Yrene",2,"SubParRounds",2006
269,269,"Jason Allred",2,"SubParRounds",2006
269,269,"Paul Broadhurst",4,"SubParRounds",2006
269,269,"Simon Dyson",2,"SubParRounds",2006
269,269,"David Edwards",3,"SubParRounds",2006
269,269,"Jim Gallagher Jr",4,"SubParRounds",2006
269,269,"Andres Gonzales",1,"SubParRounds",2006
269,269,"David Gossett",7,"SubParRounds",2006
269,269,"Mike Hulbert",6,"SubParRounds",2006
269,269,"Peter Jacobsen",4,"SubParRounds",2006
269,269,"Matt Kuchar",8,"SubParRounds",2006
269,269,"Jim McGovern",8,"SubParRounds",2006
269,269,"Parker McLachlin",2,"SubParRounds",2006
269,269,"Roland Thatcher",1,"SubParRounds",2006
269,269,"Anthony Wall",3,"SubParRounds",2006
283,283,"John Bickerton",4,"SubParRounds",2006
283,283,"Guy Boros",5,"SubParRounds",2006
283,283,"Matt Every",3,"SubParRounds",2006
283,283,"Nick Faldo",6,"SubParRounds",2006
283,283,"Stephen Gangluff",2,"SubParRounds",2006
283,283,"Anders Hansen",1,"SubParRounds",2006
283,283,"David Hearn",1,"SubParRounds",2006
283,283,"Scott Hend",6,"SubParRounds",2006
283,283,"SK Ho",2,"SubParRounds",2006
283,283,"Soren Kjeldsen",1,"SubParRounds",2006
283,283,"Joel Kribel",2,"SubParRounds",2006
283,283,"Franklin Langham",1,"SubParRounds",2006
283,283,"Yusaku Miyazato",2,"SubParRounds",2006
283,283,"Louis Oosthuizen",2,"SubParRounds",2006
283,283,"Jin Park",1,"SubParRounds",2006
283,283,"Robert Rock",1,"SubParRounds",2006
283,283,"Marco Ruiz",1,"SubParRounds",2006
283,283,"Brett Rumford",1,"SubParRounds",2006
283,283,"Mike Springer",6,"SubParRounds",2006
283,283,"Marius Thorp",1,"SubParRounds",2006
283,283,"Esteban Toledo",2,"SubParRounds",2006
283,283,"Azuma Yano",1,"SubParRounds",2006
305,305,"Ricky Barnes",2,"SubParRounds",2006
305,305,"David Berganio Jr",2,"SubParRounds",2006
305,305,"Jason Caron",1,"SubParRounds",2006
305,305,"Victor Ciesielski",1,"SubParRounds",2006
305,305,"Ben Crenshaw",2,"SubParRounds",2006
305,305,"Patrick Damron",1,"SubParRounds",2006
305,305,"Stuart Deane",1,"SubParRounds",2006
305,305,"Brent Delahoussaye",1,"SubParRounds",2006
305,305,"Johan Edfors",4,"SubParRounds",2006
305,305,"Keith Fergus",1,"SubParRounds",2006
305,305,"Marcus Fraser",1,"SubParRounds",2006
305,305,"Keiichiro Fukabori",4,"SubParRounds",2006
305,305,"Richard Green",4,"SubParRounds",2006
305,305,"Scott Harrington",1,"SubParRounds",2006
305,305,"Mike Heinen",5,"SubParRounds",2006
305,305,"Mikko Ilonen",1,"SubParRounds",2006
305,305,"Yasuharu Imano",2,"SubParRounds",2006
305,305,"Thongchai Jaidee",2,"SubParRounds",2006
305,305,"Jim Kane",1,"SubParRounds",2006
305,305,"Simon Khan",2,"SubParRounds",2006
305,305,"James Lepp",3,"SubParRounds",2006
305,305,"Spencer Levin",1,"SubParRounds",2006
305,305,"Jamie Lovemark",1,"SubParRounds",2006
305,305,"John Mallinger",3,"SubParRounds",2006
305,305,"Andrew Marshall",1,"SubParRounds",2006
305,305,"Madalitso Muthiya",3,"SubParRounds",2006
305,305,"Rob Oppenheim",2,"SubParRounds",2006
305,305,"Scott Parel",1,"SubParRounds",2006
305,305,"Craig Perks",18,"SubParRounds",2006
305,305,"Jyoti Randhawa",2,"SubParRounds",2006
305,305,"David Roesch",1,"SubParRounds",2006
305,305,"Tom Scherrer",4,"SubParRounds",2006
305,305,"Richard Scott",1,"SubParRounds",2006
305,305,"Lee Slattery",1,"SubParRounds",2006
305,305,"Craig Stadler",4,"SubParRounds",2006
305,305,"Simon Wakefield",2,"SubParRounds",2006
305,305,"Tom Watson",2,"SubParRounds",2006
305,305,"Thaworn Wiratchant",3,"SubParRounds",2006
305,305,"Eli Zackheim",1,"SubParRounds",2006
344,344,"Rich Barcelo",1,"SubParRounds",2006
344,344,"Chip Beck",1,"SubParRounds",2006
344,344,"Gregory Bisconti",1,"SubParRounds",2006
344,344,"Markus Brier",1,"SubParRounds",2006
344,344,"Andrew Buckle",2,"SubParRounds",2006
344,344,"Jim Carter",3,"SubParRounds",2006
344,344,"Nick Cassini",1,"SubParRounds",2006
344,344,"Michael Clark II",4,"SubParRounds",2006
344,344,"Keith Clearwater",2,"SubParRounds",2006
344,344,"Russ Cochran",1,"SubParRounds",2006
344,344,"Sean Dadey",1,"SubParRounds",2006
344,344,"Stephen Dodd",3,"SubParRounds",2006
344,344,"Bradley Dredge",2,"SubParRounds",2006
344,344,"Scott Drummond",1,"SubParRounds",2006
344,344,"John Ellis",1,"SubParRounds",2006
344,344,"Niclas Fasth",4,"SubParRounds",2006
344,344,"Kenneth Ferrie",3,"SubParRounds",2006
344,344,"Martin Flores",1,"SubParRounds",2006
344,344,"Adam Frayne",1,"SubParRounds",2006
344,344,"Cody Freeman",1,"SubParRounds",2006
344,344,"Larry George",3,"SubParRounds",2006
344,344,"Kelly Gibson",2,"SubParRounds",2006
344,344,"Tom Gillis",1,"SubParRounds",2006
344,344,"Darren Griff",1,"SubParRounds",2006
344,344,"Tetsuji Hiratsuka",1,"SubParRounds",2006
344,344,"Nate Lashley",1,"SubParRounds",2006
344,344,"Wayne Levi",1,"SubParRounds",2006
344,344,"Jarrod Lyle",1,"SubParRounds",2006
344,344,"Korey Mahoney",2,"SubParRounds",2006
344,344,"Curtis Malm",1,"SubParRounds",2006
344,344,"Gary March",1,"SubParRounds",2006
344,344,"Scott Miller",3,"SubParRounds",2006
344,344,"Kelly Mitchum",2,"SubParRounds",2006
344,344,"Edoardo Molinari",6,"SubParRounds",2006
344,344,"John Morgan",1,"SubParRounds",2006
344,344,"John Morse",1,"SubParRounds",2006
344,344,"David Ogrin",1,"SubParRounds",2006
344,344,"David Oh",2,"SubParRounds",2006
344,344,"Chris Parra",1,"SubParRounds",2006
344,344,"David Peoples",4,"SubParRounds",2006
344,344,"Rod Perry",2,"SubParRounds",2006
344,344,"Mark Pilkington",1,"SubParRounds",2006
344,344,"Don Pooley",1,"SubParRounds",2006
344,344,"Phillip Price",1,"SubParRounds",2006
344,344,"Tony Rohlik",2,"SubParRounds",2006
344,344,"Martin Rominger",1,"SubParRounds",2006
344,344,"Jeff Roth",1,"SubParRounds",2006
344,344,"Dave Rummells",1,"SubParRounds",2006
344,344,"Mike San Filippo",1,"SubParRounds",2006
344,344,"Phil Schmitt",2,"SubParRounds",2006
344,344,"Steve Schneiter",2,"SubParRounds",2006
344,344,"Michael Sim",1,"SubParRounds",2006
344,344,"Scott Simpson",1,"SubParRounds",2006
344,344,"Jeev Milkha Singh",3,"SubParRounds",2006
344,344,"Sonny Skinner",1,"SubParRounds",2006
344,344,"David Smail",1,"SubParRounds",2006
344,344,"Mike Standly",1,"SubParRounds",2006
344,344,"Chris Starkjohann",1,"SubParRounds",2006
344,344,"Scott Sterling",1,"SubParRounds",2006
344,344,"Craig Thomas",1,"SubParRounds",2006
344,344,"Kyle Thompson",1,"SubParRounds",2006
344,344,"Mario Tiziani",1,"SubParRounds",2006
344,344,"Ted Tryba",1,"SubParRounds",2006
344,344,"Jeremy Tucker",1,"SubParRounds",2006
344,344,"Ben Walter",1,"SubParRounds",2006
344,344,"Michelle Wie",3,"SubParRounds",2006
344,344,"Casey Wittenberg",1,"SubParRounds",2006
344,344,"Kaname Yokoo",2,"SubParRounds",2006
344,344,"Lian Wei Zhang",2,"SubParRounds",2006
