"ScramblingAverageDistancetoHole_RANKTHISWEEK_2016","ScramblingAverageDistancetoHole_RANKLASTWEEK_2016","ScramblingAverageDistancetoHole_PLAYERNAME_2016","ScramblingAverageDistancetoHole_ROUNDS_2016","ScramblingAverageDistancetoHole_AVGDTP_2016","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2016","ScramblingAverageDistancetoHole_ATTEMPTS_2016","stat_name","year"
86,90,"Troy Merritt",41,NA,1417.833,174,"ScramblingAverageDistancetoHole",2016
86,90,"Geoff Ogilvy",37,NA,1506.833,185,"ScramblingAverageDistancetoHole",2016
86,97,"Will Wilcox",47,NA,2057.417,252,"ScramblingAverageDistancetoHole",2016
86,62,"Gary Woodland",45,NA,1411.333,173,"ScramblingAverageDistancetoHole",2016
94,97,"Matthew Fitzpatrick",23,NA,577.5,70,"ScramblingAverageDistancetoHole",2016
94,69,"Robert Garrigus",34,NA,977.917,118,"ScramblingAverageDistancetoHole",2016
94,90,"James Hahn",45,NA,1778.25,215,"ScramblingAverageDistancetoHole",2016
94,97,"Russell Knox",48,NA,1214.333,147,"ScramblingAverageDistancetoHole",2016
98,110,"Ben Crane",48,NA,1875.417,225,"ScramblingAverageDistancetoHole",2016
98,103,"Luke Guthrie",31,NA,835.25,100,"ScramblingAverageDistancetoHole",2016
98,103,"Freddie Jacobson",54,NA,1948.333,233,"ScramblingAverageDistancetoHole",2016
98,103,"Matt Jones",45,NA,1392.25,167,"ScramblingAverageDistancetoHole",2016
98,81,"David Lingmerth",54,NA,1678.417,201,"ScramblingAverageDistancetoHole",2016
98,103,"Chez Reavie",56,NA,2159.5,260,"ScramblingAverageDistancetoHole",2016
98,103,"Charl Schwartzel",29,NA,855.75,103,"ScramblingAverageDistancetoHole",2016
105,110,"Charlie Beljan",26,NA,865.667,103,"ScramblingAverageDistancetoHole",2016
105,110,"Chris Kirk",51,NA,1807.417,215,"ScramblingAverageDistancetoHole",2016
105,97,"Andrew Loupe",50,NA,1914.833,227,"ScramblingAverageDistancetoHole",2016
105,121,"Ryan Moore",40,NA,1299.333,154,"ScramblingAverageDistancetoHole",2016
105,97,"Cameron Smith",45,NA,1285,153,"ScramblingAverageDistancetoHole",2016
105,121,"Robert Streb",51,NA,1630.333,194,"ScramblingAverageDistancetoHole",2016
105,121,"Justin Thomas",53,NA,1710,203,"ScramblingAverageDistancetoHole",2016
112,116,"Ricky Barnes",57,NA,2123.667,251,"ScramblingAverageDistancetoHole",2016
112,116,"Jason Dufner",53,NA,1609.833,190,"ScramblingAverageDistancetoHole",2016
112,85,"Tom Hoge",47,NA,1784.167,209,"ScramblingAverageDistancetoHole",2016
112,62,"JB Holmes",39,NA,1269,149,"ScramblingAverageDistancetoHole",2016
112,121,"Martin Laird",46,NA,1676.917,198,"ScramblingAverageDistancetoHole",2016
112,116,"Graeme McDowell",33,NA,1064.417,125,"ScramblingAverageDistancetoHole",2016
112,116,"Seung Yul Noh",54,NA,1949.75,229,"ScramblingAverageDistancetoHole",2016
112,103,"Kyle Stanley",57,NA,2147.167,253,"ScramblingAverageDistancetoHole",2016
112,137,"Nick Taylor",57,NA,2054.25,241,"ScramblingAverageDistancetoHole",2016
112,69,"Jhonattan Vegas",49,NA,1496.833,176,"ScramblingAverageDistancetoHole",2016
112,121,"Camilo Villegas",50,NA,2219.5,260,"ScramblingAverageDistancetoHole",2016
123,121,"Daniel Berger",52,NA,1701.083,199,"ScramblingAverageDistancetoHole",2016
123,110,"Jonas Blixt",46,NA,2008.917,234,"ScramblingAverageDistancetoHole",2016
123,121,"Keegan Bradley",40,NA,1119.833,131,"ScramblingAverageDistancetoHole",2016
123,121,"Brice Garnett",29,NA,683.583,80,"ScramblingAverageDistancetoHole",2016
123,121,"Dustin Johnson",37,NA,852.417,99,"ScramblingAverageDistancetoHole",2016
123,121,"Greg Owen",56,NA,1775.583,207,"ScramblingAverageDistancetoHole",2016
123,121,"Dicky Pride",33,NA,1342.083,156,"ScramblingAverageDistancetoHole",2016
130,116,"Jamie Donaldson",28,NA,1032.667,119,"ScramblingAverageDistancetoHole",2016
130,137,"Brian Gay",22,NA,1187.5,137,"ScramblingAverageDistancetoHole",2016
130,121,"Hideki Matsuyama",40,NA,1051.5,121,"ScramblingAverageDistancetoHole",2016
130,121,"Sam Saunders",40,NA,1417.833,163,"ScramblingAverageDistancetoHole",2016
130,147,"Daniel Summerhays",55,NA,2294.417,264,"ScramblingAverageDistancetoHole",2016
135,90,"Byeong Hun An",23,NA,595.75,68,"ScramblingAverageDistancetoHole",2016
135,144,"Matt Every",34,NA,1386.167,159,"ScramblingAverageDistancetoHole",2016
135,144,"Jason Kokrak",52,NA,1930.5,220,"ScramblingAverageDistancetoHole",2016
135,151,"Scott Stallings",46,NA,1816.167,207,"ScramblingAverageDistancetoHole",2016
135,141,"Darron Stiles",28,NA,847.583,97,"ScramblingAverageDistancetoHole",2016
135,121,"Chris Stroud",52,NA,2043.083,234,"ScramblingAverageDistancetoHole",2016
135,141,"Harold Varner III",58,NA,2347.167,268,"ScramblingAverageDistancetoHole",2016
135,141,"Jimmy Walker",43,NA,1397.25,160,"ScramblingAverageDistancetoHole",2016
143,144,"Robert Allenby",35,NA,1427.75,162,"ScramblingAverageDistancetoHole",2016
143,137,"Chad Collins",45,NA,2042.25,232,"ScramblingAverageDistancetoHole",2016
143,151,"Andres Gonzales",46,NA,1625.667,184,"ScramblingAverageDistancetoHole",2016
143,121,"Shane Lowry",35,NA,1082.833,123,"ScramblingAverageDistancetoHole",2016
143,97,"Steve Wheatcroft",53,NA,2271.25,258,"ScramblingAverageDistancetoHole",2016
148,121,"Thomas Aiken",42,NA,1244.667,139,"ScramblingAverageDistancetoHole",2016
148,158,"Tony Finau",49,NA,1866,210,"ScramblingAverageDistancetoHole",2016
148,147,"Billy Horschel",45,NA,1679.25,188,"ScramblingAverageDistancetoHole",2016
148,147,"Brooks Koepka",39,NA,1278.167,143,"ScramblingAverageDistancetoHole",2016
148,158,"Anirban Lahiri",44,NA,1448.833,163,"ScramblingAverageDistancetoHole",2016
148,158,"Cameron Tringale",47,NA,2037.5,228,"ScramblingAverageDistancetoHole",2016
154,171,"Graham DeLaet",50,NA,1851.333,206,"ScramblingAverageDistancetoHole",2016
154,151,"Derek Fathauer",58,NA,2395.083,265,"ScramblingAverageDistancetoHole",2016
154,158,"George McNeill",33,NA,1618.333,179,"ScramblingAverageDistancetoHole",2016
154,165,"Carlos Ortiz",47,NA,1735.75,192,"ScramblingAverageDistancetoHole",2016
158,176,"Scott Brown",59,NA,2337.917,257,"ScramblingAverageDistancetoHole",2016
158,158,"JJ Henry",44,NA,1915.25,211,"ScramblingAverageDistancetoHole",2016
158,176,"Martin Piller",37,NA,1305.417,144,"ScramblingAverageDistancetoHole",2016
158,158,"Wes Roach",33,NA,1047.667,115,"ScramblingAverageDistancetoHole",2016
158,158,"Andy Sullivan",25,NA,865.583,95,"ScramblingAverageDistancetoHole",2016
163,151,"Blayne Barber",44,NA,1962.25,215,"ScramblingAverageDistancetoHole",2016
163,165,"Stewart Cink",45,NA,1499.167,164,"ScramblingAverageDistancetoHole",2016
163,171,"Erik Compton",45,NA,1800.583,197,"ScramblingAverageDistancetoHole",2016
163,151,"Jason Gore",51,NA,1850.583,202,"ScramblingAverageDistancetoHole",2016
163,171,"John Senden",48,NA,2049.417,223,"ScramblingAverageDistancetoHole",2016
163,181,"Henrik Stenson",30,NA,771.417,84,"ScramblingAverageDistancetoHole",2016
163,165,"Boo Weekley",53,NA,2057.083,225,"ScramblingAverageDistancetoHole",2016
170,165,"Chesson Hadley",51,NA,2006.083,217,"ScramblingAverageDistancetoHole",2016
170,147,"Adam Hadwin",53,NA,2285.917,248,"ScramblingAverageDistancetoHole",2016
170,137,"Brian Harman",60,NA,2653.333,287,"ScramblingAverageDistancetoHole",2016
170,176,"Hiroshi Iwata",51,NA,2223.417,240,"ScramblingAverageDistancetoHole",2016
170,171,"Carl Pettersson",31,NA,1797,194,"ScramblingAverageDistancetoHole",2016
170,165,"Brett Stegmaier",57,NA,2370.667,256,"ScramblingAverageDistancetoHole",2016
170,171,"Brian Stuard",24,NA,1010.333,109,"ScramblingAverageDistancetoHole",2016
177,151,"Brendon de Jonge",55,NA,1922.583,204,"ScramblingAverageDistancetoHole",2016
177,179,"Dawie van der Walt",48,NA,1690.167,180,"ScramblingAverageDistancetoHole",2016
179,181,"Ken Duke",26,NA,1303.333,137,"ScramblingAverageDistancetoHole",2016
179,185,"Emiliano Grillo",47,NA,1614.25,170,"ScramblingAverageDistancetoHole",2016
179,188,"Vaughn Taylor",30,NA,1352.583,142,"ScramblingAverageDistancetoHole",2016
182,185,"Steven Bowditch",40,NA,1494.333,156,"ScramblingAverageDistancetoHole",2016
182,179,"Colt Knost",56,NA,2361.167,246,"ScramblingAverageDistancetoHole",2016
182,185,"Lucas Lee",22,NA,929.667,97,"ScramblingAverageDistancetoHole",2016
185,181,"Bronson Burgoon",53,NA,2162.833,223,"ScramblingAverageDistancetoHole",2016
185,188,"Rhein Gibson",36,NA,1419,147,"ScramblingAverageDistancetoHole",2016
185,188,"Michael Kim",62,NA,2964,307,"ScramblingAverageDistancetoHole",2016
188,165,"Kevin Kisner",49,NA,1582.833,162,"ScramblingAverageDistancetoHole",2016
188,191,"Cameron Percy",22,NA,593.667,61,"ScramblingAverageDistancetoHole",2016
188,191,"Scott Piercy",45,NA,1387.667,142,"ScramblingAverageDistancetoHole",2016
188,195,"Kevin Streelman",46,NA,1496.75,154,"ScramblingAverageDistancetoHole",2016
192,198,"Angel Cabrera",42,NA,1935.833,195,"ScramblingAverageDistancetoHole",2016
192,181,"Davis Love III",40,NA,1740.083,176,"ScramblingAverageDistancetoHole",2016
192,203,"DA Points",32,NA,1202.583,121,"ScramblingAverageDistancetoHole",2016
195,195,"Pat Perez",28,NA,917.083,92,"ScramblingAverageDistancetoHole",2016
195,194,"Michael Thompson",46,NA,1695.25,170,"ScramblingAverageDistancetoHole",2016
197,197,"Miguel Angel Carballo",24,NA,874.25,87,"ScramblingAverageDistancetoHole",2016
197,198,"Morgan Hoffmann",43,NA,1985.083,197,"ScramblingAverageDistancetoHole",2016
197,198,"Steve Marino",40,NA,1510.333,150,"ScramblingAverageDistancetoHole",2016
200,206,"Ollie Schniederjans",23,NA,1098.333,108,"ScramblingAverageDistancetoHole",2016
201,204,"Scott Pinckney",53,NA,2074.917,203,"ScramblingAverageDistancetoHole",2016
201,201,"Hudson Swafford",52,NA,2107.833,205,"ScramblingAverageDistancetoHole",2016
201,191,"Johnson Wagner",44,NA,1831.75,178,"ScramblingAverageDistancetoHole",2016
204,201,"Hunter Mahan",43,NA,1851.5,179,"ScramblingAverageDistancetoHole",2016
205,204,"Ben Martin",48,NA,2299.417,221,"ScramblingAverageDistancetoHole",2016
206,207,"Kelly Kraft",35,NA,1269.417,104,"ScramblingAverageDistancetoHole",2016
207,208,"Justin Hicks",26,NA,1777.333,123,"ScramblingAverageDistancetoHole",2016
