"Total1Putts510_RANKTHISWEEK_2014","Total1Putts510_RANKLASTWEEK_2014","Total1Putts510_PLAYERNAME_2014","Total1Putts510_ROUNDS_2014","Total1Putts510_TOTAL_2014","Total1Putts510_TOTALFORALLDISTANCES_2014","Total1Putts510_PCTOFALL1PUTTS_2014","stat_name","year"
1,1,"Stuart Appleby",92,203,625,32.5,"Total1Putts510",2014
1,1,"Brian Harman",111,203,724,28,"Total1Putts510",2014
3,3,"Cameron Tringale",111,198,673,29.4,"Total1Putts510",2014
4,4,"Morgan Hoffmann",103,196,671,29.2,"Total1Putts510",2014
5,5,"Brendon Todd",108,184,697,26.4,"Total1Putts510",2014
6,6,"Charles Howell III",106,174,648,26.9,"Total1Putts510",2014
7,7,"Chris Kirk",105,172,659,26.1,"Total1Putts510",2014
8,8,"Charley Hoffman",93,170,561,30.3,"Total1Putts510",2014
9,9,"Brice Garnett",92,169,550,30.7,"Total1Putts510",2014
10,10,"David Hearn",97,168,591,28.4,"Total1Putts510",2014
11,11,"Jordan Spieth",102,167,659,25.3,"Total1Putts510",2014
12,12,"Brian Davis",93,164,614,26.7,"Total1Putts510",2014
12,12,"Brendon de Jonge",109,164,634,25.9,"Total1Putts510",2014
14,14,"Scott Brown",100,163,606,26.9,"Total1Putts510",2014
14,14,"Freddie Jacobson",91,163,611,26.7,"Total1Putts510",2014
14,14,"Camilo Villegas",95,163,600,27.2,"Total1Putts510",2014
17,17,"Greg Chalmers",85,162,577,28.1,"Total1Putts510",2014
18,18,"Kevin Na",94,161,586,27.5,"Total1Putts510",2014
19,19,"Erik Compton",88,160,545,29.4,"Total1Putts510",2014
19,19,"Ben Crane",81,160,558,28.7,"Total1Putts510",2014
19,19,"Tim Wilkinson",86,160,542,29.5,"Total1Putts510",2014
22,22,"Luke Guthrie",85,159,581,27.4,"Total1Putts510",2014
23,23,"JB Holmes",86,158,598,26.4,"Total1Putts510",2014
23,23,"Russell Knox",92,158,571,27.7,"Total1Putts510",2014
25,25,"Kevin Chappell",100,157,607,25.9,"Total1Putts510",2014
25,25,"Justin Hicks",103,157,572,27.4,"Total1Putts510",2014
25,25,"William McGirt",96,157,608,25.8,"Total1Putts510",2014
28,28,"Retief Goosen",94,156,564,27.7,"Total1Putts510",2014
29,29,"Carl Pettersson",91,155,569,27.2,"Total1Putts510",2014
30,30,"Ricky Barnes",92,154,576,26.7,"Total1Putts510",2014
31,31,"Russell Henley",92,152,524,29,"Total1Putts510",2014
32,32,"Robert Garrigus",80,151,515,29.3,"Total1Putts510",2014
32,32,"Zach Johnson",97,151,611,24.7,"Total1Putts510",2014
34,34,"Michael Putnam",106,149,606,24.6,"Total1Putts510",2014
35,35,"Brian Stuard",91,148,545,27.2,"Total1Putts510",2014
36,36,"Billy Horschel",92,147,441,33.3,"Total1Putts510",2014
36,36,"George McNeill",79,147,502,29.3,"Total1Putts510",2014
38,38,"Harris English",95,146,506,28.9,"Total1Putts510",2014
38,38,"John Senden",99,146,556,26.3,"Total1Putts510",2014
40,40,"Bill Haas",107,145,569,25.5,"Total1Putts510",2014
41,41,"Steven Bowditch",93,144,563,25.6,"Total1Putts510",2014
41,41,"Seung Yul Noh",92,144,534,27,"Total1Putts510",2014
43,43,"Daniel Summerhays",98,142,608,23.4,"Total1Putts510",2014
43,43,"Jimmy Walker",98,142,539,26.3,"Total1Putts510",2014
45,45,"Sean OHair",77,141,473,29.8,"Total1Putts510",2014
