"Approachesfrom175200yards_RANKTHISWEEK_2008","Approachesfrom175200yards_RANKLASTWEEK_2008","Approachesfrom175200yards_PLAYERNAME_2008","Approachesfrom175200yards_ROUNDS_2008","Approachesfrom175200yards_AVG_2008","Approachesfrom175200yards_TOTALDISTANCEFEET_2008","Approachesfrom175200yards_OFATTEMPTS_2008","Approachesfrom175200yards_RELATIVETOPAR_2008","stat_name","year"
1,1,"Andres Romero",69,NA,2957.333,104,-8,"Approachesfrom175200yards",2008
2,2,"Heath Slocum",104,NA,7798.583,273,2,"Approachesfrom175200yards",2008
3,3,"Mike Weir",88,NA,4913.583,166,-12,"Approachesfrom175200yards",2008
4,4,"Ernie Els",51,NA,2860.917,96,-7,"Approachesfrom175200yards",2008
5,5,"Steve Flesch",95,NA,6630,221,-3,"Approachesfrom175200yards",2008
6,6,"DJ Trahan",94,NA,6768,225,-9,"Approachesfrom175200yards",2008
7,7,"Zach Johnson",85,NA,5524.5,183,3,"Approachesfrom175200yards",2008
7,7,"Geoff Ogilvy",65,NA,3926.333,130,2,"Approachesfrom175200yards",2008
9,9,"Anthony Kim",81,NA,4475.583,148,2,"Approachesfrom175200yards",2008
10,10,"Angel Cabrera",55,NA,2642.667,87,-9,"Approachesfrom175200yards",2008
10,10,"Paul Casey",55,NA,2676.083,88,6,"Approachesfrom175200yards",2008
10,10,"Hunter Mahan",87,NA,5535.25,182,2,"Approachesfrom175200yards",2008
13,13,"Chad Campbell",94,NA,6558,215,-5,"Approachesfrom175200yards",2008
13,13,"Gavin Coles",54,NA,3960.917,130,6,"Approachesfrom175200yards",2008
13,13,"Chez Reavie",102,NA,8319.917,273,7,"Approachesfrom175200yards",2008
16,16,"Robert Allenby",108,NA,7617.083,248,-8,"Approachesfrom175200yards",2008
17,17,"Carl Pettersson",110,NA,8236.917,267,6,"Approachesfrom175200yards",2008
18,18,"Jim Furyk",95,NA,6585.75,213,-4,"Approachesfrom175200yards",2008
18,18,"Phil Mickelson",80,NA,4328.5,140,-11,"Approachesfrom175200yards",2008
20,20,"Alex Cejka",75,NA,5277,170,9,"Approachesfrom175200yards",2008
21,21,"Chris Stroud",81,NA,5266.833,169,-1,"Approachesfrom175200yards",2008
21,21,"Scott Verplank",82,NA,5419.75,174,-2,"Approachesfrom175200yards",2008
23,23,"Vijay Singh",82,NA,4264.917,136,-4,"Approachesfrom175200yards",2008
23,23,"Bubba Watson",97,NA,6202.833,198,16,"Approachesfrom175200yards",2008
25,25,"Rory Sabbatini",77,NA,4334.417,138,-13,"Approachesfrom175200yards",2008
25,25,"Boo Weekley",86,NA,5681,181,-13,"Approachesfrom175200yards",2008
27,27,"Robert Garrigus",90,NA,6616.583,210,20,"Approachesfrom175200yards",2008
27,27,"Kevin Na",97,NA,8086.667,257,1,"Approachesfrom175200yards",2008
29,29,"Tim Clark",90,NA,5690.833,180,2,"Approachesfrom175200yards",2008
