"SubParRounds_RANKTHISWEEK_2010","SubParRounds_RANKLASTWEEK_2010","SubParRounds_PLAYERNAME_2010","SubParRounds_EVENTS_2010","stat_name","year"
1,NA,"Spencer Levin",31,"SubParRounds",2010
2,NA,"Matt Kuchar",26,"SubParRounds",2010
3,NA,"Brendon de Jonge",32,"SubParRounds",2010
3,NA,"Bo Van Pelt",28,"SubParRounds",2010
5,NA,"John Senden",30,"SubParRounds",2010
6,NA,"Tim Petrovic",32,"SubParRounds",2010
6,NA,"Charlie Wi",27,"SubParRounds",2010
8,NA,"Kevin Na",26,"SubParRounds",2010
9,NA,"Rickie Fowler",28,"SubParRounds",2010
9,NA,"Charles Howell III",28,"SubParRounds",2010
9,NA,"Nick Watney",24,"SubParRounds",2010
12,NA,"JB Holmes",26,"SubParRounds",2010
12,NA,"Pat Perez",27,"SubParRounds",2010
12,NA,"Carl Pettersson",29,"SubParRounds",2010
15,NA,"Brian Gay",30,"SubParRounds",2010
15,NA,"Tom Gillis",27,"SubParRounds",2010
17,NA,"Bill Haas",25,"SubParRounds",2010
17,NA,"Freddie Jacobson",24,"SubParRounds",2010
17,NA,"John Merrick",31,"SubParRounds",2010
17,NA,"Josh Teater",31,"SubParRounds",2010
21,NA,"Greg Chalmers",27,"SubParRounds",2010
21,NA,"Michael Connell",25,"SubParRounds",2010
21,NA,"Graham DeLaet",28,"SubParRounds",2010
21,NA,"Charley Hoffman",24,"SubParRounds",2010
25,NA,"Heath Slocum",25,"SubParRounds",2010
26,NA,"Ricky Barnes",28,"SubParRounds",2010
26,NA,"Chad Collins",26,"SubParRounds",2010
26,NA,"Brian Davis",32,"SubParRounds",2010
26,NA,"Jerry Kelly",29,"SubParRounds",2010
26,NA,"Jeff Overton",26,"SubParRounds",2010
26,NA,"Webb Simpson",31,"SubParRounds",2010
32,NA,"Zach Johnson",25,"SubParRounds",2010
32,NA,"Scott McCarron",29,"SubParRounds",2010
34,NA,"Chad Campbell",28,"SubParRounds",2010
34,NA,"Tim Clark",24,"SubParRounds",2010
34,NA,"Matt Jones",27,"SubParRounds",2010
34,NA,"DJ Trahan",27,"SubParRounds",2010
38,NA,"Aaron Baddeley",26,"SubParRounds",2010
38,NA,"Steve Elkington",22,"SubParRounds",2010
38,NA,"Martin Laird",26,"SubParRounds",2010
38,NA,"Phil Mickelson",20,"SubParRounds",2010
38,NA,"Joe Ogilvie",32,"SubParRounds",2010
38,NA,"Scott Piercy",28,"SubParRounds",2010
38,NA,"Steve Stricker",19,"SubParRounds",2010
38,NA,"Chris Stroud",27,"SubParRounds",2010
38,NA,"Boo Weekley",27,"SubParRounds",2010
38,NA,"Mark Wilson",28,"SubParRounds",2010
48,NA,"Jason Bohn",25,"SubParRounds",2010
48,NA,"Ryuji Imada",28,"SubParRounds",2010
48,NA,"Jeff Quinney",29,"SubParRounds",2010
48,NA,"Brandt Snedeker",26,"SubParRounds",2010
48,NA,"Kevin Streelman",28,"SubParRounds",2010
48,NA,"Kevin Sutherland",25,"SubParRounds",2010
48,NA,"Bubba Watson",22,"SubParRounds",2010
55,NA,"JJ Henry",27,"SubParRounds",2010
55,NA,"Michael Letzig",27,"SubParRounds",2010
55,NA,"James Nitties",30,"SubParRounds",2010
55,NA,"Brett Quigley",29,"SubParRounds",2010
55,NA,"David Toms",25,"SubParRounds",2010
60,NA,"Woody Austin",29,"SubParRounds",2010
60,NA,"Michael Bradley",24,"SubParRounds",2010
60,NA,"KJ Choi",22,"SubParRounds",2010
60,NA,"Alex Prugh",28,"SubParRounds",2010
60,NA,"Kevin Stadler",28,"SubParRounds",2010
65,NA,"Kris Blanks",30,"SubParRounds",2010
65,NA,"Jonathan Byrd",26,"SubParRounds",2010
65,NA,"Ben Crane",24,"SubParRounds",2010
65,NA,"Chris DiMarco",25,"SubParRounds",2010
65,NA,"Jim Furyk",21,"SubParRounds",2010
65,NA,"Retief Goosen",19,"SubParRounds",2010
65,NA,"JP Hayes",25,"SubParRounds",2010
