"Back9LowestRound_RANKTHISWEEK_2010","Back9LowestRound_RANKLASTWEEK_2010","Back9LowestRound_PLAYERNAME_2010","Back9LowestRound_ROUNDS_2010","Back9LowestRound_LOWRND_2010","stat_name","year"
149,149,"Rich Barcelo",70,32,"Back9LowestRound",2010
149,149,"Henrik Bjornstad",72,32,"Back9LowestRound",2010
149,149,"Jason Bohn",84,32,"Back9LowestRound",2010
149,149,"Angel Cabrera",64,32,"Back9LowestRound",2010
149,149,"Mark Calcavecchia",50,32,"Back9LowestRound",2010
149,149,"Alex Cejka",81,32,"Back9LowestRound",2010
149,149,"Daniel Chopra",74,32,"Back9LowestRound",2010
149,149,"Brendon de Jonge",114,32,"Back9LowestRound",2010
149,149,"Brent Delahoussaye",57,32,"Back9LowestRound",2010
149,149,"Bob Estes",79,32,"Back9LowestRound",2010
149,149,"Brad Faxon",58,32,"Back9LowestRound",2010
149,149,"Steve Flesch",78,32,"Back9LowestRound",2010
149,149,"Nathan Green",86,32,"Back9LowestRound",2010
149,149,"Bill Haas",87,32,"Back9LowestRound",2010
149,149,"Tim Herron",79,32,"Back9LowestRound",2010
149,149,"Kevin Johnson",62,32,"Back9LowestRound",2010
149,149,"Greg Kraft",52,32,"Back9LowestRound",2010
149,149,"Steve Lowery",67,32,"Back9LowestRound",2010
149,149,"David Lutterus",69,32,"Back9LowestRound",2010
149,149,"Jeff Maggert",76,32,"Back9LowestRound",2010
149,149,"John Mallinger",78,32,"Back9LowestRound",2010
149,149,"Garth Mulroy",53,32,"Back9LowestRound",2010
149,149,"Joe Ogilvie",99,32,"Back9LowestRound",2010
149,149,"Brenden Pappas",66,32,"Back9LowestRound",2010
149,149,"Cameron Percy",73,32,"Back9LowestRound",2010
149,149,"Ian Poulter",55,32,"Back9LowestRound",2010
149,149,"Brett Quigley",96,32,"Back9LowestRound",2010
149,149,"Jeff Quinney",91,32,"Back9LowestRound",2010
149,149,"Heath Slocum",97,32,"Back9LowestRound",2010
149,149,"Josh Teater",101,32,"Back9LowestRound",2010
149,149,"Roland Thatcher",72,32,"Back9LowestRound",2010
149,149,"Cameron Tringale",55,32,"Back9LowestRound",2010
149,149,"Johnson Wagner",85,32,"Back9LowestRound",2010
149,149,"Jimmy Walker",82,32,"Back9LowestRound",2010
149,149,"Mike Weir",59,32,"Back9LowestRound",2010
149,149,"Steve Wheatcroft",74,32,"Back9LowestRound",2010
149,149,"Jay Williamson",76,32,"Back9LowestRound",2010
149,149,"Dean Wilson",54,32,"Back9LowestRound",2010
187,187,"Justin Bolli",55,33,"Back9LowestRound",2010
187,187,"Craig Bowden",56,33,"Back9LowestRound",2010
187,187,"Sergio Garcia",58,33,"Back9LowestRound",2010
187,187,"Jeff Gove",57,33,"Back9LowestRound",2010
187,187,"Jeev Milkha Singh",59,33,"Back9LowestRound",2010
187,187,"Roger Tambellini",77,33,"Back9LowestRound",2010
