"CareerMoneyLeaders_RANKTHISWEEK_2009","CareerMoneyLeaders_RANKLASTWEEK_2009","CareerMoneyLeaders_PLAYERNAME_2009","CareerMoneyLeaders__2009","CareerMoneyLeaders_MONEY_2009","stat_name","year"
1,1,"Tiger Woods",NA,92862539,"CareerMoneyLeaders",2009
2,2,"Vijay Singh",NA,61986127,"CareerMoneyLeaders",2009
3,3,"Phil Mickelson",NA,55855656,"CareerMoneyLeaders",2009
4,4,"Jim Furyk",NA,42756341,"CareerMoneyLeaders",2009
5,5,"Davis Love III",NA,38947951,"CareerMoneyLeaders",2009
6,6,"Ernie Els",NA,35810558,"CareerMoneyLeaders",2009
7,7,"David Toms",NA,31758263,"CareerMoneyLeaders",2009
8,8,"Kenny Perry",NA,30642004,"CareerMoneyLeaders",2009
9,9,"Justin Leonard",NA,29341837,"CareerMoneyLeaders",2009
10,10,"Stewart Cink",NA,27877024,"CareerMoneyLeaders",2009
11,11,"Mike Weir",NA,26239545,"CareerMoneyLeaders",2009
12,12,"Sergio Garcia",NA,25611522,"CareerMoneyLeaders",2009
13,13,"Scott Verplank",NA,24522406,"CareerMoneyLeaders",2009
14,14,"Mark Calcavecchia",NA,23868574,"CareerMoneyLeaders",2009
15,15,"Stuart Appleby",NA,23757322,"CareerMoneyLeaders",2009
16,16,"Steve Stricker",NA,23476520,"CareerMoneyLeaders",2009
17,17,"Retief Goosen",NA,22940019,"CareerMoneyLeaders",2009
18,18,"Fred Couples",NA,21319451,"CareerMoneyLeaders",2009
19,19,"Robert Allenby",NA,21172329,"CareerMoneyLeaders",2009
20,20,"Fred Funk",NA,20962775,"CareerMoneyLeaders",2009
21,21,"Tom Lehman",NA,20893963,"CareerMoneyLeaders",2009
22,22,"Chris DiMarco",NA,20835083,"CareerMoneyLeaders",2009
23,23,"Jerry Kelly",NA,20610767,"CareerMoneyLeaders",2009
24,24,"Nick Price",NA,20563108,"CareerMoneyLeaders",2009
25,25,"Rory Sabbatini",NA,20368555,"CareerMoneyLeaders",2009
26,26,"Geoff Ogilvy",NA,20172895,"CareerMoneyLeaders",2009
