"PuttingfromGrtr10_RANKTHISWEEK_2013","PuttingfromGrtr10_RANKLASTWEEK_2013","PuttingfromGrtr10_PLAYERNAME_2013","PuttingfromGrtr10_ROUNDS_2013","PuttingfromGrtr10_PctMADE_2013","PuttingfromGrtr10_ATTEMPTS_2013","PuttingfromGrtr10_PUTTSMADE_2013","stat_name","year"
1,1,"Brandt Snedeker",79,19.13,596,114,"PuttingfromGrtr10",2013
2,2,"Phil Mickelson",78,19.07,561,107,"PuttingfromGrtr10",2013
3,3,"Chris Kirk",89,18.94,808,153,"PuttingfromGrtr10",2013
4,4,"Charl Schwartzel",69,18.82,558,105,"PuttingfromGrtr10",2013
5,5,"Sangmoon Bae",83,18.76,773,145,"PuttingfromGrtr10",2013
6,6,"Jordan Spieth",82,18.73,662,124,"PuttingfromGrtr10",2013
7,7,"Rickie Fowler",75,18.65,606,113,"PuttingfromGrtr10",2013
8,8,"Peter Hanson",45,18.52,324,60,"PuttingfromGrtr10",2013
9,9,"James Driscoll",76,18.07,653,118,"PuttingfromGrtr10",2013
10,10,"Aaron Baddeley",68,17.93,580,104,"PuttingfromGrtr10",2013
11,11,"Harris English",95,17.9,877,157,"PuttingfromGrtr10",2013
12,12,"Stephen Ames",49,17.79,461,82,"PuttingfromGrtr10",2013
12,12,"Greg Chalmers",77,17.79,714,127,"PuttingfromGrtr10",2013
12,12,"Ted Potter Jr",65,17.79,562,100,"PuttingfromGrtr10",2013
15,15,"Billy Horschel",96,17.69,882,156,"PuttingfromGrtr10",2013
16,16,"Scott Langley",79,17.48,675,118,"PuttingfromGrtr10",2013
17,17,"Graeme McDowell",53,17.45,384,67,"PuttingfromGrtr10",2013
18,18,"Ryan Palmer",79,17.42,706,123,"PuttingfromGrtr10",2013
19,19,"Steve Stricker",51,17.4,362,63,"PuttingfromGrtr10",2013
20,20,"David Hearn",88,17.39,742,129,"PuttingfromGrtr10",2013
21,21,"Russell Henley",80,17.35,703,122,"PuttingfromGrtr10",2013
22,22,"Charlie Wi",75,17.16,641,110,"PuttingfromGrtr10",2013
23,23,"Jason Bohn",70,17.14,665,114,"PuttingfromGrtr10",2013
24,24,"Erik Compton",74,17.07,703,120,"PuttingfromGrtr10",2013
25,25,"Sergio Garcia",65,17,494,84,"PuttingfromGrtr10",2013
26,26,"Morgan Hoffmann",64,16.95,531,90,"PuttingfromGrtr10",2013
27,27,"Jim Furyk",80,16.94,673,114,"PuttingfromGrtr10",2013
28,28,"Zach Johnson",84,16.89,740,125,"PuttingfromGrtr10",2013
29,29,"Tim Clark",64,16.75,412,69,"PuttingfromGrtr10",2013
29,29,"Charles Howell III",87,16.75,830,139,"PuttingfromGrtr10",2013
31,31,"Bob Estes",66,16.67,636,106,"PuttingfromGrtr10",2013
31,31,"Webb Simpson",92,16.67,696,116,"PuttingfromGrtr10",2013
33,33,"Bryce Molder",82,16.64,721,120,"PuttingfromGrtr10",2013
34,34,"Brian Davis",91,16.54,792,131,"PuttingfromGrtr10",2013
35,35,"Luke Donald",60,16.52,442,73,"PuttingfromGrtr10",2013
36,36,"Mike Weir",60,16.48,437,72,"PuttingfromGrtr10",2013
37,37,"Nick Watney",88,16.46,820,135,"PuttingfromGrtr10",2013
38,38,"Fabian Gomez",65,16.42,597,98,"PuttingfromGrtr10",2013
39,39,"Richard Lee",81,16.4,799,131,"PuttingfromGrtr10",2013
40,40,"Ben Kohles",75,16.33,692,113,"PuttingfromGrtr10",2013
41,41,"Matt Every",89,16.21,796,129,"PuttingfromGrtr10",2013
42,42,"Freddie Jacobson",63,16.19,451,73,"PuttingfromGrtr10",2013
43,43,"DJ Trahan",48,16.18,414,67,"PuttingfromGrtr10",2013
44,44,"DA Points",87,16.11,689,111,"PuttingfromGrtr10",2013
45,45,"Luke Guthrie",82,16.1,646,104,"PuttingfromGrtr10",2013
46,46,"Matt Kuchar",93,16.09,696,112,"PuttingfromGrtr10",2013
47,47,"Marc Leishman",77,16.08,659,106,"PuttingfromGrtr10",2013
48,48,"Brian Gay",79,16.02,649,104,"PuttingfromGrtr10",2013
49,49,"Jimmy Walker",84,15.99,763,122,"PuttingfromGrtr10",2013
50,50,"David Lingmerth",68,15.9,566,90,"PuttingfromGrtr10",2013
51,51,"David Lynn",70,15.89,598,95,"PuttingfromGrtr10",2013
52,52,"Patrick Reed",83,15.86,763,121,"PuttingfromGrtr10",2013
53,53,"Vaughn Taylor",50,15.82,392,62,"PuttingfromGrtr10",2013
54,54,"Dustin Johnson",71,15.74,540,85,"PuttingfromGrtr10",2013
54,54,"Tiger Woods",61,15.74,432,68,"PuttingfromGrtr10",2013
56,56,"Charley Hoffman",84,15.67,753,118,"PuttingfromGrtr10",2013
57,57,"Jason Day",86,15.66,613,96,"PuttingfromGrtr10",2013
58,58,"Bill Haas",85,15.62,730,114,"PuttingfromGrtr10",2013
59,59,"Shawn Stefani",63,15.61,506,79,"PuttingfromGrtr10",2013
60,60,"Padraig Harrington",52,15.59,340,53,"PuttingfromGrtr10",2013
61,61,"Tommy Gainey",84,15.56,765,119,"PuttingfromGrtr10",2013
62,62,"Chris Stroud",88,15.54,766,119,"PuttingfromGrtr10",2013
63,63,"Stuart Appleby",88,15.53,824,128,"PuttingfromGrtr10",2013
64,64,"Rory McIlroy",56,15.52,393,61,"PuttingfromGrtr10",2013
65,65,"Robert Streb",75,15.49,665,103,"PuttingfromGrtr10",2013
66,66,"Doug LaBelle II",72,15.47,640,99,"PuttingfromGrtr10",2013
67,67,"Michael Thompson",66,15.44,544,84,"PuttingfromGrtr10",2013
68,68,"Justin Leonard",86,15.41,740,114,"PuttingfromGrtr10",2013
69,69,"Ryo Ishikawa",72,15.33,587,90,"PuttingfromGrtr10",2013
70,70,"Rory Sabbatini",86,15.29,739,113,"PuttingfromGrtr10",2013
71,71,"Andres Romero",63,15.28,517,79,"PuttingfromGrtr10",2013
72,72,"Ken Duke",87,15.25,787,120,"PuttingfromGrtr10",2013
73,73,"Colt Knost",69,15.24,617,94,"PuttingfromGrtr10",2013
74,74,"Kevin Stadler",83,15.2,717,109,"PuttingfromGrtr10",2013
75,75,"Daniel Summerhays",83,15.18,797,121,"PuttingfromGrtr10",2013
76,76,"Adam Scott",61,15.17,468,71,"PuttingfromGrtr10",2013
77,77,"Jerry Kelly",75,15.11,655,99,"PuttingfromGrtr10",2013
78,78,"Scott Gardiner",61,15.09,550,83,"PuttingfromGrtr10",2013
79,79,"Martin Flores",83,15.03,785,118,"PuttingfromGrtr10",2013
80,80,"Martin Kaymer",61,15.02,486,73,"PuttingfromGrtr10",2013
80,80,"Carl Pettersson",82,15.02,646,97,"PuttingfromGrtr10",2013
82,82,"Jeff Overton",78,14.99,754,113,"PuttingfromGrtr10",2013
82,82,"Tag Ridings",69,14.99,627,94,"PuttingfromGrtr10",2013
84,84,"Henrik Stenson",65,14.97,481,72,"PuttingfromGrtr10",2013
85,85,"Darron Stiles",51,14.96,421,63,"PuttingfromGrtr10",2013
86,86,"Lee Westwood",70,14.93,536,80,"PuttingfromGrtr10",2013
87,87,"Ben Curtis",59,14.91,483,72,"PuttingfromGrtr10",2013
88,88,"Kevin Streelman",86,14.9,725,108,"PuttingfromGrtr10",2013
89,89,"Scott Piercy",78,14.86,626,93,"PuttingfromGrtr10",2013
90,90,"Jonas Blixt",76,14.85,660,98,"PuttingfromGrtr10",2013
90,90,"Ben Crane",62,14.85,559,83,"PuttingfromGrtr10",2013
92,92,"John Merrick",79,14.83,735,109,"PuttingfromGrtr10",2013
93,93,"Gary Woodland",94,14.72,883,130,"PuttingfromGrtr10",2013
94,94,"Camilo Villegas",79,14.71,639,94,"PuttingfromGrtr10",2013
95,95,"Matt Jones",83,14.69,708,104,"PuttingfromGrtr10",2013
96,96,"Scott Stallings",79,14.65,662,97,"PuttingfromGrtr10",2013
97,97,"Derek Ernst",58,14.61,527,77,"PuttingfromGrtr10",2013
98,98,"Tim Herron",45,14.58,439,64,"PuttingfromGrtr10",2013
99,99,"Graham DeLaet",94,14.57,920,134,"PuttingfromGrtr10",2013
100,100,"Brian Harman",89,14.56,769,112,"PuttingfromGrtr10",2013
101,101,"Brad Fritsch",81,14.55,708,103,"PuttingfromGrtr10",2013
102,102,"William McGirt",75,14.53,757,110,"PuttingfromGrtr10",2013
103,103,"Brendon de Jonge",110,14.51,1034,150,"PuttingfromGrtr10",2013
104,104,"David Mathis",71,14.48,649,94,"PuttingfromGrtr10",2013
105,105,"Jason Dufner",78,14.47,615,89,"PuttingfromGrtr10",2013
106,106,"Chez Reavie",72,14.45,699,101,"PuttingfromGrtr10",2013
107,107,"Pat Perez",69,14.43,686,99,"PuttingfromGrtr10",2013
107,107,"YE Yang",56,14.43,409,59,"PuttingfromGrtr10",2013
109,109,"Jason Kokrak",78,14.42,735,106,"PuttingfromGrtr10",2013
110,110,"Alistair Presnell",59,14.41,479,69,"PuttingfromGrtr10",2013
111,111,"Brian Stuard",78,14.37,682,98,"PuttingfromGrtr10",2013
112,112,"Keegan Bradley",88,14.36,752,108,"PuttingfromGrtr10",2013
112,112,"Aaron Watkins",46,14.36,376,54,"PuttingfromGrtr10",2013
114,114,"Stewart Cink",71,14.31,615,88,"PuttingfromGrtr10",2013
