"PuttingfromGrtr10_RANKTHISWEEK_2013","PuttingfromGrtr10_RANKLASTWEEK_2013","PuttingfromGrtr10_PLAYERNAME_2013","PuttingfromGrtr10_ROUNDS_2013","PuttingfromGrtr10_PctMADE_2013","PuttingfromGrtr10_ATTEMPTS_2013","PuttingfromGrtr10_PUTTSMADE_2013","stat_name","year"
114,114,"Justin Hicks",79,14.31,706,101,"PuttingfromGrtr10",2013
116,116,"Robert Allenby",58,14.29,546,78,"PuttingfromGrtr10",2013
116,116,"Kevin Chappell",80,14.29,679,97,"PuttingfromGrtr10",2013
118,118,"Sean OHair",56,14.26,554,79,"PuttingfromGrtr10",2013
119,119,"Steven Bowditch",67,14.24,569,81,"PuttingfromGrtr10",2013
119,119,"Tom Gillis",69,14.24,625,89,"PuttingfromGrtr10",2013
121,121,"Johnson Wagner",64,14.21,591,84,"PuttingfromGrtr10",2013
122,122,"Dicky Pride",71,14.17,614,87,"PuttingfromGrtr10",2013
122,122,"Josh Teater",86,14.17,600,85,"PuttingfromGrtr10",2013
124,124,"KJ Choi",85,14.15,650,92,"PuttingfromGrtr10",2013
125,125,"Angel Cabrera",73,14.13,637,90,"PuttingfromGrtr10",2013
126,126,"John Rollins",77,14.08,703,99,"PuttingfromGrtr10",2013
127,127,"Justin Bolli",59,14.02,478,67,"PuttingfromGrtr10",2013
128,128,"Jeff Maggert",63,14,607,85,"PuttingfromGrtr10",2013
128,128,"Henrik Norlander",70,14,650,91,"PuttingfromGrtr10",2013
130,130,"Troy Matteson",68,13.96,616,86,"PuttingfromGrtr10",2013
131,131,"Cameron Tringale",80,13.95,767,107,"PuttingfromGrtr10",2013
132,132,"Nicholas Thompson",99,13.93,912,127,"PuttingfromGrtr10",2013
133,133,"DH Lee",65,13.91,611,85,"PuttingfromGrtr10",2013
134,134,"Ricky Barnes",74,13.9,712,99,"PuttingfromGrtr10",2013
135,135,"James Hahn",78,13.85,686,95,"PuttingfromGrtr10",2013
136,136,"Lucas Glover",65,13.79,544,75,"PuttingfromGrtr10",2013
137,137,"Kyle Stanley",71,13.76,647,89,"PuttingfromGrtr10",2013
138,138,"Brandt Jobe",62,13.73,568,78,"PuttingfromGrtr10",2013
139,139,"John Senden",79,13.64,645,88,"PuttingfromGrtr10",2013
139,139,"David Toms",49,13.64,330,45,"PuttingfromGrtr10",2013
141,141,"Seung Yul Noh",71,13.63,631,86,"PuttingfromGrtr10",2013
142,142,"Roberto Castro",97,13.62,859,117,"PuttingfromGrtr10",2013
143,143,"Luke List",65,13.59,537,73,"PuttingfromGrtr10",2013
144,144,"Justin Rose",62,13.54,480,65,"PuttingfromGrtr10",2013
145,145,"Ian Poulter",59,13.47,386,52,"PuttingfromGrtr10",2013
146,146,"Bubba Watson",76,13.45,617,83,"PuttingfromGrtr10",2013
147,147,"Hunter Mahan",91,13.44,744,100,"PuttingfromGrtr10",2013
148,148,"Jim Herman",59,13.4,500,67,"PuttingfromGrtr10",2013
149,149,"George McNeill",68,13.36,666,89,"PuttingfromGrtr10",2013
150,150,"Ryan Moore",72,13.32,578,77,"PuttingfromGrtr10",2013
150,150,"Geoff Ogilvy",57,13.32,413,55,"PuttingfromGrtr10",2013
150,150,"Casey Wittenberg",72,13.32,623,83,"PuttingfromGrtr10",2013
153,153,"Martin Laird",68,13.31,586,78,"PuttingfromGrtr10",2013
154,154,"Greg Owen",73,13.23,703,93,"PuttingfromGrtr10",2013
155,155,"Boo Weekley",100,13.18,880,116,"PuttingfromGrtr10",2013
155,155,"Mark Wilson",56,13.18,531,70,"PuttingfromGrtr10",2013
157,157,"Bud Cauley",67,13.12,564,74,"PuttingfromGrtr10",2013
158,158,"Andrew Svoboda",46,13.1,374,49,"PuttingfromGrtr10",2013
159,159,"Cameron Percy",68,13.09,619,81,"PuttingfromGrtr10",2013
160,160,"Chad Campbell",78,13.05,774,101,"PuttingfromGrtr10",2013
161,161,"John Huh",88,13.03,783,102,"PuttingfromGrtr10",2013
162,162,"Bobby Gates",49,13.02,407,53,"PuttingfromGrtr10",2013
163,163,"Charlie Beljan",62,12.95,587,76,"PuttingfromGrtr10",2013
164,164,"Brendan Steele",86,12.86,840,108,"PuttingfromGrtr10",2013
165,165,"Bo Van Pelt",72,12.84,553,71,"PuttingfromGrtr10",2013
166,166,"Scott Brown",65,12.75,549,70,"PuttingfromGrtr10",2013
167,167,"Lee Williams",62,12.68,489,62,"PuttingfromGrtr10",2013
168,168,"Steve LeBrun",66,12.66,561,71,"PuttingfromGrtr10",2013
169,169,"JJ Henry",83,12.62,856,108,"PuttingfromGrtr10",2013
170,170,"Ernie Els",63,12.45,482,60,"PuttingfromGrtr10",2013
171,171,"Nicolas Colsaerts",50,12.34,397,49,"PuttingfromGrtr10",2013
172,172,"Jin Park",52,12.16,436,53,"PuttingfromGrtr10",2013
173,173,"Robert Karlsson",56,11.6,362,42,"PuttingfromGrtr10",2013
174,174,"Eric Meierdierks",48,11.44,402,46,"PuttingfromGrtr10",2013
175,175,"Trevor Immelman",73,11.41,675,77,"PuttingfromGrtr10",2013
176,176,"Will Claxton",67,11.4,605,69,"PuttingfromGrtr10",2013
177,177,"Michael Bradley",56,11.3,478,54,"PuttingfromGrtr10",2013
178,178,"Rod Pampling",46,11.21,348,39,"PuttingfromGrtr10",2013
179,179,"Robert Garrigus",69,11.05,507,56,"PuttingfromGrtr10",2013
180,180,"Vijay Singh",61,9.64,529,51,"PuttingfromGrtr10",2013
