"StrokesGainedTotal_RANKTHISWEEK_2006","StrokesGainedTotal_RANKLASTWEEK_2006","StrokesGainedTotal_PLAYERNAME_2006","StrokesGainedTotal_ROUNDS_2006","StrokesGainedTotal_AVERAGE_2006","StrokesGainedTotal_TOTALSGT_2006","StrokesGainedTotal_TOTALSGT2G_2006","StrokesGainedTotal_TOTALSGP_2006","StrokesGainedTotal_MEASUREDROUNDS_2006","stat_name","year"
30,30,"Frank Lickliter II",99,0.837,71.116,52.851,18.265,85,"StrokesGainedTotal",2006
31,31,"Jason Bohn",104,0.821,73.059,79.239,-6.18,89,"StrokesGainedTotal",2006
32,32,"Geoff Ogilvy",76,0.806,41.899,17.404,24.495,52,"StrokesGainedTotal",2006
33,33,"Davis Love III",85,0.758,43.218,27.707,15.511,57,"StrokesGainedTotal",2006
34,34,"Fred Funk",106,0.754,64.067,56.317,7.75,85,"StrokesGainedTotal",2006
35,35,"Zach Johnson",98,0.752,57.881,54.33,3.551,77,"StrokesGainedTotal",2006
36,36,"Greg Owen",79,0.741,45.924,67.479,-21.555,62,"StrokesGainedTotal",2006
36,36,"Mike Weir",88,0.741,46.668,48.734,-2.066,63,"StrokesGainedTotal",2006
38,38,"JJ Henry",96,0.722,55.578,40.822,14.756,77,"StrokesGainedTotal",2006
39,39,"Carl Pettersson",95,0.701,52.601,25.407,27.194,75,"StrokesGainedTotal",2006
40,40,"Justin Rose",98,0.697,59.917,61.417,-1.5,86,"StrokesGainedTotal",2006
41,41,"Tim Clark",80,0.679,39.368,26.322,13.046,58,"StrokesGainedTotal",2006
41,41,"Kenny Perry",73,0.679,40.747,61.565,-20.818,60,"StrokesGainedTotal",2006
43,43,"David Howell",52,0.675,20.237,1.179,19.058,30,"StrokesGainedTotal",2006
44,44,"Rory Sabbatini",84,0.658,42.13,51.088,-8.958,64,"StrokesGainedTotal",2006
45,45,"Bo Van Pelt",102,0.647,58.189,53.985,4.204,90,"StrokesGainedTotal",2006
46,46,"Shaun Micheel",96,0.637,49.65,39.112,10.538,78,"StrokesGainedTotal",2006
47,47,"Scott Verplank",88,0.617,41.952,36.659,5.293,68,"StrokesGainedTotal",2006
48,48,"Ben Crane",85,0.613,37.379,-23.423,60.802,61,"StrokesGainedTotal",2006
49,49,"Briny Baird",81,0.595,41.638,42.466,-0.828,70,"StrokesGainedTotal",2006
50,50,"Brian Gay",107,0.577,57.733,-3.427,61.16,100,"StrokesGainedTotal",2006
51,51,"Charley Hoffman",100,0.571,50.849,45.29,5.559,89,"StrokesGainedTotal",2006
52,52,"Brett Wetterich",82,0.552,40.269,52.998,-12.729,73,"StrokesGainedTotal",2006
53,53,"Camilo Villegas",95,0.545,44.716,67.32,-22.604,82,"StrokesGainedTotal",2006
53,53,"Charles Warren",93,0.545,44.171,68.338,-24.167,81,"StrokesGainedTotal",2006
55,55,"Richard Johnson",94,0.523,44.413,-16.19,60.603,85,"StrokesGainedTotal",2006
56,56,"Daniel Chopra",110,0.502,45.195,-8.896,54.091,90,"StrokesGainedTotal",2006
57,57,"Jeff Sluman",101,0.484,40.193,28.578,11.615,83,"StrokesGainedTotal",2006
58,58,"Charles Howell III",96,0.478,37.769,33.901,3.868,79,"StrokesGainedTotal",2006
59,59,"Joe Durant",101,0.476,45.67,85.062,-39.392,96,"StrokesGainedTotal",2006
59,59,"Jerry Kelly",100,0.476,39.976,36.424,3.552,84,"StrokesGainedTotal",2006
61,61,"Bubba Watson",83,0.475,34.2,53.957,-19.757,72,"StrokesGainedTotal",2006
62,62,"Jeff Gove",91,0.456,36.955,56.084,-19.129,81,"StrokesGainedTotal",2006
63,63,"Steve Flesch",119,0.451,46.437,31.965,14.472,103,"StrokesGainedTotal",2006
64,64,"Bart Bryant",87,0.433,30.731,35.299,-4.568,71,"StrokesGainedTotal",2006
65,65,"Freddie Jacobson",56,0.428,23.11,2.582,20.528,54,"StrokesGainedTotal",2006
66,66,"Tom Lehman",70,0.426,20.011,25.666,-5.655,47,"StrokesGainedTotal",2006
67,67,"Ted Purdy",103,0.42,33.612,23.519,10.093,80,"StrokesGainedTotal",2006
68,68,"Dean Wilson",115,0.408,37.907,-23.061,60.968,93,"StrokesGainedTotal",2006
69,69,"Hunter Mahan",98,0.392,34.896,26.082,8.814,89,"StrokesGainedTotal",2006
70,70,"Stephen Leaney",84,0.377,29.009,7.697,21.312,77,"StrokesGainedTotal",2006
71,71,"Billy Mayfair",94,0.36,27.719,20.026,7.693,77,"StrokesGainedTotal",2006
72,72,"Kevin Sutherland",100,0.359,31.194,24.372,6.822,87,"StrokesGainedTotal",2006
73,73,"Nathan Green",108,0.329,30.937,-24.352,55.289,94,"StrokesGainedTotal",2006
74,74,"Corey Pavin",74,0.325,18.534,10.261,8.273,57,"StrokesGainedTotal",2006
75,75,"Chad Campbell",91,0.311,20.812,25.897,-5.085,67,"StrokesGainedTotal",2006
76,76,"Bernhard Langer",77,0.308,18.158,0.517,17.641,59,"StrokesGainedTotal",2006
77,77,"Justin Leonard",83,0.286,18.575,22.038,-3.463,65,"StrokesGainedTotal",2006
78,78,"John Rollins",93,0.25,19.027,12.133,6.894,76,"StrokesGainedTotal",2006
79,79,"Kent Jones",103,0.239,21.017,-1.776,22.793,88,"StrokesGainedTotal",2006
80,80,"Brandt Jobe",91,0.231,16.174,7.2,8.974,70,"StrokesGainedTotal",2006
81,81,"Steve Lowery",99,0.23,19.065,29.51,-10.445,83,"StrokesGainedTotal",2006
82,82,"Heath Slocum",96,0.227,19.056,43.948,-24.892,84,"StrokesGainedTotal",2006
83,83,"Bob Estes",85,0.224,16.789,15.869,0.92,75,"StrokesGainedTotal",2006
84,84,"Shigeki Maruyama",94,0.223,17.836,0.556,17.28,80,"StrokesGainedTotal",2006
84,84,"Nick Watney",97,0.223,19.189,26.77,-7.581,86,"StrokesGainedTotal",2006
86,86,"Olin Browne",108,0.208,17.867,-6.098,23.965,86,"StrokesGainedTotal",2006
86,86,"Mark Wilson",79,0.208,15.005,-4.478,19.483,72,"StrokesGainedTotal",2006
88,88,"Billy Andrade",78,0.162,9.731,20.513,-10.782,60,"StrokesGainedTotal",2006
89,89,"Paul Azinger",87,0.159,12.742,-9.612,22.354,80,"StrokesGainedTotal",2006
90,90,"Ryuji Imada",105,0.151,13.132,12.503,0.629,87,"StrokesGainedTotal",2006
91,91,"Fred Couples",52,0.141,4.499,10.535,-6.036,32,"StrokesGainedTotal",2006
92,92,"Brian Davis",92,0.133,10.773,40.797,-30.024,81,"StrokesGainedTotal",2006
93,93,"Duffy Waldorf",96,0.131,10.706,2.498,8.208,82,"StrokesGainedTotal",2006
94,94,"Joe Ogilvie",95,0.116,9.037,6.45,2.587,78,"StrokesGainedTotal",2006
95,95,"Ben Curtis",86,0.113,7.6,-8.182,15.782,67,"StrokesGainedTotal",2006
96,96,"Steve Elkington",52,0.107,4.915,17.399,-12.484,46,"StrokesGainedTotal",2006
97,97,"Michael Allen",84,0.102,7.363,-25.095,32.458,72,"StrokesGainedTotal",2006
98,98,"Harrison Frazar",95,0.092,6.87,-9.59,16.46,75,"StrokesGainedTotal",2006
99,99,"Kirk Triplett",58,0.078,3.845,5.428,-1.583,49,"StrokesGainedTotal",2006
100,100,"Ryan Moore",68,0.074,4.27,-12.171,16.441,58,"StrokesGainedTotal",2006
101,101,"Kris Cox",83,0.07,5.017,12.681,-7.664,72,"StrokesGainedTotal",2006
102,102,"Marco Dawson",87,0.065,5.038,-8.488,13.526,77,"StrokesGainedTotal",2006
103,103,"Chris DiMarco",83,0.057,3.489,1.318,2.171,61,"StrokesGainedTotal",2006
104,104,"Woody Austin",107,0.043,4.04,11.13,-7.09,93,"StrokesGainedTotal",2006
105,105,"JP Hayes",55,0.038,1.901,-1.212,3.113,50,"StrokesGainedTotal",2006
106,106,"Jerry Smith",94,0.015,1.258,14.992,-13.734,84,"StrokesGainedTotal",2006
107,107,"Mathias Gronberg",92,0.01,0.792,14.658,-13.866,79,"StrokesGainedTotal",2006
108,108,"Bob May",65,0.005,0.291,15.26,-14.969,54,"StrokesGainedTotal",2006
109,109,"Aaron Baddeley",78,0.001,0.07,-40.44,40.51,68,"StrokesGainedTotal",2006
110,110,"Joey Sindelar",90,-0.018,-1.398,27.273,-28.671,76,"StrokesGainedTotal",2006
111,111,"David Branshaw",98,-0.019,-1.683,9.873,-11.556,87,"StrokesGainedTotal",2006
112,112,"Paul Goydos",72,-0.03,-1.89,11.602,-13.492,64,"StrokesGainedTotal",2006
113,113,"Jeff Overton",95,-0.046,-4.026,2.712,-6.738,87,"StrokesGainedTotal",2006
114,114,"Rich Beem",85,-0.048,-3.142,5.586,-8.728,65,"StrokesGainedTotal",2006
115,115,"Dudley Hart",83,-0.051,-3.641,-5.246,1.605,71,"StrokesGainedTotal",2006
116,116,"Mathew Goggin",72,-0.057,-3.331,12.177,-15.508,58,"StrokesGainedTotal",2006
117,117,"Brent Geiberger",99,-0.061,-5.513,-41.424,35.911,90,"StrokesGainedTotal",2006
118,118,"Craig Barlow",77,-0.066,-3.83,8.861,-12.691,58,"StrokesGainedTotal",2006
119,119,"Jonathan Kaye",95,-0.068,-5.807,39.846,-45.653,86,"StrokesGainedTotal",2006
120,120,"Bill Haas",99,-0.087,-7.628,16.407,-24.035,88,"StrokesGainedTotal",2006
121,121,"Peter Lonard",77,-0.089,-5.905,23.602,-29.507,66,"StrokesGainedTotal",2006
122,122,"Skip Kendall",72,-0.092,-5.406,-8.723,3.317,59,"StrokesGainedTotal",2006
123,123,"Sean OHair",100,-0.102,-7.772,5.064,-12.836,76,"StrokesGainedTotal",2006
124,124,"JB Holmes",81,-0.103,-6.46,14.795,-21.255,63,"StrokesGainedTotal",2006
125,125,"Ryan Palmer",101,-0.109,-8.921,-11.661,2.74,82,"StrokesGainedTotal",2006
126,126,"Daisuke Maruyama",83,-0.111,-7.792,6.373,-14.165,70,"StrokesGainedTotal",2006
127,127,"Eric Axley",91,-0.134,-10.592,-27.303,16.711,79,"StrokesGainedTotal",2006
128,128,"Tim Herron",82,-0.144,-8.9,27.753,-36.653,62,"StrokesGainedTotal",2006
129,129,"Mark Calcavecchia",94,-0.168,-13.269,7.857,-21.126,79,"StrokesGainedTotal",2006
130,130,"Robert Gamez",94,-0.175,-14.367,0.633,-15,82,"StrokesGainedTotal",2006
131,131,"Omar Uresti",61,-0.179,-9.136,25.605,-34.741,51,"StrokesGainedTotal",2006
132,132,"Jeff Maggert",81,-0.183,-12.415,-1.66,-10.755,68,"StrokesGainedTotal",2006
133,133,"Robert Garrigus",85,-0.198,-14.634,11.297,-25.931,74,"StrokesGainedTotal",2006
134,134,"Tim Petrovic",95,-0.201,-16.717,-26.859,10.142,83,"StrokesGainedTotal",2006
135,135,"Tommy Armour III",65,-0.217,-11.501,-21.18,9.679,53,"StrokesGainedTotal",2006
136,136,"John Cook",67,-0.244,-13.415,-23.742,10.327,55,"StrokesGainedTotal",2006
137,137,"Danny Ellis",68,-0.248,-14.878,-28.712,13.834,60,"StrokesGainedTotal",2006
138,138,"Will Ma Kenzie",91,-0.253,-18.94,18.628,-37.568,75,"StrokesGainedTotal",2006
139,139,"Pat Perez",50,-0.267,-11.203,12.921,-24.124,42,"StrokesGainedTotal",2006
140,140,"DJ Trahan",92,-0.275,-20.91,-5.309,-15.601,76,"StrokesGainedTotal",2006
141,141,"John Huston",74,-0.284,-18.485,-9.37,-9.115,65,"StrokesGainedTotal",2006
142,142,"DA Points",82,-0.288,-20.477,-27.863,7.386,71,"StrokesGainedTotal",2006
143,143,"Paul Stankowski",70,-0.297,-18.739,-11.579,-7.16,63,"StrokesGainedTotal",2006
144,144,"Alex Cejka",93,-0.311,-24.862,33.42,-58.282,80,"StrokesGainedTotal",2006
145,145,"Tjaart van der Walt",60,-0.314,-16.336,-14.471,-1.865,52,"StrokesGainedTotal",2006
146,146,"Robert Damron",91,-0.333,-27.277,-8.169,-19.108,82,"StrokesGainedTotal",2006
147,147,"Troy Matteson",101,-0.349,-30.739,-25.689,-5.05,88,"StrokesGainedTotal",2006
148,148,"Chris Smith",67,-0.352,-20.782,-27.149,6.367,59,"StrokesGainedTotal",2006
149,149,"Arjun Atwal",97,-0.359,-29.428,-49.178,19.75,82,"StrokesGainedTotal",2006
150,150,"Jeff Brehaut",100,-0.369,-31.337,-15.263,-16.074,85,"StrokesGainedTotal",2006
151,151,"Todd Fischer",101,-0.38,-34.19,-58.572,24.382,90,"StrokesGainedTotal",2006
152,152,"Chris Riley",86,-0.384,-26.484,-38.509,12.025,69,"StrokesGainedTotal",2006
153,153,"Henrik Bjornstad",97,-0.394,-35.086,-38.862,3.776,89,"StrokesGainedTotal",2006
154,154,"Shane Bertsch",104,-0.42,-37.82,-45.062,7.242,90,"StrokesGainedTotal",2006
155,155,"Carlos Franco",86,-0.424,-32.654,-12.467,-20.187,77,"StrokesGainedTotal",2006
156,156,"Greg Kraft",79,-0.47,-31.504,-41.183,9.679,67,"StrokesGainedTotal",2006
157,157,"Jason Gore",86,-0.48,-34.586,-39.926,5.34,72,"StrokesGainedTotal",2006
158,158,"Steve Jones",83,-0.496,-34.23,-31.173,-3.057,69,"StrokesGainedTotal",2006
159,159,"Brad Faxon",78,-0.497,-36.313,-86.557,50.244,73,"StrokesGainedTotal",2006
160,160,"David McKenzie",82,-0.504,-34.791,-55.22,20.429,69,"StrokesGainedTotal",2006
161,161,"Bob Tway",81,-0.51,-34.195,-31.644,-2.551,67,"StrokesGainedTotal",2006
162,162,"Bubba Dickerson",98,-0.512,-44.035,-22.279,-21.756,86,"StrokesGainedTotal",2006
163,163,"Larry Mize",53,-0.536,-21.96,-37.468,15.508,41,"StrokesGainedTotal",2006
164,164,"Jimmy Walker",60,-0.557,-31.192,-43.977,12.785,56,"StrokesGainedTotal",2006
165,165,"Patrick Sheehan",104,-0.59,-51.358,-31.274,-20.084,87,"StrokesGainedTotal",2006
166,166,"Scott Gutschewski",53,-0.598,-26.894,-16.894,-10,45,"StrokesGainedTotal",2006
166,166,"Ron Whittaker",81,-0.598,-42.447,-47.068,4.621,71,"StrokesGainedTotal",2006
168,168,"Tag Ridings",103,-0.6,-54.001,-84.715,30.714,90,"StrokesGainedTotal",2006
169,169,"Brian Bateman",69,-0.611,-36.02,-36.858,0.838,59,"StrokesGainedTotal",2006
170,170,"Doug Barron",74,-0.628,-42.081,-47.764,5.683,67,"StrokesGainedTotal",2006
171,171,"Chris Couch",75,-0.654,-43.844,-17.003,-26.841,67,"StrokesGainedTotal",2006
172,172,"David Duval",71,-0.679,-36.013,-44.206,8.193,53,"StrokesGainedTotal",2006
173,173,"Mike Sposa",68,-0.703,-40.792,-39.847,-0.945,58,"StrokesGainedTotal",2006
174,174,"John Daly",51,-0.738,-30.263,-7.381,-22.882,41,"StrokesGainedTotal",2006
175,175,"Vance Veazey",59,-0.772,-41.682,-59.822,18.14,54,"StrokesGainedTotal",2006
176,176,"JL Lewis",57,-0.775,-38.732,-41.629,2.897,50,"StrokesGainedTotal",2006
177,177,"Thomas Levet",53,-0.793,-38.042,-1.809,-36.233,48,"StrokesGainedTotal",2006
178,178,"Ian Leggatt",80,-0.818,-57.244,-47.555,-9.689,70,"StrokesGainedTotal",2006
179,179,"Lee Janzen",79,-0.826,-56.16,-42.22,-13.94,68,"StrokesGainedTotal",2006
180,180,"Jason Schultz",77,-0.871,-56.625,-62.526,5.901,65,"StrokesGainedTotal",2006
181,181,"Mark OMeara",52,-0.893,-32.134,-47.155,15.021,36,"StrokesGainedTotal",2006
182,182,"Mark Brooks",90,-0.914,-67.648,-30.828,-36.82,74,"StrokesGainedTotal",2006
183,183,"Len Mattiace",59,-0.931,-48.397,-76.144,27.747,52,"StrokesGainedTotal",2006
184,184,"Matt Hansen",68,-0.954,-55.348,-13.573,-41.775,58,"StrokesGainedTotal",2006
185,185,"Jon Mills",68,-0.994,-53.654,-37.895,-15.759,54,"StrokesGainedTotal",2006
186,186,"Wes Short Jr",96,-1.038,-88.248,-50.806,-37.442,85,"StrokesGainedTotal",2006
187,187,"Nicholas Thompson",96,-1.09,-84.987,-14.495,-70.492,78,"StrokesGainedTotal",2006
188,188,"James Driscoll",80,-1.169,-88.865,-91.717,2.852,76,"StrokesGainedTotal",2006
189,189,"Roger Tambellini",64,-1.211,-64.194,-48.454,-15.74,53,"StrokesGainedTotal",2006
190,190,"Ryan Hietala",61,-1.333,-67.97,-66.156,-1.814,51,"StrokesGainedTotal",2006
191,191,"Greg Chalmers",71,-1.341,-76.424,-93.981,17.557,57,"StrokesGainedTotal",2006
192,192,"Michael Connell",51,-1.519,-63.807,-44.81,-18.997,42,"StrokesGainedTotal",2006
193,193,"John Engler Jr",69,-1.606,-101.153,-103.57,2.417,63,"StrokesGainedTotal",2006
194,194,"Alex Aragon",63,-1.675,-90.466,-86.811,-3.655,54,"StrokesGainedTotal",2006
195,195,"Todd Hamilton",72,-1.726,-96.67,-87.944,-8.726,56,"StrokesGainedTotal",2006
196,196,"Hidemichi Tanaka",74,-2.055,-133.6,-124.377,-9.223,65,"StrokesGainedTotal",2006
