"StrokeDifferentialFieldAverage_RANKTHISWEEK_2010","StrokeDifferentialFieldAverage_RANKLASTWEEK_2010","StrokeDifferentialFieldAverage_PLAYERNAME_2010","StrokeDifferentialFieldAverage_ROUNDS_2010","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2010","StrokeDifferentialFieldAverage_PLAYERSSCORE_2010","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2010","stat_name","year"
68,68,"Tom Pernice Jr",74,0.38,70.43,70.81,"StrokeDifferentialFieldAverage",2010
72,72,"Angel Cabrera",64,0.32,71.17,71.49,"StrokeDifferentialFieldAverage",2010
72,72,"Greg Chalmers",93,0.32,70.27,70.59,"StrokeDifferentialFieldAverage",2010
72,72,"Lucas Glover",75,0.32,71.03,71.35,"StrokeDifferentialFieldAverage",2010
72,72,"Ryan Palmer",84,0.32,70.56,70.88,"StrokeDifferentialFieldAverage",2010
76,76,"Jason Bohn",84,0.29,70.64,70.93,"StrokeDifferentialFieldAverage",2010
76,76,"Ryuji Imada",90,0.29,70.43,70.72,"StrokeDifferentialFieldAverage",2010
76,76,"Marc Leishman",87,0.29,70.83,71.12,"StrokeDifferentialFieldAverage",2010
79,79,"Chris Couch",66,0.27,70.36,70.63,"StrokeDifferentialFieldAverage",2010
80,80,"Briny Baird",87,0.26,70.26,70.52,"StrokeDifferentialFieldAverage",2010
80,80,"JJ Henry",92,0.26,70.48,70.74,"StrokeDifferentialFieldAverage",2010
80,80,"Jerry Kelly",99,0.26,70.8,71.06,"StrokeDifferentialFieldAverage",2010
80,80,"Webb Simpson",98,0.26,70.24,70.5,"StrokeDifferentialFieldAverage",2010
84,84,"Scott Verplank",74,0.25,71.04,71.29,"StrokeDifferentialFieldAverage",2010
85,85,"Michael Sim",64,0.24,70.48,70.72,"StrokeDifferentialFieldAverage",2010
86,86,"Sergio Garcia",58,0.23,71.54,71.77,"StrokeDifferentialFieldAverage",2010
86,86,"JP Hayes",79,0.23,70.52,70.75,"StrokeDifferentialFieldAverage",2010
86,86,"Davis Love III",79,0.23,70.81,71.04,"StrokeDifferentialFieldAverage",2010
89,89,"Ben Curtis",78,0.22,70.97,71.19,"StrokeDifferentialFieldAverage",2010
89,89,"Jason Dufner",87,0.22,71.22,71.44,"StrokeDifferentialFieldAverage",2010
91,91,"Jarrod Lyle",54,0.21,70.7,70.91,"StrokeDifferentialFieldAverage",2010
91,91,"Alex Prugh",88,0.21,70.51,70.72,"StrokeDifferentialFieldAverage",2010
93,93,"DA Points",90,0.2,70.79,70.99,"StrokeDifferentialFieldAverage",2010
93,93,"Aron Price",70,0.2,70.26,70.46,"StrokeDifferentialFieldAverage",2010
93,93,"YE Yang",72,0.2,71.17,71.37,"StrokeDifferentialFieldAverage",2010
96,96,"Jeev Milkha Singh",59,0.19,70.34,70.53,"StrokeDifferentialFieldAverage",2010
97,97,"Charles Warren",64,0.18,70.53,70.71,"StrokeDifferentialFieldAverage",2010
98,98,"Tim Petrovic",105,0.17,70.72,70.89,"StrokeDifferentialFieldAverage",2010
99,99,"Brett Wetterich",54,0.16,70.44,70.6,"StrokeDifferentialFieldAverage",2010
100,100,"Michael Connell",89,0.15,70.51,70.66,"StrokeDifferentialFieldAverage",2010
100,100,"Scott McCarron",90,0.15,70.53,70.68,"StrokeDifferentialFieldAverage",2010
100,100,"Andres Romero",73,0.15,70.75,70.9,"StrokeDifferentialFieldAverage",2010
100,100,"Boo Weekley",88,0.15,70.48,70.63,"StrokeDifferentialFieldAverage",2010
104,104,"Jeff Quinney",91,0.14,70.44,70.58,"StrokeDifferentialFieldAverage",2010
105,105,"Will Ma Kenzie",72,0.13,70.72,70.85,"StrokeDifferentialFieldAverage",2010
105,105,"Kevin Stadler",86,0.13,70.76,70.89,"StrokeDifferentialFieldAverage",2010
107,107,"Jimmy Walker",82,0.12,70.77,70.89,"StrokeDifferentialFieldAverage",2010
108,108,"Chris Stroud",90,0.11,70.67,70.78,"StrokeDifferentialFieldAverage",2010
109,109,"Aaron Baddeley",94,0.08,70.61,70.69,"StrokeDifferentialFieldAverage",2010
109,109,"Matt Every",60,0.08,70.68,70.76,"StrokeDifferentialFieldAverage",2010
109,109,"Brett Quigley",96,0.08,70.69,70.77,"StrokeDifferentialFieldAverage",2010
112,112,"Chris DiMarco",88,0.05,70.36,70.41,"StrokeDifferentialFieldAverage",2010
112,112,"Mark Wilson",87,0.05,70.63,70.68,"StrokeDifferentialFieldAverage",2010
114,114,"James Driscoll",78,0.03,70.64,70.67,"StrokeDifferentialFieldAverage",2010
114,114,"Michael Letzig",84,0.03,70.5,70.53,"StrokeDifferentialFieldAverage",2010
114,114,"John Merrick",109,0.03,70.72,70.75,"StrokeDifferentialFieldAverage",2010
117,117,"Stuart Appleby",101,0.01,71.17,71.18,"StrokeDifferentialFieldAverage",2010
117,117,"Martin Laird",91,0.01,70.82,70.83,"StrokeDifferentialFieldAverage",2010
117,117,"Josh Teater",101,0.01,70.86,70.87,"StrokeDifferentialFieldAverage",2010
117,117,"Johnson Wagner",85,0.01,70.92,70.93,"StrokeDifferentialFieldAverage",2010
121,121,"Rory Sabbatini",79,0,71.17,71.17,"StrokeDifferentialFieldAverage",2010
122,122,"Chris Tidland",77,-0.01,70.91,70.9,"StrokeDifferentialFieldAverage",2010
123,123,"Garrett Willis",82,-0.02,70.7,70.68,"StrokeDifferentialFieldAverage",2010
124,124,"Woody Austin",93,-0.03,70.67,70.64,"StrokeDifferentialFieldAverage",2010
125,125,"Alex Cejka",81,-0.04,71.31,71.27,"StrokeDifferentialFieldAverage",2010
126,126,"Scott Piercy",88,-0.05,70.65,70.6,"StrokeDifferentialFieldAverage",2010
127,127,"George McNeill",79,-0.07,71,70.93,"StrokeDifferentialFieldAverage",2010
127,127,"Ian Poulter",55,-0.07,71.53,71.46,"StrokeDifferentialFieldAverage",2010
129,129,"Trevor Immelman",55,-0.09,71.36,71.27,"StrokeDifferentialFieldAverage",2010
130,130,"Richard Johnson",90,-0.1,70.68,70.58,"StrokeDifferentialFieldAverage",2010
131,131,"John Mallinger",78,-0.11,71.01,70.9,"StrokeDifferentialFieldAverage",2010
132,132,"Troy Matteson",84,-0.12,70.83,70.71,"StrokeDifferentialFieldAverage",2010
133,133,"Bob Estes",79,-0.13,70.75,70.62,"StrokeDifferentialFieldAverage",2010
133,133,"Tim Herron",79,-0.13,70.91,70.78,"StrokeDifferentialFieldAverage",2010
135,135,"Kris Blanks",91,-0.14,71.03,70.89,"StrokeDifferentialFieldAverage",2010
136,136,"Blake Adams",84,-0.17,70.69,70.52,"StrokeDifferentialFieldAverage",2010
137,137,"Lee Janzen",77,-0.19,70.81,70.62,"StrokeDifferentialFieldAverage",2010
137,137,"James Nitties",92,-0.19,70.83,70.64,"StrokeDifferentialFieldAverage",2010
139,139,"Brian Davis",101,-0.21,71.15,70.94,"StrokeDifferentialFieldAverage",2010
139,139,"Joe Ogilvie",99,-0.21,70.96,70.75,"StrokeDifferentialFieldAverage",2010
141,141,"Robert Garrigus",71,-0.25,70.82,70.57,"StrokeDifferentialFieldAverage",2010
142,142,"Rocco Mediate",71,-0.29,71.08,70.79,"StrokeDifferentialFieldAverage",2010
142,142,"Jay Williamson",76,-0.29,70.62,70.33,"StrokeDifferentialFieldAverage",2010
144,144,"Michael Bradley",77,-0.3,70.69,70.39,"StrokeDifferentialFieldAverage",2010
144,144,"Paul Goydos",78,-0.3,71.35,71.05,"StrokeDifferentialFieldAverage",2010
144,144,"Rod Pampling",77,-0.3,71.18,70.88,"StrokeDifferentialFieldAverage",2010
147,147,"Billy Mayfair",78,-0.31,70.97,70.66,"StrokeDifferentialFieldAverage",2010
148,148,"Matt Bettencourt",91,-0.34,71.38,71.04,"StrokeDifferentialFieldAverage",2010
148,148,"Mike Weir",59,-0.34,71.77,71.43,"StrokeDifferentialFieldAverage",2010
150,150,"Cameron Percy",73,-0.35,71,70.65,"StrokeDifferentialFieldAverage",2010
151,151,"Nathan Green",86,-0.38,71.28,70.9,"StrokeDifferentialFieldAverage",2010
152,152,"Cameron Tringale",55,-0.4,71.15,70.75,"StrokeDifferentialFieldAverage",2010
153,153,"Bill Lunde",79,-0.41,71.37,70.96,"StrokeDifferentialFieldAverage",2010
153,153,"Troy Merritt",86,-0.41,71.02,70.61,"StrokeDifferentialFieldAverage",2010
155,155,"Cliff Kresge",50,-0.42,71.04,70.62,"StrokeDifferentialFieldAverage",2010
155,155,"Steve Wheatcroft",74,-0.42,71.57,71.15,"StrokeDifferentialFieldAverage",2010
157,157,"David Duval",71,-0.43,71.59,71.16,"StrokeDifferentialFieldAverage",2010
157,157,"Jeff Maggert",76,-0.43,71.09,70.66,"StrokeDifferentialFieldAverage",2010
159,159,"Cameron Beckman",68,-0.44,71.06,70.62,"StrokeDifferentialFieldAverage",2010
160,160,"Omar Uresti",74,-0.45,71.14,70.69,"StrokeDifferentialFieldAverage",2010
161,161,"Skip Kendall",58,-0.5,71.14,70.64,"StrokeDifferentialFieldAverage",2010
162,162,"Henrik Bjornstad",72,-0.53,71.28,70.75,"StrokeDifferentialFieldAverage",2010
163,163,"Derek Lamely",81,-0.55,71.38,70.83,"StrokeDifferentialFieldAverage",2010
164,164,"Mathew Goggin",85,-0.57,71.31,70.74,"StrokeDifferentialFieldAverage",2010
165,165,"Greg Owen",69,-0.58,71.45,70.87,"StrokeDifferentialFieldAverage",2010
166,166,"Mathias Gronberg",61,-0.6,71.36,70.76,"StrokeDifferentialFieldAverage",2010
167,167,"Brian Stuard",81,-0.61,71.25,70.64,"StrokeDifferentialFieldAverage",2010
168,168,"Martin Flores",75,-0.66,71.39,70.73,"StrokeDifferentialFieldAverage",2010
168,168,"Nicholas Thompson",88,-0.66,71.41,70.75,"StrokeDifferentialFieldAverage",2010
170,170,"Rich Barcelo",70,-0.7,71.69,70.99,"StrokeDifferentialFieldAverage",2010
171,171,"Ted Purdy",86,-0.71,71.64,70.93,"StrokeDifferentialFieldAverage",2010
172,172,"John Daly",63,-0.76,71.21,70.45,"StrokeDifferentialFieldAverage",2010
172,172,"Roland Thatcher",72,-0.76,71.51,70.75,"StrokeDifferentialFieldAverage",2010
174,174,"Garth Mulroy",53,-0.79,71.49,70.7,"StrokeDifferentialFieldAverage",2010
175,175,"Mark Calcavecchia",50,-0.82,72.1,71.28,"StrokeDifferentialFieldAverage",2010
175,175,"Steve Flesch",78,-0.82,71.62,70.8,"StrokeDifferentialFieldAverage",2010
175,175,"Brenden Pappas",66,-0.82,71.23,70.41,"StrokeDifferentialFieldAverage",2010
178,178,"Roger Tambellini",77,-0.85,71.49,70.64,"StrokeDifferentialFieldAverage",2010
179,179,"Brent Delahoussaye",57,-0.98,71.54,70.56,"StrokeDifferentialFieldAverage",2010
179,179,"David Lutterus",69,-0.98,71.97,70.99,"StrokeDifferentialFieldAverage",2010
181,181,"Andrew McLardy",52,-1.07,71.85,70.78,"StrokeDifferentialFieldAverage",2010
182,182,"Craig Bowden",56,-1.08,72.07,70.99,"StrokeDifferentialFieldAverage",2010
183,183,"Daniel Chopra",74,-1.13,71.85,70.72,"StrokeDifferentialFieldAverage",2010
184,184,"Steve Lowery",67,-1.15,71.87,70.72,"StrokeDifferentialFieldAverage",2010
185,185,"Vance Veazey",58,-1.22,72.22,71,"StrokeDifferentialFieldAverage",2010
186,186,"Jeff Gove",57,-1.24,71.89,70.65,"StrokeDifferentialFieldAverage",2010
187,187,"Chris Wilson",65,-1.48,72.2,70.72,"StrokeDifferentialFieldAverage",2010
188,188,"Jerod Turner",54,-1.64,72.13,70.49,"StrokeDifferentialFieldAverage",2010
189,189,"Kevin Johnson",62,-1.7,72.48,70.78,"StrokeDifferentialFieldAverage",2010
190,190,"Justin Bolli",55,-1.72,72.4,70.68,"StrokeDifferentialFieldAverage",2010
191,191,"Greg Kraft",52,-1.92,72.73,70.81,"StrokeDifferentialFieldAverage",2010
192,192,"Brad Faxon",58,-1.96,72.71,70.75,"StrokeDifferentialFieldAverage",2010
