"StrokeDifferentialFieldAverage_RANKTHISWEEK_2010","StrokeDifferentialFieldAverage_RANKLASTWEEK_2010","StrokeDifferentialFieldAverage_PLAYERNAME_2010","StrokeDifferentialFieldAverage_ROUNDS_2010","StrokeDifferentialFieldAverage_STROKEDIFFERENTIAL_2010","StrokeDifferentialFieldAverage_PLAYERSSCORE_2010","StrokeDifferentialFieldAverage_FIELDAVERAGESCORE_2010","stat_name","year"
1,1,"Matt Kuchar",97,1.6,69.43,71.03,"StrokeDifferentialFieldAverage",2010
2,2,"Steve Stricker",73,1.56,69.78,71.34,"StrokeDifferentialFieldAverage",2010
3,3,"Phil Mickelson",76,1.46,70.34,71.8,"StrokeDifferentialFieldAverage",2010
4,4,"Ernie Els",72,1.42,70.37,71.79,"StrokeDifferentialFieldAverage",2010
5,5,"Paul Casey",64,1.38,69.93,71.31,"StrokeDifferentialFieldAverage",2010
6,6,"Retief Goosen",75,1.35,69.96,71.31,"StrokeDifferentialFieldAverage",2010
7,7,"Jim Furyk",76,1.33,70.23,71.56,"StrokeDifferentialFieldAverage",2010
8,8,"Luke Donald",71,1.3,70.25,71.55,"StrokeDifferentialFieldAverage",2010
9,9,"Dustin Johnson",83,1.19,70.46,71.65,"StrokeDifferentialFieldAverage",2010
10,10,"Bo Van Pelt",104,1.18,70.07,71.25,"StrokeDifferentialFieldAverage",2010
11,11,"Justin Rose",78,1.12,69.92,71.04,"StrokeDifferentialFieldAverage",2010
12,12,"KJ Choi",82,1.1,70.39,71.49,"StrokeDifferentialFieldAverage",2010
13,13,"Robert Allenby",76,1.03,70.53,71.56,"StrokeDifferentialFieldAverage",2010
13,13,"JB Holmes",100,1.03,70.22,71.25,"StrokeDifferentialFieldAverage",2010
13,13,"Nick Watney",91,1.03,70.41,71.44,"StrokeDifferentialFieldAverage",2010
16,16,"Bubba Watson",77,0.94,70.21,71.15,"StrokeDifferentialFieldAverage",2010
17,17,"Padraig Harrington",57,0.93,70.79,71.72,"StrokeDifferentialFieldAverage",2010
18,18,"Rory McIlroy",54,0.92,70.94,71.86,"StrokeDifferentialFieldAverage",2010
19,19,"Adam Scott",70,0.91,70.84,71.75,"StrokeDifferentialFieldAverage",2010
20,20,"Bill Haas",87,0.89,70.22,71.11,"StrokeDifferentialFieldAverage",2010
21,21,"Ben Crane",85,0.88,70.3,71.18,"StrokeDifferentialFieldAverage",2010
22,22,"Tim Clark",88,0.86,70.31,71.17,"StrokeDifferentialFieldAverage",2010
23,23,"Charley Hoffman",85,0.85,69.93,70.78,"StrokeDifferentialFieldAverage",2010
24,24,"Steve Elkington",74,0.84,70.03,70.87,"StrokeDifferentialFieldAverage",2010
25,25,"Charles Howell III",103,0.82,69.96,70.78,"StrokeDifferentialFieldAverage",2010
26,26,"Brendon de Jonge",114,0.8,70.14,70.94,"StrokeDifferentialFieldAverage",2010
27,27,"Stewart Cink",84,0.79,70.55,71.34,"StrokeDifferentialFieldAverage",2010
28,28,"Brandt Snedeker",89,0.78,70.28,71.06,"StrokeDifferentialFieldAverage",2010
29,29,"Jason Day",82,0.77,70.43,71.2,"StrokeDifferentialFieldAverage",2010
29,29,"Rickie Fowler",98,0.77,70.35,71.12,"StrokeDifferentialFieldAverage",2010
31,31,"Hunter Mahan",85,0.74,70.64,71.38,"StrokeDifferentialFieldAverage",2010
32,32,"Kevin Na",94,0.73,70.04,70.77,"StrokeDifferentialFieldAverage",2010
33,33,"Sean OHair",84,0.72,70.79,71.51,"StrokeDifferentialFieldAverage",2010
33,33,"David Toms",86,0.72,70.18,70.9,"StrokeDifferentialFieldAverage",2010
35,35,"Bryce Molder",84,0.71,70.35,71.06,"StrokeDifferentialFieldAverage",2010
35,35,"Vijay Singh",75,0.71,70.69,71.4,"StrokeDifferentialFieldAverage",2010
37,37,"Camilo Villegas",78,0.69,70.9,71.59,"StrokeDifferentialFieldAverage",2010
38,38,"Freddie Jacobson",83,0.68,70.18,70.86,"StrokeDifferentialFieldAverage",2010
38,38,"Charlie Wi",95,0.68,70.05,70.73,"StrokeDifferentialFieldAverage",2010
40,40,"Dean Wilson",54,0.66,69.69,70.35,"StrokeDifferentialFieldAverage",2010
41,41,"Ricky Barnes",103,0.65,70.47,71.12,"StrokeDifferentialFieldAverage",2010
41,41,"Zach Johnson",93,0.65,70.59,71.24,"StrokeDifferentialFieldAverage",2010
41,41,"Paul Stankowski",62,0.65,69.79,70.44,"StrokeDifferentialFieldAverage",2010
44,44,"Tom Gillis",97,0.64,70.12,70.76,"StrokeDifferentialFieldAverage",2010
44,44,"Heath Slocum",97,0.64,70.54,71.18,"StrokeDifferentialFieldAverage",2010
46,46,"Spencer Levin",110,0.63,70.09,70.72,"StrokeDifferentialFieldAverage",2010
47,47,"Shaun Micheel",70,0.62,70.57,71.19,"StrokeDifferentialFieldAverage",2010
47,47,"Ryan Moore",80,0.62,70.68,71.3,"StrokeDifferentialFieldAverage",2010
49,49,"Jeff Overton",89,0.59,70.34,70.93,"StrokeDifferentialFieldAverage",2010
50,50,"John Senden",103,0.58,70.38,70.96,"StrokeDifferentialFieldAverage",2010
51,51,"Geoff Ogilvy",62,0.57,70.8,71.37,"StrokeDifferentialFieldAverage",2010
51,51,"Pat Perez",90,0.57,70.04,70.61,"StrokeDifferentialFieldAverage",2010
53,53,"DJ Trahan",92,0.55,70.37,70.92,"StrokeDifferentialFieldAverage",2010
54,54,"Kevin Sutherland",86,0.54,70.16,70.7,"StrokeDifferentialFieldAverage",2010
55,55,"Jonathan Byrd",85,0.53,70.13,70.66,"StrokeDifferentialFieldAverage",2010
55,55,"Joe Durant",67,0.53,69.81,70.34,"StrokeDifferentialFieldAverage",2010
57,57,"Carl Pettersson",99,0.52,70.33,70.85,"StrokeDifferentialFieldAverage",2010
58,58,"Steve Marino",81,0.51,70.99,71.5,"StrokeDifferentialFieldAverage",2010
58,58,"Chris Riley",73,0.51,70.04,70.55,"StrokeDifferentialFieldAverage",2010
60,60,"Matt Jones",89,0.47,70.36,70.83,"StrokeDifferentialFieldAverage",2010
60,60,"Justin Leonard",89,0.47,70.61,71.08,"StrokeDifferentialFieldAverage",2010
62,62,"Vaughn Taylor",87,0.43,70.56,70.99,"StrokeDifferentialFieldAverage",2010
63,63,"Stephen Ames",75,0.42,70.51,70.93,"StrokeDifferentialFieldAverage",2010
64,64,"Chad Campbell",95,0.41,70.48,70.89,"StrokeDifferentialFieldAverage",2010
65,65,"Kenny Perry",69,0.4,70.88,71.28,"StrokeDifferentialFieldAverage",2010
65,65,"John Rollins",81,0.4,70.43,70.83,"StrokeDifferentialFieldAverage",2010
65,65,"Kevin Streelman",90,0.4,70.48,70.88,"StrokeDifferentialFieldAverage",2010
68,68,"Chad Collins",87,0.38,70.07,70.45,"StrokeDifferentialFieldAverage",2010
68,68,"Graham DeLaet",88,0.38,70.1,70.48,"StrokeDifferentialFieldAverage",2010
68,68,"Brian Gay",101,0.38,70.49,70.87,"StrokeDifferentialFieldAverage",2010
