"GreensorFringeinRegulation_RANKTHISWEEK_2005","GreensorFringeinRegulation_RANKLASTWEEK_2005","GreensorFringeinRegulation_PLAYERNAME_2005","GreensorFringeinRegulation_ROUNDS_2005","GreensorFringeinRegulation_Pct_2005","GreensorFringeinRegulation_TOTALHIT_2005","GreensorFringeinRegulation_TOTALATTEMPTS_2005","GreensorFringeinRegulation_RTPSCORE_2005","stat_name","year"
1,1,"Kenny Perry",82,78.61,849,1080,-205,"GreensorFringeinRegulation",2005
2,2,"Sergio Garcia",73,78.31,733,936,-177,"GreensorFringeinRegulation",2005
3,3,"Jim Furyk",94,76.95,988,1284,-254,"GreensorFringeinRegulation",2005
4,4,"Billy Mayfair",114,76.61,1395,1821,-316,"GreensorFringeinRegulation",2005
5,5,"JJ Henry",102,76.45,1188,1554,-253,"GreensorFringeinRegulation",2005
6,6,"Jeff Brehaut",71,76.43,866,1133,-210,"GreensorFringeinRegulation",2005
7,7,"Joe Durant",81,76.42,940,1230,-172,"GreensorFringeinRegulation",2005
8,8,"Bo Van Pelt",112,76.34,1278,1674,-296,"GreensorFringeinRegulation",2005
9,9,"Chris Smith",93,76.29,1171,1535,-250,"GreensorFringeinRegulation",2005
10,10,"Robert Allenby",95,76.27,993,1302,-234,"GreensorFringeinRegulation",2005
10,10,"Vijay Singh",111,76.27,1199,1572,-349,"GreensorFringeinRegulation",2005
12,12,"Tommy Armour III",103,76.22,1253,1644,-243,"GreensorFringeinRegulation",2005
13,13,"Tiger Woods",76,76.19,752,987,-246,"GreensorFringeinRegulation",2005
14,14,"Bart Bryant",91,76.18,1046,1373,-253,"GreensorFringeinRegulation",2005
15,15,"Luke Donald",67,76.11,548,720,-125,"GreensorFringeinRegulation",2005
16,16,"John Senden",101,75.97,1233,1623,-279,"GreensorFringeinRegulation",2005
17,17,"Heath Slocum",103,75.96,1229,1618,-274,"GreensorFringeinRegulation",2005
18,18,"David Hearn",68,75.68,831,1098,-173,"GreensorFringeinRegulation",2005
19,19,"Jeff Maggert",79,75.65,817,1080,-180,"GreensorFringeinRegulation",2005
20,20,"Joey Sindelar",104,75.64,1338,1769,-296,"GreensorFringeinRegulation",2005
21,21,"Doug Barron",70,75.63,875,1157,-200,"GreensorFringeinRegulation",2005
22,22,"Olin Browne",99,75.4,1131,1500,-262,"GreensorFringeinRegulation",2005
23,23,"Carlos Franco",78,75.29,908,1206,-196,"GreensorFringeinRegulation",2005
24,24,"Adam Scott",72,75.21,704,936,-164,"GreensorFringeinRegulation",2005
25,25,"David Toms",87,75.18,857,1140,-243,"GreensorFringeinRegulation",2005
26,26,"Rod Pampling",89,75.14,937,1247,-233,"GreensorFringeinRegulation",2005
27,27,"Fred Couples",72,75.1,585,779,-137,"GreensorFringeinRegulation",2005
28,28,"Scott Gutschewski",86,75,963,1284,-249,"GreensorFringeinRegulation",2005
28,28,"Kevin Sutherland",89,75,999,1332,-215,"GreensorFringeinRegulation",2005
30,30,"Jeff Sluman",94,74.97,1138,1518,-232,"GreensorFringeinRegulation",2005
31,31,"Steve Elkington",67,74.95,742,990,-154,"GreensorFringeinRegulation",2005
32,32,"Dan Forsman",52,74.94,634,846,-149,"GreensorFringeinRegulation",2005
32,32,"Retief Goosen",71,74.94,580,774,-150,"GreensorFringeinRegulation",2005
34,34,"Glen Hnatiuk",59,74.92,678,905,-130,"GreensorFringeinRegulation",2005
35,35,"Justin Rose",99,74.89,1190,1589,-276,"GreensorFringeinRegulation",2005
36,36,"Charles Warren",89,74.88,1082,1445,-247,"GreensorFringeinRegulation",2005
37,37,"Rocco Mediate",73,74.85,878,1173,-180,"GreensorFringeinRegulation",2005
38,38,"Lucas Glover",88,74.61,1052,1410,-262,"GreensorFringeinRegulation",2005
39,39,"Marco Dawson",82,74.59,1051,1409,-250,"GreensorFringeinRegulation",2005
40,40,"Omar Uresti",84,74.55,984,1320,-211,"GreensorFringeinRegulation",2005
41,41,"DJ Trahan",81,74.53,942,1264,-220,"GreensorFringeinRegulation",2005
42,42,"Briny Baird",98,74.5,1192,1600,-273,"GreensorFringeinRegulation",2005
43,43,"Bob Tway",87,74.49,885,1188,-223,"GreensorFringeinRegulation",2005
44,44,"Mark Calcavecchia",92,74.45,1023,1374,-236,"GreensorFringeinRegulation",2005
45,45,"Chad Campbell",95,74.34,1008,1356,-249,"GreensorFringeinRegulation",2005
46,46,"Charles Howell III",95,74.29,962,1295,-227,"GreensorFringeinRegulation",2005
47,47,"Richard Johnson",50,74.28,615,828,-166,"GreensorFringeinRegulation",2005
48,48,"Frank Lickliter II",100,74.21,1145,1543,-279,"GreensorFringeinRegulation",2005
49,49,"Dudley Hart",84,74.19,966,1302,-231,"GreensorFringeinRegulation",2005
50,50,"Joey Snyder III",102,74.12,1217,1642,-286,"GreensorFringeinRegulation",2005
51,51,"JL Lewis",98,74.09,1084,1463,-246,"GreensorFringeinRegulation",2005
52,52,"Jason Bohn",91,73.96,1082,1463,-265,"GreensorFringeinRegulation",2005
52,52,"Zach Johnson",96,73.96,1105,1494,-286,"GreensorFringeinRegulation",2005
54,54,"Arron Oberholser",65,73.94,678,917,-157,"GreensorFringeinRegulation",2005
55,55,"Roland Thatcher",75,73.93,896,1212,-177,"GreensorFringeinRegulation",2005
56,56,"Hidemichi Tanaka",106,73.91,1255,1698,-269,"GreensorFringeinRegulation",2005
56,56,"Brett Wetterich",76,73.91,895,1211,-216,"GreensorFringeinRegulation",2005
58,58,"Mathias Gronberg",60,73.86,743,1006,-166,"GreensorFringeinRegulation",2005
