"GreensorFringeinRegulation_RANKTHISWEEK_2005","GreensorFringeinRegulation_RANKLASTWEEK_2005","GreensorFringeinRegulation_PLAYERNAME_2005","GreensorFringeinRegulation_ROUNDS_2005","GreensorFringeinRegulation_Pct_2005","GreensorFringeinRegulation_TOTALHIT_2005","GreensorFringeinRegulation_TOTALATTEMPTS_2005","GreensorFringeinRegulation_RTPSCORE_2005","stat_name","year"
59,59,"Brian Davis",75,73.84,841,1139,-185,"GreensorFringeinRegulation",2005
60,60,"Bradley Hughes",52,73.78,650,881,-115,"GreensorFringeinRegulation",2005
61,61,"Jonathan Kaye",77,73.68,848,1151,-216,"GreensorFringeinRegulation",2005
62,62,"Bob Estes",92,73.67,1052,1428,-243,"GreensorFringeinRegulation",2005
63,63,"Sean OHair",103,73.49,1128,1535,-258,"GreensorFringeinRegulation",2005
64,64,"Jerry Kelly",101,73.46,1005,1368,-234,"GreensorFringeinRegulation",2005
65,65,"John Rollins",97,73.33,1086,1481,-256,"GreensorFringeinRegulation",2005
66,66,"Brendan Jones",81,73.31,953,1300,-206,"GreensorFringeinRegulation",2005
67,67,"Stephen Leaney",89,73.3,994,1356,-205,"GreensorFringeinRegulation",2005
68,68,"Darron Stiles",78,73.16,913,1248,-219,"GreensorFringeinRegulation",2005
69,69,"Loren Roberts",54,73.15,632,864,-137,"GreensorFringeinRegulation",2005
70,70,"Craig Barlow",81,73.07,833,1140,-195,"GreensorFringeinRegulation",2005
71,71,"Greg Owen",84,73.04,924,1265,-205,"GreensorFringeinRegulation",2005
72,72,"Shaun Micheel",81,73.01,836,1145,-173,"GreensorFringeinRegulation",2005
73,73,"Tom Lehman",69,73,657,900,-139,"GreensorFringeinRegulation",2005
74,74,"Hunter Mahan",103,72.92,1220,1673,-307,"GreensorFringeinRegulation",2005
75,75,"Harrison Frazar",105,72.87,1222,1677,-326,"GreensorFringeinRegulation",2005
76,76,"Kirk Triplett",55,72.85,577,792,-124,"GreensorFringeinRegulation",2005
77,77,"Brandt Jobe",96,72.83,1064,1461,-251,"GreensorFringeinRegulation",2005
78,78,"Tim Herron",100,72.81,1012,1390,-264,"GreensorFringeinRegulation",2005
78,78,"Scott Verplank",87,72.81,865,1188,-229,"GreensorFringeinRegulation",2005
80,80,"Brenden Pappas",51,72.76,641,881,-197,"GreensorFringeinRegulation",2005
80,80,"Vaughn Taylor",99,72.76,1170,1608,-294,"GreensorFringeinRegulation",2005
82,82,"Fred Funk",102,72.7,1073,1476,-205,"GreensorFringeinRegulation",2005
83,83,"Tom Gillis",77,72.68,891,1226,-175,"GreensorFringeinRegulation",2005
83,83,"Tjaart van der Walt",56,72.68,705,970,-140,"GreensorFringeinRegulation",2005
85,85,"Brett Quigley",96,72.66,1103,1518,-266,"GreensorFringeinRegulation",2005
86,86,"Woody Austin",100,72.63,1181,1626,-295,"GreensorFringeinRegulation",2005
87,87,"DA Points",94,72.59,1075,1481,-236,"GreensorFringeinRegulation",2005
88,88,"Geoff Ogilvy",97,72.57,971,1338,-248,"GreensorFringeinRegulation",2005
89,89,"Mark Wilson",74,72.52,826,1139,-180,"GreensorFringeinRegulation",2005
90,90,"Tom Byrum",83,72.51,992,1368,-200,"GreensorFringeinRegulation",2005
91,91,"Bill Glasson",54,72.44,573,791,-119,"GreensorFringeinRegulation",2005
92,92,"Stuart Appleby",84,72.4,821,1134,-200,"GreensorFringeinRegulation",2005
93,93,"Stewart Cink",98,72.38,925,1278,-241,"GreensorFringeinRegulation",2005
94,94,"Phillip Price",77,72.37,825,1140,-207,"GreensorFringeinRegulation",2005
95,95,"Jay Haas",54,72.36,508,702,-105,"GreensorFringeinRegulation",2005
96,96,"Steve Lowery",100,72.33,1124,1554,-283,"GreensorFringeinRegulation",2005
97,97,"Davis Love III",80,72.26,732,1013,-186,"GreensorFringeinRegulation",2005
98,98,"Paul Claxton",79,72.22,858,1188,-164,"GreensorFringeinRegulation",2005
99,99,"Shigeki Maruyama",99,72.2,1104,1529,-295,"GreensorFringeinRegulation",2005
100,100,"Jose Maria Olazabal",55,72.09,532,738,-138,"GreensorFringeinRegulation",2005
101,101,"Kevin Stadler",96,72.08,1066,1479,-275,"GreensorFringeinRegulation",2005
102,102,"Cameron Beckman",96,72.07,1094,1518,-244,"GreensorFringeinRegulation",2005
102,102,"Will Ma Kenzie",75,72.07,880,1221,-195,"GreensorFringeinRegulation",2005
104,104,"Duffy Waldorf",86,72.04,920,1277,-214,"GreensorFringeinRegulation",2005
105,105,"Chris DiMarco",83,72.03,765,1062,-196,"GreensorFringeinRegulation",2005
106,106,"Mario Tiziani",67,71.98,781,1085,-171,"GreensorFringeinRegulation",2005
107,107,"Jeff Hart",63,71.97,742,1031,-119,"GreensorFringeinRegulation",2005
108,108,"KJ Choi",78,71.96,698,970,-174,"GreensorFringeinRegulation",2005
109,109,"Michael Long",72,71.94,828,1151,-172,"GreensorFringeinRegulation",2005
110,110,"Lee Westwood",50,71.89,427,594,-88,"GreensorFringeinRegulation",2005
111,111,"Justin Leonard",78,71.82,701,976,-169,"GreensorFringeinRegulation",2005
112,112,"Neal Lancaster",95,71.81,1103,1536,-258,"GreensorFringeinRegulation",2005
113,113,"Alex Cejka",84,71.79,896,1248,-180,"GreensorFringeinRegulation",2005
114,114,"Phil Mickelson",81,71.78,646,900,-193,"GreensorFringeinRegulation",2005
115,115,"John Huston",90,71.76,1024,1427,-245,"GreensorFringeinRegulation",2005
116,116,"Robert Gamez",91,71.72,1037,1446,-252,"GreensorFringeinRegulation",2005
117,117,"Jonathan Byrd",103,71.63,1202,1678,-289,"GreensorFringeinRegulation",2005
118,118,"Dean Wilson",86,71.62,1022,1427,-256,"GreensorFringeinRegulation",2005
119,119,"Matt Kuchar",60,71.59,713,996,-147,"GreensorFringeinRegulation",2005
120,120,"Jay Williamson",53,71.58,597,834,-126,"GreensorFringeinRegulation",2005
121,121,"Steve Allan",102,71.54,1136,1588,-246,"GreensorFringeinRegulation",2005
122,122,"Arjun Atwal",65,71.53,784,1096,-235,"GreensorFringeinRegulation",2005
123,123,"Padraig Harrington",50,71.49,519,726,-134,"GreensorFringeinRegulation",2005
124,124,"DJ Brigman",76,71.47,789,1104,-137,"GreensorFringeinRegulation",2005
124,124,"Brent Geiberger",61,71.47,669,936,-146,"GreensorFringeinRegulation",2005
124,124,"Ted Purdy",122,71.47,1285,1798,-283,"GreensorFringeinRegulation",2005
124,124,"Tag Ridings",93,71.47,1072,1500,-294,"GreensorFringeinRegulation",2005
128,128,"Todd Hamilton",94,71.45,956,1338,-217,"GreensorFringeinRegulation",2005
129,129,"Michael Allen",90,71.41,989,1385,-237,"GreensorFringeinRegulation",2005
130,130,"Brian Bateman",98,71.4,1096,1535,-255,"GreensorFringeinRegulation",2005
130,130,"Corey Pavin",77,71.4,784,1098,-183,"GreensorFringeinRegulation",2005
132,132,"Carl Pettersson",109,71.31,1198,1680,-296,"GreensorFringeinRegulation",2005
133,133,"Nick Watney",91,71.29,1018,1428,-255,"GreensorFringeinRegulation",2005
134,134,"Jose Coceres",56,71.25,679,953,-138,"GreensorFringeinRegulation",2005
135,135,"Bernhard Langer",67,71.17,580,815,-130,"GreensorFringeinRegulation",2005
136,136,"Daniel Chopra",108,71.16,1182,1661,-282,"GreensorFringeinRegulation",2005
137,137,"Peter Lonard",85,71.02,843,1187,-187,"GreensorFringeinRegulation",2005
138,138,"Tim Clark",92,70.96,821,1157,-210,"GreensorFringeinRegulation",2005
139,139,"Jim Carter",62,70.93,693,977,-88,"GreensorFringeinRegulation",2005
140,140,"Kent Jones",99,70.92,1122,1582,-271,"GreensorFringeinRegulation",2005
141,141,"Lee Janzen",75,70.83,755,1066,-166,"GreensorFringeinRegulation",2005
142,142,"Steve Jones",56,70.77,586,828,-94,"GreensorFringeinRegulation",2005
143,143,"Billy Andrade",83,70.76,934,1320,-232,"GreensorFringeinRegulation",2005
143,143,"John Cook",72,70.76,743,1050,-155,"GreensorFringeinRegulation",2005
145,145,"Tim Petrovic",97,70.74,1008,1425,-236,"GreensorFringeinRegulation",2005
146,146,"Ryuji Imada",78,70.66,843,1193,-192,"GreensorFringeinRegulation",2005
147,147,"Paul Gow",78,70.63,856,1212,-168,"GreensorFringeinRegulation",2005
147,147,"Franklin Langham",91,70.63,969,1372,-179,"GreensorFringeinRegulation",2005
149,149,"Tom Pernice Jr",111,70.59,1121,1588,-262,"GreensorFringeinRegulation",2005
150,150,"Rory Sabbatini",81,70.46,761,1080,-196,"GreensorFringeinRegulation",2005
151,151,"Rich Beem",66,70.37,608,864,-137,"GreensorFringeinRegulation",2005
151,151,"Larry Mize",54,70.37,582,827,-114,"GreensorFringeinRegulation",2005
153,153,"Scott Hend",75,70.35,814,1157,-182,"GreensorFringeinRegulation",2005
154,154,"Danny Briggs",70,70.33,775,1102,-139,"GreensorFringeinRegulation",2005
155,155,"Ryan Palmer",101,70.29,1015,1444,-283,"GreensorFringeinRegulation",2005
156,156,"Craig Perks",67,70.23,736,1048,-126,"GreensorFringeinRegulation",2005
157,157,"Robert Damron",89,70.06,999,1426,-185,"GreensorFringeinRegulation",2005
158,158,"James Driscoll",73,70.05,786,1122,-178,"GreensorFringeinRegulation",2005
158,158,"Hunter Haas",83,70.05,912,1302,-235,"GreensorFringeinRegulation",2005
158,158,"Patrick Sheehan",114,70.05,1214,1733,-308,"GreensorFringeinRegulation",2005
161,161,"Skip Kendall",80,69.96,885,1265,-167,"GreensorFringeinRegulation",2005
162,162,"Stephen Ames",82,69.95,768,1098,-181,"GreensorFringeinRegulation",2005
163,163,"Brian Gay",101,69.92,1162,1662,-249,"GreensorFringeinRegulation",2005
163,163,"JP Hayes",63,69.92,667,954,-173,"GreensorFringeinRegulation",2005
165,165,"Gavin Coles",70,69.91,797,1140,-176,"GreensorFringeinRegulation",2005
166,166,"Brad Faxon",75,69.58,716,1029,-198,"GreensorFringeinRegulation",2005
167,167,"Kevin Na",88,69.52,992,1427,-222,"GreensorFringeinRegulation",2005
168,168,"Steve Flesch",90,69.47,792,1140,-166,"GreensorFringeinRegulation",2005
169,169,"Jesper Parnevik",84,69.42,840,1210,-212,"GreensorFringeinRegulation",2005
170,170,"Justin Bolli",65,69.4,737,1062,-166,"GreensorFringeinRegulation",2005
171,171,"Scott McCarron",78,69.15,751,1086,-185,"GreensorFringeinRegulation",2005
172,172,"Hideto Tanihara",50,69.14,560,810,-115,"GreensorFringeinRegulation",2005
173,173,"Ben Crane",78,68.97,807,1170,-231,"GreensorFringeinRegulation",2005
174,174,"Paul Azinger",66,68.95,724,1050,-173,"GreensorFringeinRegulation",2005
174,174,"John Daly",78,68.95,695,1008,-189,"GreensorFringeinRegulation",2005
176,176,"Glen Day",80,68.94,910,1320,-210,"GreensorFringeinRegulation",2005
177,177,"Hank Kuehne",84,68.81,920,1337,-219,"GreensorFringeinRegulation",2005
178,178,"Mike Weir",71,68.79,582,846,-135,"GreensorFringeinRegulation",2005
179,179,"Steve Stricker",62,68.77,729,1060,-211,"GreensorFringeinRegulation",2005
180,180,"Pat Perez",89,68.76,907,1319,-201,"GreensorFringeinRegulation",2005
181,181,"Matt Gogel",78,68.65,832,1212,-176,"GreensorFringeinRegulation",2005
182,182,"Ben Curtis",65,68.47,608,888,-108,"GreensorFringeinRegulation",2005
183,183,"Chris Anderson",66,68.46,714,1043,-158,"GreensorFringeinRegulation",2005
184,184,"Matt Davidson",53,68.44,616,900,-112,"GreensorFringeinRegulation",2005
185,185,"Joe Ogilvie",103,68.16,961,1410,-246,"GreensorFringeinRegulation",2005
186,186,"Todd Fischer",99,68.13,1071,1572,-260,"GreensorFringeinRegulation",2005
187,187,"Freddie Jacobson",72,68.07,678,996,-164,"GreensorFringeinRegulation",2005
188,188,"Dennis Paulson",63,67.92,686,1010,-141,"GreensorFringeinRegulation",2005
189,189,"Ian Poulter",62,67.75,439,648,-96,"GreensorFringeinRegulation",2005
190,190,"Mark Hensby",70,67.68,601,888,-152,"GreensorFringeinRegulation",2005
191,191,"Aaron Baddeley",84,67.6,916,1355,-247,"GreensorFringeinRegulation",2005
192,192,"Andrew Magee",82,67.38,851,1263,-195,"GreensorFringeinRegulation",2005
193,193,"Rob Rashell",65,67.14,656,977,-131,"GreensorFringeinRegulation",2005
194,194,"Bob Heintz",67,67.11,749,1116,-216,"GreensorFringeinRegulation",2005
195,195,"John Elliott",58,66.77,617,924,-140,"GreensorFringeinRegulation",2005
195,195,"Thomas Levet",54,66.77,432,647,-74,"GreensorFringeinRegulation",2005
197,197,"Charlie Wi",67,66.36,718,1082,-184,"GreensorFringeinRegulation",2005
198,198,"Mark Brooks",72,66.19,742,1121,-138,"GreensorFringeinRegulation",2005
199,199,"Mark OMeara",66,66.02,610,924,-116,"GreensorFringeinRegulation",2005
200,200,"Chris Riley",67,65.57,499,761,-80,"GreensorFringeinRegulation",2005
201,201,"Jason Allred",75,64.18,731,1139,-162,"GreensorFringeinRegulation",2005
202,202,"Len Mattiace",86,61.96,847,1367,-179,"GreensorFringeinRegulation",2005
