"RightRoughProximity_RANKTHISWEEK_2010","RightRoughProximity_RANKLASTWEEK_2010","RightRoughProximity_PLAYERNAME_2010","RightRoughProximity_ROUNDS_2010","RightRoughProximity_AVG_2010","RightRoughProximity_ATTEMPTS_2010","RightRoughProximity_TOTALDISTANCEFEET_2010","RightRoughProximity_RELATIVETOPAR_2010","stat_name","year"
1,1,"Andrew McLardy",52,NA,70,2447.667,-4,"RightRoughProximity",2010
2,2,"Roland Thatcher",72,NA,128,4518.25,10,"RightRoughProximity",2010
3,3,"Padraig Harrington",57,NA,93,3328.667,-2,"RightRoughProximity",2010
4,4,"Bill Haas",87,NA,120,4311.083,-1,"RightRoughProximity",2010
5,5,"DJ Trahan",92,NA,165,5951.333,2,"RightRoughProximity",2010
6,6,"Rocco Mediate",71,NA,93,3424.083,19,"RightRoughProximity",2010
7,7,"Ben Crane",85,NA,113,4194.833,11,"RightRoughProximity",2010
7,7,"Omar Uresti",74,NA,73,2704.333,2,"RightRoughProximity",2010
9,9,"Woody Austin",93,NA,139,5161.417,2,"RightRoughProximity",2010
10,10,"Geoff Ogilvy",62,NA,112,4179.583,5,"RightRoughProximity",2010
11,11,"Webb Simpson",98,NA,164,6231.333,10,"RightRoughProximity",2010
12,12,"John Daly",63,NA,115,4384.25,0,"RightRoughProximity",2010
12,12,"Nick Watney",91,NA,150,5714,2,"RightRoughProximity",2010
14,14,"Bubba Watson",77,NA,141,5388.917,-2,"RightRoughProximity",2010
15,15,"Chris Couch",66,NA,89,3409.25,11,"RightRoughProximity",2010
15,15,"Phil Mickelson",76,NA,132,5063.833,5,"RightRoughProximity",2010
15,15,"Garth Mulroy",53,NA,75,2872.667,15,"RightRoughProximity",2010
18,18,"Jonathan Byrd",85,NA,149,5721,11,"RightRoughProximity",2010
19,19,"Brent Delahoussaye",57,NA,80,3082,13,"RightRoughProximity",2010
19,19,"Nicholas Thompson",88,NA,138,5312.583,16,"RightRoughProximity",2010
21,21,"Rory Sabbatini",79,NA,149,5748.417,1,"RightRoughProximity",2010
22,22,"John Senden",103,NA,145,5602.417,7,"RightRoughProximity",2010
23,23,"Graham DeLaet",88,NA,137,5315.417,9,"RightRoughProximity",2010
24,24,"Chris Tidland",77,NA,128,4989.417,3,"RightRoughProximity",2010
25,25,"Rickie Fowler",98,NA,170,6645.833,14,"RightRoughProximity",2010
26,26,"Steve Flesch",78,NA,96,3764,3,"RightRoughProximity",2010
26,26,"Camilo Villegas",78,NA,101,3962.75,3,"RightRoughProximity",2010
28,28,"Tim Clark",88,NA,84,3301.333,6,"RightRoughProximity",2010
28,28,"Brian Davis",101,NA,163,6415.333,19,"RightRoughProximity",2010
