"GIRPercentageLess75yards_RANKTHISWEEK_2013","GIRPercentageLess75yards_RANKLASTWEEK_2013","GIRPercentageLess75yards_PLAYERNAME_2013","GIRPercentageLess75yards_ROUNDS_2013","GIRPercentageLess75yards_Pct_2013","GIRPercentageLess75yards_GREENSHIT_2013","GIRPercentageLess75yards_TOTALHOLES_2013","GIRPercentageLess75yards_RELATIVETOPAR_2013","stat_name","year"
1,1,"Jim Furyk",80,96.34,79,82,-0.66,"GIRPercentageLess75yards",2013
2,2,"Vaughn Taylor",50,95.77,68,71,-0.69,"GIRPercentageLess75yards",2013
3,3,"Aaron Watkins",46,95.65,44,46,-0.61,"GIRPercentageLess75yards",2013
4,4,"Rod Pampling",46,95,76,80,-0.58,"GIRPercentageLess75yards",2013
5,5,"Chez Reavie",72,94.85,92,97,-0.51,"GIRPercentageLess75yards",2013
6,6,"Henrik Stenson",65,94.57,122,129,-0.66,"GIRPercentageLess75yards",2013
7,7,"Pat Perez",69,94.37,134,142,-0.6,"GIRPercentageLess75yards",2013
8,8,"Jim Herman",59,93.69,104,111,-0.55,"GIRPercentageLess75yards",2013
9,9,"Justin Rose",62,93.4,99,106,-0.7,"GIRPercentageLess75yards",2013
10,10,"Brendon de Jonge",110,93.37,183,196,-0.66,"GIRPercentageLess75yards",2013
11,11,"Padraig Harrington",52,93.1,81,87,-0.56,"GIRPercentageLess75yards",2013
12,12,"Matt Jones",83,93.04,147,158,-0.6,"GIRPercentageLess75yards",2013
13,13,"John Senden",79,93.01,133,143,-0.64,"GIRPercentageLess75yards",2013
14,14,"Tiger Woods",61,93,93,100,-0.76,"GIRPercentageLess75yards",2013
15,15,"Andrew Svoboda",46,92.86,65,70,-0.6,"GIRPercentageLess75yards",2013
16,16,"Sergio Garcia",65,92.68,114,123,-0.67,"GIRPercentageLess75yards",2013
17,17,"Michael Bradley",56,92.54,62,67,-0.53,"GIRPercentageLess75yards",2013
18,18,"Luke Guthrie",82,92.37,121,131,-0.6,"GIRPercentageLess75yards",2013
19,19,"Jason Kokrak",78,92.22,166,180,-0.64,"GIRPercentageLess75yards",2013
20,20,"Kevin Chappell",80,92.21,142,154,-0.63,"GIRPercentageLess75yards",2013
21,21,"Dustin Johnson",71,92.2,130,141,-0.69,"GIRPercentageLess75yards",2013
22,22,"JJ Henry",83,92.19,118,128,-0.58,"GIRPercentageLess75yards",2013
23,23,"Jimmy Walker",84,92.18,165,179,-0.65,"GIRPercentageLess75yards",2013
24,24,"KJ Choi",85,92.08,93,101,-0.56,"GIRPercentageLess75yards",2013
25,25,"Mark Wilson",56,92.05,81,88,-0.57,"GIRPercentageLess75yards",2013
26,26,"Keegan Bradley",88,91.98,195,212,-0.69,"GIRPercentageLess75yards",2013
27,27,"Webb Simpson",92,91.95,160,174,-0.62,"GIRPercentageLess75yards",2013
27,27,"Steve Stricker",51,91.95,80,87,-0.75,"GIRPercentageLess75yards",2013
27,27,"Daniel Summerhays",83,91.95,160,174,-0.67,"GIRPercentageLess75yards",2013
30,30,"Fabian Gomez",65,91.92,91,99,-0.64,"GIRPercentageLess75yards",2013
31,31,"Brandt Snedeker",79,91.67,99,108,-0.76,"GIRPercentageLess75yards",2013
32,32,"Roberto Castro",97,91.57,152,166,-0.7,"GIRPercentageLess75yards",2013
32,32,"Billy Horschel",96,91.57,163,178,-0.65,"GIRPercentageLess75yards",2013
34,34,"Steven Bowditch",67,91.5,140,153,-0.59,"GIRPercentageLess75yards",2013
35,35,"Tag Ridings",69,91.47,118,129,-0.57,"GIRPercentageLess75yards",2013
36,36,"Adam Scott",61,91.45,107,117,-0.7,"GIRPercentageLess75yards",2013
37,37,"Trevor Immelman",73,91.43,96,105,-0.51,"GIRPercentageLess75yards",2013
38,38,"Zach Johnson",84,91.41,117,128,-0.61,"GIRPercentageLess75yards",2013
39,39,"George McNeill",68,91.38,106,116,-0.62,"GIRPercentageLess75yards",2013
40,40,"Luke List",65,91.37,127,139,-0.62,"GIRPercentageLess75yards",2013
41,41,"Ricky Barnes",74,91.34,116,127,-0.44,"GIRPercentageLess75yards",2013
42,42,"DH Lee",65,91.3,105,115,-0.71,"GIRPercentageLess75yards",2013
43,43,"Brendan Steele",86,91.28,136,149,-0.64,"GIRPercentageLess75yards",2013
44,44,"John Merrick",79,91.24,125,137,-0.67,"GIRPercentageLess75yards",2013
45,45,"Lee Williams",62,91.18,62,68,-0.6,"GIRPercentageLess75yards",2013
46,46,"Chris Stroud",88,91.14,144,158,-0.59,"GIRPercentageLess75yards",2013
47,47,"Kevin Streelman",86,91.1,133,146,-0.71,"GIRPercentageLess75yards",2013
48,48,"Bubba Watson",76,91.09,184,202,-0.59,"GIRPercentageLess75yards",2013
49,49,"Will Claxton",67,91.07,102,112,-0.54,"GIRPercentageLess75yards",2013
50,50,"Seung Yul Noh",71,91.03,132,145,-0.57,"GIRPercentageLess75yards",2013
51,51,"Nick Watney",88,90.96,151,166,-0.6,"GIRPercentageLess75yards",2013
52,52,"Stewart Cink",71,90.91,100,110,-0.6,"GIRPercentageLess75yards",2013
52,52,"Justin Hicks",79,90.91,90,99,-0.56,"GIRPercentageLess75yards",2013
54,54,"Michael Thompson",66,90.8,79,87,-0.72,"GIRPercentageLess75yards",2013
55,55,"Jordan Spieth",82,90.63,145,160,-0.61,"GIRPercentageLess75yards",2013
56,56,"Bo Van Pelt",72,90.52,105,116,-0.66,"GIRPercentageLess75yards",2013
57,57,"James Hahn",78,90.34,131,145,-0.7,"GIRPercentageLess75yards",2013
58,58,"Robert Allenby",58,90.28,65,72,-0.48,"GIRPercentageLess75yards",2013
59,59,"William McGirt",75,90.15,119,132,-0.64,"GIRPercentageLess75yards",2013
60,60,"Brandt Jobe",62,89.9,89,99,-0.63,"GIRPercentageLess75yards",2013
61,61,"DA Points",87,89.84,115,128,-0.62,"GIRPercentageLess75yards",2013
62,62,"Rory McIlroy",56,89.76,114,127,-0.65,"GIRPercentageLess75yards",2013
63,63,"Bud Cauley",67,89.74,105,117,-0.65,"GIRPercentageLess75yards",2013
64,64,"Graham DeLaet",94,89.73,166,185,-0.64,"GIRPercentageLess75yards",2013
65,65,"Sangmoon Bae",83,89.71,122,136,-0.61,"GIRPercentageLess75yards",2013
66,66,"Brian Stuard",78,89.69,87,97,-0.59,"GIRPercentageLess75yards",2013
67,67,"Gary Woodland",94,89.61,207,231,-0.61,"GIRPercentageLess75yards",2013
68,68,"Bryce Molder",82,89.53,77,86,-0.62,"GIRPercentageLess75yards",2013
69,69,"Ryan Moore",72,89.52,111,124,-0.68,"GIRPercentageLess75yards",2013
70,70,"Stuart Appleby",88,89.44,127,142,-0.61,"GIRPercentageLess75yards",2013
71,71,"Kevin Stadler",83,89.39,160,179,-0.61,"GIRPercentageLess75yards",2013
72,72,"Derek Ernst",58,89.38,101,113,-0.55,"GIRPercentageLess75yards",2013
73,73,"Brian Gay",79,89.36,84,94,-0.5,"GIRPercentageLess75yards",2013
74,74,"Phil Mickelson",78,89.31,142,159,-0.69,"GIRPercentageLess75yards",2013
75,75,"Erik Compton",74,89.21,124,139,-0.45,"GIRPercentageLess75yards",2013
76,76,"Bobby Gates",49,89.19,66,74,-0.36,"GIRPercentageLess75yards",2013
77,77,"DJ Trahan",48,89.16,74,83,-0.51,"GIRPercentageLess75yards",2013
78,78,"Charles Howell III",87,89.11,180,202,-0.62,"GIRPercentageLess75yards",2013
79,79,"Brian Harman",89,89.1,139,156,-0.61,"GIRPercentageLess75yards",2013
80,80,"Patrick Reed",83,89.01,162,182,-0.64,"GIRPercentageLess75yards",2013
81,81,"Carl Pettersson",82,88.97,129,145,-0.62,"GIRPercentageLess75yards",2013
82,82,"John Huh",88,88.95,153,172,-0.54,"GIRPercentageLess75yards",2013
83,83,"Chris Kirk",89,88.89,144,162,-0.65,"GIRPercentageLess75yards",2013
83,83,"Doug LaBelle II",72,88.89,80,90,-0.68,"GIRPercentageLess75yards",2013
83,83,"Justin Leonard",86,88.89,80,90,-0.61,"GIRPercentageLess75yards",2013
86,86,"Chad Campbell",78,88.74,134,151,-0.61,"GIRPercentageLess75yards",2013
87,87,"Rory Sabbatini",86,88.7,157,177,-0.7,"GIRPercentageLess75yards",2013
88,88,"Hunter Mahan",91,88.66,172,194,-0.6,"GIRPercentageLess75yards",2013
89,89,"Eric Meierdierks",48,88.64,78,88,-0.47,"GIRPercentageLess75yards",2013
90,90,"Jin Park",52,88.57,62,70,-0.69,"GIRPercentageLess75yards",2013
91,91,"Robert Garrigus",69,88.48,146,165,-0.55,"GIRPercentageLess75yards",2013
92,92,"Robert Streb",75,88.46,115,130,-0.56,"GIRPercentageLess75yards",2013
93,93,"Charlie Beljan",62,88.44,130,147,-0.59,"GIRPercentageLess75yards",2013
94,94,"Bob Estes",66,88.42,84,95,-0.67,"GIRPercentageLess75yards",2013
95,95,"Jerry Kelly",75,88.29,98,111,-0.56,"GIRPercentageLess75yards",2013
96,96,"Stephen Ames",49,88.24,60,68,-0.67,"GIRPercentageLess75yards",2013
96,96,"Nicolas Colsaerts",50,88.24,75,85,-0.61,"GIRPercentageLess75yards",2013
96,96,"Brad Fritsch",81,88.24,120,136,-0.63,"GIRPercentageLess75yards",2013
96,96,"Henrik Norlander",70,88.24,105,119,-0.69,"GIRPercentageLess75yards",2013
100,100,"Greg Chalmers",77,88.19,127,144,-0.63,"GIRPercentageLess75yards",2013
101,101,"Ben Kohles",75,88.17,82,93,-0.56,"GIRPercentageLess75yards",2013
102,102,"Ryo Ishikawa",72,88.14,104,118,-0.49,"GIRPercentageLess75yards",2013
103,103,"Charlie Wi",75,88.12,89,101,-0.64,"GIRPercentageLess75yards",2013
104,104,"Richard Lee",81,88.1,111,126,-0.55,"GIRPercentageLess75yards",2013
105,105,"Boo Weekley",100,88.02,169,192,-0.57,"GIRPercentageLess75yards",2013
106,106,"Ernie Els",63,87.96,95,108,-0.65,"GIRPercentageLess75yards",2013
107,107,"Charley Hoffman",84,87.89,167,190,-0.74,"GIRPercentageLess75yards",2013
108,108,"Vijay Singh",61,87.88,87,99,-0.54,"GIRPercentageLess75yards",2013
109,109,"Josh Teater",86,87.84,130,148,-0.65,"GIRPercentageLess75yards",2013
