"CareerMoneyLeaders_RANKTHISWEEK_2007","CareerMoneyLeaders_RANKLASTWEEK_2007","CareerMoneyLeaders_PLAYERNAME_2007","CareerMoneyLeaders__2007","CareerMoneyLeaders_MONEY_2007","stat_name","year"
1,1,"Tiger Woods",NA,76579376,"CareerMoneyLeaders",2007
2,2,"Vijay Singh",NA,54108218,"CareerMoneyLeaders",2007
3,3,"Phil Mickelson",NA,45334026,"CareerMoneyLeaders",2007
4,4,"Davis Love III",NA,35630313,"CareerMoneyLeaders",2007
5,5,"Jim Furyk",NA,35354112,"CareerMoneyLeaders",2007
6,6,"Ernie Els",NA,31126111,"CareerMoneyLeaders",2007
7,7,"David Toms",NA,27911952,"CareerMoneyLeaders",2007
8,8,"Justin Leonard",NA,23165917,"CareerMoneyLeaders",2007
9,9,"Mark Calcavecchia",NA,22296419,"CareerMoneyLeaders",2007
10,10,"Kenny Perry",NA,21532649,"CareerMoneyLeaders",2007
11,11,"Stewart Cink",NA,21076693,"CareerMoneyLeaders",2007
12,12,"Scott Verplank",NA,21070672,"CareerMoneyLeaders",2007
13,13,"Mike Weir",NA,20839988,"CareerMoneyLeaders",2007
14,14,"Stuart Appleby",NA,20709855,"CareerMoneyLeaders",2007
15,15,"Fred Funk",NA,20668565,"CareerMoneyLeaders",2007
16,16,"Nick Price",NA,20551208,"CareerMoneyLeaders",2007
17,17,"Tom Lehman",NA,19701862,"CareerMoneyLeaders",2007
18,18,"Chris DiMarco",NA,19660264,"CareerMoneyLeaders",2007
19,19,"Sergio Garcia",NA,19540777,"CareerMoneyLeaders",2007
20,20,"Fred Couples",NA,19172199,"CareerMoneyLeaders",2007
21,21,"Scott Hoch",NA,18487114,"CareerMoneyLeaders",2007
22,22,"Retief Goosen",NA,18275403,"CareerMoneyLeaders",2007
23,23,"Jeff Sluman",NA,18114866,"CareerMoneyLeaders",2007
24,24,"Brad Faxon",NA,17656554,"CareerMoneyLeaders",2007
25,25,"David Duval",NA,16754201,"CareerMoneyLeaders",2007
26,26,"Bob Estes",NA,16396106,"CareerMoneyLeaders",2007
27,27,"Jerry Kelly",NA,16395719,"CareerMoneyLeaders",2007
28,28,"Adam Scott",NA,16390401,"CareerMoneyLeaders",2007
29,29,"KJ Choi",NA,16118197,"CareerMoneyLeaders",2007
30,30,"Rory Sabbatini",NA,16056986,"CareerMoneyLeaders",2007
