"AveragePuttingDistanceAll1putts_RANKTHISWEEK_2006","AveragePuttingDistanceAll1putts_RANKLASTWEEK_2006","AveragePuttingDistanceAll1putts_PLAYERNAME_2006","AveragePuttingDistanceAll1putts_ROUNDS_2006","AveragePuttingDistanceAll1putts_AVG_2006","AveragePuttingDistanceAll1putts_DISTANCEFEET_2006","AveragePuttingDistanceAll1putts_TOTALPUTTS_2006","stat_name","year"
1,1,"Chris Smith",67,NA,3168.25,361,"AveragePuttingDistanceAll1putts",2006
2,2,"Richard Johnson",94,NA,4911.417,597,"AveragePuttingDistanceAll1putts",2006
2,2,"Tiger Woods",55,NA,2077.75,252,"AveragePuttingDistanceAll1putts",2006
4,4,"Brent Geiberger",99,NA,5180.75,636,"AveragePuttingDistanceAll1putts",2006
5,5,"David McKenzie",82,NA,3897.5,480,"AveragePuttingDistanceAll1putts",2006
5,5,"Ted Purdy",103,NA,4284.583,530,"AveragePuttingDistanceAll1putts",2006
5,5,"Brett Quigley",109,NA,5458.083,675,"AveragePuttingDistanceAll1putts",2006
8,8,"Craig Barlow",77,NA,3144.083,395,"AveragePuttingDistanceAll1putts",2006
8,8,"Ben Curtis",86,NA,3673.667,458,"AveragePuttingDistanceAll1putts",2006
8,8,"JJ Henry",96,NA,4019.917,503,"AveragePuttingDistanceAll1putts",2006
8,8,"Brandt Jobe",91,NA,3669,458,"AveragePuttingDistanceAll1putts",2006
8,8,"Kent Jones",103,NA,5042.25,631,"AveragePuttingDistanceAll1putts",2006
8,8,"Davis Love III",85,NA,3257.667,407,"AveragePuttingDistanceAll1putts",2006
14,14,"Briny Baird",81,NA,3615,457,"AveragePuttingDistanceAll1putts",2006
14,14,"Stewart Cink",93,NA,4280.167,541,"AveragePuttingDistanceAll1putts",2006
14,14,"Jose Maria Olazabal",62,NA,2102.667,266,"AveragePuttingDistanceAll1putts",2006
14,14,"Tom Pernice Jr",108,NA,5243.667,661,"AveragePuttingDistanceAll1putts",2006
14,14,"Mark Wilson",79,NA,4048.75,510,"AveragePuttingDistanceAll1putts",2006
19,19,"Jonathan Byrd",66,NA,3014.667,386,"AveragePuttingDistanceAll1putts",2006
19,19,"Ben Crane",85,NA,3613.333,461,"AveragePuttingDistanceAll1putts",2006
19,19,"David Duval",71,NA,2985.333,381,"AveragePuttingDistanceAll1putts",2006
19,19,"Mathew Goggin",72,NA,2953.417,378,"AveragePuttingDistanceAll1putts",2006
19,19,"David Howell",52,NA,1724.167,219,"AveragePuttingDistanceAll1putts",2006
19,19,"Vaughn Taylor",88,NA,4522,579,"AveragePuttingDistanceAll1putts",2006
25,25,"Stephen Ames",63,NA,2454.083,318,"AveragePuttingDistanceAll1putts",2006
25,25,"Steve Elkington",52,NA,2286.75,295,"AveragePuttingDistanceAll1putts",2006
25,25,"Jim Furyk",89,NA,3773.167,485,"AveragePuttingDistanceAll1putts",2006
25,25,"Tom Lehman",70,NA,2310.167,299,"AveragePuttingDistanceAll1putts",2006
25,25,"Arron Oberholser",82,NA,3339.5,429,"AveragePuttingDistanceAll1putts",2006
25,25,"Chris Riley",86,NA,4090.333,527,"AveragePuttingDistanceAll1putts",2006
25,25,"David Toms",76,NA,3476.917,448,"AveragePuttingDistanceAll1putts",2006
25,25,"Dean Wilson",115,NA,5296.917,682,"AveragePuttingDistanceAll1putts",2006
33,33,"Michael Connell",51,NA,2107.917,274,"AveragePuttingDistanceAll1putts",2006
33,33,"Hunter Mahan",98,NA,4601.25,600,"AveragePuttingDistanceAll1putts",2006
33,33,"Troy Matteson",101,NA,4452.083,583,"AveragePuttingDistanceAll1putts",2006
33,33,"Larry Mize",53,NA,2159.167,281,"AveragePuttingDistanceAll1putts",2006
33,33,"Mark OMeara",52,NA,2090,274,"AveragePuttingDistanceAll1putts",2006
38,38,"Arjun Atwal",97,NA,4485,592,"AveragePuttingDistanceAll1putts",2006
38,38,"John Cook",67,NA,2988.667,394,"AveragePuttingDistanceAll1putts",2006
38,38,"Brad Faxon",78,NA,4135.917,545,"AveragePuttingDistanceAll1putts",2006
38,38,"Carlos Franco",86,NA,3874.417,512,"AveragePuttingDistanceAll1putts",2006
38,38,"Sergio Garcia",59,NA,1978.167,260,"AveragePuttingDistanceAll1putts",2006
38,38,"Freddie Jacobson",56,NA,2912.5,385,"AveragePuttingDistanceAll1putts",2006
38,38,"John Senden",96,NA,3839.583,505,"AveragePuttingDistanceAll1putts",2006
38,38,"Heath Slocum",96,NA,3999.25,527,"AveragePuttingDistanceAll1putts",2006
46,46,"Robert Allenby",79,NA,3210.5,426,"AveragePuttingDistanceAll1putts",2006
46,46,"Olin Browne",108,NA,4636.75,619,"AveragePuttingDistanceAll1putts",2006
46,46,"JP Hayes",55,NA,2855.5,382,"AveragePuttingDistanceAll1putts",2006
46,46,"JB Holmes",81,NA,3288.333,438,"AveragePuttingDistanceAll1putts",2006
46,46,"John Huston",74,NA,3511.083,467,"AveragePuttingDistanceAll1putts",2006
46,46,"Jerry Kelly",100,NA,4290.417,574,"AveragePuttingDistanceAll1putts",2006
46,46,"Bernhard Langer",77,NA,3192.75,428,"AveragePuttingDistanceAll1putts",2006
46,46,"Jeff Maggert",81,NA,3325,441,"AveragePuttingDistanceAll1putts",2006
46,46,"Len Mattiace",59,NA,2920.167,388,"AveragePuttingDistanceAll1putts",2006
46,46,"Ryan Palmer",101,NA,4272.083,572,"AveragePuttingDistanceAll1putts",2006
46,46,"Corey Pavin",74,NA,2930.667,390,"AveragePuttingDistanceAll1putts",2006
46,46,"Tim Petrovic",95,NA,4407.167,589,"AveragePuttingDistanceAll1putts",2006
46,46,"John Rollins",93,NA,3812.833,508,"AveragePuttingDistanceAll1putts",2006
46,46,"Jason Schultz",77,NA,3280.833,439,"AveragePuttingDistanceAll1putts",2006
46,46,"Paul Stankowski",70,NA,3172.25,423,"AveragePuttingDistanceAll1putts",2006
46,46,"Vance Veazey",59,NA,2810.583,374,"AveragePuttingDistanceAll1putts",2006
62,62,"KJ Choi",93,NA,3874.333,522,"AveragePuttingDistanceAll1putts",2006
62,62,"Fred Couples",52,NA,1616.583,217,"AveragePuttingDistanceAll1putts",2006
62,62,"Nathan Green",108,NA,5293.333,714,"AveragePuttingDistanceAll1putts",2006
62,62,"Mathias Gronberg",92,NA,3944.5,534,"AveragePuttingDistanceAll1putts",2006
62,62,"Charles Howell III",96,NA,3866,523,"AveragePuttingDistanceAll1putts",2006
62,62,"Zach Johnson",98,NA,3909.167,528,"AveragePuttingDistanceAll1putts",2006
62,62,"Billy Mayfair",94,NA,3773.25,509,"AveragePuttingDistanceAll1putts",2006
62,62,"Kenny Perry",73,NA,2765,371,"AveragePuttingDistanceAll1putts",2006
62,62,"Adam Scott",70,NA,2575.917,348,"AveragePuttingDistanceAll1putts",2006
62,62,"Jerry Smith",94,NA,4315.417,585,"AveragePuttingDistanceAll1putts",2006
62,62,"Kevin Sutherland",100,NA,4304.333,583,"AveragePuttingDistanceAll1putts",2006
62,62,"Bob Tway",81,NA,3420.417,460,"AveragePuttingDistanceAll1putts",2006
62,62,"Bo Van Pelt",102,NA,4591.333,619,"AveragePuttingDistanceAll1putts",2006
75,75,"Brian Bateman",69,NA,2962.25,402,"AveragePuttingDistanceAll1putts",2006
75,75,"Rich Beem",85,NA,3256.583,446,"AveragePuttingDistanceAll1putts",2006
75,75,"Chad Campbell",91,NA,3322.5,453,"AveragePuttingDistanceAll1putts",2006
75,75,"Tim Clark",80,NA,3092.25,421,"AveragePuttingDistanceAll1putts",2006
75,75,"James Driscoll",80,NA,3978.833,540,"AveragePuttingDistanceAll1putts",2006
75,75,"Fred Funk",106,NA,4325.083,592,"AveragePuttingDistanceAll1putts",2006
