"AverageApproachDistanceBogeyorWorse_RANKTHISWEEK_2008","AverageApproachDistanceBogeyorWorse_RANKLASTWEEK_2008","AverageApproachDistanceBogeyorWorse_PLAYERNAME_2008","AverageApproachDistanceBogeyorWorse_ROUNDS_2008","AverageApproachDistanceBogeyorWorse_AVGYARDS_2008","AverageApproachDistanceBogeyorWorse_TOTALDISTANCEINCHES_2008","AverageApproachDistanceBogeyorWorse_NUMBEROFAPPROACHSHOTS_2008","stat_name","year"
1,1,"Andres Romero",69,148.4,881658,165,"AverageApproachDistanceBogeyorWorse",2008
2,2,"Tom Scherrer",56,150,745388,138,"AverageApproachDistanceBogeyorWorse",2008
3,3,"James Driscoll",85,151.1,1305537,240,"AverageApproachDistanceBogeyorWorse",2008
4,4,"Tommy Gainey",60,151.2,974581,179,"AverageApproachDistanceBogeyorWorse",2008
5,5,"Travis Perkins",53,151.3,887682,163,"AverageApproachDistanceBogeyorWorse",2008
6,6,"JB Holmes",86,151.4,1264512,232,"AverageApproachDistanceBogeyorWorse",2008
7,7,"Tommy Armour III",77,152.4,1146938,209,"AverageApproachDistanceBogeyorWorse",2008
8,8,"Steve Allan",58,152.8,863397,157,"AverageApproachDistanceBogeyorWorse",2008
9,9,"Marco Dawson",64,153.4,1010387,183,"AverageApproachDistanceBogeyorWorse",2008
10,10,"Retief Goosen",59,153.7,719202,130,"AverageApproachDistanceBogeyorWorse",2008
11,11,"Dustin Johnson",92,154.4,1556741,280,"AverageApproachDistanceBogeyorWorse",2008
12,12,"Bob Sowards",61,154.8,980620,176,"AverageApproachDistanceBogeyorWorse",2008
13,13,"Harrison Frazar",73,155.2,1078227,193,"AverageApproachDistanceBogeyorWorse",2008
14,14,"Martin Laird",98,155.7,1446185,258,"AverageApproachDistanceBogeyorWorse",2008
15,15,"Ryan Armour",87,155.8,1480504,264,"AverageApproachDistanceBogeyorWorse",2008
16,16,"David Lutterus",59,156.2,1090643,194,"AverageApproachDistanceBogeyorWorse",2008
17,17,"Will Ma Kenzie",62,156.3,1041289,185,"AverageApproachDistanceBogeyorWorse",2008
18,18,"Sean OHair",81,156.5,1149477,204,"AverageApproachDistanceBogeyorWorse",2008
19,19,"Jesper Parnevik",88,156.6,1352820,240,"AverageApproachDistanceBogeyorWorse",2008
20,20,"David Duval",51,156.7,913977,162,"AverageApproachDistanceBogeyorWorse",2008
21,21,"Robert Garrigus",90,157,1587987,281,"AverageApproachDistanceBogeyorWorse",2008
21,21,"Trevor Immelman",70,157,1028358,182,"AverageApproachDistanceBogeyorWorse",2008
21,21,"Jin Park",85,157,1373449,243,"AverageApproachDistanceBogeyorWorse",2008
21,21,"Ted Purdy",68,157,1051251,186,"AverageApproachDistanceBogeyorWorse",2008
25,25,"Steve Lowery",74,157.1,1345692,238,"AverageApproachDistanceBogeyorWorse",2008
26,26,"Mark Calcavecchia",67,157.4,1014494,179,"AverageApproachDistanceBogeyorWorse",2008
26,26,"Jason Day",81,157.4,1348954,238,"AverageApproachDistanceBogeyorWorse",2008
28,28,"Richard Johnson",77,157.6,1282362,226,"AverageApproachDistanceBogeyorWorse",2008
28,28,"Jon Mills",95,157.6,1475194,260,"AverageApproachDistanceBogeyorWorse",2008
28,28,"Rory Sabbatini",77,157.6,1083618,191,"AverageApproachDistanceBogeyorWorse",2008
31,31,"Mike Weir",88,157.7,913997,161,"AverageApproachDistanceBogeyorWorse",2008
32,32,"Davis Love III",78,157.9,1216347,214,"AverageApproachDistanceBogeyorWorse",2008
32,32,"Nicholas Thompson",113,157.9,1841366,324,"AverageApproachDistanceBogeyorWorse",2008
34,34,"Daniel Chopra",84,158,1200029,211,"AverageApproachDistanceBogeyorWorse",2008
34,34,"Stewart Cink",87,158,1040593,183,"AverageApproachDistanceBogeyorWorse",2008
34,34,"John Huston",56,158,739376,130,"AverageApproachDistanceBogeyorWorse",2008
37,37,"Mathias Gronberg",87,158.1,1639585,288,"AverageApproachDistanceBogeyorWorse",2008
37,37,"Lee Janzen",89,158.1,1348839,237,"AverageApproachDistanceBogeyorWorse",2008
39,39,"Brad Adamonis",87,158.2,1378645,242,"AverageApproachDistanceBogeyorWorse",2008
39,39,"Heath Slocum",104,158.2,1349752,237,"AverageApproachDistanceBogeyorWorse",2008
41,41,"Charley Hoffman",94,158.3,1475921,259,"AverageApproachDistanceBogeyorWorse",2008
42,42,"Jeff Overton",103,158.4,1625558,285,"AverageApproachDistanceBogeyorWorse",2008
43,43,"Adam Scott",51,158.6,633831,111,"AverageApproachDistanceBogeyorWorse",2008
43,43,"Chris Stroud",81,158.6,1141939,200,"AverageApproachDistanceBogeyorWorse",2008
45,45,"Anthony Kim",81,158.7,1039564,182,"AverageApproachDistanceBogeyorWorse",2008
45,45,"Billy Mayfair",103,158.7,1462340,256,"AverageApproachDistanceBogeyorWorse",2008
47,47,"Brett Rumford",72,158.8,1240167,217,"AverageApproachDistanceBogeyorWorse",2008
48,48,"John Senden",93,158.9,1332959,233,"AverageApproachDistanceBogeyorWorse",2008
49,49,"Nick Watney",96,159,1356628,237,"AverageApproachDistanceBogeyorWorse",2008
50,50,"Cameron Beckman",87,159.1,1329054,232,"AverageApproachDistanceBogeyorWorse",2008
51,51,"Jeff Gove",50,159.2,716378,125,"AverageApproachDistanceBogeyorWorse",2008
51,51,"Frank Lickliter II",107,159.2,1788394,312,"AverageApproachDistanceBogeyorWorse",2008
51,51,"Vaughn Taylor",103,159.2,1615702,282,"AverageApproachDistanceBogeyorWorse",2008
54,54,"Ben Curtis",80,159.3,957818,167,"AverageApproachDistanceBogeyorWorse",2008
54,54,"Kevin Stadler",90,159.3,1433731,250,"AverageApproachDistanceBogeyorWorse",2008
56,56,"Ernie Els",51,159.4,688716,120,"AverageApproachDistanceBogeyorWorse",2008
57,57,"Paul Claxton",63,159.6,936666,163,"AverageApproachDistanceBogeyorWorse",2008
57,57,"Bill Haas",99,159.6,1511376,263,"AverageApproachDistanceBogeyorWorse",2008
57,57,"Brandt Snedeker",85,159.6,1149169,200,"AverageApproachDistanceBogeyorWorse",2008
60,60,"Angel Cabrera",55,159.7,701318,122,"AverageApproachDistanceBogeyorWorse",2008
60,60,"Freddie Jacobson",78,159.7,1103932,192,"AverageApproachDistanceBogeyorWorse",2008
60,60,"Charles Warren",79,159.7,1546743,269,"AverageApproachDistanceBogeyorWorse",2008
63,63,"Tom Lehman",51,159.8,672948,117,"AverageApproachDistanceBogeyorWorse",2008
64,64,"John Mallinger",95,159.9,1450479,252,"AverageApproachDistanceBogeyorWorse",2008
65,65,"Todd Demsey",80,160,1249726,217,"AverageApproachDistanceBogeyorWorse",2008
65,65,"Tim Herron",97,160,1422933,247,"AverageApproachDistanceBogeyorWorse",2008
67,67,"Shigeki Maruyama",50,160.1,766548,133,"AverageApproachDistanceBogeyorWorse",2008
67,67,"Kenny Perry",97,160.1,1516177,263,"AverageApproachDistanceBogeyorWorse",2008
69,69,"Jeff Quinney",87,160.2,1262781,219,"AverageApproachDistanceBogeyorWorse",2008
70,70,"Jeff Maggert",86,160.3,1483452,257,"AverageApproachDistanceBogeyorWorse",2008
70,70,"Jim McGovern",75,160.3,1240436,215,"AverageApproachDistanceBogeyorWorse",2008
70,70,"Brenden Pappas",66,160.3,946263,164,"AverageApproachDistanceBogeyorWorse",2008
73,73,"Brad Elder",67,160.4,866124,150,"AverageApproachDistanceBogeyorWorse",2008
73,73,"JP Hayes",67,160.4,1212590,210,"AverageApproachDistanceBogeyorWorse",2008
