"FirstTeeLateRound2ScoringAverage_RANKTHISWEEK_2012","FirstTeeLateRound2ScoringAverage_RANKLASTWEEK_2012","FirstTeeLateRound2ScoringAverage_PLAYERNAME_2012","FirstTeeLateRound2ScoringAverage__2012","FirstTeeLateRound2ScoringAverage_AVG_2012","FirstTeeLateRound2ScoringAverage_TOTALSTROKES_2012","FirstTeeLateRound2ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Tom Gillis",NA,67.67,203,3,"FirstTeeLateRound2ScoringAverage",2012
1,1,"Mark Wilson",NA,67.67,203,3,"FirstTeeLateRound2ScoringAverage",2012
3,3,"Daniel Summerhays",NA,67.8,339,5,"FirstTeeLateRound2ScoringAverage",2012
4,4,"John Daly",NA,67.83,407,6,"FirstTeeLateRound2ScoringAverage",2012
5,5,"Jason Dufner",NA,68.29,478,7,"FirstTeeLateRound2ScoringAverage",2012
6,6,"Billy Horschel",NA,68.33,205,3,"FirstTeeLateRound2ScoringAverage",2012
6,6,"Ted Potter Jr",NA,68.33,205,3,"FirstTeeLateRound2ScoringAverage",2012
8,8,"Chris Kirk",NA,68.4,342,5,"FirstTeeLateRound2ScoringAverage",2012
9,9,"Jonathan Byrd",NA,68.5,137,2,"FirstTeeLateRound2ScoringAverage",2012
10,10,"Rocco Mediate",NA,68.6,343,5,"FirstTeeLateRound2ScoringAverage",2012
10,10,"Ryan Moore",NA,68.6,343,5,"FirstTeeLateRound2ScoringAverage",2012
12,12,"Webb Simpson",NA,68.63,549,8,"FirstTeeLateRound2ScoringAverage",2012
13,13,"Vijay Singh",NA,68.75,275,4,"FirstTeeLateRound2ScoringAverage",2012
13,13,"Cameron Tringale",NA,68.75,275,4,"FirstTeeLateRound2ScoringAverage",2012
15,15,"Matt Kuchar",NA,69,690,10,"FirstTeeLateRound2ScoringAverage",2012
15,15,"Brandt Snedeker",NA,69,483,7,"FirstTeeLateRound2ScoringAverage",2012
17,17,"Tiger Woods",NA,69.15,899,13,"FirstTeeLateRound2ScoringAverage",2012
18,18,"Bobby Gates",NA,69.17,415,6,"FirstTeeLateRound2ScoringAverage",2012
19,19,"Jason Kokrak",NA,69.22,623,9,"FirstTeeLateRound2ScoringAverage",2012
19,19,"Nick Watney",NA,69.22,623,9,"FirstTeeLateRound2ScoringAverage",2012
21,21,"Justin Rose",NA,69.33,416,6,"FirstTeeLateRound2ScoringAverage",2012
22,22,"Heath Slocum",NA,69.4,347,5,"FirstTeeLateRound2ScoringAverage",2012
23,23,"Charlie Beljan",NA,69.5,417,6,"FirstTeeLateRound2ScoringAverage",2012
23,23,"Kevin Stadler",NA,69.5,278,4,"FirstTeeLateRound2ScoringAverage",2012
25,25,"Chris Couch",NA,69.57,487,7,"FirstTeeLateRound2ScoringAverage",2012
26,26,"Sangmoon Bae",NA,69.6,348,5,"FirstTeeLateRound2ScoringAverage",2012
27,27,"Jim Furyk",NA,69.63,557,8,"FirstTeeLateRound2ScoringAverage",2012
27,27,"Adam Scott",NA,69.63,557,8,"FirstTeeLateRound2ScoringAverage",2012
29,29,"Will Claxton",NA,69.8,349,5,"FirstTeeLateRound2ScoringAverage",2012
29,29,"Garth Mulroy",NA,69.8,349,5,"FirstTeeLateRound2ScoringAverage",2012
29,29,"Bo Van Pelt",NA,69.8,349,5,"FirstTeeLateRound2ScoringAverage",2012
29,29,"Camilo Villegas",NA,69.8,698,10,"FirstTeeLateRound2ScoringAverage",2012
33,33,"Ken Duke",NA,69.83,419,6,"FirstTeeLateRound2ScoringAverage",2012
33,33,"Scott Dunlap",NA,69.83,419,6,"FirstTeeLateRound2ScoringAverage",2012
33,33,"Kevin Streelman",NA,69.83,419,6,"FirstTeeLateRound2ScoringAverage",2012
36,36,"Chad Campbell",NA,69.86,489,7,"FirstTeeLateRound2ScoringAverage",2012
36,36,"John Mallinger",NA,69.86,489,7,"FirstTeeLateRound2ScoringAverage",2012
38,38,"Zach Johnson",NA,69.89,629,9,"FirstTeeLateRound2ScoringAverage",2012
39,39,"Padraig Harrington",NA,70,490,7,"FirstTeeLateRound2ScoringAverage",2012
39,39,"Josh Teater",NA,70,560,8,"FirstTeeLateRound2ScoringAverage",2012
