"FirstTeeLateRound1ScoringAverage_RANKTHISWEEK_2014","FirstTeeLateRound1ScoringAverage_RANKLASTWEEK_2014","FirstTeeLateRound1ScoringAverage_PLAYERNAME_2014","FirstTeeLateRound1ScoringAverage__2014","FirstTeeLateRound1ScoringAverage_AVG_2014","FirstTeeLateRound1ScoringAverage_TOTALSTROKES_2014","FirstTeeLateRound1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
37,37,"Robert Streb",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2014
38,38,"Spencer Levin",NA,69.8,349,5,"FirstTeeLateRound1ScoringAverage",2014
38,38,"Brian Stuard",NA,69.8,349,5,"FirstTeeLateRound1ScoringAverage",2014
40,40,"Brian Harman",NA,69.82,768,11,"FirstTeeLateRound1ScoringAverage",2014
41,41,"Davis Love III",NA,69.89,629,9,"FirstTeeLateRound1ScoringAverage",2014
42,42,"William McGirt",NA,69.91,769,11,"FirstTeeLateRound1ScoringAverage",2014
43,43,"Jim Furyk",NA,70,560,8,"FirstTeeLateRound1ScoringAverage",2014
43,43,"Sergio Garcia",NA,70,490,7,"FirstTeeLateRound1ScoringAverage",2014
43,43,"Geoff Ogilvy",NA,70,70,1,"FirstTeeLateRound1ScoringAverage",2014
43,43,"Louis Oosthuizen",NA,70,140,2,"FirstTeeLateRound1ScoringAverage",2014
43,43,"Johnson Wagner",NA,70,210,3,"FirstTeeLateRound1ScoringAverage",2014
43,43,"Tim Wilkinson",NA,70,490,7,"FirstTeeLateRound1ScoringAverage",2014
49,49,"Aaron Baddeley",NA,70.2,351,5,"FirstTeeLateRound1ScoringAverage",2014
49,49,"Martin Laird",NA,70.2,351,5,"FirstTeeLateRound1ScoringAverage",2014
51,51,"Hideki Matsuyama",NA,70.25,281,4,"FirstTeeLateRound1ScoringAverage",2014
51,51,"Bubba Watson",NA,70.25,843,12,"FirstTeeLateRound1ScoringAverage",2014
53,53,"Jason Dufner",NA,70.29,492,7,"FirstTeeLateRound1ScoringAverage",2014
54,54,"Luke Guthrie",NA,70.3,703,10,"FirstTeeLateRound1ScoringAverage",2014
55,55,"Stewart Cink",NA,70.33,211,3,"FirstTeeLateRound1ScoringAverage",2014
55,55,"Tommy Gainey",NA,70.33,422,6,"FirstTeeLateRound1ScoringAverage",2014
55,55,"Marc Leishman",NA,70.33,422,6,"FirstTeeLateRound1ScoringAverage",2014
55,55,"Gary Woodland",NA,70.33,422,6,"FirstTeeLateRound1ScoringAverage",2014
59,59,"Chad Collins",NA,70.43,493,7,"FirstTeeLateRound1ScoringAverage",2014
60,60,"Justin Hicks",NA,70.5,564,8,"FirstTeeLateRound1ScoringAverage",2014
60,60,"DH Lee",NA,70.5,141,2,"FirstTeeLateRound1ScoringAverage",2014
62,62,"Chad Campbell",NA,70.57,494,7,"FirstTeeLateRound1ScoringAverage",2014
63,63,"Retief Goosen",NA,70.6,353,5,"FirstTeeLateRound1ScoringAverage",2014
64,64,"Chris Stroud",NA,70.63,565,8,"FirstTeeLateRound1ScoringAverage",2014
65,65,"Ian Poulter",NA,70.67,212,3,"FirstTeeLateRound1ScoringAverage",2014
65,65,"Josh Teater",NA,70.67,424,6,"FirstTeeLateRound1ScoringAverage",2014
67,67,"Jerry Kelly",NA,70.71,495,7,"FirstTeeLateRound1ScoringAverage",2014
67,67,"John Rollins",NA,70.71,495,7,"FirstTeeLateRound1ScoringAverage",2014
67,67,"Henrik Stenson",NA,70.71,495,7,"FirstTeeLateRound1ScoringAverage",2014
67,67,"Lee Westwood",NA,70.71,495,7,"FirstTeeLateRound1ScoringAverage",2014
71,71,"Michael Putnam",NA,70.75,566,8,"FirstTeeLateRound1ScoringAverage",2014
71,71,"Mike Weir",NA,70.75,566,8,"FirstTeeLateRound1ScoringAverage",2014
73,73,"Jonathan Byrd",NA,70.8,354,5,"FirstTeeLateRound1ScoringAverage",2014
73,73,"Brendon Todd",NA,70.8,708,10,"FirstTeeLateRound1ScoringAverage",2014
75,75,"Webb Simpson",NA,70.83,850,12,"FirstTeeLateRound1ScoringAverage",2014
75,75,"Bo Van Pelt",NA,70.83,425,6,"FirstTeeLateRound1ScoringAverage",2014
77,77,"Martin Kaymer",NA,70.86,496,7,"FirstTeeLateRound1ScoringAverage",2014
77,77,"John Senden",NA,70.86,496,7,"FirstTeeLateRound1ScoringAverage",2014
79,79,"Billy Hurley III",NA,70.89,638,9,"FirstTeeLateRound1ScoringAverage",2014
79,79,"Adam Scott",NA,70.89,638,9,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Angel Cabrera",NA,71,426,6,"FirstTeeLateRound1ScoringAverage",2014
81,81,"John Huh",NA,71,213,3,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Bronson La Cassie",NA,71,142,2,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Will Ma Kenzie",NA,71,284,4,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Kevin Na",NA,71,426,6,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Andres Romero",NA,71,355,5,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Charl Schwartzel",NA,71,142,2,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Cameron Tringale",NA,71,639,9,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Tyrone Van Aswegen",NA,71,355,5,"FirstTeeLateRound1ScoringAverage",2014
81,81,"Charlie Wi",NA,71,639,9,"FirstTeeLateRound1ScoringAverage",2014
91,91,"Justin Rose",NA,71.11,640,9,"FirstTeeLateRound1ScoringAverage",2014
92,92,"Graham DeLaet",NA,71.14,498,7,"FirstTeeLateRound1ScoringAverage",2014
92,92,"Justin Leonard",NA,71.14,498,7,"FirstTeeLateRound1ScoringAverage",2014
94,94,"Greg Chalmers",NA,71.17,427,6,"FirstTeeLateRound1ScoringAverage",2014
94,94,"Dustin Johnson",NA,71.17,427,6,"FirstTeeLateRound1ScoringAverage",2014
94,94,"Camilo Villegas",NA,71.17,427,6,"FirstTeeLateRound1ScoringAverage",2014
97,97,"Robert Allenby",NA,71.2,356,5,"FirstTeeLateRound1ScoringAverage",2014
97,97,"Russell Knox",NA,71.2,356,5,"FirstTeeLateRound1ScoringAverage",2014
97,97,"Jeff Overton",NA,71.2,356,5,"FirstTeeLateRound1ScoringAverage",2014
100,100,"Jonas Blixt",NA,71.25,285,4,"FirstTeeLateRound1ScoringAverage",2014
101,101,"Bud Cauley",NA,71.29,499,7,"FirstTeeLateRound1ScoringAverage",2014
101,101,"Daniel Summerhays",NA,71.29,499,7,"FirstTeeLateRound1ScoringAverage",2014
101,101,"Kevin Tway",NA,71.29,499,7,"FirstTeeLateRound1ScoringAverage",2014
104,104,"Brandt Snedeker",NA,71.3,713,10,"FirstTeeLateRound1ScoringAverage",2014
105,105,"Danny Lee",NA,71.33,428,6,"FirstTeeLateRound1ScoringAverage",2014
105,105,"Jim Renner",NA,71.33,642,9,"FirstTeeLateRound1ScoringAverage",2014
107,107,"Keegan Bradley",NA,71.4,714,10,"FirstTeeLateRound1ScoringAverage",2014
107,107,"Ted Potter Jr",NA,71.4,357,5,"FirstTeeLateRound1ScoringAverage",2014
109,109,"Freddie Jacobson",NA,71.43,500,7,"FirstTeeLateRound1ScoringAverage",2014
110,110,"Morgan Hoffmann",NA,71.45,786,11,"FirstTeeLateRound1ScoringAverage",2014
110,110,"David Lingmerth",NA,71.45,786,11,"FirstTeeLateRound1ScoringAverage",2014
112,112,"Tim Clark",NA,71.5,572,8,"FirstTeeLateRound1ScoringAverage",2014
112,112,"Ben Crane",NA,71.5,429,6,"FirstTeeLateRound1ScoringAverage",2014
112,112,"Charles Howell III",NA,71.5,143,2,"FirstTeeLateRound1ScoringAverage",2014
112,112,"Vijay Singh",NA,71.5,286,4,"FirstTeeLateRound1ScoringAverage",2014
116,116,"Rickie Fowler",NA,71.56,644,9,"FirstTeeLateRound1ScoringAverage",2014
117,117,"Brice Garnett",NA,71.6,358,5,"FirstTeeLateRound1ScoringAverage",2014
118,118,"Brian Gay",NA,71.63,573,8,"FirstTeeLateRound1ScoringAverage",2014
119,119,"DA Points",NA,71.7,717,10,"FirstTeeLateRound1ScoringAverage",2014
120,120,"John Merrick",NA,71.71,502,7,"FirstTeeLateRound1ScoringAverage",2014
121,121,"John Peterson",NA,71.75,574,8,"FirstTeeLateRound1ScoringAverage",2014
121,121,"Hudson Swafford",NA,71.75,574,8,"FirstTeeLateRound1ScoringAverage",2014
123,123,"Stuart Appleby",NA,71.8,359,5,"FirstTeeLateRound1ScoringAverage",2014
124,124,"Seung Yul Noh",NA,71.83,431,6,"FirstTeeLateRound1ScoringAverage",2014
124,124,"Brendan Steele",NA,71.83,431,6,"FirstTeeLateRound1ScoringAverage",2014
126,126,"Andrew Svoboda",NA,71.86,503,7,"FirstTeeLateRound1ScoringAverage",2014
127,127,"Kevin Chappell",NA,71.88,575,8,"FirstTeeLateRound1ScoringAverage",2014
128,128,"James Hahn",NA,71.89,647,9,"FirstTeeLateRound1ScoringAverage",2014
129,129,"Gonzalo Fdez Castano",NA,71.9,719,10,"FirstTeeLateRound1ScoringAverage",2014
130,130,"Brendon de Jonge",NA,72,504,7,"FirstTeeLateRound1ScoringAverage",2014
130,130,"Lucas Glover",NA,72,288,4,"FirstTeeLateRound1ScoringAverage",2014
130,130,"Jeff Maggert",NA,72,360,5,"FirstTeeLateRound1ScoringAverage",2014
130,130,"Hunter Mahan",NA,72,288,4,"FirstTeeLateRound1ScoringAverage",2014
130,130,"Mark Wilson",NA,72,288,4,"FirstTeeLateRound1ScoringAverage",2014
135,135,"Erik Compton",NA,72.13,577,8,"FirstTeeLateRound1ScoringAverage",2014
136,136,"Jason Bohn",NA,72.14,505,7,"FirstTeeLateRound1ScoringAverage",2014
136,136,"Bryce Molder",NA,72.14,505,7,"FirstTeeLateRound1ScoringAverage",2014
138,138,"Charlie Beljan",NA,72.17,433,6,"FirstTeeLateRound1ScoringAverage",2014
138,138,"Phil Mickelson",NA,72.17,433,6,"FirstTeeLateRound1ScoringAverage",2014
138,138,"Kevin Streelman",NA,72.17,433,6,"FirstTeeLateRound1ScoringAverage",2014
141,141,"Steven Bowditch",NA,72.2,361,5,"FirstTeeLateRound1ScoringAverage",2014
141,141,"Jason Day",NA,72.2,361,5,"FirstTeeLateRound1ScoringAverage",2014
141,141,"Luke Donald",NA,72.2,361,5,"FirstTeeLateRound1ScoringAverage",2014
141,141,"Billy Horschel",NA,72.2,722,10,"FirstTeeLateRound1ScoringAverage",2014
145,145,"Sean OHair",NA,72.22,650,9,"FirstTeeLateRound1ScoringAverage",2014
146,146,"Chesson Hadley",NA,72.33,434,6,"FirstTeeLateRound1ScoringAverage",2014
146,146,"Kyle Stanley",NA,72.33,434,6,"FirstTeeLateRound1ScoringAverage",2014
146,146,"Jimmy Walker",NA,72.33,651,9,"FirstTeeLateRound1ScoringAverage",2014
149,149,"Patrick Reed",NA,72.38,579,8,"FirstTeeLateRound1ScoringAverage",2014
150,150,"Nick Watney",NA,72.4,362,5,"FirstTeeLateRound1ScoringAverage",2014
151,151,"Derek Ernst",NA,72.43,507,7,"FirstTeeLateRound1ScoringAverage",2014
152,152,"Briny Baird",NA,72.67,218,3,"FirstTeeLateRound1ScoringAverage",2014
152,152,"Brian Davis",NA,72.67,218,3,"FirstTeeLateRound1ScoringAverage",2014
152,152,"Matt Jones",NA,72.67,218,3,"FirstTeeLateRound1ScoringAverage",2014
152,152,"Carl Pettersson",NA,72.67,218,3,"FirstTeeLateRound1ScoringAverage",2014
152,152,"Kevin Stadler",NA,72.67,218,3,"FirstTeeLateRound1ScoringAverage",2014
157,157,"Scott Brown",NA,72.75,291,4,"FirstTeeLateRound1ScoringAverage",2014
157,157,"Russell Henley",NA,72.75,291,4,"FirstTeeLateRound1ScoringAverage",2014
157,157,"Troy Matteson",NA,72.75,291,4,"FirstTeeLateRound1ScoringAverage",2014
160,160,"Ryan Moore",NA,72.8,364,5,"FirstTeeLateRound1ScoringAverage",2014
161,161,"YE Yang",NA,72.83,874,12,"FirstTeeLateRound1ScoringAverage",2014
162,162,"Ryo Ishikawa",NA,72.91,802,11,"FirstTeeLateRound1ScoringAverage",2014
163,163,"Roberto Castro",NA,73,292,4,"FirstTeeLateRound1ScoringAverage",2014
163,163,"Robert Garrigus",NA,73,219,3,"FirstTeeLateRound1ScoringAverage",2014
163,163,"Troy Merritt",NA,73,292,4,"FirstTeeLateRound1ScoringAverage",2014
163,163,"Heath Slocum",NA,73,146,2,"FirstTeeLateRound1ScoringAverage",2014
167,167,"Michael Thompson",NA,73.2,366,5,"FirstTeeLateRound1ScoringAverage",2014
168,168,"Scott Stallings",NA,73.25,293,4,"FirstTeeLateRound1ScoringAverage",2014
169,169,"Rory Sabbatini",NA,73.33,440,6,"FirstTeeLateRound1ScoringAverage",2014
170,170,"Nicholas Thompson",NA,73.57,515,7,"FirstTeeLateRound1ScoringAverage",2014
171,171,"James Driscoll",NA,73.86,517,7,"FirstTeeLateRound1ScoringAverage",2014
172,172,"Ernie Els",NA,73.88,591,8,"FirstTeeLateRound1ScoringAverage",2014
173,173,"Woody Austin",NA,74,370,5,"FirstTeeLateRound1ScoringAverage",2014
173,173,"Ben Curtis",NA,74,370,5,"FirstTeeLateRound1ScoringAverage",2014
173,173,"Trevor Immelman",NA,74,444,6,"FirstTeeLateRound1ScoringAverage",2014
173,173,"George McNeill",NA,74,296,4,"FirstTeeLateRound1ScoringAverage",2014
177,177,"Brad Fritsch",NA,75.4,377,5,"FirstTeeLateRound1ScoringAverage",2014
