"Scrambling2030ydsRTPScore_RANKTHISWEEK_2009","Scrambling2030ydsRTPScore_RANKLASTWEEK_2009","Scrambling2030ydsRTPScore_PLAYERNAME_2009","Scrambling2030ydsRTPScore_ROUNDS_2009","Scrambling2030ydsRTPScore_AVGRTP_2009","Scrambling2030ydsRTPScore_TOTALHOLES_2009","Scrambling2030ydsRTPScore_TOTALRTP_2009","stat_name","year"
1,1,"Tiger Woods",64,0.25,40,10,"Scrambling2030ydsRTPScore",2009
2,2,"Padraig Harrington",66,0.262,61,16,"Scrambling2030ydsRTPScore",2009
3,3,"Matt Jones",56,0.326,43,14,"Scrambling2030ydsRTPScore",2009
4,4,"Matt Kuchar",82,0.354,65,23,"Scrambling2030ydsRTPScore",2009
5,5,"Andres Romero",58,0.361,36,13,"Scrambling2030ydsRTPScore",2009
6,6,"Mike Weir",85,0.365,74,27,"Scrambling2030ydsRTPScore",2009
7,7,"Luke Donald",79,0.371,70,26,"Scrambling2030ydsRTPScore",2009
8,8,"Chris Riley",77,0.373,83,31,"Scrambling2030ydsRTPScore",2009
9,9,"Webb Simpson",94,0.374,123,46,"Scrambling2030ydsRTPScore",2009
10,10,"Brian Gay",96,0.387,111,43,"Scrambling2030ydsRTPScore",2009
11,11,"Freddie Jacobson",83,0.39,77,30,"Scrambling2030ydsRTPScore",2009
12,12,"Vijay Singh",71,0.393,56,22,"Scrambling2030ydsRTPScore",2009
13,13,"Michael Letzig",96,0.395,86,34,"Scrambling2030ydsRTPScore",2009
14,14,"Jason Dufner",90,0.403,72,29,"Scrambling2030ydsRTPScore",2009
15,15,"Kevin Sutherland",96,0.409,88,36,"Scrambling2030ydsRTPScore",2009
16,16,"Tom Pernice Jr",82,0.41,78,32,"Scrambling2030ydsRTPScore",2009
17,17,"Ryuji Imada",85,0.415,94,39,"Scrambling2030ydsRTPScore",2009
18,18,"Scott McCarron",91,0.416,89,37,"Scrambling2030ydsRTPScore",2009
19,19,"Kenny Perry",92,0.418,79,33,"Scrambling2030ydsRTPScore",2009
20,20,"Jim Furyk",86,0.42,69,29,"Scrambling2030ydsRTPScore",2009
20,20,"Tim Petrovic",97,0.42,100,42,"Scrambling2030ydsRTPScore",2009
22,22,"Jimmy Walker",74,0.424,85,36,"Scrambling2030ydsRTPScore",2009
23,23,"Jeff Overton",92,0.427,103,44,"Scrambling2030ydsRTPScore",2009
23,23,"Aron Price",89,0.427,96,41,"Scrambling2030ydsRTPScore",2009
25,25,"Matt Weibring",65,0.429,56,24,"Scrambling2030ydsRTPScore",2009
26,26,"Aaron Baddeley",66,0.43,86,37,"Scrambling2030ydsRTPScore",2009
27,27,"Scott Verplank",88,0.432,88,38,"Scrambling2030ydsRTPScore",2009
28,28,"Justin Leonard",95,0.435,85,37,"Scrambling2030ydsRTPScore",2009
29,29,"Briny Baird",89,0.436,78,34,"Scrambling2030ydsRTPScore",2009
30,30,"Kevin Na",91,0.438,89,39,"Scrambling2030ydsRTPScore",2009
31,31,"Ken Duke",87,0.439,82,36,"Scrambling2030ydsRTPScore",2009
31,31,"JJ Henry",97,0.439,82,36,"Scrambling2030ydsRTPScore",2009
31,31,"Corey Pavin",73,0.439,66,29,"Scrambling2030ydsRTPScore",2009
34,34,"Dean Wilson",81,0.44,75,33,"Scrambling2030ydsRTPScore",2009
35,35,"Ernie Els",70,0.447,38,17,"Scrambling2030ydsRTPScore",2009
36,36,"David Toms",98,0.448,67,30,"Scrambling2030ydsRTPScore",2009
37,37,"Tommy Armour III",58,0.452,62,28,"Scrambling2030ydsRTPScore",2009
38,38,"Stuart Appleby",79,0.453,75,34,"Scrambling2030ydsRTPScore",2009
39,39,"Spencer Levin",75,0.458,72,33,"Scrambling2030ydsRTPScore",2009
39,39,"Ian Poulter",59,0.458,48,22,"Scrambling2030ydsRTPScore",2009
41,41,"John Rollins",92,0.459,85,39,"Scrambling2030ydsRTPScore",2009
42,42,"Martin Laird",72,0.46,50,23,"Scrambling2030ydsRTPScore",2009
43,43,"Patrick Sheehan",51,0.464,28,13,"Scrambling2030ydsRTPScore",2009
44,44,"Mark Wilson",99,0.465,101,47,"Scrambling2030ydsRTPScore",2009
45,45,"Justin Rose",71,0.467,60,28,"Scrambling2030ydsRTPScore",2009
46,46,"Todd Hamilton",83,0.471,87,41,"Scrambling2030ydsRTPScore",2009
47,47,"Tim Clark",81,0.475,61,29,"Scrambling2030ydsRTPScore",2009
48,48,"Nathan Green",104,0.478,113,54,"Scrambling2030ydsRTPScore",2009
48,48,"Tim Herron",87,0.478,90,43,"Scrambling2030ydsRTPScore",2009
50,50,"Bob Heintz",59,0.482,56,27,"Scrambling2030ydsRTPScore",2009
51,51,"Robert Allenby",71,0.483,58,28,"Scrambling2030ydsRTPScore",2009
51,51,"Jerry Kelly",90,0.483,89,43,"Scrambling2030ydsRTPScore",2009
51,51,"Phil Mickelson",66,0.483,58,28,"Scrambling2030ydsRTPScore",2009
54,54,"Alex Cejka",82,0.485,68,33,"Scrambling2030ydsRTPScore",2009
54,54,"Chris DiMarco",97,0.485,97,47,"Scrambling2030ydsRTPScore",2009
56,56,"Bo Van Pelt",100,0.487,78,38,"Scrambling2030ydsRTPScore",2009
57,57,"Kevin Stadler",65,0.489,45,22,"Scrambling2030ydsRTPScore",2009
58,58,"Chad Campbell",90,0.49,51,25,"Scrambling2030ydsRTPScore",2009
59,59,"Geoff Ogilvy",78,0.491,57,28,"Scrambling2030ydsRTPScore",2009
60,60,"Mark Calcavecchia",72,0.5,72,36,"Scrambling2030ydsRTPScore",2009
60,60,"Greg Chalmers",85,0.5,80,40,"Scrambling2030ydsRTPScore",2009
60,60,"Bob Estes",78,0.5,78,39,"Scrambling2030ydsRTPScore",2009
60,60,"Richard Johnson",85,0.5,88,44,"Scrambling2030ydsRTPScore",2009
60,60,"Parker McLachlin",71,0.5,108,54,"Scrambling2030ydsRTPScore",2009
60,60,"Sean OHair",80,0.5,62,31,"Scrambling2030ydsRTPScore",2009
60,60,"Nick OHern",90,0.5,82,41,"Scrambling2030ydsRTPScore",2009
60,60,"Brian Vranesh",51,0.5,52,26,"Scrambling2030ydsRTPScore",2009
60,60,"Casey Wittenberg",71,0.5,64,32,"Scrambling2030ydsRTPScore",2009
69,69,"Jeff Klauk",97,0.504,113,57,"Scrambling2030ydsRTPScore",2009
70,70,"Ben Crane",93,0.505,93,47,"Scrambling2030ydsRTPScore",2009
71,71,"Lee Janzen",74,0.506,77,39,"Scrambling2030ydsRTPScore",2009
71,71,"Rory Sabbatini",81,0.506,79,40,"Scrambling2030ydsRTPScore",2009
73,73,"Paul Goydos",79,0.507,69,35,"Scrambling2030ydsRTPScore",2009
74,74,"Brad Adamonis",70,0.508,63,32,"Scrambling2030ydsRTPScore",2009
75,75,"Steve Stricker",81,0.509,57,29,"Scrambling2030ydsRTPScore",2009
76,76,"Jason Day",61,0.51,51,26,"Scrambling2030ydsRTPScore",2009
76,76,"Retief Goosen",74,0.51,49,25,"Scrambling2030ydsRTPScore",2009
76,76,"Joe Ogilvie",85,0.51,96,49,"Scrambling2030ydsRTPScore",2009
76,76,"Bubba Watson",73,0.51,51,26,"Scrambling2030ydsRTPScore",2009
80,80,"Jeff Quinney",78,0.512,86,44,"Scrambling2030ydsRTPScore",2009
81,81,"Bill Lunde",83,0.514,74,38,"Scrambling2030ydsRTPScore",2009
81,81,"Steve Marino",98,0.514,70,36,"Scrambling2030ydsRTPScore",2009
81,81,"John Merrick",91,0.514,70,36,"Scrambling2030ydsRTPScore",2009
84,84,"Rocco Mediate",79,0.515,66,34,"Scrambling2030ydsRTPScore",2009
85,85,"David Mathis",82,0.517,87,45,"Scrambling2030ydsRTPScore",2009
85,85,"Bryce Molder",69,0.517,58,30,"Scrambling2030ydsRTPScore",2009
87,87,"Jarrod Lyle",65,0.518,56,29,"Scrambling2030ydsRTPScore",2009
87,87,"DA Points",99,0.518,83,43,"Scrambling2030ydsRTPScore",2009
89,89,"Brad Faxon",59,0.52,100,52,"Scrambling2030ydsRTPScore",2009
90,90,"Cameron Beckman",87,0.521,73,38,"Scrambling2030ydsRTPScore",2009
90,90,"Dustin Johnson",85,0.521,48,25,"Scrambling2030ydsRTPScore",2009
90,90,"Ryan Palmer",78,0.521,71,37,"Scrambling2030ydsRTPScore",2009
93,93,"Steve Lowery",83,0.522,90,47,"Scrambling2030ydsRTPScore",2009
94,94,"Mark Brooks",55,0.523,44,23,"Scrambling2030ydsRTPScore",2009
95,95,"Bart Bryant",58,0.528,72,38,"Scrambling2030ydsRTPScore",2009
96,96,"Ryan Moore",89,0.529,85,45,"Scrambling2030ydsRTPScore",2009
96,96,"James Nitties",86,0.529,85,45,"Scrambling2030ydsRTPScore",2009
98,98,"Ben Curtis",63,0.53,66,35,"Scrambling2030ydsRTPScore",2009
98,98,"Anthony Kim",76,0.53,83,44,"Scrambling2030ydsRTPScore",2009
98,98,"Pat Perez",74,0.53,66,35,"Scrambling2030ydsRTPScore",2009
101,101,"KJ Choi",65,0.533,45,24,"Scrambling2030ydsRTPScore",2009
101,101,"Brandt Snedeker",81,0.533,60,32,"Scrambling2030ydsRTPScore",2009
103,103,"Zach Johnson",94,0.536,69,37,"Scrambling2030ydsRTPScore",2009
103,103,"Nicholas Thompson",96,0.536,97,52,"Scrambling2030ydsRTPScore",2009
105,105,"Rod Pampling",72,0.537,67,36,"Scrambling2030ydsRTPScore",2009
106,106,"Derek Fathauer",63,0.538,65,35,"Scrambling2030ydsRTPScore",2009
106,106,"Charlie Wi",92,0.538,91,49,"Scrambling2030ydsRTPScore",2009
