"ProximitytoHolefrom_RANKTHISWEEK_2011","ProximitytoHolefrom_RANKLASTWEEK_2011","ProximitytoHolefrom_PLAYERNAME_2011","ProximitytoHolefrom_ROUNDS_2011","ProximitytoHolefrom_AVGDTP_2011","ProximitytoHolefrom_TOTALDISTANCEFEET_2011","ProximitytoHolefrom_OFSHOTS_2011","ProximitytoHolefrom_SCRAMBLINGRANK_2011","stat_name","year"
1,1,"Briny Baird",60,NA,167.5,64,46,"ProximitytoHolefrom",2011
2,2,"Jonathan Byrd",83,NA,271.75,103,106,"ProximitytoHolefrom",2011
2,2,"Brian Gay",90,NA,283.917,105,7,"ProximitytoHolefrom",2011
2,2,"Nick Watney",80,NA,255.833,97,12,"ProximitytoHolefrom",2011
5,5,"Andres Gonzales",60,NA,212.833,77,169,"ProximitytoHolefrom",2011
5,5,"Scott Gutschewski",67,NA,258.083,95,115,"ProximitytoHolefrom",2011
5,5,"Steve Stricker",70,NA,203.917,74,2,"ProximitytoHolefrom",2011
8,8,"Bill Haas",93,NA,269.667,95,79,"ProximitytoHolefrom",2011
8,8,"Freddie Jacobson",92,NA,345.083,123,34,"ProximitytoHolefrom",2011
10,10,"Aaron Baddeley",77,NA,247.25,84,55,"ProximitytoHolefrom",2011
10,10,"Angel Cabrera",50,NA,155.5,53,176,"ProximitytoHolefrom",2011
10,10,"Alex Cejka",59,NA,227.583,79,111,"ProximitytoHolefrom",2011
10,10,"Stewart Cink",72,NA,292.5,100,107,"ProximitytoHolefrom",2011
10,10,"Steve Flesch",88,NA,360.5,124,108,"ProximitytoHolefrom",2011
10,10,"Charley Hoffman",93,NA,352.25,120,163,"ProximitytoHolefrom",2011
10,10,"Vaughn Taylor",89,NA,411.5,143,72,"ProximitytoHolefrom",2011
17,17,"Michael Bradley",74,NA,203.25,68,179,"ProximitytoHolefrom",2011
17,17,"Jason Day",76,NA,278.167,94,3,"ProximitytoHolefrom",2011
17,17,"Trevor Immelman",84,NA,246.083,82,89,"ProximitytoHolefrom",2011
17,17,"Nick OHern",89,NA,346.667,115,58,"ProximitytoHolefrom",2011
17,17,"David Toms",78,NA,285.667,94,25,"ProximitytoHolefrom",2011
22,22,"Cameron Beckman",71,NA,289.25,95,113,"ProximitytoHolefrom",2011
22,22,"Jason Bohn",74,NA,358.167,116,83,"ProximitytoHolefrom",2011
