"ProximitytoHolefrom_RANKTHISWEEK_2011","ProximitytoHolefrom_RANKLASTWEEK_2011","ProximitytoHolefrom_PLAYERNAME_2011","ProximitytoHolefrom_ROUNDS_2011","ProximitytoHolefrom_AVGDTP_2011","ProximitytoHolefrom_TOTALDISTANCEFEET_2011","ProximitytoHolefrom_OFSHOTS_2011","ProximitytoHolefrom_SCRAMBLINGRANK_2011","stat_name","year"
22,22,"Robert Karlsson",61,NA,265.333,85,40,"ProximitytoHolefrom",2011
22,22,"Billy Mayfair",94,NA,417.25,135,27,"ProximitytoHolefrom",2011
22,22,"Chris Riley",76,NA,277.417,91,20,"ProximitytoHolefrom",2011
22,22,"Kyle Stanley",98,NA,463.083,150,156,"ProximitytoHolefrom",2011
28,28,"Ricky Barnes",78,NA,347.333,111,117,"ProximitytoHolefrom",2011
28,28,"Greg Chalmers",88,NA,418.25,132,1,"ProximitytoHolefrom",2011
28,28,"Michael Connell",76,NA,367.083,116,30,"ProximitytoHolefrom",2011
28,28,"Chris DiMarco",93,NA,477.5,149,39,"ProximitytoHolefrom",2011
28,28,"James Driscoll",71,NA,278.417,87,112,"ProximitytoHolefrom",2011
28,28,"Ernie Els",71,NA,299.167,94,182,"ProximitytoHolefrom",2011
28,28,"Jim Furyk",87,NA,333.417,105,76,"ProximitytoHolefrom",2011
28,28,"Lucas Glover",74,NA,314.667,99,162,"ProximitytoHolefrom",2011
28,28,"Hunter Haas",96,NA,402.25,126,48,"ProximitytoHolefrom",2011
28,28,"JP Hayes",56,NA,289.167,92,80,"ProximitytoHolefrom",2011
28,28,"Sung Kang",63,NA,264.75,83,115,"ProximitytoHolefrom",2011
28,28,"Scott McCarron",65,NA,279.833,88,36,"ProximitytoHolefrom",2011
28,28,"Ryan Moore",79,NA,385.917,123,45,"ProximitytoHolefrom",2011
28,28,"Ryan Palmer",82,NA,422.5,132,47,"ProximitytoHolefrom",2011
28,28,"Tim Petrovic",88,NA,435.333,139,38,"ProximitytoHolefrom",2011
28,28,"Rory Sabbatini",85,NA,346.417,109,84,"ProximitytoHolefrom",2011
28,28,"DJ Trahan",91,NA,441.083,139,82,"ProximitytoHolefrom",2011
28,28,"YE Yang",63,NA,250.5,79,23,"ProximitytoHolefrom",2011
46,46,"Bio Kim",71,NA,303.333,94,142,"ProximitytoHolefrom",2011
46,46,"Matt Kuchar",94,NA,395,123,13,"ProximitytoHolefrom",2011
46,46,"Marc Leishman",87,NA,394.667,123,71,"ProximitytoHolefrom",2011
46,46,"Kevin Na",84,NA,438,135,9,"ProximitytoHolefrom",2011
46,46,"John Senden",94,NA,431.083,131,145,"ProximitytoHolefrom",2011
46,46,"Daniel Summerhays",75,NA,374.333,115,138,"ProximitytoHolefrom",2011
52,52,"KJ Choi",77,NA,335.333,101,27,"ProximitytoHolefrom",2011
52,52,"Joe Durant",71,NA,322.667,97,59,"ProximitytoHolefrom",2011
52,52,"Fabian Gomez",84,NA,379.417,114,177,"ProximitytoHolefrom",2011
52,52,"Nathan Green",81,NA,397.583,120,26,"ProximitytoHolefrom",2011
52,52,"Ryuji Imada",83,NA,449.667,134,65,"ProximitytoHolefrom",2011
52,52,"Justin Leonard",82,NA,364.333,109,18,"ProximitytoHolefrom",2011
52,52,"Davis Love III",70,NA,247.5,74,161,"ProximitytoHolefrom",2011
52,52,"Geoff Ogilvy",69,NA,319.25,96,52,"ProximitytoHolefrom",2011
52,52,"DA Points",89,NA,391.667,118,77,"ProximitytoHolefrom",2011
52,52,"Nate Smith",66,NA,280.25,84,90,"ProximitytoHolefrom",2011
52,52,"Paul Stankowski",78,NA,349.25,105,56,"ProximitytoHolefrom",2011
63,63,"Stephen Ames",69,NA,331.75,97,35,"ProximitytoHolefrom",2011
63,63,"Woody Austin",59,NA,317.667,92,5,"ProximitytoHolefrom",2011
63,63,"Rich Beem",53,NA,292.917,86,168,"ProximitytoHolefrom",2011
63,63,"Shane Bertsch",62,NA,331.917,96,57,"ProximitytoHolefrom",2011
63,63,"Joseph Bramlett",73,NA,356.583,105,119,"ProximitytoHolefrom",2011
63,63,"Brendon de Jonge",105,NA,552.25,162,42,"ProximitytoHolefrom",2011
63,63,"Retief Goosen",50,NA,220.833,64,81,"ProximitytoHolefrom",2011
63,63,"Charles Howell III",108,NA,378.083,112,5,"ProximitytoHolefrom",2011
63,63,"Matt Jones",71,NA,341.25,101,110,"ProximitytoHolefrom",2011
63,63,"Martin Laird",77,NA,333.167,98,60,"ProximitytoHolefrom",2011
63,63,"Derek Lamely",65,NA,316,92,183,"ProximitytoHolefrom",2011
63,63,"Troy Merritt",63,NA,297.75,87,121,"ProximitytoHolefrom",2011
63,63,"Phil Mickelson",79,NA,350.083,103,17,"ProximitytoHolefrom",2011
63,63,"Bryce Molder",82,NA,364.333,106,15,"ProximitytoHolefrom",2011
63,63,"Brendan Steele",89,NA,435.75,128,149,"ProximitytoHolefrom",2011
63,63,"Dean Wilson",62,NA,354.833,105,19,"ProximitytoHolefrom",2011
79,79,"Arjun Atwal",91,NA,483.833,139,131,"ProximitytoHolefrom",2011
79,79,"Matt Bettencourt",84,NA,430.583,122,141,"ProximitytoHolefrom",2011
79,79,"Ben Crane",76,NA,300.917,87,23,"ProximitytoHolefrom",2011
79,79,"Jason Dufner",78,NA,416,118,70,"ProximitytoHolefrom",2011
79,79,"Tim Herron",85,NA,411.75,119,60,"ProximitytoHolefrom",2011
79,79,"Zach Johnson",79,NA,368.917,105,4,"ProximitytoHolefrom",2011
79,79,"Jerry Kelly",85,NA,409.5,116,14,"ProximitytoHolefrom",2011
79,79,"Anthony Kim",72,NA,297.75,86,75,"ProximitytoHolefrom",2011
79,79,"John Merrick",71,NA,312.083,89,91,"ProximitytoHolefrom",2011
79,79,"Rod Pampling",72,NA,289.75,83,10,"ProximitytoHolefrom",2011
79,79,"Pat Perez",76,NA,433.417,124,78,"ProximitytoHolefrom",2011
79,79,"Andres Romero",77,NA,455.333,129,120,"ProximitytoHolefrom",2011
79,79,"Kevin Stadler",88,NA,481.083,138,174,"ProximitytoHolefrom",2011
79,79,"Boo Weekley",66,NA,274.667,79,169,"ProximitytoHolefrom",2011
93,93,"DJ Brigman",67,NA,338.667,94,166,"ProximitytoHolefrom",2011
93,93,"Chad Campbell",99,NA,508.917,141,102,"ProximitytoHolefrom",2011
93,93,"Steve Elkington",50,NA,217.167,61,43,"ProximitytoHolefrom",2011
93,93,"JJ Henry",96,NA,371.5,103,126,"ProximitytoHolefrom",2011
93,93,"Jim Herman",69,NA,328.667,91,118,"ProximitytoHolefrom",2011
93,93,"Richard Johnson",64,NA,281,79,155,"ProximitytoHolefrom",2011
93,93,"Colt Knost",80,NA,377.083,105,135,"ProximitytoHolefrom",2011
93,93,"George McNeill",69,NA,355,98,124,"ProximitytoHolefrom",2011
93,93,"Shaun Micheel",77,NA,300.167,84,69,"ProximitytoHolefrom",2011
93,93,"Carl Pettersson",95,NA,511.167,142,72,"ProximitytoHolefrom",2011
93,93,"Ian Poulter",52,NA,235.417,65,122,"ProximitytoHolefrom",2011
93,93,"Tag Ridings",87,NA,482.833,135,134,"ProximitytoHolefrom",2011
93,93,"Webb Simpson",98,NA,410.583,115,16,"ProximitytoHolefrom",2011
93,93,"Heath Slocum",89,NA,338.833,94,149,"ProximitytoHolefrom",2011
93,93,"Camilo Villegas",69,NA,329.917,93,127,"ProximitytoHolefrom",2011
93,93,"Bubba Watson",85,NA,361.333,100,184,"ProximitytoHolefrom",2011
109,109,"Kevin Chappell",78,NA,438.083,119,72,"ProximitytoHolefrom",2011
109,109,"Chris Couch",73,NA,473.917,129,27,"ProximitytoHolefrom",2011
109,109,"JB Holmes",57,NA,288.5,79,158,"ProximitytoHolefrom",2011
109,109,"Spencer Levin",113,NA,520.75,143,41,"ProximitytoHolefrom",2011
109,109,"Zack Miller",86,NA,438.5,120,153,"ProximitytoHolefrom",2011
109,109,"Scott Stallings",84,NA,435.25,119,165,"ProximitytoHolefrom",2011
109,109,"Roland Thatcher",67,NA,384.583,104,92,"ProximitytoHolefrom",2011
109,109,"Charlie Wi",83,NA,439.833,119,64,"ProximitytoHolefrom",2011
109,109,"Mark Wilson",89,NA,383.25,105,11,"ProximitytoHolefrom",2011
118,118,"Ben Curtis",66,NA,348.667,92,21,"ProximitytoHolefrom",2011
118,118,"Brian Davis",105,NA,650.417,173,62,"ProximitytoHolefrom",2011
118,118,"Rickie Fowler",84,NA,494.667,132,139,"ProximitytoHolefrom",2011
118,118,"Padraig Harrington",60,NA,284.083,75,49,"ProximitytoHolefrom",2011
118,118,"David Hearn",88,NA,383.5,103,53,"ProximitytoHolefrom",2011
118,118,"Justin Hicks",60,NA,201.333,54,185,"ProximitytoHolefrom",2011
118,118,"Brandt Jobe",100,NA,470.333,126,67,"ProximitytoHolefrom",2011
118,118,"Chris Kirk",87,NA,435.667,116,99,"ProximitytoHolefrom",2011
118,118,"William McGirt",103,NA,408.333,110,51,"ProximitytoHolefrom",2011
118,118,"Rocco Mediate",53,NA,308.917,83,178,"ProximitytoHolefrom",2011
118,118,"Charl Schwartzel",58,NA,238.5,64,50,"ProximitytoHolefrom",2011
118,118,"Chris Stroud",88,NA,482.417,129,103,"ProximitytoHolefrom",2011
118,118,"Michael Thompson",79,NA,483,129,32,"ProximitytoHolefrom",2011
118,118,"Bo Van Pelt",92,NA,471,125,68,"ProximitytoHolefrom",2011
118,118,"Jhonattan Vegas",84,NA,405.5,107,148,"ProximitytoHolefrom",2011
118,118,"Johnson Wagner",81,NA,438.583,116,96,"ProximitytoHolefrom",2011
118,118,"Jimmy Walker",79,NA,528.583,141,54,"ProximitytoHolefrom",2011
135,135,"Blake Adams",116,NA,607.5,160,33,"ProximitytoHolefrom",2011
135,135,"Kevin Kisner",70,NA,418.333,109,142,"ProximitytoHolefrom",2011
135,135,"John Rollins",85,NA,394.417,102,123,"ProximitytoHolefrom",2011
135,135,"Adam Scott",60,NA,290.083,75,62,"ProximitytoHolefrom",2011
135,135,"Vijay Singh",79,NA,411.917,108,105,"ProximitytoHolefrom",2011
135,135,"Gary Woodland",93,NA,417.917,110,86,"ProximitytoHolefrom",2011
141,141,"Robert Allenby",84,NA,407.083,103,66,"ProximitytoHolefrom",2011
141,141,"Keegan Bradley",91,NA,473.25,121,125,"ProximitytoHolefrom",2011
141,141,"Tommy Gainey",104,NA,519.5,134,133,"ProximitytoHolefrom",2011
141,141,"Robert Garrigus",83,NA,533.667,137,164,"ProximitytoHolefrom",2011
141,141,"Dustin Johnson",72,NA,391.833,100,181,"ProximitytoHolefrom",2011
141,141,"Scott Piercy",78,NA,453.917,115,100,"ProximitytoHolefrom",2011
141,141,"Alex Prugh",82,NA,431.167,110,186,"ProximitytoHolefrom",2011
141,141,"Michael Putnam",67,NA,345.25,88,87,"ProximitytoHolefrom",2011
141,141,"Brandt Snedeker",85,NA,487.167,124,22,"ProximitytoHolefrom",2011
141,141,"Kevin Streelman",90,NA,466.667,118,37,"ProximitytoHolefrom",2011
151,151,"Paul Goydos",81,NA,540.333,135,130,"ProximitytoHolefrom",2011
151,151,"Bill Lunde",92,NA,422.083,106,114,"ProximitytoHolefrom",2011
151,151,"David Mathis",83,NA,482.25,120,30,"ProximitytoHolefrom",2011
151,151,"Jeff Overton",92,NA,507.667,128,147,"ProximitytoHolefrom",2011
151,151,"Martin Piller",63,NA,348.167,87,172,"ProximitytoHolefrom",2011
151,151,"Josh Teater",104,NA,602.083,150,152,"ProximitytoHolefrom",2011
157,157,"Luke Donald",73,NA,331.417,82,8,"ProximitytoHolefrom",2011
157,157,"Sergio Garcia",61,NA,304.833,75,44,"ProximitytoHolefrom",2011
157,157,"Bobby Gates",82,NA,506.167,123,180,"ProximitytoHolefrom",2011
157,157,"Lee Janzen",62,NA,332.25,82,144,"ProximitytoHolefrom",2011
157,157,"Troy Matteson",91,NA,613.083,150,132,"ProximitytoHolefrom",2011
157,157,"Matt McQuillan",59,NA,283.667,70,101,"ProximitytoHolefrom",2011
157,157,"Justin Rose",79,NA,309.25,76,95,"ProximitytoHolefrom",2011
157,157,"Cameron Tringale",110,NA,486.667,118,97,"ProximitytoHolefrom",2011
165,165,"Steven Bowditch",86,NA,563.667,136,175,"ProximitytoHolefrom",2011
165,165,"Kent Jones",76,NA,396,95,151,"ProximitytoHolefrom",2011
165,165,"Garrett Willis",71,NA,506.333,122,88,"ProximitytoHolefrom",2011
168,168,"Stuart Appleby",65,NA,425.833,100,128,"ProximitytoHolefrom",2011
168,168,"David Duval",67,NA,431.5,101,172,"ProximitytoHolefrom",2011
168,168,"Sean OHair",71,NA,390.583,92,146,"ProximitytoHolefrom",2011
168,168,"Joe Ogilvie",75,NA,505.833,119,109,"ProximitytoHolefrom",2011
172,172,"Jarrod Lyle",83,NA,536.667,123,104,"ProximitytoHolefrom",2011
172,172,"Hunter Mahan",92,NA,422.333,98,92,"ProximitytoHolefrom",2011
172,172,"Ben Martin",74,NA,408.333,95,167,"ProximitytoHolefrom",2011
172,172,"Jim Renner",65,NA,435.917,101,85,"ProximitytoHolefrom",2011
176,176,"Kris Blanks",92,NA,527.917,119,94,"ProximitytoHolefrom",2011
176,176,"Tom Gillis",55,NA,387.333,87,129,"ProximitytoHolefrom",2011
178,178,"Harrison Frazar",58,NA,403.833,90,157,"ProximitytoHolefrom",2011
178,178,"Steve Marino",76,NA,516.5,115,97,"ProximitytoHolefrom",2011
178,178,"Alexandre Rocha",65,NA,312.583,69,136,"ProximitytoHolefrom",2011
178,178,"Will Strickler",51,NA,374.833,84,154,"ProximitytoHolefrom",2011
178,178,"Marc Turnesa",54,NA,312.5,70,171,"ProximitytoHolefrom",2011
183,183,"Graeme McDowell",50,NA,291.917,63,160,"ProximitytoHolefrom",2011
184,184,"Aron Price",58,NA,330.167,70,137,"ProximitytoHolefrom",2011
185,185,"Chez Reavie",92,NA,674.667,140,140,"ProximitytoHolefrom",2011
186,186,"Billy Horschel",75,NA,488,100,159,"ProximitytoHolefrom",2011
