"GIRPutting25_RANKTHISWEEK_2007","GIRPutting25_RANKLASTWEEK_2007","GIRPutting25_PLAYERNAME_2007","GIRPutting25_ROUNDS_2007","GIRPutting25_Pct_2007","GIRPutting25_ATTEMPTS_2007","GIRPutting25_PUTTSMADE_2007","stat_name","year"
1,1,"Tim Clark",66,10.58,189,20,"GIRPutting25",2007
2,2,"Sergio Garcia",68,9.48,211,20,"GIRPutting25",2007
3,3,"Zach Johnson",76,9.24,238,22,"GIRPutting25",2007
4,4,"Tag Ridings",52,9.2,163,15,"GIRPutting25",2007
5,5,"Michael Sim",52,8.53,211,18,"GIRPutting25",2007
6,6,"Ryan Armour",107,8.36,371,31,"GIRPutting25",2007
7,7,"Rod Pampling",92,7.81,320,25,"GIRPutting25",2007
8,8,"Michael Allen",74,7.79,244,19,"GIRPutting25",2007
9,9,"Mark Hensby",81,7.72,246,19,"GIRPutting25",2007
10,10,"Ernie Els",59,7.69,169,13,"GIRPutting25",2007
11,11,"Chad Campbell",96,7.67,287,22,"GIRPutting25",2007
12,12,"Joe Ogilvie",102,7.47,308,23,"GIRPutting25",2007
13,13,"Camilo Villegas",82,7.39,284,21,"GIRPutting25",2007
14,14,"Tiger Woods",63,7.3,178,13,"GIRPutting25",2007
15,15,"Charlie Wi",90,7.24,359,26,"GIRPutting25",2007
16,16,"Dicky Pride",71,7.23,249,18,"GIRPutting25",2007
17,17,"Chris Stroud",66,7.17,223,16,"GIRPutting25",2007
18,18,"Robert Garrigus",95,7.14,350,25,"GIRPutting25",2007
19,19,"John Mallinger",96,7.08,325,23,"GIRPutting25",2007
20,20,"Jonathan Byrd",73,7.02,228,16,"GIRPutting25",2007
20,20,"Mark Calcavecchia",93,7.02,242,17,"GIRPutting25",2007
20,20,"Brendon de Jonge",76,7.02,242,17,"GIRPutting25",2007
23,23,"Greg Owen",81,6.93,274,19,"GIRPutting25",2007
24,24,"Jeff Quinney",95,6.9,377,26,"GIRPutting25",2007
25,25,"Jesper Parnevik",88,6.89,334,23,"GIRPutting25",2007
26,26,"Henrik Stenson",52,6.87,131,9,"GIRPutting25",2007
27,27,"Luke Donald",69,6.86,204,14,"GIRPutting25",2007
28,28,"Tom Pernice Jr",104,6.81,323,22,"GIRPutting25",2007
29,29,"Briny Baird",115,6.78,487,33,"GIRPutting25",2007
30,30,"Bart Bryant",87,6.75,311,21,"GIRPutting25",2007
31,31,"Tim Petrovic",106,6.72,372,25,"GIRPutting25",2007
32,32,"Padraig Harrington",64,6.67,150,10,"GIRPutting25",2007
33,33,"Frank Lickliter II",95,6.65,331,22,"GIRPutting25",2007
34,34,"George McNeill",95,6.6,303,20,"GIRPutting25",2007
35,35,"Justin Leonard",95,6.59,334,22,"GIRPutting25",2007
36,36,"Charles Warren",101,6.58,395,26,"GIRPutting25",2007
37,37,"Charles Howell III",89,6.53,291,19,"GIRPutting25",2007
38,38,"Kevin Na",84,6.51,292,19,"GIRPutting25",2007
39,39,"Kevin Sutherland",85,6.48,324,21,"GIRPutting25",2007
40,40,"Brian Gay",107,6.46,356,23,"GIRPutting25",2007
41,41,"Jeff Gove",103,6.41,421,27,"GIRPutting25",2007
42,42,"Arron Oberholser",69,6.4,203,13,"GIRPutting25",2007
42,42,"Paul Stankowski",52,6.4,172,11,"GIRPutting25",2007
44,44,"Daniel Chopra",106,6.34,347,22,"GIRPutting25",2007
45,45,"Jerry Kelly",101,6.27,303,19,"GIRPutting25",2007
46,46,"Brian Davis",101,6.25,352,22,"GIRPutting25",2007
46,46,"Nathan Green",103,6.25,320,20,"GIRPutting25",2007
48,48,"Shigeki Maruyama",84,6.23,289,18,"GIRPutting25",2007
49,49,"Bubba Dickerson",51,6.21,145,9,"GIRPutting25",2007
50,50,"Robert Allenby",90,6.19,323,20,"GIRPutting25",2007
51,51,"Robert Gamez",88,6.18,275,17,"GIRPutting25",2007
52,52,"Billy Andrade",88,6.17,324,20,"GIRPutting25",2007
52,52,"Rory Sabbatini",81,6.17,227,14,"GIRPutting25",2007
54,54,"Ben Curtis",80,6.15,244,15,"GIRPutting25",2007
54,54,"Pat Perez",84,6.15,244,15,"GIRPutting25",2007
54,54,"Vaughn Taylor",91,6.15,260,16,"GIRPutting25",2007
57,57,"Craig Lile",77,6.14,293,18,"GIRPutting25",2007
58,58,"DJ Brigman",67,6.11,229,14,"GIRPutting25",2007
58,58,"JP Hayes",89,6.11,311,19,"GIRPutting25",2007
60,60,"Scott Gutschewski",67,6.09,230,14,"GIRPutting25",2007
61,61,"Steve Stricker",81,6.05,248,15,"GIRPutting25",2007
62,62,"Ryan Moore",92,6.02,299,18,"GIRPutting25",2007
63,63,"KJ Choi",87,5.98,301,18,"GIRPutting25",2007
64,64,"Heath Slocum",101,5.97,352,21,"GIRPutting25",2007
65,65,"Jose Maria Olazabal",52,5.93,135,8,"GIRPutting25",2007
66,66,"Tom Byrum",50,5.91,186,11,"GIRPutting25",2007
67,67,"Ryuji Imada",104,5.87,341,20,"GIRPutting25",2007
68,68,"Chris Couch",76,5.86,290,17,"GIRPutting25",2007
69,69,"Stewart Cink",91,5.82,292,17,"GIRPutting25",2007
70,70,"Glen Day",85,5.81,310,18,"GIRPutting25",2007
70,70,"Ken Duke",112,5.81,344,20,"GIRPutting25",2007
72,72,"Cameron Beckman",96,5.8,362,21,"GIRPutting25",2007
73,73,"David Toms",80,5.78,225,13,"GIRPutting25",2007
74,74,"Parker McLachlin",83,5.76,295,17,"GIRPutting25",2007
