"Last15EventsShortGame_RANKTHISWEEK_2014","Last15EventsShortGame_RANKLASTWEEK_2014","Last15EventsShortGame_PLAYERNAME_2014","Last15EventsShortGame_EVENTS_2014","Last15EventsShortGame_RATING_2014","stat_name","year"
1,1,"Bob Estes",1,8.5,"Last15EventsShortGame",2014
2,2,"Chris Williams",1,8.1,"Last15EventsShortGame",2014
3,3,"Matteo Manassero",3,8,"Last15EventsShortGame",2014
4,4,"Scott Hend",1,7.6,"Last15EventsShortGame",2014
4,4,"Kevin Na",9,7.6,"Last15EventsShortGame",2014
6,6,"Jason Day",7,7.5,"Last15EventsShortGame",2014
7,7,"Stuart Appleby",8,7.4,"Last15EventsShortGame",2014
7,7,"Jon Curran",1,7.4,"Last15EventsShortGame",2014
7,7,"Matt Kuchar",11,7.4,"Last15EventsShortGame",2014
10,10,"Patrick Cantlay",2,7.3,"Last15EventsShortGame",2014
10,10,"Austin Cook",1,7.3,"Last15EventsShortGame",2014
10,10,"Brian Gay",6,7.3,"Last15EventsShortGame",2014
10,10,"Robert Karlsson",2,7.3,"Last15EventsShortGame",2014
10,10,"Sean OHair",8,7.3,"Last15EventsShortGame",2014
10,10,"Brady Watt",1,7.3,"Last15EventsShortGame",2014
16,16,"Thomas Bjorn",2,7.2,"Last15EventsShortGame",2014
16,16,"George Coetzee",1,7.2,"Last15EventsShortGame",2014
16,16,"Brad Fritsch",6,7.2,"Last15EventsShortGame",2014
16,16,"Scottie Scheffler",1,7.2,"Last15EventsShortGame",2014
16,16,"Vijay Singh",10,7.2,"Last15EventsShortGame",2014
16,16,"Steve Stricker",9,7.2,"Last15EventsShortGame",2014
22,22,"Rafa Cabrera Bello",1,7.1,"Last15EventsShortGame",2014
22,22,"Roberto Castro",5,7.1,"Last15EventsShortGame",2014
22,22,"Graham DeLaet",7,7.1,"Last15EventsShortGame",2014
22,22,"Jim Furyk",11,7.1,"Last15EventsShortGame",2014
22,22,"Luke Guthrie",6,7.1,"Last15EventsShortGame",2014
22,22,"Chesson Hadley",5,7.1,"Last15EventsShortGame",2014
22,22,"Seung Yul Noh",5,7.1,"Last15EventsShortGame",2014
22,22,"Patrick Reed",7,7.1,"Last15EventsShortGame",2014
22,22,"Patrick Rodgers",3,7.1,"Last15EventsShortGame",2014
22,22,"Justin Rose",10,7.1,"Last15EventsShortGame",2014
22,22,"Brandt Snedeker",9,7.1,"Last15EventsShortGame",2014
33,33,"Keegan Bradley",6,7,"Last15EventsShortGame",2014
33,33,"Bud Cauley",6,7,"Last15EventsShortGame",2014
33,33,"David Howell",1,7,"Last15EventsShortGame",2014
33,33,"Richard Lee",5,7,"Last15EventsShortGame",2014
33,33,"Justin Leonard",8,7,"Last15EventsShortGame",2014
33,33,"Spencer Levin",4,7,"Last15EventsShortGame",2014
33,33,"Graeme McDowell",11,7,"Last15EventsShortGame",2014
40,40,"KJ Choi",8,6.9,"Last15EventsShortGame",2014
40,40,"Brian Davis",9,6.9,"Last15EventsShortGame",2014
40,40,"Joe Durant",3,6.9,"Last15EventsShortGame",2014
40,40,"Retief Goosen",12,6.9,"Last15EventsShortGame",2014
40,40,"Mikko Ilonen",2,6.9,"Last15EventsShortGame",2014
40,40,"Jin Jeong",1,6.9,"Last15EventsShortGame",2014
40,40,"Chris Kirk",11,6.9,"Last15EventsShortGame",2014
40,40,"Scott Langley",11,6.9,"Last15EventsShortGame",2014
40,40,"Shane Lowry",1,6.9,"Last15EventsShortGame",2014
40,40,"Phil Mickelson",8,6.9,"Last15EventsShortGame",2014
40,40,"Charlie Wi",4,6.9,"Last15EventsShortGame",2014
40,40,"Will Wilcox",5,6.9,"Last15EventsShortGame",2014
52,52,"Josh Broadaway",1,6.8,"Last15EventsShortGame",2014
52,52,"Paul Goydos",2,6.8,"Last15EventsShortGame",2014
52,52,"Bill Haas",11,6.8,"Last15EventsShortGame",2014
52,52,"Matt Jones",8,6.8,"Last15EventsShortGame",2014
52,52,"Pablo Larrazabal",1,6.8,"Last15EventsShortGame",2014
52,52,"Alexander Levy",2,6.8,"Last15EventsShortGame",2014
52,52,"Hideki Matsuyama",10,6.8,"Last15EventsShortGame",2014
52,52,"Webb Simpson",8,6.8,"Last15EventsShortGame",2014
52,52,"Jordan Spieth",12,6.8,"Last15EventsShortGame",2014
52,52,"Hideto Tanihara",1,6.8,"Last15EventsShortGame",2014
52,52,"Nick Watney",6,6.8,"Last15EventsShortGame",2014
52,52,"Chris Wood",1,6.8,"Last15EventsShortGame",2014
52,52,"Fabrizio Zanotti",1,6.8,"Last15EventsShortGame",2014
65,65,"Mark Anderson",2,6.7,"Last15EventsShortGame",2014
65,65,"Sangmoon Bae",6,6.7,"Last15EventsShortGame",2014
65,65,"Jeff Curl",1,6.7,"Last15EventsShortGame",2014
65,65,"Luke Donald",10,6.7,"Last15EventsShortGame",2014
65,65,"James Driscoll",3,6.7,"Last15EventsShortGame",2014
65,65,"Victor Dubuisson",5,6.7,"Last15EventsShortGame",2014
65,65,"Jason Dufner",8,6.7,"Last15EventsShortGame",2014
65,65,"Brian Harman",9,6.7,"Last15EventsShortGame",2014
65,65,"Padraig Harrington",5,6.7,"Last15EventsShortGame",2014
65,65,"Tim Herron",6,6.7,"Last15EventsShortGame",2014
65,65,"John Huh",4,6.7,"Last15EventsShortGame",2014
65,65,"Thongchai Jaidee",2,6.7,"Last15EventsShortGame",2014
65,65,"Zach Johnson",9,6.7,"Last15EventsShortGame",2014
65,65,"Francesco Molinari",5,6.7,"Last15EventsShortGame",2014
65,65,"Geoff Ogilvy",8,6.7,"Last15EventsShortGame",2014
65,65,"Justin Thomas",2,6.7,"Last15EventsShortGame",2014
65,65,"Tyrone Van Aswegen",6,6.7,"Last15EventsShortGame",2014
65,65,"Johnson Wagner",6,6.7,"Last15EventsShortGame",2014
83,83,"Robert Allenby",5,6.6,"Last15EventsShortGame",2014
83,83,"Paul Casey",8,6.6,"Last15EventsShortGame",2014
83,83,"Greg Chalmers",7,6.6,"Last15EventsShortGame",2014
83,83,"Chad Collins",3,6.6,"Last15EventsShortGame",2014
83,83,"David Duval",2,6.6,"Last15EventsShortGame",2014
83,83,"Sergio Garcia",10,6.6,"Last15EventsShortGame",2014
83,83,"Robert Garrigus",7,6.6,"Last15EventsShortGame",2014
83,83,"Ryuji Imada",1,6.6,"Last15EventsShortGame",2014
83,83,"Ryo Ishikawa",7,6.6,"Last15EventsShortGame",2014
83,83,"Freddie Jacobson",10,6.6,"Last15EventsShortGame",2014
83,83,"Jerry Kelly",12,6.6,"Last15EventsShortGame",2014
83,83,"Kevin Kisner",11,6.6,"Last15EventsShortGame",2014
83,83,"Ben Martin",8,6.6,"Last15EventsShortGame",2014
83,83,"William McGirt",10,6.6,"Last15EventsShortGame",2014
83,83,"Rory McIlroy",11,6.6,"Last15EventsShortGame",2014
83,83,"Pat Perez",8,6.6,"Last15EventsShortGame",2014
83,83,"Dicky Pride",3,6.6,"Last15EventsShortGame",2014
83,83,"Josh Teater",7,6.6,"Last15EventsShortGame",2014
83,83,"Brendon Todd",11,6.6,"Last15EventsShortGame",2014
83,83,"Jhonattan Vegas",7,6.6,"Last15EventsShortGame",2014
83,83,"Bernd Wiesberger",1,6.6,"Last15EventsShortGame",2014
83,83,"Mark Wilson",4,6.6,"Last15EventsShortGame",2014
105,105,"Alex Aragon",1,6.5,"Last15EventsShortGame",2014
105,105,"Jason Bohn",8,6.5,"Last15EventsShortGame",2014
105,105,"Scott Brown",8,6.5,"Last15EventsShortGame",2014
105,105,"Jonathan Byrd",4,6.5,"Last15EventsShortGame",2014
105,105,"Stewart Cink",10,6.5,"Last15EventsShortGame",2014
105,105,"Bubba Dickerson",1,6.5,"Last15EventsShortGame",2014
105,105,"David Hearn",10,6.5,"Last15EventsShortGame",2014
105,105,"Lee Janzen",3,6.5,"Last15EventsShortGame",2014
105,105,"Miguel Angel Jimenez",2,6.5,"Last15EventsShortGame",2014
105,105,"Jason Kokrak",10,6.5,"Last15EventsShortGame",2014
105,105,"DH Lee",4,6.5,"Last15EventsShortGame",2014
105,105,"Marc Leishman",10,6.5,"Last15EventsShortGame",2014
105,105,"Edward Loar",2,6.5,"Last15EventsShortGame",2014
105,105,"David Lynn",5,6.5,"Last15EventsShortGame",2014
105,105,"Hunter Mahan",9,6.5,"Last15EventsShortGame",2014
105,105,"Bryce Molder",4,6.5,"Last15EventsShortGame",2014
105,105,"Ted Potter Jr",5,6.5,"Last15EventsShortGame",2014
105,105,"Ian Poulter",8,6.5,"Last15EventsShortGame",2014
105,105,"Adam Scott",12,6.5,"Last15EventsShortGame",2014
105,105,"Derek Tolan",1,6.5,"Last15EventsShortGame",2014
105,105,"Camilo Villegas",8,6.5,"Last15EventsShortGame",2014
126,126,"Tim Clark",8,6.4,"Last15EventsShortGame",2014
126,126,"Jamie Donaldson",6,6.4,"Last15EventsShortGame",2014
126,126,"Ernie Els",9,6.4,"Last15EventsShortGame",2014
126,126,"Martin Flores",8,6.4,"Last15EventsShortGame",2014
126,126,"Jason Gore",4,6.4,"Last15EventsShortGame",2014
126,126,"Todd Hamilton",1,6.4,"Last15EventsShortGame",2014
126,126,"Max Homa",3,6.4,"Last15EventsShortGame",2014
126,126,"Hyung Sung Kim",3,6.4,"Last15EventsShortGame",2014
126,126,"Russell Knox",11,6.4,"Last15EventsShortGame",2014
126,126,"Martin Laird",7,6.4,"Last15EventsShortGame",2014
126,126,"Jamie Lovemark",5,6.4,"Last15EventsShortGame",2014
126,126,"Steve Marino",7,6.4,"Last15EventsShortGame",2014
126,126,"DA Points",2,6.4,"Last15EventsShortGame",2014
126,126,"Chez Reavie",1,6.4,"Last15EventsShortGame",2014
126,126,"Chris Stroud",10,6.4,"Last15EventsShortGame",2014
126,126,"Brian Stuard",5,6.4,"Last15EventsShortGame",2014
126,126,"Cameron Tringale",12,6.4,"Last15EventsShortGame",2014
126,126,"Jimmy Walker",6,6.4,"Last15EventsShortGame",2014
126,126,"Mike Weir",4,6.4,"Last15EventsShortGame",2014
145,145,"Stephen Ames",4,6.3,"Last15EventsShortGame",2014
145,145,"Alex Cejka",1,6.3,"Last15EventsShortGame",2014
145,145,"Rickie Fowler",8,6.3,"Last15EventsShortGame",2014
145,145,"Brice Garnett",6,6.3,"Last15EventsShortGame",2014
145,145,"Morgan Hoffmann",8,6.3,"Last15EventsShortGame",2014
145,145,"JB Holmes",9,6.3,"Last15EventsShortGame",2014
145,145,"Billy Horschel",10,6.3,"Last15EventsShortGame",2014
145,145,"Trevor Immelman",5,6.3,"Last15EventsShortGame",2014
145,145,"John Mallinger",4,6.3,"Last15EventsShortGame",2014
145,145,"Troy Matteson",4,6.3,"Last15EventsShortGame",2014
145,145,"Thorbjorn Olesen",2,6.3,"Last15EventsShortGame",2014
145,145,"Greg Owen",6,6.3,"Last15EventsShortGame",2014
145,145,"Ryan Palmer",9,6.3,"Last15EventsShortGame",2014
145,145,"Sam Saunders",1,6.3,"Last15EventsShortGame",2014
145,145,"Charl Schwartzel",12,6.3,"Last15EventsShortGame",2014
145,145,"Heath Slocum",8,6.3,"Last15EventsShortGame",2014
145,145,"Robert Streb",10,6.3,"Last15EventsShortGame",2014
145,145,"Lee Westwood",8,6.3,"Last15EventsShortGame",2014
145,145,"Tim Wilkinson",10,6.3,"Last15EventsShortGame",2014
164,164,"Jason Allred",4,6.2,"Last15EventsShortGame",2014
164,164,"Steven Bowditch",8,6.2,"Last15EventsShortGame",2014
164,164,"Kevin Chappell",11,6.2,"Last15EventsShortGame",2014
164,164,"Erik Compton",6,6.2,"Last15EventsShortGame",2014
164,164,"Ben Crane",8,6.2,"Last15EventsShortGame",2014
164,164,"Matt Every",5,6.2,"Last15EventsShortGame",2014
164,164,"Bronson La Cassie",5,6.2,"Last15EventsShortGame",2014
164,164,"Will Ma Kenzie",4,6.2,"Last15EventsShortGame",2014
164,164,"Jeff Maggert",5,6.2,"Last15EventsShortGame",2014
164,164,"Peter Malnati",1,6.2,"Last15EventsShortGame",2014
164,164,"George McNeill",9,6.2,"Last15EventsShortGame",2014
164,164,"Jim Renner",5,6.2,"Last15EventsShortGame",2014
164,164,"Vaughn Taylor",1,6.2,"Last15EventsShortGame",2014
164,164,"Tom Watson",1,6.2,"Last15EventsShortGame",2014
164,164,"Tiger Woods",4,6.2,"Last15EventsShortGame",2014
179,179,"Woody Austin",5,6.1,"Last15EventsShortGame",2014
179,179,"Aaron Baddeley",5,6.1,"Last15EventsShortGame",2014
179,179,"Jonas Blixt",3,6.1,"Last15EventsShortGame",2014
179,179,"Derek Ernst",5,6.1,"Last15EventsShortGame",2014
179,179,"Gonzalo Fdez Castano",9,6.1,"Last15EventsShortGame",2014
179,179,"Russell Henley",7,6.1,"Last15EventsShortGame",2014
179,179,"Justin Hicks",7,6.1,"Last15EventsShortGame",2014
179,179,"Troy Merritt",10,6.1,"Last15EventsShortGame",2014
179,179,"Colin Montgomerie",1,6.1,"Last15EventsShortGame",2014
179,179,"Jeff Overton",8,6.1,"Last15EventsShortGame",2014
179,179,"Scott Piercy",5,6.1,"Last15EventsShortGame",2014
179,179,"Michael Putnam",8,6.1,"Last15EventsShortGame",2014
179,179,"Andres Romero",8,6.1,"Last15EventsShortGame",2014
179,179,"Shawn Stefani",12,6.1,"Last15EventsShortGame",2014
179,179,"Hudson Swafford",4,6.1,"Last15EventsShortGame",2014
179,179,"Michael Thompson",8,6.1,"Last15EventsShortGame",2014
179,179,"Boo Weekley",6,6.1,"Last15EventsShortGame",2014
196,196,"Blake Adams",5,6,"Last15EventsShortGame",2014
196,196,"Eric Axley",3,6,"Last15EventsShortGame",2014
196,196,"Ricky Barnes",10,6,"Last15EventsShortGame",2014
196,196,"Mark Calcavecchia",3,6,"Last15EventsShortGame",2014
196,196,"Ken Duke",6,6,"Last15EventsShortGame",2014
196,196,"Steve Flesch",1,6,"Last15EventsShortGame",2014
196,196,"Branden Grace",3,6,"Last15EventsShortGame",2014
196,196,"Charley Hoffman",11,6,"Last15EventsShortGame",2014
196,196,"Charles Howell III",11,6,"Last15EventsShortGame",2014
196,196,"Brooks Koepka",7,6,"Last15EventsShortGame",2014
196,196,"Danny Lee",8,6,"Last15EventsShortGame",2014
196,196,"Andrew Loupe",7,6,"Last15EventsShortGame",2014
196,196,"Joost Luiten",3,6,"Last15EventsShortGame",2014
196,196,"Joe Ogilvie",3,6,"Last15EventsShortGame",2014
196,196,"Rod Pampling",2,6,"Last15EventsShortGame",2014
196,196,"Alex Prugh",2,6,"Last15EventsShortGame",2014
196,196,"Brett Rumford",1,6,"Last15EventsShortGame",2014
196,196,"John Senden",10,6,"Last15EventsShortGame",2014
196,196,"Kevin Stadler",6,6,"Last15EventsShortGame",2014
196,196,"Brendan Steele",8,6,"Last15EventsShortGame",2014
196,196,"Marc Turnesa",1,6,"Last15EventsShortGame",2014
217,217,"Chad Campbell",7,5.9,"Last15EventsShortGame",2014
217,217,"Darren Clarke",1,5.9,"Last15EventsShortGame",2014
217,217,"Ben Curtis",8,5.9,"Last15EventsShortGame",2014
217,217,"Matthew Fitzpatrick",1,5.9,"Last15EventsShortGame",2014
217,217,"Oliver Goss",1,5.9,"Last15EventsShortGame",2014
217,217,"David Lingmerth",5,5.9,"Last15EventsShortGame",2014
217,217,"Ryan Moore",9,5.9,"Last15EventsShortGame",2014
217,217,"Taylor Pendrith",1,5.9,"Last15EventsShortGame",2014
217,217,"Kyle Stanley",8,5.9,"Last15EventsShortGame",2014
217,217,"Kevin Tway",4,5.9,"Last15EventsShortGame",2014
217,217,"Bo Van Pelt",10,5.9,"Last15EventsShortGame",2014
217,217,"Bubba Watson",10,5.9,"Last15EventsShortGame",2014
217,217,"Danny Willett",1,5.9,"Last15EventsShortGame",2014
217,217,"Gary Woodland",11,5.9,"Last15EventsShortGame",2014
231,231,"Matt Bettencourt",3,5.8,"Last15EventsShortGame",2014
231,231,"Derek Fathauer",1,5.8,"Last15EventsShortGame",2014
231,231,"Edoardo Molinari",1,5.8,"Last15EventsShortGame",2014
231,231,"Carl Pettersson",9,5.8,"Last15EventsShortGame",2014
231,231,"Brett Quigley",1,5.8,"Last15EventsShortGame",2014
231,231,"Kyle Reifers",1,5.8,"Last15EventsShortGame",2014
231,231,"Andrew Svoboda",10,5.8,"Last15EventsShortGame",2014
238,238,"Briny Baird",6,5.7,"Last15EventsShortGame",2014
238,238,"Cameron Beckman",2,5.7,"Last15EventsShortGame",2014
238,238,"Charlie Beljan",6,5.7,"Last15EventsShortGame",2014
238,238,"Lucas Glover",3,5.7,"Last15EventsShortGame",2014
238,238,"Billy Hurley III",7,5.7,"Last15EventsShortGame",2014
238,238,"Dustin Johnson",8,5.7,"Last15EventsShortGame",2014
238,238,"Doug LaBelle II",3,5.7,"Last15EventsShortGame",2014
238,238,"Jordan Niebrugge",1,5.7,"Last15EventsShortGame",2014
238,238,"Kenny Perry",1,5.7,"Last15EventsShortGame",2014
238,238,"Rory Sabbatini",7,5.7,"Last15EventsShortGame",2014
238,238,"Richard Sterne",3,5.7,"Last15EventsShortGame",2014
238,238,"YE Yang",3,5.7,"Last15EventsShortGame",2014
250,250,"Joel Dahmen",1,5.6,"Last15EventsShortGame",2014
250,250,"Brendon de Jonge",11,5.6,"Last15EventsShortGame",2014
250,250,"Tano Goya",1,5.6,"Last15EventsShortGame",2014
250,250,"James Hahn",6,5.6,"Last15EventsShortGame",2014
250,250,"Peter Hanson",4,5.6,"Last15EventsShortGame",2014
250,250,"Henrik Stenson",9,5.6,"Last15EventsShortGame",2014
250,250,"Chris Thompson",1,5.6,"Last15EventsShortGame",2014
250,250,"Nicholas Thompson",4,5.6,"Last15EventsShortGame",2014
250,250,"David Toms",8,5.6,"Last15EventsShortGame",2014
250,250,"Lee Williams",3,5.6,"Last15EventsShortGame",2014
260,260,"Harris English",5,5.5,"Last15EventsShortGame",2014
260,260,"Fred Funk",2,5.5,"Last15EventsShortGame",2014
260,260,"Tommy Gainey",8,5.5,"Last15EventsShortGame",2014
260,260,"Stephen Gallacher",2,5.5,"Last15EventsShortGame",2014
260,260,"JJ Henry",11,5.5,"Last15EventsShortGame",2014
260,260,"Martin Kaymer",8,5.5,"Last15EventsShortGame",2014
260,260,"John Merrick",7,5.5,"Last15EventsShortGame",2014
260,260,"Scott Stallings",6,5.5,"Last15EventsShortGame",2014
268,268,"Glen Day",1,5.4,"Last15EventsShortGame",2014
268,268,"Harrison Frazar",3,5.4,"Last15EventsShortGame",2014
268,268,"Scott Gardiner",2,5.4,"Last15EventsShortGame",2014
268,268,"Carlos Ortiz",1,5.4,"Last15EventsShortGame",2014
268,268,"Daniel Summerhays",10,5.4,"Last15EventsShortGame",2014
273,273,"Will Claxton",3,5.3,"Last15EventsShortGame",2014
273,273,"Andres Gonzales",1,5.3,"Last15EventsShortGame",2014
273,273,"Mark Hubbard",1,5.3,"Last15EventsShortGame",2014
273,273,"John Peterson",2,5.3,"Last15EventsShortGame",2014
277,277,"Miguel Angel Carballo",3,5.2,"Last15EventsShortGame",2014
277,277,"Jose Coceres",1,5.2,"Last15EventsShortGame",2014
277,277,"Darren Fichardt",1,5.2,"Last15EventsShortGame",2014
277,277,"Zachary Olsen",1,5.2,"Last15EventsShortGame",2014
277,277,"Kevin Streelman",7,5.2,"Last15EventsShortGame",2014
282,282,"Angel Cabrera",9,5.1,"Last15EventsShortGame",2014
282,282,"John Daly",3,5.1,"Last15EventsShortGame",2014
282,282,"Wes Roach",6,5.1,"Last15EventsShortGame",2014
282,282,"John Rollins",6,5.1,"Last15EventsShortGame",2014
282,282,"Bobby Wyatt",2,5.1,"Last15EventsShortGame",2014
287,287,"Koumei Oda",1,5,"Last15EventsShortGame",2014
288,288,"Davis Love III",9,4.9,"Last15EventsShortGame",2014
288,288,"Tag Ridings",2,4.9,"Last15EventsShortGame",2014
290,290,"Marc Warren",1,4.8,"Last15EventsShortGame",2014
291,291,"Nicolas Colsaerts",3,4.7,"Last15EventsShortGame",2014
291,291,"Kevin Foley",3,4.7,"Last15EventsShortGame",2014
291,291,"Fabian Gomez",1,4.7,"Last15EventsShortGame",2014
291,291,"Jim Herman",5,4.7,"Last15EventsShortGame",2014
291,291,"Ben Kohles",1,4.7,"Last15EventsShortGame",2014
291,291,"Daisuke Maruyama",1,4.7,"Last15EventsShortGame",2014
291,291,"Tim Petrovic",1,4.7,"Last15EventsShortGame",2014
