"3PuttAvoidanceRound2_RANKTHISWEEK_2016","3PuttAvoidanceRound2_RANKLASTWEEK_2016","3PuttAvoidanceRound2_PLAYERNAME_2016","3PuttAvoidanceRound2__2016","3PuttAvoidanceRound2_Pct_2016","3PuttAvoidanceRound2_TOTAL3PUTTS_2016","3PuttAvoidanceRound2_TOTALHOLES_2016","stat_name","year"
1,2,"Daniel Berger",NA,0.4,1,252,"3PuttAvoidanceRound2",2016
1,1,"Troy Merritt",NA,0.4,1,252,"3PuttAvoidanceRound2",2016
3,3,"Luke Donald",NA,0.43,1,234,"3PuttAvoidanceRound2",2016
4,4,"Jason Bohn",NA,0.51,1,198,"3PuttAvoidanceRound2",2016
5,6,"Dustin Johnson",NA,0.69,1,144,"3PuttAvoidanceRound2",2016
5,7,"Patrick Rodgers",NA,0.69,2,288,"3PuttAvoidanceRound2",2016
7,8,"Erik Compton",NA,0.79,2,252,"3PuttAvoidanceRound2",2016
8,10,"Scott Langley",NA,0.85,2,234,"3PuttAvoidanceRound2",2016
9,11,"John Huh",NA,1.04,3,288,"3PuttAvoidanceRound2",2016
10,14,"Retief Goosen",NA,1.11,2,180,"3PuttAvoidanceRound2",2016
10,5,"Ian Poulter",NA,1.11,2,180,"3PuttAvoidanceRound2",2016
12,15,"Kevin Chappell",NA,1.19,3,252,"3PuttAvoidanceRound2",2016
12,13,"KJ Choi",NA,1.19,3,252,"3PuttAvoidanceRound2",2016
12,15,"David Lingmerth",NA,1.19,3,252,"3PuttAvoidanceRound2",2016
15,18,"Michael Kim",NA,1.23,4,324,"3PuttAvoidanceRound2",2016
16,15,"Russell Knox",NA,1.28,3,234,"3PuttAvoidanceRound2",2016
17,19,"Will Ma Kenzie",NA,1.31,4,306,"3PuttAvoidanceRound2",2016
18,19,"Brian Gay",NA,1.39,2,144,"3PuttAvoidanceRound2",2016
18,19,"Billy Hurley III",NA,1.39,2,144,"3PuttAvoidanceRound2",2016
18,19,"Wes Roach",NA,1.39,3,216,"3PuttAvoidanceRound2",2016
21,28,"Tony Finau",NA,1.48,4,270,"3PuttAvoidanceRound2",2016
21,28,"John Senden",NA,1.48,4,270,"3PuttAvoidanceRound2",2016
23,32,"Brett Stegmaier",NA,1.54,5,324,"3PuttAvoidanceRound2",2016
24,28,"Russell Henley",NA,1.59,4,252,"3PuttAvoidanceRound2",2016
24,28,"Charl Schwartzel",NA,1.59,2,126,"3PuttAvoidanceRound2",2016
26,37,"Ricky Barnes",NA,1.63,5,306,"3PuttAvoidanceRound2",2016
27,33,"JJ Henry",NA,1.71,4,234,"3PuttAvoidanceRound2",2016
27,33,"Charley Hoffman",NA,1.71,4,234,"3PuttAvoidanceRound2",2016
27,19,"Kevin Kisner",NA,1.71,4,234,"3PuttAvoidanceRound2",2016
27,40,"Martin Laird",NA,1.71,4,234,"3PuttAvoidanceRound2",2016
27,33,"Kevin Na",NA,1.71,4,234,"3PuttAvoidanceRound2",2016
32,25,"Jonas Blixt",NA,1.74,5,288,"3PuttAvoidanceRound2",2016
