"Par5BirdieorBetterLeaders_RANKTHISWEEK_2011","Par5BirdieorBetterLeaders_RANKLASTWEEK_2011","Par5BirdieorBetterLeaders_PLAYERNAME_2011","Par5BirdieorBetterLeaders_ROUNDS_2011","Par5BirdieorBetterLeaders_Pct_2011","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2011","Par5BirdieorBetterLeaders_PAR5HOLES_2011","stat_name","year"
1,1,"Bubba Watson",85,54.26,140,258,"Par5BirdieorBetterLeaders",2011
2,2,"Steve Stricker",70,53.49,115,215,"Par5BirdieorBetterLeaders",2011
3,3,"Webb Simpson",98,52.88,156,295,"Par5BirdieorBetterLeaders",2011
4,4,"Luke Donald",73,52.71,107,203,"Par5BirdieorBetterLeaders",2011
5,5,"Phil Mickelson",79,52.02,129,248,"Par5BirdieorBetterLeaders",2011
6,6,"JB Holmes",57,51.41,91,177,"Par5BirdieorBetterLeaders",2011
7,7,"Jason Day",76,51.16,110,215,"Par5BirdieorBetterLeaders",2011
8,8,"Nick Watney",80,50.85,119,234,"Par5BirdieorBetterLeaders",2011
9,9,"Aaron Baddeley",77,50.42,121,240,"Par5BirdieorBetterLeaders",2011
10,10,"Kyle Stanley",98,50.33,151,300,"Par5BirdieorBetterLeaders",2011
11,11,"Chris Couch",73,50.21,117,233,"Par5BirdieorBetterLeaders",2011
12,12,"Adam Scott",60,49.7,83,167,"Par5BirdieorBetterLeaders",2011
13,13,"Gary Woodland",93,49.3,141,286,"Par5BirdieorBetterLeaders",2011
14,14,"Dustin Johnson",72,49.12,111,226,"Par5BirdieorBetterLeaders",2011
15,15,"Lucas Glover",74,49.07,106,216,"Par5BirdieorBetterLeaders",2011
16,16,"Robert Garrigus",83,49.05,129,263,"Par5BirdieorBetterLeaders",2011
17,17,"Kevin Na",84,48.68,129,265,"Par5BirdieorBetterLeaders",2011
18,18,"Steven Bowditch",86,48.66,127,261,"Par5BirdieorBetterLeaders",2011
19,19,"Hunter Mahan",92,48.54,133,274,"Par5BirdieorBetterLeaders",2011
20,20,"Josh Teater",104,48.29,155,321,"Par5BirdieorBetterLeaders",2011
21,21,"Jhonattan Vegas",84,48.25,124,257,"Par5BirdieorBetterLeaders",2011
22,22,"Charley Hoffman",93,48.2,147,305,"Par5BirdieorBetterLeaders",2011
23,23,"Angel Cabrera",50,48.13,77,160,"Par5BirdieorBetterLeaders",2011
24,24,"Bo Van Pelt",92,47.58,128,269,"Par5BirdieorBetterLeaders",2011
25,25,"Brendan Steele",89,47.5,133,280,"Par5BirdieorBetterLeaders",2011
26,26,"Matt Kuchar",94,47.49,123,259,"Par5BirdieorBetterLeaders",2011
27,27,"Spencer Levin",113,47.45,158,333,"Par5BirdieorBetterLeaders",2011
28,28,"Bio Kim",71,47.35,107,226,"Par5BirdieorBetterLeaders",2011
29,29,"Justin Rose",79,46.96,116,247,"Par5BirdieorBetterLeaders",2011
30,30,"YE Yang",63,46.78,80,171,"Par5BirdieorBetterLeaders",2011
31,31,"Jonathan Byrd",83,46.77,116,248,"Par5BirdieorBetterLeaders",2011
32,32,"Vijay Singh",79,46.69,113,242,"Par5BirdieorBetterLeaders",2011
33,33,"Boo Weekley",66,46.57,95,204,"Par5BirdieorBetterLeaders",2011
34,34,"Charles Howell III",108,46.44,150,323,"Par5BirdieorBetterLeaders",2011
35,35,"Rory Sabbatini",85,45.98,120,261,"Par5BirdieorBetterLeaders",2011
36,36,"Ryan Palmer",82,45.91,118,257,"Par5BirdieorBetterLeaders",2011
37,37,"Tag Ridings",87,45.86,122,266,"Par5BirdieorBetterLeaders",2011
38,38,"Fabian Gomez",84,45.76,124,271,"Par5BirdieorBetterLeaders",2011
39,39,"Brandt Jobe",100,45.74,145,317,"Par5BirdieorBetterLeaders",2011
40,40,"Bobby Gates",82,45.49,121,266,"Par5BirdieorBetterLeaders",2011
41,41,"Steve Marino",76,45.42,109,240,"Par5BirdieorBetterLeaders",2011
42,42,"Zach Johnson",79,45.26,105,232,"Par5BirdieorBetterLeaders",2011
43,43,"Bill Haas",93,45.23,128,283,"Par5BirdieorBetterLeaders",2011
44,44,"Steve Flesch",88,45.14,116,257,"Par5BirdieorBetterLeaders",2011
45,45,"Sergio Garcia",61,44.63,79,177,"Par5BirdieorBetterLeaders",2011
46,46,"Martin Laird",77,44.58,111,249,"Par5BirdieorBetterLeaders",2011
47,47,"Chris Kirk",87,44.53,118,265,"Par5BirdieorBetterLeaders",2011
