"Par4BirdieorBetterLeaders_RANKTHISWEEK_2013","Par4BirdieorBetterLeaders_RANKLASTWEEK_2013","Par4BirdieorBetterLeaders_PLAYERNAME_2013","Par4BirdieorBetterLeaders_ROUNDS_2013","Par4BirdieorBetterLeaders_Pct_2013","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2013","Par4BirdieorBetterLeaders_PAR4HOLES_2013","stat_name","year"
1,1,"Jordan Spieth",82,19.96,178,892,"Par4BirdieorBetterLeaders",2013
2,2,"Morgan Hoffmann",64,19.69,139,706,"Par4BirdieorBetterLeaders",2013
3,3,"Chris Kirk",89,19.61,189,964,"Par4BirdieorBetterLeaders",2013
4,4,"Matt Every",89,19.48,186,955,"Par4BirdieorBetterLeaders",2013
5,5,"Steve Stricker",51,19.34,100,517,"Par4BirdieorBetterLeaders",2013
6,6,"Rory McIlroy",56,19.32,114,590,"Par4BirdieorBetterLeaders",2013
7,7,"Jason Dufner",78,19.15,163,851,"Par4BirdieorBetterLeaders",2013
8,8,"David Hearn",88,18.76,178,949,"Par4BirdieorBetterLeaders",2013
9,9,"Tiger Woods",61,18.75,123,656,"Par4BirdieorBetterLeaders",2013
10,10,"Jimmy Walker",84,18.54,165,890,"Par4BirdieorBetterLeaders",2013
11,11,"Charlie Wi",75,18.37,140,762,"Par4BirdieorBetterLeaders",2013
12,12,"Charl Schwartzel",69,18.32,137,748,"Par4BirdieorBetterLeaders",2013
13,13,"David Toms",49,18.3,86,470,"Par4BirdieorBetterLeaders",2013
14,14,"Justin Rose",62,18.28,121,662,"Par4BirdieorBetterLeaders",2013
15,15,"David Lingmerth",68,18.21,132,725,"Par4BirdieorBetterLeaders",2013
16,16,"Rory Sabbatini",86,18.12,162,894,"Par4BirdieorBetterLeaders",2013
17,17,"Billy Horschel",96,18.05,187,1036,"Par4BirdieorBetterLeaders",2013
18,18,"Brandt Snedeker",79,18.01,154,855,"Par4BirdieorBetterLeaders",2013
19,19,"Brian Davis",91,18,176,978,"Par4BirdieorBetterLeaders",2013
20,20,"Harris English",95,17.96,185,1030,"Par4BirdieorBetterLeaders",2013
21,21,"Dustin Johnson",71,17.95,138,769,"Par4BirdieorBetterLeaders",2013
22,22,"Sangmoon Bae",83,17.67,159,900,"Par4BirdieorBetterLeaders",2013
22,22,"Charley Hoffman",84,17.67,159,900,"Par4BirdieorBetterLeaders",2013
24,24,"Phil Mickelson",78,17.65,149,844,"Par4BirdieorBetterLeaders",2013
25,25,"Russell Henley",80,17.61,150,852,"Par4BirdieorBetterLeaders",2013
26,26,"Henrik Stenson",65,17.57,123,700,"Par4BirdieorBetterLeaders",2013
27,27,"Vaughn Taylor",50,17.56,88,501,"Par4BirdieorBetterLeaders",2013
28,28,"Bubba Watson",76,17.45,138,791,"Par4BirdieorBetterLeaders",2013
29,29,"Jason Bohn",70,17.42,131,752,"Par4BirdieorBetterLeaders",2013
30,30,"Webb Simpson",92,17.41,168,965,"Par4BirdieorBetterLeaders",2013
31,31,"Bryce Molder",82,17.4,150,862,"Par4BirdieorBetterLeaders",2013
31,31,"Ryan Palmer",79,17.4,150,862,"Par4BirdieorBetterLeaders",2013
33,33,"James Driscoll",76,17.35,132,761,"Par4BirdieorBetterLeaders",2013
33,33,"Sergio Garcia",65,17.35,119,686,"Par4BirdieorBetterLeaders",2013
35,35,"Graham DeLaet",94,17.32,176,1016,"Par4BirdieorBetterLeaders",2013
36,36,"Patrick Reed",83,17.28,156,903,"Par4BirdieorBetterLeaders",2013
37,37,"Kevin Stadler",83,17.25,147,852,"Par4BirdieorBetterLeaders",2013
38,38,"Nicholas Thompson",99,17.23,184,1068,"Par4BirdieorBetterLeaders",2013
39,39,"Keegan Bradley",88,17.17,165,961,"Par4BirdieorBetterLeaders",2013
40,40,"Ted Potter Jr",65,17.14,115,671,"Par4BirdieorBetterLeaders",2013
41,41,"Brian Gay",79,17.13,148,864,"Par4BirdieorBetterLeaders",2013
41,41,"Gary Woodland",94,17.13,167,975,"Par4BirdieorBetterLeaders",2013
43,43,"George McNeill",68,17.12,127,742,"Par4BirdieorBetterLeaders",2013
44,44,"Robert Garrigus",69,17.06,117,686,"Par4BirdieorBetterLeaders",2013
45,45,"Chris Stroud",88,17.04,160,939,"Par4BirdieorBetterLeaders",2013
45,45,"Camilo Villegas",79,17.04,138,810,"Par4BirdieorBetterLeaders",2013
47,47,"Chez Reavie",72,17.01,133,782,"Par4BirdieorBetterLeaders",2013
48,48,"Brad Fritsch",81,16.95,140,826,"Par4BirdieorBetterLeaders",2013
49,49,"Zach Johnson",84,16.91,153,905,"Par4BirdieorBetterLeaders",2013
50,50,"Dicky Pride",71,16.8,122,726,"Par4BirdieorBetterLeaders",2013
51,51,"Ryan Moore",72,16.77,130,775,"Par4BirdieorBetterLeaders",2013
52,52,"Boo Weekley",100,16.76,183,1092,"Par4BirdieorBetterLeaders",2013
53,53,"Nick Watney",88,16.72,154,921,"Par4BirdieorBetterLeaders",2013
54,54,"Jim Furyk",80,16.71,140,838,"Par4BirdieorBetterLeaders",2013
55,55,"Rickie Fowler",75,16.69,135,809,"Par4BirdieorBetterLeaders",2013
56,56,"Ken Duke",87,16.67,158,948,"Par4BirdieorBetterLeaders",2013
56,56,"Justin Leonard",86,16.67,154,924,"Par4BirdieorBetterLeaders",2013
58,58,"Bo Van Pelt",72,16.64,125,751,"Par4BirdieorBetterLeaders",2013
59,59,"Kevin Chappell",80,16.63,142,854,"Par4BirdieorBetterLeaders",2013
59,59,"Charles Howell III",87,16.63,152,914,"Par4BirdieorBetterLeaders",2013
61,61,"Josh Teater",86,16.57,145,875,"Par4BirdieorBetterLeaders",2013
62,62,"Bill Haas",85,16.54,151,913,"Par4BirdieorBetterLeaders",2013
62,62,"Justin Hicks",79,16.54,133,804,"Par4BirdieorBetterLeaders",2013
64,64,"Roberto Castro",97,16.51,172,1042,"Par4BirdieorBetterLeaders",2013
64,64,"Matt Kuchar",93,16.51,156,945,"Par4BirdieorBetterLeaders",2013
66,66,"John Rollins",77,16.45,129,784,"Par4BirdieorBetterLeaders",2013
67,67,"Scott Piercy",78,16.44,135,821,"Par4BirdieorBetterLeaders",2013
67,67,"Daniel Summerhays",83,16.44,145,882,"Par4BirdieorBetterLeaders",2013
69,69,"Adam Scott",61,16.41,107,652,"Par4BirdieorBetterLeaders",2013
70,70,"Erik Compton",74,16.38,131,800,"Par4BirdieorBetterLeaders",2013
71,71,"KJ Choi",85,16.37,149,910,"Par4BirdieorBetterLeaders",2013
72,72,"Jeff Maggert",63,16.35,112,685,"Par4BirdieorBetterLeaders",2013
73,73,"Jerry Kelly",75,16.34,132,808,"Par4BirdieorBetterLeaders",2013
74,74,"Brendon de Jonge",110,16.28,194,1192,"Par4BirdieorBetterLeaders",2013
74,74,"Pat Perez",69,16.28,119,731,"Par4BirdieorBetterLeaders",2013
76,76,"Lee Westwood",70,16.27,122,750,"Par4BirdieorBetterLeaders",2013
77,77,"Matt Jones",83,16.22,145,894,"Par4BirdieorBetterLeaders",2013
78,78,"DA Points",87,16.2,152,938,"Par4BirdieorBetterLeaders",2013
79,79,"Luke Donald",60,16.13,101,626,"Par4BirdieorBetterLeaders",2013
79,79,"Jeff Overton",78,16.13,135,837,"Par4BirdieorBetterLeaders",2013
81,81,"Tommy Gainey",84,16.09,148,920,"Par4BirdieorBetterLeaders",2013
81,81,"Tag Ridings",69,16.09,112,696,"Par4BirdieorBetterLeaders",2013
83,83,"Jason Kokrak",78,15.99,134,838,"Par4BirdieorBetterLeaders",2013
84,84,"Mike Weir",60,15.97,99,620,"Par4BirdieorBetterLeaders",2013
85,85,"Jason Day",86,15.86,137,864,"Par4BirdieorBetterLeaders",2013
85,85,"Freddie Jacobson",63,15.86,105,662,"Par4BirdieorBetterLeaders",2013
87,87,"Ian Poulter",59,15.84,93,587,"Par4BirdieorBetterLeaders",2013
88,88,"Scott Stallings",79,15.83,136,859,"Par4BirdieorBetterLeaders",2013
89,89,"Brian Harman",89,15.75,143,908,"Par4BirdieorBetterLeaders",2013
