"3PuttAvoidanceRound2_RANKTHISWEEK_2006","3PuttAvoidanceRound2_RANKLASTWEEK_2006","3PuttAvoidanceRound2_PLAYERNAME_2006","3PuttAvoidanceRound2__2006","3PuttAvoidanceRound2_Pct_2006","3PuttAvoidanceRound2_TOTAL3PUTTS_2006","3PuttAvoidanceRound2_TOTALHOLES_2006","stat_name","year"
1,1,"Brian Gay",NA,0.72,4,558,"3PuttAvoidanceRound2",2006
2,2,"Jesper Parnevik",NA,0.93,4,432,"3PuttAvoidanceRound2",2006
3,3,"Richard Johnson",NA,0.96,5,522,"3PuttAvoidanceRound2",2006
4,4,"Ernie Els",NA,1.04,3,288,"3PuttAvoidanceRound2",2006
5,5,"Michael Allen",NA,1.39,6,432,"3PuttAvoidanceRound2",2006
6,6,"Vance Veazey",NA,1.46,5,342,"3PuttAvoidanceRound2",2006
7,7,"Bob Estes",NA,1.56,7,450,"3PuttAvoidanceRound2",2006
8,8,"Padraig Harrington",NA,1.59,4,252,"3PuttAvoidanceRound2",2006
9,9,"Jimmy Walker",NA,1.67,6,360,"3PuttAvoidanceRound2",2006
10,10,"Jim Furyk",NA,1.69,7,414,"3PuttAvoidanceRound2",2006
11,11,"Steve Stricker",NA,1.74,5,288,"3PuttAvoidanceRound2",2006
12,12,"Geoff Ogilvy",NA,1.75,6,342,"3PuttAvoidanceRound2",2006
13,13,"Zach Johnson",NA,1.78,8,450,"3PuttAvoidanceRound2",2006
14,14,"Greg Chalmers",NA,1.85,9,486,"3PuttAvoidanceRound2",2006
14,14,"Stewart Cink",NA,1.85,8,432,"3PuttAvoidanceRound2",2006
14,14,"Ben Crane",NA,1.85,7,378,"3PuttAvoidanceRound2",2006
14,14,"Sergio Garcia",NA,1.85,5,270,"3PuttAvoidanceRound2",2006
14,14,"Todd Hamilton",NA,1.85,9,486,"3PuttAvoidanceRound2",2006
14,14,"Freddie Jacobson",NA,1.85,6,324,"3PuttAvoidanceRound2",2006
14,14,"Skip Kendall",NA,1.85,7,378,"3PuttAvoidanceRound2",2006
14,14,"Shigeki Maruyama",NA,1.85,9,486,"3PuttAvoidanceRound2",2006
14,14,"Bob Tway",NA,1.85,8,432,"3PuttAvoidanceRound2",2006
23,23,"Daniel Chopra",NA,1.91,11,576,"3PuttAvoidanceRound2",2006
24,24,"Heath Slocum",NA,1.92,10,522,"3PuttAvoidanceRound2",2006
25,25,"Ryan Moore",NA,1.94,7,360,"3PuttAvoidanceRound2",2006
26,26,"Frank Lickliter II",NA,1.98,10,504,"3PuttAvoidanceRound2",2006
26,26,"Shaun Micheel",NA,1.98,10,504,"3PuttAvoidanceRound2",2006
26,26,"Tiger Woods",NA,1.98,5,252,"3PuttAvoidanceRound2",2006
29,29,"Justin Leonard",NA,2.08,9,432,"3PuttAvoidanceRound2",2006
29,29,"Jose Maria Olazabal",NA,2.08,6,288,"3PuttAvoidanceRound2",2006
31,31,"Stuart Appleby",NA,2.12,8,378,"3PuttAvoidanceRound2",2006
31,31,"Arron Oberholser",NA,2.12,8,378,"3PuttAvoidanceRound2",2006
33,33,"Jeff Maggert",NA,2.14,10,468,"3PuttAvoidanceRound2",2006
34,34,"Patrick Sheehan",NA,2.19,13,594,"3PuttAvoidanceRound2",2006
35,35,"Justin Rose",NA,2.26,11,486,"3PuttAvoidanceRound2",2006
36,36,"Ryan Hietala",NA,2.27,9,396,"3PuttAvoidanceRound2",2006
36,36,"Bernhard Langer",NA,2.27,9,396,"3PuttAvoidanceRound2",2006
38,38,"Mark Brooks",NA,2.29,14,612,"3PuttAvoidanceRound2",2006
39,39,"Jason Bohn",NA,2.3,12,522,"3PuttAvoidanceRound2",2006
39,39,"Olin Browne",NA,2.3,12,522,"3PuttAvoidanceRound2",2006
39,39,"Nathan Green",NA,2.3,12,522,"3PuttAvoidanceRound2",2006
42,42,"Aaron Baddeley",NA,2.31,10,432,"3PuttAvoidanceRound2",2006
43,43,"Brad Faxon",NA,2.35,11,468,"3PuttAvoidanceRound2",2006
43,43,"Tim Herron",NA,2.35,11,468,"3PuttAvoidanceRound2",2006
45,45,"Robert Allenby",NA,2.38,9,378,"3PuttAvoidanceRound2",2006
45,45,"Joe Durant",NA,2.38,12,504,"3PuttAvoidanceRound2",2006
45,45,"Jonathan Kaye",NA,2.38,12,504,"3PuttAvoidanceRound2",2006
45,45,"Peter Lonard",NA,2.38,9,378,"3PuttAvoidanceRound2",2006
49,49,"Brian Bateman",NA,2.42,10,414,"3PuttAvoidanceRound2",2006
50,50,"Luke Donald",NA,2.43,7,288,"3PuttAvoidanceRound2",2006
50,50,"Steve Flesch",NA,2.43,14,576,"3PuttAvoidanceRound2",2006
52,52,"KJ Choi",NA,2.44,11,450,"3PuttAvoidanceRound2",2006
52,52,"Greg Kraft",NA,2.44,11,450,"3PuttAvoidanceRound2",2006
52,52,"Chris Riley",NA,2.44,11,450,"3PuttAvoidanceRound2",2006
52,52,"Ron Whittaker",NA,2.44,11,450,"3PuttAvoidanceRound2",2006
56,56,"Marco Dawson",NA,2.47,12,486,"3PuttAvoidanceRound2",2006
56,56,"Stephen Leaney",NA,2.47,12,486,"3PuttAvoidanceRound2",2006
58,58,"Ryan Palmer",NA,2.49,13,522,"3PuttAvoidanceRound2",2006
59,59,"Arjun Atwal",NA,2.51,14,558,"3PuttAvoidanceRound2",2006
59,59,"Todd Fischer",NA,2.51,14,558,"3PuttAvoidanceRound2",2006
61,61,"Billy Andrade",NA,2.53,10,396,"3PuttAvoidanceRound2",2006
62,62,"Eric Axley",NA,2.58,13,504,"3PuttAvoidanceRound2",2006
63,63,"Phil Mickelson",NA,2.61,8,306,"3PuttAvoidanceRound2",2006
63,63,"Larry Mize",NA,2.61,8,306,"3PuttAvoidanceRound2",2006
63,63,"Mark OMeara",NA,2.61,8,306,"3PuttAvoidanceRound2",2006
66,66,"David Toms",NA,2.63,9,342,"3PuttAvoidanceRound2",2006
67,67,"Paul Azinger",NA,2.67,12,450,"3PuttAvoidanceRound2",2006
