"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2009","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2009","AverageDistanceofEagleputtsmade_PLAYERNAME_2009","AverageDistanceofEagleputtsmade_ROUNDS_2009","AverageDistanceofEagleputtsmade_AVG_2009","AverageDistanceofEagleputtsmade_TOTDISTFT_2009","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2009","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2009","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2009","stat_name","year"
1,1,"Colt Knost",71,NA,83.75,1,84,84,"AverageDistanceofEagleputtsmade",2009
2,2,"Brian Gay",96,NA,57.25,1,57,57,"AverageDistanceofEagleputtsmade",2009
3,3,"Jeff Overton",92,NA,186,5,92,8,"AverageDistanceofEagleputtsmade",2009
4,4,"Glen Day",79,NA,73.5,2,38,36,"AverageDistanceofEagleputtsmade",2009
5,5,"Bob Estes",78,NA,108.417,3,53,5,"AverageDistanceofEagleputtsmade",2009
6,6,"Tim Clark",81,NA,70.917,2,51,20,"AverageDistanceofEagleputtsmade",2009
7,7,"Justin Rose",71,NA,34.75,1,35,35,"AverageDistanceofEagleputtsmade",2009
8,8,"Casey Wittenberg",71,NA,97.917,3,77,5,"AverageDistanceofEagleputtsmade",2009
9,9,"John Rollins",92,NA,189.75,6,52,8,"AverageDistanceofEagleputtsmade",2009
10,10,"Parker McLachlin",71,NA,92.5,3,56,18,"AverageDistanceofEagleputtsmade",2009
11,11,"Jeff Klauk",97,NA,30.75,1,31,31,"AverageDistanceofEagleputtsmade",2009
12,12,"Bo Van Pelt",100,NA,167.583,6,65,7,"AverageDistanceofEagleputtsmade",2009
13,13,"Matt Bettencourt",98,NA,190.667,7,60,10,"AverageDistanceofEagleputtsmade",2009
14,14,"Nick OHern",90,NA,135.917,5,63,3,"AverageDistanceofEagleputtsmade",2009
15,15,"Dustin Johnson",85,NA,108.083,4,47,11,"AverageDistanceofEagleputtsmade",2009
16,16,"Marc Turnesa",77,NA,53.583,2,39,15,"AverageDistanceofEagleputtsmade",2009
17,17,"Stuart Appleby",79,NA,25.833,1,26,26,"AverageDistanceofEagleputtsmade",2009
18,18,"Brendon de Jonge",90,NA,51.333,2,30,21,"AverageDistanceofEagleputtsmade",2009
19,19,"Tim Petrovic",97,NA,50,2,43,7,"AverageDistanceofEagleputtsmade",2009
20,20,"Corey Pavin",73,NA,24.417,1,24,24,"AverageDistanceofEagleputtsmade",2009
21,21,"Brad Faxon",59,NA,48.667,2,47,2,"AverageDistanceofEagleputtsmade",2009
22,22,"Lee Janzen",74,NA,48.333,2,30,19,"AverageDistanceofEagleputtsmade",2009
22,22,"Matt Jones",56,NA,72.583,3,53,10,"AverageDistanceofEagleputtsmade",2009
24,24,"Nathan Green",104,NA,71.583,3,49,1,"AverageDistanceofEagleputtsmade",2009
25,25,"Aaron Baddeley",66,NA,163.833,7,38,9,"AverageDistanceofEagleputtsmade",2009
25,25,"Charlie Wi",92,NA,70.167,3,39,4,"AverageDistanceofEagleputtsmade",2009
27,27,"Ken Duke",87,NA,92.5,4,39,9,"AverageDistanceofEagleputtsmade",2009
28,28,"Andres Romero",58,NA,92.167,4,46,4,"AverageDistanceofEagleputtsmade",2009
29,29,"Ryan Palmer",78,NA,114.75,5,42,8,"AverageDistanceofEagleputtsmade",2009
30,30,"Robert Allenby",71,NA,91.417,4,60,5,"AverageDistanceofEagleputtsmade",2009
31,31,"David Mathis",82,NA,22.75,1,23,23,"AverageDistanceofEagleputtsmade",2009
32,32,"Joe Ogilvie",85,NA,112.083,5,56,4,"AverageDistanceofEagleputtsmade",2009
33,33,"Davis Love III",89,NA,111.083,5,45,8,"AverageDistanceofEagleputtsmade",2009
34,34,"Michael Allen",73,NA,87.75,4,29,12,"AverageDistanceofEagleputtsmade",2009
34,34,"Jeff Maggert",79,NA,65.75,3,34,3,"AverageDistanceofEagleputtsmade",2009
36,36,"Brett Quigley",92,NA,86.083,4,38,4,"AverageDistanceofEagleputtsmade",2009
37,37,"Steve Elkington",70,NA,42.667,2,27,16,"AverageDistanceofEagleputtsmade",2009
38,38,"George McNeill",82,NA,127.5,6,35,5,"AverageDistanceofEagleputtsmade",2009
39,39,"Ryan Moore",89,NA,63.083,3,29,7,"AverageDistanceofEagleputtsmade",2009
40,40,"Hunter Mahan",94,NA,83.583,4,38,4,"AverageDistanceofEagleputtsmade",2009
41,41,"Carl Pettersson",86,NA,104,5,45,5,"AverageDistanceofEagleputtsmade",2009
42,42,"Rocco Mediate",79,NA,82.333,4,38,5,"AverageDistanceofEagleputtsmade",2009
43,43,"DJ Trahan",96,NA,141.167,7,37,4,"AverageDistanceofEagleputtsmade",2009
44,44,"Kenny Perry",92,NA,79.833,4,36,8,"AverageDistanceofEagleputtsmade",2009
44,44,"John Senden",100,NA,239.833,12,39,6,"AverageDistanceofEagleputtsmade",2009
46,46,"JJ Henry",97,NA,139.583,7,45,3,"AverageDistanceofEagleputtsmade",2009
47,47,"Chez Reavie",81,NA,59.5,3,41,7,"AverageDistanceofEagleputtsmade",2009
48,48,"Steve Lowery",83,NA,58.917,3,47,5,"AverageDistanceofEagleputtsmade",2009
49,49,"Kevin Streelman",97,NA,97.583,5,43,2,"AverageDistanceofEagleputtsmade",2009
50,50,"Stephen Ames",77,NA,77.5,4,32,9,"AverageDistanceofEagleputtsmade",2009
50,50,"Jason Day",61,NA,77.667,4,32,6,"AverageDistanceofEagleputtsmade",2009
50,50,"Steve Stricker",81,NA,58.167,3,48,5,"AverageDistanceofEagleputtsmade",2009
53,53,"Chris Stroud",88,NA,172.167,9,48,4,"AverageDistanceofEagleputtsmade",2009
54,54,"Johnson Wagner",81,NA,152.917,8,40,1,"AverageDistanceofEagleputtsmade",2009
55,55,"Matt Weibring",65,NA,56.833,3,33,12,"AverageDistanceofEagleputtsmade",2009
56,56,"Mark Brooks",55,NA,37.583,2,32,5,"AverageDistanceofEagleputtsmade",2009
56,56,"Martin Laird",72,NA,150.667,8,50,5,"AverageDistanceofEagleputtsmade",2009
58,58,"Paul Goydos",79,NA,37.5,2,29,9,"AverageDistanceofEagleputtsmade",2009
58,58,"Pat Perez",74,NA,187.25,10,39,3,"AverageDistanceofEagleputtsmade",2009
58,58,"Camilo Villegas",76,NA,37.417,2,21,16,"AverageDistanceofEagleputtsmade",2009
61,61,"Fred Couples",54,NA,37.083,2,34,4,"AverageDistanceofEagleputtsmade",2009
61,61,"Brendon Todd",53,NA,18.583,1,19,19,"AverageDistanceofEagleputtsmade",2009
63,63,"Webb Simpson",94,NA,74.083,4,31,2,"AverageDistanceofEagleputtsmade",2009
64,64,"Chad Campbell",90,NA,90.083,5,32,6,"AverageDistanceofEagleputtsmade",2009
64,64,"Scott Sterling",51,NA,18,1,18,18,"AverageDistanceofEagleputtsmade",2009
66,66,"Kevin Sutherland",96,NA,53.417,3,36,7,"AverageDistanceofEagleputtsmade",2009
67,67,"Mike Weir",85,NA,106.583,6,31,2,"AverageDistanceofEagleputtsmade",2009
68,68,"DA Points",99,NA,70.667,4,40,3,"AverageDistanceofEagleputtsmade",2009
69,69,"Adam Scott",53,NA,34.917,2,33,2,"AverageDistanceofEagleputtsmade",2009
69,69,"Bubba Watson",73,NA,140.25,8,38,9,"AverageDistanceofEagleputtsmade",2009
71,71,"Scott McCarron",91,NA,69.083,4,38,6,"AverageDistanceofEagleputtsmade",2009
72,72,"Ted Purdy",101,NA,86,5,27,9,"AverageDistanceofEagleputtsmade",2009
73,73,"Phil Mickelson",66,NA,85.333,5,38,3,"AverageDistanceofEagleputtsmade",2009
73,73,"Geoff Ogilvy",78,NA,68.417,4,26,2,"AverageDistanceofEagleputtsmade",2009
73,73,"Boo Weekley",79,NA,34.083,2,27,7,"AverageDistanceofEagleputtsmade",2009
76,76,"Kirk Triplett",60,NA,67.833,4,28,6,"AverageDistanceofEagleputtsmade",2009
77,77,"James Nitties",86,NA,50.667,3,21,13,"AverageDistanceofEagleputtsmade",2009
78,78,"Mark Wilson",99,NA,67.167,4,25,7,"AverageDistanceofEagleputtsmade",2009
79,79,"Scott Verplank",88,NA,65.25,4,40,NA,"AverageDistanceofEagleputtsmade",2009
80,80,"Brad Adamonis",70,NA,79.917,5,31,10,"AverageDistanceofEagleputtsmade",2009
81,81,"Cameron Beckman",87,NA,126.583,8,42,6,"AverageDistanceofEagleputtsmade",2009
82,82,"Jason Bohn",88,NA,62.833,4,28,6,"AverageDistanceofEagleputtsmade",2009
83,83,"Padraig Harrington",66,NA,31.333,2,20,12,"AverageDistanceofEagleputtsmade",2009
83,83,"Charley Hoffman",97,NA,141.167,9,30,2,"AverageDistanceofEagleputtsmade",2009
85,85,"Jarrod Lyle",65,NA,46.667,3,23,9,"AverageDistanceofEagleputtsmade",2009
86,86,"Jason Gore",74,NA,30.833,2,17,14,"AverageDistanceofEagleputtsmade",2009
87,87,"Ricky Barnes",67,NA,61.25,4,27,6,"AverageDistanceofEagleputtsmade",2009
87,87,"Brian Davis",103,NA,46.083,3,26,6,"AverageDistanceofEagleputtsmade",2009
87,87,"Sergio Garcia",59,NA,107.083,7,32,2,"AverageDistanceofEagleputtsmade",2009
87,87,"John Merrick",91,NA,76.667,5,37,2,"AverageDistanceofEagleputtsmade",2009
91,91,"Woody Austin",84,NA,30.25,2,20,10,"AverageDistanceofEagleputtsmade",2009
92,92,"David Duval",56,NA,45.25,3,21,9,"AverageDistanceofEagleputtsmade",2009
93,93,"Steve Marino",98,NA,15,1,15,15,"AverageDistanceofEagleputtsmade",2009
94,94,"Tom Pernice Jr",82,NA,14.917,1,15,15,"AverageDistanceofEagleputtsmade",2009
95,95,"Brian Bateman",55,NA,14.833,1,15,15,"AverageDistanceofEagleputtsmade",2009
96,96,"Rory Sabbatini",81,NA,58.833,4,18,11,"AverageDistanceofEagleputtsmade",2009
97,97,"Troy Matteson",95,NA,88,6,26,2,"AverageDistanceofEagleputtsmade",2009
98,98,"Bill Haas",91,NA,102.25,7,46,7,"AverageDistanceofEagleputtsmade",2009
98,98,"Justin Leonard",95,NA,43.667,3,25,6,"AverageDistanceofEagleputtsmade",2009
98,98,"Billy Mayfair",83,NA,58.25,4,39,3,"AverageDistanceofEagleputtsmade",2009
98,98,"David Toms",98,NA,58.417,4,38,1,"AverageDistanceofEagleputtsmade",2009
102,102,"Greg Chalmers",85,NA,43.417,3,22,7,"AverageDistanceofEagleputtsmade",2009
103,103,"Tag Ridings",50,NA,57.667,4,24,8,"AverageDistanceofEagleputtsmade",2009
104,104,"Sean OHair",80,NA,85.917,6,26,6,"AverageDistanceofEagleputtsmade",2009
104,104,"Peter Tomasulo",61,NA,71.5,5,28,NA,"AverageDistanceofEagleputtsmade",2009
106,106,"Bryce Molder",69,NA,28.417,2,24,5,"AverageDistanceofEagleputtsmade",2009
106,106,"Kevin Na",91,NA,114.083,8,51,NA,"AverageDistanceofEagleputtsmade",2009
108,108,"Charles Warren",63,NA,42.5,3,23,4,"AverageDistanceofEagleputtsmade",2009
109,109,"Todd Hamilton",83,NA,56.167,4,21,4,"AverageDistanceofEagleputtsmade",2009
110,110,"Jonathan Byrd",89,NA,97.25,7,40,2,"AverageDistanceofEagleputtsmade",2009
111,111,"Dean Wilson",81,NA,13.833,1,14,14,"AverageDistanceofEagleputtsmade",2009
112,112,"Retief Goosen",74,NA,136.25,10,43,4,"AverageDistanceofEagleputtsmade",2009
113,113,"Nicholas Thompson",96,NA,108.167,8,24,4,"AverageDistanceofEagleputtsmade",2009
114,114,"Tiger Woods",64,NA,79.167,6,25,4,"AverageDistanceofEagleputtsmade",2009
114,114,"YE Yang",83,NA,79.083,6,29,8,"AverageDistanceofEagleputtsmade",2009
116,116,"Charles Howell III",99,NA,13.083,1,13,13,"AverageDistanceofEagleputtsmade",2009
117,117,"John Mallinger",90,NA,78.167,6,45,3,"AverageDistanceofEagleputtsmade",2009
118,118,"Tim Herron",87,NA,51.583,4,22,5,"AverageDistanceofEagleputtsmade",2009
118,118,"Brian Vranesh",51,NA,38.667,3,17,10,"AverageDistanceofEagleputtsmade",2009
120,120,"Ben Crane",93,NA,51.417,4,33,3,"AverageDistanceofEagleputtsmade",2009
120,120,"Steve Flesch",77,NA,51.333,4,25,6,"AverageDistanceofEagleputtsmade",2009
120,120,"Jimmy Walker",74,NA,115.417,9,28,3,"AverageDistanceofEagleputtsmade",2009
123,123,"Kevin Stadler",65,NA,88.917,7,26,5,"AverageDistanceofEagleputtsmade",2009
124,124,"Ernie Els",70,NA,62.917,5,30,5,"AverageDistanceofEagleputtsmade",2009
124,124,"Marc Leishman",91,NA,75.25,6,24,7,"AverageDistanceofEagleputtsmade",2009
126,126,"Ben Curtis",63,NA,12.5,1,13,13,"AverageDistanceofEagleputtsmade",2009
