"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2009","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2009","AverageDistanceofEagleputtsmade_PLAYERNAME_2009","AverageDistanceofEagleputtsmade_ROUNDS_2009","AverageDistanceofEagleputtsmade_AVG_2009","AverageDistanceofEagleputtsmade_TOTDISTFT_2009","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2009","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2009","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2009","stat_name","year"
127,127,"Briny Baird",89,NA,61.917,5,18,5,"AverageDistanceofEagleputtsmade",2009
127,127,"Stewart Cink",79,NA,49.583,4,22,8,"AverageDistanceofEagleputtsmade",2009
127,127,"Nick Watney",86,NA,86.75,7,29,4,"AverageDistanceofEagleputtsmade",2009
130,130,"Derek Fathauer",63,NA,12.333,1,12,12,"AverageDistanceofEagleputtsmade",2009
131,131,"Harrison Frazar",93,NA,73.417,6,21,NA,"AverageDistanceofEagleputtsmade",2009
132,132,"Kris Blanks",60,NA,36.167,3,19,7,"AverageDistanceofEagleputtsmade",2009
133,133,"Robert Garrigus",83,NA,71.75,6,29,2,"AverageDistanceofEagleputtsmade",2009
134,134,"Mathew Goggin",76,NA,35.833,3,14,9,"AverageDistanceofEagleputtsmade",2009
135,135,"Daniel Chopra",89,NA,71,6,29,2,"AverageDistanceofEagleputtsmade",2009
135,135,"Zach Johnson",94,NA,106.417,9,39,2,"AverageDistanceofEagleputtsmade",2009
135,135,"Bill Lunde",83,NA,70.75,6,19,3,"AverageDistanceofEagleputtsmade",2009
138,138,"Rich Beem",77,NA,46.917,4,25,4,"AverageDistanceofEagleputtsmade",2009
139,139,"Vijay Singh",71,NA,11.583,1,12,12,"AverageDistanceofEagleputtsmade",2009
140,140,"Lucas Glover",93,NA,11.5,1,12,12,"AverageDistanceofEagleputtsmade",2009
141,141,"Eric Axley",71,NA,22.417,2,19,3,"AverageDistanceofEagleputtsmade",2009
142,142,"Greg Owen",97,NA,64.167,6,25,3,"AverageDistanceofEagleputtsmade",2009
143,143,"Michael Letzig",96,NA,82.833,8,32,2,"AverageDistanceofEagleputtsmade",2009
143,143,"Jeff Quinney",78,NA,20.667,2,19,2,"AverageDistanceofEagleputtsmade",2009
145,145,"Chris Riley",77,NA,39.667,4,14,5,"AverageDistanceofEagleputtsmade",2009
146,146,"Jim Furyk",86,NA,9.5,1,10,10,"AverageDistanceofEagleputtsmade",2009
147,147,"Aron Price",89,NA,36.833,4,20,3,"AverageDistanceofEagleputtsmade",2009
148,148,"Matt Kuchar",82,NA,18.167,2,14,4,"AverageDistanceofEagleputtsmade",2009
149,149,"KJ Choi",65,NA,8.667,1,9,9,"AverageDistanceofEagleputtsmade",2009
150,150,"JB Holmes",74,NA,25.667,3,13,4,"AverageDistanceofEagleputtsmade",2009
151,151,"Jason Dufner",90,NA,23.583,3,11,3,"AverageDistanceofEagleputtsmade",2009
152,152,"Angel Cabrera",55,NA,14.75,2,9,6,"AverageDistanceofEagleputtsmade",2009
153,153,"Vaughn Taylor",88,NA,14.25,2,9,6,"AverageDistanceofEagleputtsmade",2009
154,154,"Tommy Armour III",58,NA,6.917,1,7,7,"AverageDistanceofEagleputtsmade",2009
154,154,"Leif Olson",51,NA,20.667,3,11,2,"AverageDistanceofEagleputtsmade",2009
154,154,"Darron Stiles",52,NA,6.917,1,7,7,"AverageDistanceofEagleputtsmade",2009
157,157,"Anthony Kim",76,NA,27.333,4,16,NA,"AverageDistanceofEagleputtsmade",2009
158,158,"Rod Pampling",72,NA,26.333,4,9,3,"AverageDistanceofEagleputtsmade",2009
159,159,"Chris DiMarco",97,NA,6.5,1,7,7,"AverageDistanceofEagleputtsmade",2009
160,160,"Jerry Kelly",90,NA,12.417,2,9,4,"AverageDistanceofEagleputtsmade",2009
161,161,"Alex Cejka",82,NA,11.917,2,9,3,"AverageDistanceofEagleputtsmade",2009
161,161,"Rick Price",54,NA,6,1,6,6,"AverageDistanceofEagleputtsmade",2009
163,163,"Bart Bryant",58,NA,5.75,1,6,6,"AverageDistanceofEagleputtsmade",2009
164,164,"Scott Piercy",85,NA,14.917,3,7,4,"AverageDistanceofEagleputtsmade",2009
165,165,"Heath Slocum",95,NA,8.25,2,6,2,"AverageDistanceofEagleputtsmade",2009
166,166,"Kent Jones",73,NA,7.917,2,5,3,"AverageDistanceofEagleputtsmade",2009
166,166,"Spencer Levin",75,NA,4,1,4,4,"AverageDistanceofEagleputtsmade",2009
166,166,"Will Ma Kenzie",69,NA,4,1,4,4,"AverageDistanceofEagleputtsmade",2009
169,169,"Jay Williamson",69,NA,7.583,2,6,2,"AverageDistanceofEagleputtsmade",2009
170,170,"Brandt Snedeker",81,NA,7,2,5,2,"AverageDistanceofEagleputtsmade",2009
171,171,"Ryuji Imada",85,NA,1.917,1,2,2,"AverageDistanceofEagleputtsmade",2009
