"AveragePuttingDistanceGIR3Putts_RANKTHISWEEK_2015","AveragePuttingDistanceGIR3Putts_RANKLASTWEEK_2015","AveragePuttingDistanceGIR3Putts_PLAYERNAME_2015","AveragePuttingDistanceGIR3Putts_ROUNDS_2015","AveragePuttingDistanceGIR3Putts_AVG_2015","AveragePuttingDistanceGIR3Putts_DISTANCEFEET_2015","AveragePuttingDistanceGIR3Putts_TOTALPUTTS_2015","stat_name","year"
1,1,"Bubba Watson",71,NA,16.747,27,"AveragePuttingDistanceGIR3Putts",2015
2,2,"Jonas Blixt",78,NA,11.752,19,"AveragePuttingDistanceGIR3Putts",2015
3,3,"Kevin Kisner",104,NA,14.675,24,"AveragePuttingDistanceGIR3Putts",2015
4,4,"Eric Axley",57,NA,7.32,12,"AveragePuttingDistanceGIR3Putts",2015
5,5,"Brendon de Jonge",106,NA,21.704,36,"AveragePuttingDistanceGIR3Putts",2015
6,6,"Brandt Snedeker",98,NA,19.099,32,"AveragePuttingDistanceGIR3Putts",2015
7,7,"Brian Stuard",97,NA,13.468,23,"AveragePuttingDistanceGIR3Putts",2015
7,7,"Johnson Wagner",68,NA,14.662,25,"AveragePuttingDistanceGIR3Putts",2015
9,9,"Bryce Molder",91,NA,14.046,24,"AveragePuttingDistanceGIR3Putts",2015
10,10,"Billy Hurley III",83,NA,9.291,16,"AveragePuttingDistanceGIR3Putts",2015
10,10,"Daniel Summerhays",101,NA,12.781,22,"AveragePuttingDistanceGIR3Putts",2015
12,12,"Phil Mickelson",70,NA,14.471,25,"AveragePuttingDistanceGIR3Putts",2015
13,13,"Oscar Fraustro",58,NA,12.094,21,"AveragePuttingDistanceGIR3Putts",2015
13,13,"Matt Kuchar",97,NA,12.096,21,"AveragePuttingDistanceGIR3Putts",2015
15,15,"Jason Day",75,NA,11.47,20,"AveragePuttingDistanceGIR3Putts",2015
15,15,"Scott Langley",94,NA,17.216,30,"AveragePuttingDistanceGIR3Putts",2015
15,15,"George McNeill",93,NA,22.394,39,"AveragePuttingDistanceGIR3Putts",2015
18,18,"Troy Merritt",91,NA,17.754,31,"AveragePuttingDistanceGIR3Putts",2015
