"Total3Putts25_RANKTHISWEEK_2013","Total3Putts25_RANKLASTWEEK_2013","Total3Putts25_PLAYERNAME_2013","Total3Putts25_ROUNDS_2013","Total3Putts25_TOTAL3PUTTS25_2013","Total3Putts25_TOTAL3PUTTS_2013","stat_name","year"
139,139,"Tim Herron",45,19,24,"Total3Putts25",2013
139,139,"Troy Matteson",68,19,27,"Total3Putts25",2013
139,139,"Andres Romero",63,19,27,"Total3Putts25",2013
139,139,"Casey Wittenberg",72,19,29,"Total3Putts25",2013
145,145,"Nicolas Colsaerts",50,18,29,"Total3Putts25",2013
145,145,"Bob Estes",66,18,24,"Total3Putts25",2013
145,145,"Matt Kuchar",93,18,22,"Total3Putts25",2013
145,145,"David Lynn",70,18,24,"Total3Putts25",2013
145,145,"Phil Mickelson",78,18,22,"Total3Putts25",2013
145,145,"Ryan Palmer",79,18,29,"Total3Putts25",2013
145,145,"DJ Trahan",48,18,24,"Total3Putts25",2013
152,152,"Robert Garrigus",69,17,22,"Total3Putts25",2013
152,152,"Padraig Harrington",52,17,19,"Total3Putts25",2013
152,152,"David Hearn",88,17,26,"Total3Putts25",2013
152,152,"Graeme McDowell",53,17,21,"Total3Putts25",2013
152,152,"Tag Ridings",69,17,22,"Total3Putts25",2013
157,157,"Scott Brown",65,16,21,"Total3Putts25",2013
157,157,"Rickie Fowler",75,16,24,"Total3Putts25",2013
157,157,"Shawn Stefani",63,16,19,"Total3Putts25",2013
160,160,"Freddie Jacobson",63,15,20,"Total3Putts25",2013
160,160,"Rory McIlroy",56,15,22,"Total3Putts25",2013
162,162,"Stephen Ames",49,14,21,"Total3Putts25",2013
162,162,"Sergio Garcia",65,14,20,"Total3Putts25",2013
162,162,"Aaron Watkins",46,14,16,"Total3Putts25",2013
162,162,"YE Yang",56,14,20,"Total3Putts25",2013
166,166,"Brian Gay",79,13,21,"Total3Putts25",2013
166,166,"Rod Pampling",46,13,15,"Total3Putts25",2013
166,166,"Charl Schwartzel",69,13,17,"Total3Putts25",2013
166,166,"Webb Simpson",92,13,23,"Total3Putts25",2013
166,166,"David Toms",49,13,19,"Total3Putts25",2013
166,166,"Mike Weir",60,13,18,"Total3Putts25",2013
172,172,"Tim Clark",64,12,17,"Total3Putts25",2013
172,172,"Adam Scott",61,12,18,"Total3Putts25",2013
172,172,"Andrew Svoboda",46,12,13,"Total3Putts25",2013
175,175,"Luke Donald",60,11,15,"Total3Putts25",2013
175,175,"Bobby Gates",49,11,16,"Total3Putts25",2013
175,175,"Steve Stricker",51,11,17,"Total3Putts25",2013
175,175,"Tiger Woods",61,11,16,"Total3Putts25",2013
179,179,"Ian Poulter",59,10,18,"Total3Putts25",2013
180,180,"Peter Hanson",45,8,11,"Total3Putts25",2013
