"Total3Putts25_RANKTHISWEEK_2013","Total3Putts25_RANKLASTWEEK_2013","Total3Putts25_PLAYERNAME_2013","Total3Putts25_ROUNDS_2013","Total3Putts25_TOTAL3PUTTS25_2013","Total3Putts25_TOTAL3PUTTS_2013","stat_name","year"
1,1,"Boo Weekley",100,48,58,"Total3Putts25",2013
2,2,"Greg Owen",73,46,54,"Total3Putts25",2013
3,3,"Nicholas Thompson",99,44,58,"Total3Putts25",2013
4,4,"Martin Flores",83,43,47,"Total3Putts25",2013
5,5,"Nick Watney",88,42,49,"Total3Putts25",2013
6,6,"Brendon de Jonge",110,41,45,"Total3Putts25",2013
6,6,"Graham DeLaet",94,41,49,"Total3Putts25",2013
8,8,"Sangmoon Bae",83,40,55,"Total3Putts25",2013
9,9,"Will Claxton",67,39,42,"Total3Putts25",2013
9,9,"John Huh",88,39,54,"Total3Putts25",2013
9,9,"Jason Kokrak",78,39,49,"Total3Putts25",2013
12,12,"Angel Cabrera",73,38,44,"Total3Putts25",2013
12,12,"Justin Hicks",79,38,51,"Total3Putts25",2013
12,12,"Brendan Steele",86,38,45,"Total3Putts25",2013
15,15,"Stuart Appleby",88,37,44,"Total3Putts25",2013
15,15,"Chad Campbell",78,37,44,"Total3Putts25",2013
15,15,"Roberto Castro",97,37,46,"Total3Putts25",2013
15,15,"Harris English",95,37,43,"Total3Putts25",2013
15,15,"Lucas Glover",65,37,45,"Total3Putts25",2013
15,15,"Patrick Reed",83,37,44,"Total3Putts25",2013
15,15,"Rory Sabbatini",86,37,53,"Total3Putts25",2013
15,15,"Kyle Stanley",71,37,55,"Total3Putts25",2013
23,23,"Trevor Immelman",73,36,41,"Total3Putts25",2013
24,24,"Jason Dufner",78,35,45,"Total3Putts25",2013
24,24,"Brad Fritsch",81,35,42,"Total3Putts25",2013
24,24,"Luke Guthrie",82,35,49,"Total3Putts25",2013
24,24,"Charles Howell III",87,35,39,"Total3Putts25",2013
28,28,"JJ Henry",83,34,36,"Total3Putts25",2013
28,28,"Luke List",65,34,42,"Total3Putts25",2013
28,28,"George McNeill",68,34,40,"Total3Putts25",2013
31,31,"Matt Every",89,33,50,"Total3Putts25",2013
31,31,"Seung Yul Noh",71,33,43,"Total3Putts25",2013
31,31,"DA Points",87,33,45,"Total3Putts25",2013
31,31,"John Senden",79,33,36,"Total3Putts25",2013
35,35,"Kevin Chappell",80,32,44,"Total3Putts25",2013
35,35,"Gary Woodland",94,32,38,"Total3Putts25",2013
37,37,"Michael Bradley",56,31,35,"Total3Putts25",2013
37,37,"Brian Davis",91,31,39,"Total3Putts25",2013
37,37,"Ken Duke",87,31,43,"Total3Putts25",2013
37,37,"Charley Hoffman",84,31,43,"Total3Putts25",2013
37,37,"Billy Horschel",96,31,41,"Total3Putts25",2013
37,37,"Matt Jones",83,31,38,"Total3Putts25",2013
37,37,"Steve LeBrun",66,31,36,"Total3Putts25",2013
37,37,"David Lingmerth",68,31,37,"Total3Putts25",2013
37,37,"Alistair Presnell",59,31,32,"Total3Putts25",2013
46,46,"Charlie Beljan",62,30,39,"Total3Putts25",2013
46,46,"KJ Choi",85,30,35,"Total3Putts25",2013
46,46,"Erik Compton",74,30,42,"Total3Putts25",2013
46,46,"Jeff Maggert",63,30,44,"Total3Putts25",2013
46,46,"David Mathis",71,30,37,"Total3Putts25",2013
46,46,"Cameron Tringale",80,30,41,"Total3Putts25",2013
52,52,"Stewart Cink",71,29,36,"Total3Putts25",2013
52,52,"James Driscoll",76,29,33,"Total3Putts25",2013
52,52,"Chris Kirk",89,29,40,"Total3Putts25",2013
52,52,"Hunter Mahan",91,29,32,"Total3Putts25",2013
52,52,"Johnson Wagner",64,29,37,"Total3Putts25",2013
52,52,"Jimmy Walker",84,29,34,"Total3Putts25",2013
52,52,"Charlie Wi",75,29,40,"Total3Putts25",2013
52,52,"Mark Wilson",56,29,32,"Total3Putts25",2013
60,60,"Bud Cauley",67,28,34,"Total3Putts25",2013
60,60,"Ben Crane",62,28,34,"Total3Putts25",2013
60,60,"William McGirt",75,28,32,"Total3Putts25",2013
60,60,"Eric Meierdierks",48,28,34,"Total3Putts25",2013
60,60,"Henrik Norlander",70,28,37,"Total3Putts25",2013
60,60,"Sean OHair",56,28,33,"Total3Putts25",2013
60,60,"Geoff Ogilvy",57,28,40,"Total3Putts25",2013
60,60,"Robert Streb",75,28,35,"Total3Putts25",2013
60,60,"Chris Stroud",88,28,35,"Total3Putts25",2013
60,60,"Michael Thompson",66,28,32,"Total3Putts25",2013
70,70,"Steven Bowditch",67,27,36,"Total3Putts25",2013
70,70,"Ben Curtis",59,27,31,"Total3Putts25",2013
70,70,"Scott Gardiner",61,27,30,"Total3Putts25",2013
70,70,"Martin Laird",68,27,38,"Total3Putts25",2013
70,70,"Richard Lee",81,27,36,"Total3Putts25",2013
70,70,"Cameron Percy",68,27,33,"Total3Putts25",2013
70,70,"Scott Piercy",78,27,36,"Total3Putts25",2013
70,70,"John Rollins",77,27,34,"Total3Putts25",2013
70,70,"Scott Stallings",79,27,36,"Total3Putts25",2013
70,70,"Daniel Summerhays",83,27,33,"Total3Putts25",2013
80,80,"Ricky Barnes",74,26,43,"Total3Putts25",2013
80,80,"Jonas Blixt",76,26,30,"Total3Putts25",2013
80,80,"Bill Haas",85,26,28,"Total3Putts25",2013
80,80,"Doug LaBelle II",72,26,32,"Total3Putts25",2013
80,80,"Marc Leishman",77,26,36,"Total3Putts25",2013
85,85,"Tommy Gainey",84,25,44,"Total3Putts25",2013
85,85,"Tom Gillis",69,25,36,"Total3Putts25",2013
85,85,"Ryo Ishikawa",72,25,39,"Total3Putts25",2013
85,85,"Brandt Jobe",62,25,30,"Total3Putts25",2013
85,85,"Ben Kohles",75,25,39,"Total3Putts25",2013
85,85,"DH Lee",65,25,37,"Total3Putts25",2013
85,85,"Pat Perez",69,25,37,"Total3Putts25",2013
85,85,"Dicky Pride",71,25,29,"Total3Putts25",2013
85,85,"Brandt Snedeker",79,25,35,"Total3Putts25",2013
85,85,"Kevin Stadler",83,25,38,"Total3Putts25",2013
95,95,"Keegan Bradley",88,24,30,"Total3Putts25",2013
95,95,"James Hahn",78,24,31,"Total3Putts25",2013
95,95,"Brian Harman",89,24,32,"Total3Putts25",2013
95,95,"Jim Herman",59,24,33,"Total3Putts25",2013
95,95,"Zach Johnson",84,24,35,"Total3Putts25",2013
95,95,"Justin Leonard",86,24,26,"Total3Putts25",2013
95,95,"Bryce Molder",82,24,30,"Total3Putts25",2013
95,95,"Ryan Moore",72,24,36,"Total3Putts25",2013
95,95,"Jeff Overton",78,24,32,"Total3Putts25",2013
95,95,"Jordan Spieth",82,24,34,"Total3Putts25",2013
95,95,"Henrik Stenson",65,24,27,"Total3Putts25",2013
106,106,"Robert Allenby",58,23,33,"Total3Putts25",2013
106,106,"Aaron Baddeley",68,23,27,"Total3Putts25",2013
106,106,"Jason Bohn",70,23,29,"Total3Putts25",2013
106,106,"Dustin Johnson",71,23,30,"Total3Putts25",2013
106,106,"John Merrick",79,23,33,"Total3Putts25",2013
106,106,"Ted Potter Jr",65,23,41,"Total3Putts25",2013
106,106,"Chez Reavie",72,23,27,"Total3Putts25",2013
106,106,"Bo Van Pelt",72,23,30,"Total3Putts25",2013
106,106,"Camilo Villegas",79,23,36,"Total3Putts25",2013
106,106,"Bubba Watson",76,23,28,"Total3Putts25",2013
116,116,"Justin Bolli",59,22,30,"Total3Putts25",2013
116,116,"Derek Ernst",58,22,25,"Total3Putts25",2013
116,116,"Russell Henley",80,22,33,"Total3Putts25",2013
116,116,"Martin Kaymer",61,22,26,"Total3Putts25",2013
116,116,"Colt Knost",69,22,26,"Total3Putts25",2013
116,116,"Jin Park",52,22,27,"Total3Putts25",2013
116,116,"Vaughn Taylor",50,22,24,"Total3Putts25",2013
116,116,"Lee Williams",62,22,26,"Total3Putts25",2013
124,124,"Jason Day",86,21,29,"Total3Putts25",2013
124,124,"Fabian Gomez",65,21,26,"Total3Putts25",2013
124,124,"Robert Karlsson",56,21,27,"Total3Putts25",2013
124,124,"Jerry Kelly",75,21,27,"Total3Putts25",2013
124,124,"Carl Pettersson",82,21,30,"Total3Putts25",2013
124,124,"Justin Rose",62,21,26,"Total3Putts25",2013
130,130,"Greg Chalmers",77,20,22,"Total3Putts25",2013
130,130,"Morgan Hoffmann",64,20,27,"Total3Putts25",2013
130,130,"Scott Langley",79,20,27,"Total3Putts25",2013
130,130,"Vijay Singh",61,20,30,"Total3Putts25",2013
130,130,"Darron Stiles",51,20,27,"Total3Putts25",2013
130,130,"Kevin Streelman",86,20,27,"Total3Putts25",2013
130,130,"Brian Stuard",78,20,31,"Total3Putts25",2013
130,130,"Josh Teater",86,20,27,"Total3Putts25",2013
130,130,"Lee Westwood",70,20,34,"Total3Putts25",2013
139,139,"Ernie Els",63,19,23,"Total3Putts25",2013
139,139,"Jim Furyk",80,19,25,"Total3Putts25",2013
