"FirstTeeLateRound3ScoringAverage_RANKTHISWEEK_2012","FirstTeeLateRound3ScoringAverage_RANKLASTWEEK_2012","FirstTeeLateRound3ScoringAverage_PLAYERNAME_2012","FirstTeeLateRound3ScoringAverage__2012","FirstTeeLateRound3ScoringAverage_AVG_2012","FirstTeeLateRound3ScoringAverage_TOTALSTROKES_2012","FirstTeeLateRound3ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Scott Brown",NA,65.5,131,2,"FirstTeeLateRound3ScoringAverage",2012
2,2,"Alexandre Rocha",NA,66,66,1,"FirstTeeLateRound3ScoringAverage",2012
3,3,"Roland Thatcher",NA,66.5,133,2,"FirstTeeLateRound3ScoringAverage",2012
4,4,"Billy Hurley III",NA,67,134,2,"FirstTeeLateRound3ScoringAverage",2012
4,4,"Louis Oosthuizen",NA,67,402,6,"FirstTeeLateRound3ScoringAverage",2012
6,6,"Stuart Appleby",NA,67.67,203,3,"FirstTeeLateRound3ScoringAverage",2012
7,7,"Marco Dawson",NA,68,68,1,"FirstTeeLateRound3ScoringAverage",2012
7,7,"Mathew Goggin",NA,68,68,1,"FirstTeeLateRound3ScoringAverage",2012
7,7,"JJ Henry",NA,68,204,3,"FirstTeeLateRound3ScoringAverage",2012
7,7,"Richard Lee",NA,68,204,3,"FirstTeeLateRound3ScoringAverage",2012
7,7,"Brendon Todd",NA,68,68,1,"FirstTeeLateRound3ScoringAverage",2012
12,12,"Rory McIlroy",NA,68.4,684,10,"FirstTeeLateRound3ScoringAverage",2012
13,13,"Webb Simpson",NA,68.55,754,11,"FirstTeeLateRound3ScoringAverage",2012
14,14,"Jonas Blixt",NA,68.6,343,5,"FirstTeeLateRound3ScoringAverage",2012
14,14,"Graham DeLaet",NA,68.6,343,5,"FirstTeeLateRound3ScoringAverage",2012
14,14,"John Rollins",NA,68.6,343,5,"FirstTeeLateRound3ScoringAverage",2012
17,17,"Davis Love III",NA,68.83,413,6,"FirstTeeLateRound3ScoringAverage",2012
18,18,"Will Claxton",NA,68.88,551,8,"FirstTeeLateRound3ScoringAverage",2012
18,18,"Brandt Snedeker",NA,68.88,551,8,"FirstTeeLateRound3ScoringAverage",2012
20,20,"Stephen Ames",NA,69,207,3,"FirstTeeLateRound3ScoringAverage",2012
20,20,"Ernie Els",NA,69,552,8,"FirstTeeLateRound3ScoringAverage",2012
20,20,"Graeme McDowell",NA,69,552,8,"FirstTeeLateRound3ScoringAverage",2012
20,20,"Nick OHern",NA,69,138,2,"FirstTeeLateRound3ScoringAverage",2012
24,24,"John Mallinger",NA,69.25,277,4,"FirstTeeLateRound3ScoringAverage",2012
24,24,"Heath Slocum",NA,69.25,277,4,"FirstTeeLateRound3ScoringAverage",2012
26,26,"Chez Reavie",NA,69.33,208,3,"FirstTeeLateRound3ScoringAverage",2012
27,27,"Keegan Bradley",NA,69.4,694,10,"FirstTeeLateRound3ScoringAverage",2012
28,28,"Sung Kang",NA,69.5,139,2,"FirstTeeLateRound3ScoringAverage",2012
28,28,"Danny Lee",NA,69.5,278,4,"FirstTeeLateRound3ScoringAverage",2012
28,28,"Justin Leonard",NA,69.5,278,4,"FirstTeeLateRound3ScoringAverage",2012
31,31,"Ken Duke",NA,69.55,765,11,"FirstTeeLateRound3ScoringAverage",2012
32,32,"Brian Davis",NA,69.56,626,9,"FirstTeeLateRound3ScoringAverage",2012
33,33,"Kevin Na",NA,69.57,487,7,"FirstTeeLateRound3ScoringAverage",2012
34,34,"Ryan Moore",NA,69.58,835,12,"FirstTeeLateRound3ScoringAverage",2012
35,35,"Jason Day",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2012
35,35,"Spencer Levin",NA,69.6,348,5,"FirstTeeLateRound3ScoringAverage",2012
37,37,"Brendon de Jonge",NA,69.67,627,9,"FirstTeeLateRound3ScoringAverage",2012
37,37,"Billy Horschel",NA,69.67,209,3,"FirstTeeLateRound3ScoringAverage",2012
37,37,"Phil Mickelson",NA,69.67,627,9,"FirstTeeLateRound3ScoringAverage",2012
40,40,"John Senden",NA,69.7,697,10,"FirstTeeLateRound3ScoringAverage",2012
41,41,"Rickie Fowler",NA,69.71,488,7,"FirstTeeLateRound3ScoringAverage",2012
42,42,"Zach Johnson",NA,69.77,907,13,"FirstTeeLateRound3ScoringAverage",2012
43,43,"Bo Van Pelt",NA,69.93,979,14,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Robert Allenby",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Tim Clark",NA,70,560,8,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Chris DiMarco",NA,70,280,4,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Scott Dunlap",NA,70,70,1,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Matt Every",NA,70,560,8,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Robert Garrigus",NA,70,770,11,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Bill Haas",NA,70,630,9,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Jeff Overton",NA,70,560,8,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Rory Sabbatini",NA,70,210,3,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Steve Stricker",NA,70,770,11,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Jhonattan Vegas",NA,70,350,5,"FirstTeeLateRound3ScoringAverage",2012
44,44,"Bubba Watson",NA,70,700,10,"FirstTeeLateRound3ScoringAverage",2012
56,56,"Jim Furyk",NA,70.1,701,10,"FirstTeeLateRound3ScoringAverage",2012
57,57,"Hunter Mahan",NA,70.13,561,8,"FirstTeeLateRound3ScoringAverage",2012
58,58,"Charley Hoffman",NA,70.14,491,7,"FirstTeeLateRound3ScoringAverage",2012
58,58,"Sean OHair",NA,70.14,491,7,"FirstTeeLateRound3ScoringAverage",2012
58,58,"Johnson Wagner",NA,70.14,491,7,"FirstTeeLateRound3ScoringAverage",2012
61,61,"William McGirt",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2012
62,62,"Scott Stallings",NA,70.2,351,5,"FirstTeeLateRound3ScoringAverage",2012
63,63,"Matt Kuchar",NA,70.23,913,13,"FirstTeeLateRound3ScoringAverage",2012
64,64,"Dicky Pride",NA,70.25,281,4,"FirstTeeLateRound3ScoringAverage",2012
65,65,"Colt Knost",NA,70.33,211,3,"FirstTeeLateRound3ScoringAverage",2012
65,65,"John Merrick",NA,70.33,422,6,"FirstTeeLateRound3ScoringAverage",2012
67,67,"Jason Dufner",NA,70.38,915,13,"FirstTeeLateRound3ScoringAverage",2012
67,67,"Dustin Johnson",NA,70.38,563,8,"FirstTeeLateRound3ScoringAverage",2012
67,67,"Chris Kirk",NA,70.38,563,8,"FirstTeeLateRound3ScoringAverage",2012
70,70,"Bud Cauley",NA,70.4,704,10,"FirstTeeLateRound3ScoringAverage",2012
71,71,"DA Points",NA,70.43,493,7,"FirstTeeLateRound3ScoringAverage",2012
72,72,"Jonathan Byrd",NA,70.5,564,8,"FirstTeeLateRound3ScoringAverage",2012
72,72,"Ben Curtis",NA,70.5,423,6,"FirstTeeLateRound3ScoringAverage",2012
72,72,"Nathan Green",NA,70.5,282,4,"FirstTeeLateRound3ScoringAverage",2012
72,72,"Jerry Kelly",NA,70.5,423,6,"FirstTeeLateRound3ScoringAverage",2012
72,72,"George McNeill",NA,70.5,282,4,"FirstTeeLateRound3ScoringAverage",2012
72,72,"Scott Piercy",NA,70.5,705,10,"FirstTeeLateRound3ScoringAverage",2012
72,72,"Kevin Stadler",NA,70.5,564,8,"FirstTeeLateRound3ScoringAverage",2012
72,72,"DJ Trahan",NA,70.5,141,2,"FirstTeeLateRound3ScoringAverage",2012
80,80,"Tommy Gainey",NA,70.64,777,11,"FirstTeeLateRound3ScoringAverage",2012
81,81,"Chris Couch",NA,70.67,212,3,"FirstTeeLateRound3ScoringAverage",2012
81,81,"Kyle Stanley",NA,70.67,424,6,"FirstTeeLateRound3ScoringAverage",2012
83,83,"Chad Campbell",NA,70.71,495,7,"FirstTeeLateRound3ScoringAverage",2012
84,84,"Tiger Woods",NA,70.73,778,11,"FirstTeeLateRound3ScoringAverage",2012
85,85,"Harrison Frazar",NA,70.75,283,4,"FirstTeeLateRound3ScoringAverage",2012
85,85,"Bobby Gates",NA,70.75,283,4,"FirstTeeLateRound3ScoringAverage",2012
87,87,"Tom Gillis",NA,70.78,637,9,"FirstTeeLateRound3ScoringAverage",2012
88,88,"Kevin Kisner",NA,70.8,354,5,"FirstTeeLateRound3ScoringAverage",2012
89,89,"James Driscoll",NA,70.83,425,6,"FirstTeeLateRound3ScoringAverage",2012
89,89,"Trevor Immelman",NA,70.83,425,6,"FirstTeeLateRound3ScoringAverage",2012
89,89,"Charl Schwartzel",NA,70.83,425,6,"FirstTeeLateRound3ScoringAverage",2012
92,92,"Henrik Stenson",NA,70.88,567,8,"FirstTeeLateRound3ScoringAverage",2012
93,93,"Padraig Harrington",NA,70.89,638,9,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Tommy Biershenk",NA,71,71,1,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Daniel Chopra",NA,71,213,3,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Gavin Coles",NA,71,355,5,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Sergio Garcia",NA,71,568,8,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Charles Howell III",NA,71,994,14,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Brandt Jobe",NA,71,71,1,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Billy Mayfair",NA,71,568,8,"FirstTeeLateRound3ScoringAverage",2012
94,94,"Daniel Summerhays",NA,71,497,7,"FirstTeeLateRound3ScoringAverage",2012
102,102,"Greg Chalmers",NA,71.08,853,12,"FirstTeeLateRound3ScoringAverage",2012
103,103,"Luke Donald",NA,71.14,498,7,"FirstTeeLateRound3ScoringAverage",2012
103,103,"Troy Matteson",NA,71.14,498,7,"FirstTeeLateRound3ScoringAverage",2012
105,105,"Jason Bohn",NA,71.2,356,5,"FirstTeeLateRound3ScoringAverage",2012
105,105,"Roberto Castro",NA,71.2,356,5,"FirstTeeLateRound3ScoringAverage",2012
105,105,"Bryce Molder",NA,71.2,356,5,"FirstTeeLateRound3ScoringAverage",2012
108,108,"Kris Blanks",NA,71.25,285,4,"FirstTeeLateRound3ScoringAverage",2012
108,108,"David Hearn",NA,71.25,285,4,"FirstTeeLateRound3ScoringAverage",2012
108,108,"Kyle Reifers",NA,71.25,285,4,"FirstTeeLateRound3ScoringAverage",2012
111,111,"Kevin Streelman",NA,71.29,499,7,"FirstTeeLateRound3ScoringAverage",2012
111,111,"Chris Stroud",NA,71.29,499,7,"FirstTeeLateRound3ScoringAverage",2012
113,113,"Carl Pettersson",NA,71.33,856,12,"FirstTeeLateRound3ScoringAverage",2012
114,114,"John Huh",NA,71.36,785,11,"FirstTeeLateRound3ScoringAverage",2012
115,115,"Kevin Chappell",NA,71.43,500,7,"FirstTeeLateRound3ScoringAverage",2012
115,115,"Marc Leishman",NA,71.43,500,7,"FirstTeeLateRound3ScoringAverage",2012
115,115,"Ryan Palmer",NA,71.43,500,7,"FirstTeeLateRound3ScoringAverage",2012
118,118,"Miguel Angel Carballo",NA,71.5,143,2,"FirstTeeLateRound3ScoringAverage",2012
118,118,"Brian Gay",NA,71.5,286,4,"FirstTeeLateRound3ScoringAverage",2012
118,118,"Tim Herron",NA,71.5,286,4,"FirstTeeLateRound3ScoringAverage",2012
121,121,"Adam Scott",NA,71.56,644,9,"FirstTeeLateRound3ScoringAverage",2012
122,122,"Martin Flores",NA,71.57,501,7,"FirstTeeLateRound3ScoringAverage",2012
122,122,"Lee Westwood",NA,71.57,501,7,"FirstTeeLateRound3ScoringAverage",2012
124,124,"Russell Knox",NA,71.6,358,5,"FirstTeeLateRound3ScoringAverage",2012
124,124,"Ted Potter Jr",NA,71.6,358,5,"FirstTeeLateRound3ScoringAverage",2012
124,124,"Vaughn Taylor",NA,71.6,358,5,"FirstTeeLateRound3ScoringAverage",2012
127,127,"Matt Jones",NA,71.67,215,3,"FirstTeeLateRound3ScoringAverage",2012
127,127,"Jeff Maggert",NA,71.67,430,6,"FirstTeeLateRound3ScoringAverage",2012
127,127,"Justin Rose",NA,71.67,645,9,"FirstTeeLateRound3ScoringAverage",2012
130,130,"JJ Killeen",NA,71.71,502,7,"FirstTeeLateRound3ScoringAverage",2012
131,131,"Geoff Ogilvy",NA,71.8,359,5,"FirstTeeLateRound3ScoringAverage",2012
132,132,"Camilo Villegas",NA,71.83,431,6,"FirstTeeLateRound3ScoringAverage",2012
133,133,"Michael Thompson",NA,71.88,575,8,"FirstTeeLateRound3ScoringAverage",2012
134,134,"Harris English",NA,72,576,8,"FirstTeeLateRound3ScoringAverage",2012
134,134,"Brian Harman",NA,72,288,4,"FirstTeeLateRound3ScoringAverage",2012
134,134,"Seung Yul Noh",NA,72,504,7,"FirstTeeLateRound3ScoringAverage",2012
134,134,"Vijay Singh",NA,72,792,11,"FirstTeeLateRound3ScoringAverage",2012
134,134,"Mark Wilson",NA,72,72,1,"FirstTeeLateRound3ScoringAverage",2012
139,139,"Pat Perez",NA,72.1,721,10,"FirstTeeLateRound3ScoringAverage",2012
140,140,"Ian Poulter",NA,72.11,649,9,"FirstTeeLateRound3ScoringAverage",2012
141,141,"Ben Crane",NA,72.2,361,5,"FirstTeeLateRound3ScoringAverage",2012
141,141,"David Toms",NA,72.2,361,5,"FirstTeeLateRound3ScoringAverage",2012
141,141,"Charlie Wi",NA,72.2,722,10,"FirstTeeLateRound3ScoringAverage",2012
