"Total1Putts510_RANKTHISWEEK_2011","Total1Putts510_RANKLASTWEEK_2011","Total1Putts510_PLAYERNAME_2011","Total1Putts510_ROUNDS_2011","Total1Putts510_TOTAL_2011","Total1Putts510_TOTALFORALLDISTANCES_2011","Total1Putts510_PCTOFALL1PUTTS_2011","stat_name","year"
1,1,"Blake Adams",116,217,762,28.5,"Total1Putts510",2011
2,2,"Carl Pettersson",95,187,644,29,"Total1Putts510",2011
3,3,"Tommy Gainey",104,186,625,29.8,"Total1Putts510",2011
4,4,"Cameron Tringale",110,179,651,27.5,"Total1Putts510",2011
5,5,"Brendon de Jonge",105,178,672,26.5,"Total1Putts510",2011
6,6,"Steve Flesch",88,174,590,29.5,"Total1Putts510",2011
7,7,"Brian Davis",105,170,659,25.8,"Total1Putts510",2011
7,7,"Spencer Levin",113,170,631,26.9,"Total1Putts510",2011
7,7,"Webb Simpson",98,170,607,28,"Total1Putts510",2011
10,10,"Greg Chalmers",88,168,623,27,"Total1Putts510",2011
11,11,"Steven Bowditch",86,167,581,28.7,"Total1Putts510",2011
11,11,"Chad Campbell",99,167,559,29.9,"Total1Putts510",2011
13,13,"Charles Howell III",108,166,627,26.5,"Total1Putts510",2011
14,14,"DA Points",89,163,552,29.5,"Total1Putts510",2011
15,15,"Charlie Wi",83,162,584,27.7,"Total1Putts510",2011
16,16,"Arjun Atwal",91,156,605,25.8,"Total1Putts510",2011
17,17,"Troy Matteson",91,155,544,28.5,"Total1Putts510",2011
18,18,"Brandt Jobe",100,154,548,28.1,"Total1Putts510",2011
18,18,"Josh Teater",104,154,606,25.4,"Total1Putts510",2011
20,20,"Chris DiMarco",93,151,578,26.1,"Total1Putts510",2011
21,21,"Charley Hoffman",93,150,516,29.1,"Total1Putts510",2011
21,21,"Matt Kuchar",94,150,537,27.9,"Total1Putts510",2011
21,21,"Jeff Overton",92,150,517,29,"Total1Putts510",2011
21,21,"Tim Petrovic",88,150,566,26.5,"Total1Putts510",2011
25,25,"Andres Romero",77,149,530,28.1,"Total1Putts510",2011
26,26,"Hunter Haas",96,148,609,24.3,"Total1Putts510",2011
26,26,"David Hearn",88,148,518,28.6,"Total1Putts510",2011
26,26,"Tim Herron",85,148,539,27.5,"Total1Putts510",2011
29,29,"Matt Bettencourt",84,147,546,26.9,"Total1Putts510",2011
29,29,"William McGirt",103,147,605,24.3,"Total1Putts510",2011
29,29,"DJ Trahan",91,147,526,27.9,"Total1Putts510",2011
32,32,"Brian Gay",90,146,555,26.3,"Total1Putts510",2011
32,32,"Ryuji Imada",83,146,546,26.7,"Total1Putts510",2011
32,32,"Hunter Mahan",92,146,549,26.6,"Total1Putts510",2011
35,35,"Bryce Molder",82,145,549,26.4,"Total1Putts510",2011
36,36,"Nathan Green",81,144,522,27.6,"Total1Putts510",2011
37,37,"Chris Stroud",88,143,532,26.9,"Total1Putts510",2011
37,37,"Vaughn Taylor",89,143,593,24.1,"Total1Putts510",2011
39,39,"Jonathan Byrd",83,142,519,27.4,"Total1Putts510",2011
39,39,"David Mathis",83,142,511,27.8,"Total1Putts510",2011
39,39,"Kevin Streelman",90,142,508,28,"Total1Putts510",2011
39,39,"Jimmy Walker",79,142,554,25.6,"Total1Putts510",2011
43,43,"Jason Bohn",74,141,472,29.9,"Total1Putts510",2011
43,43,"Zach Johnson",79,141,488,28.9,"Total1Putts510",2011
43,43,"Marc Leishman",87,141,547,25.8,"Total1Putts510",2011
43,43,"Billy Mayfair",94,141,567,24.9,"Total1Putts510",2011
43,43,"Chez Reavie",92,141,557,25.3,"Total1Putts510",2011
43,43,"Nick Watney",80,141,470,30,"Total1Putts510",2011
49,49,"Bill Lunde",92,140,516,27.1,"Total1Putts510",2011
49,49,"Zack Miller",86,140,503,27.8,"Total1Putts510",2011
49,49,"Brendan Steele",89,140,505,27.7,"Total1Putts510",2011
52,52,"Pat Perez",76,139,526,26.4,"Total1Putts510",2011
52,52,"Mark Wilson",89,139,504,27.6,"Total1Putts510",2011
54,54,"Scott Piercy",78,138,457,30.2,"Total1Putts510",2011
55,55,"Anthony Kim",72,137,426,32.2,"Total1Putts510",2011
55,55,"Kevin Na",84,137,555,24.7,"Total1Putts510",2011
55,55,"John Senden",94,137,523,26.2,"Total1Putts510",2011
58,58,"Freddie Jacobson",92,136,539,25.2,"Total1Putts510",2011
58,58,"Justin Rose",79,136,430,31.6,"Total1Putts510",2011
58,58,"Vijay Singh",79,136,508,26.8,"Total1Putts510",2011
61,61,"Keegan Bradley",91,135,526,25.7,"Total1Putts510",2011
61,61,"Luke Donald",73,135,418,32.3,"Total1Putts510",2011
61,61,"Jerry Kelly",85,135,477,28.3,"Total1Putts510",2011
64,64,"Rickie Fowler",84,134,502,26.7,"Total1Putts510",2011
64,64,"Kent Jones",76,134,444,30.2,"Total1Putts510",2011
64,64,"Alex Prugh",82,134,427,31.4,"Total1Putts510",2011
67,67,"Kris Blanks",92,133,529,25.1,"Total1Putts510",2011
67,67,"Paul Stankowski",78,133,475,28,"Total1Putts510",2011
67,67,"Kyle Stanley",98,133,539,24.7,"Total1Putts510",2011
