"DrivingPct320AllDrives_RANKTHISWEEK_2008","DrivingPct320AllDrives_RANKLASTWEEK_2008","DrivingPct320AllDrives_PLAYERNAME_2008","DrivingPct320AllDrives_ROUNDS_2008","DrivingPct320AllDrives_Pct_2008","DrivingPct320AllDrives_TOTALDRIVESFOR320_2008","DrivingPct320AllDrives_TOTALDRIVESOVERALL_2008","DrivingPct320AllDrives_RELATIVETOPAR_2008","stat_name","year"
1,NA,"JB Holmes",86,32.57,314,964,-0.236,"DrivingPct320AllDrives",2008
2,NA,"Bubba Watson",97,25.76,288,1118,-0.257,"DrivingPct320AllDrives",2008
3,NA,"Dustin Johnson",92,21.3,240,1127,-0.288,"DrivingPct320AllDrives",2008
4,NA,"Robert Garrigus",90,20.23,242,1196,-0.182,"DrivingPct320AllDrives",2008
5,NA,"Angel Cabrera",55,17.27,95,550,-0.189,"DrivingPct320AllDrives",2008
6,NA,"Nick Watney",96,16.92,199,1176,-0.281,"DrivingPct320AllDrives",2008
7,NA,"Vijay Singh",82,15.12,134,886,-0.276,"DrivingPct320AllDrives",2008
8,NA,"Jeff Overton",103,14.49,184,1270,-0.261,"DrivingPct320AllDrives",2008
8,NA,"Travis Perkins",53,14.49,81,559,-0.086,"DrivingPct320AllDrives",2008
10,NA,"Steve Allan",58,14.33,96,670,-0.229,"DrivingPct320AllDrives",2008
11,NA,"Jason Allred",63,14.08,98,696,-0.173,"DrivingPct320AllDrives",2008
12,NA,"Charley Hoffman",94,13.68,165,1206,-0.164,"DrivingPct320AllDrives",2008
13,NA,"Fred Couples",60,13.52,96,710,-0.385,"DrivingPct320AllDrives",2008
14,NA,"Adam Scott",51,13.06,64,490,-0.453,"DrivingPct320AllDrives",2008
15,NA,"Tommy Gainey",60,12.93,83,642,-0.145,"DrivingPct320AllDrives",2008
16,NA,"Tag Ridings",88,12.83,145,1130,-0.241,"DrivingPct320AllDrives",2008
17,NA,"Martin Laird",98,12.82,152,1186,-0.316,"DrivingPct320AllDrives",2008
18,NA,"Daniel Chopra",84,12.22,118,966,-0.28,"DrivingPct320AllDrives",2008
19,NA,"Harrison Frazar",73,11.82,102,863,-0.216,"DrivingPct320AllDrives",2008
20,NA,"Andres Romero",69,11.66,80,686,-0.163,"DrivingPct320AllDrives",2008
21,NA,"Davis Love III",78,11.56,105,908,-0.248,"DrivingPct320AllDrives",2008
22,NA,"Anthony Kim",81,11.21,102,910,-0.225,"DrivingPct320AllDrives",2008
23,NA,"Richard Johnson",77,10.97,104,948,-0.24,"DrivingPct320AllDrives",2008
24,NA,"Charles Warren",79,10.94,113,1033,-0.186,"DrivingPct320AllDrives",2008
25,NA,"Jason Day",81,10.22,110,1076,-0.127,"DrivingPct320AllDrives",2008
26,NA,"George McNeill",97,10.19,128,1256,-0.313,"DrivingPct320AllDrives",2008
27,NA,"Paul Casey",55,10,50,500,-0.36,"DrivingPct320AllDrives",2008
28,NA,"Phil Mickelson",80,9.93,82,826,-0.293,"DrivingPct320AllDrives",2008
29,NA,"Kevin Streelman",114,9.92,134,1351,-0.291,"DrivingPct320AllDrives",2008
30,NA,"Lucas Glover",91,9.76,113,1158,-0.204,"DrivingPct320AllDrives",2008
31,NA,"John Merrick",98,9.22,99,1074,-0.242,"DrivingPct320AllDrives",2008
32,NA,"Sean OHair",81,9.07,86,948,-0.279,"DrivingPct320AllDrives",2008
33,NA,"Rory Sabbatini",77,9.03,80,886,-0.338,"DrivingPct320AllDrives",2008
34,NA,"Mathias Gronberg",87,9,99,1100,-0.293,"DrivingPct320AllDrives",2008
35,NA,"Pat Perez",93,8.98,99,1103,-0.404,"DrivingPct320AllDrives",2008
36,NA,"Jason Gore",94,8.96,106,1183,-0.349,"DrivingPct320AllDrives",2008
37,NA,"Stewart Cink",87,8.86,79,892,-0.253,"DrivingPct320AllDrives",2008
38,NA,"James Driscoll",85,8.71,92,1056,-0.315,"DrivingPct320AllDrives",2008
39,NA,"Charles Howell III",101,8.7,106,1218,-0.198,"DrivingPct320AllDrives",2008
40,NA,"Brenden Pappas",66,8.59,67,780,-0.388,"DrivingPct320AllDrives",2008
41,NA,"John Huston",56,8.53,58,680,-0.224,"DrivingPct320AllDrives",2008
42,NA,"Brandt Jobe",52,8.41,55,654,-0.291,"DrivingPct320AllDrives",2008
43,NA,"Troy Matteson",94,8.32,103,1238,-0.155,"DrivingPct320AllDrives",2008
44,NA,"Nicholas Thompson",113,8.07,108,1338,-0.241,"DrivingPct320AllDrives",2008
45,NA,"Todd Demsey",80,7.98,79,990,-0.38,"DrivingPct320AllDrives",2008
46,NA,"Matt Jones",95,7.94,93,1172,-0.398,"DrivingPct320AllDrives",2008
47,NA,"Mathew Goggin",91,7.78,89,1144,-0.337,"DrivingPct320AllDrives",2008
48,NA,"Kenny Perry",97,7.73,99,1280,-0.242,"DrivingPct320AllDrives",2008
49,NA,"Steve Marino",119,7.67,111,1447,-0.243,"DrivingPct320AllDrives",2008
50,NA,"Kevin Stadler",90,7.65,78,1020,-0.308,"DrivingPct320AllDrives",2008
51,NA,"Padraig Harrington",52,7.59,34,448,-0.353,"DrivingPct320AllDrives",2008
52,NA,"Ted Purdy",68,7.55,62,821,-0.065,"DrivingPct320AllDrives",2008
53,NA,"Bill Haas",99,7.51,94,1252,-0.309,"DrivingPct320AllDrives",2008
54,NA,"Bo Van Pelt",101,7.48,97,1297,-0.227,"DrivingPct320AllDrives",2008
55,NA,"Ryan Palmer",69,7.42,62,836,-0.258,"DrivingPct320AllDrives",2008
