"VictoryLeaders_RANKTHISWEEK_2009","VictoryLeaders_RANKLASTWEEK_2009","VictoryLeaders_PLAYERNAME_2009","VictoryLeaders_EVENTS_2009","VictoryLeaders_VICTORIES_2009","stat_name","year"
1,1,"Tiger Woods",17,6,"VictoryLeaders",2009
2,2,"Phil Mickelson",18,3,"VictoryLeaders",2009
2,2,"Steve Stricker",22,3,"VictoryLeaders",2009
4,4,"Brian Gay",27,2,"VictoryLeaders",2009
4,4,"Zach Johnson",26,2,"VictoryLeaders",2009
4,4,"Geoff Ogilvy",20,2,"VictoryLeaders",2009
4,4,"Kenny Perry",24,2,"VictoryLeaders",2009
4,4,"YE Yang",23,2,"VictoryLeaders",2009
9,9,"Stephen Ames",23,1,"VictoryLeaders",2009
9,9,"Michael Bradley",17,1,"VictoryLeaders",2009
9,9,"Angel Cabrera",17,1,"VictoryLeaders",2009
9,9,"Paul Casey",12,1,"VictoryLeaders",2009
9,9,"Stewart Cink",22,1,"VictoryLeaders",2009
9,9,"Lucas Glover",26,1,"VictoryLeaders",2009
9,9,"Retief Goosen",20,1,"VictoryLeaders",2009
9,9,"Nathan Green",30,1,"VictoryLeaders",2009
9,9,"Dustin Johnson",25,1,"VictoryLeaders",2009
9,9,"Jerry Kelly",26,1,"VictoryLeaders",2009
9,9,"Matt Kuchar",24,1,"VictoryLeaders",2009
9,9,"Martin Laird",24,1,"VictoryLeaders",2009
9,9,"Troy Matteson",30,1,"VictoryLeaders",2009
9,9,"Ryan Moore",27,1,"VictoryLeaders",2009
9,9,"Sean OHair",23,1,"VictoryLeaders",2009
9,9,"Pat Perez",22,1,"VictoryLeaders",2009
9,9,"John Rollins",27,1,"VictoryLeaders",2009
9,9,"Rory Sabbatini",25,1,"VictoryLeaders",2009
9,9,"Heath Slocum",30,1,"VictoryLeaders",2009
9,9,"Henrik Stenson",10,1,"VictoryLeaders",2009
9,9,"Bo Van Pelt",30,1,"VictoryLeaders",2009
9,9,"Nick Watney",24,1,"VictoryLeaders",2009
9,9,"Mark Wilson",28,1,"VictoryLeaders",2009
32,32,"Brad Adamonis",25,NA,"VictoryLeaders",2009
32,32,"Alfredo Adrian",0,NA,"VictoryLeaders",2009
32,32,"Joe Affrunti",0,NA,"VictoryLeaders",2009
32,32,"Felipe Aguilar",1,NA,"VictoryLeaders",2009
32,32,"Jaco Ahlers",1,NA,"VictoryLeaders",2009
32,32,"Antti Ahokas",1,NA,"VictoryLeaders",2009
32,32,"Thomas Aiken",3,NA,"VictoryLeaders",2009
32,32,"Tyler Aldridge",17,NA,"VictoryLeaders",2009
32,32,"Tyson Alexander",1,NA,"VictoryLeaders",2009
32,32,"Helen Alfredsson",0,NA,"VictoryLeaders",2009
32,32,"Steve Allan",17,NA,"VictoryLeaders",2009
32,32,"Fulton Allem",1,NA,"VictoryLeaders",2009
32,32,"Michael Allen",22,NA,"VictoryLeaders",2009
32,32,"Robert Allenby",21,NA,"VictoryLeaders",2009
32,32,"Max Alverio",1,NA,"VictoryLeaders",2009
32,32,"Fredrik Andersson Hed",1,NA,"VictoryLeaders",2009
32,32,"Billy Anderson",1,NA,"VictoryLeaders",2009
32,32,"Stuart Anderson",1,NA,"VictoryLeaders",2009
32,32,"Josh Anderson",1,NA,"VictoryLeaders",2009
