"GIRPercentageLess100yards_RANKTHISWEEK_2016","GIRPercentageLess100yards_RANKLASTWEEK_2016","GIRPercentageLess100yards_PLAYERNAME_2016","GIRPercentageLess100yards_ROUNDS_2016","GIRPercentageLess100yards_Pct_2016","GIRPercentageLess100yards_GREENSHIT_2016","GIRPercentageLess100yards_TOTALHOLES_2016","GIRPercentageLess100yards_RELATIVETOPAR_2016","stat_name","year"
1,2,"Rickie Fowler",42,93.96,140,149,-0.64,"GIRPercentageLess100yards",2016
2,1,"Matthew Fitzpatrick",23,93.94,31,33,-0.58,"GIRPercentageLess100yards",2016
3,5,"Colt Knost",56,92.56,112,121,-0.5,"GIRPercentageLess100yards",2016
4,3,"Henrik Stenson",30,92.5,74,80,-0.62,"GIRPercentageLess100yards",2016
5,4,"JJ Henry",44,92,115,125,-0.43,"GIRPercentageLess100yards",2016
6,7,"Emiliano Grillo",47,91.49,129,141,-0.54,"GIRPercentageLess100yards",2016
7,9,"Graeme McDowell",33,91.3,63,69,-0.56,"GIRPercentageLess100yards",2016
8,10,"Bubba Watson",30,91.18,93,102,-0.57,"GIRPercentageLess100yards",2016
9,13,"Jimmy Walker",43,90.51,124,137,-0.69,"GIRPercentageLess100yards",2016
10,8,"Hideki Matsuyama",40,90.48,95,105,-0.56,"GIRPercentageLess100yards",2016
11,17,"Charl Schwartzel",29,90.36,75,83,-0.53,"GIRPercentageLess100yards",2016
11,15,"David Toms",38,90.36,75,83,-0.41,"GIRPercentageLess100yards",2016
13,35,"Adam Scott",39,90.22,83,92,-0.67,"GIRPercentageLess100yards",2016
14,19,"Stewart Cink",45,90.2,92,102,-0.6,"GIRPercentageLess100yards",2016
15,54,"Rob Oppenheim",37,90.12,73,81,-0.41,"GIRPercentageLess100yards",2016
16,30,"Matt Jones",45,90,90,100,-0.5,"GIRPercentageLess100yards",2016
16,18,"Scott Stallings",46,90,117,130,-0.51,"GIRPercentageLess100yards",2016
18,21,"Troy Merritt",41,89.83,106,118,-0.5,"GIRPercentageLess100yards",2016
19,12,"Kevin Kisner",49,89.6,112,125,-0.61,"GIRPercentageLess100yards",2016
20,11,"Blayne Barber",44,89.57,103,115,-0.58,"GIRPercentageLess100yards",2016
21,23,"Louis Oosthuizen",25,89.47,34,38,-0.44,"GIRPercentageLess100yards",2016
22,6,"Brendon de Jonge",55,89.38,101,113,-0.5,"GIRPercentageLess100yards",2016
23,24,"Seung Yul Noh",54,89.36,126,141,-0.61,"GIRPercentageLess100yards",2016
23,24,"Andy Sullivan",25,89.36,42,47,-0.6,"GIRPercentageLess100yards",2016
23,24,"DJ Trahan",23,89.36,42,47,-0.5,"GIRPercentageLess100yards",2016
26,20,"Danny Lee",53,89.29,125,140,-0.58,"GIRPercentageLess100yards",2016
27,31,"Jason Day",36,89.17,107,120,-0.63,"GIRPercentageLess100yards",2016
28,32,"Sergio Garcia",28,89.09,49,55,-0.45,"GIRPercentageLess100yards",2016
29,36,"Shane Bertsch",30,88.89,48,54,-0.42,"GIRPercentageLess100yards",2016
30,39,"Zach Johnson",42,88.79,103,116,-0.53,"GIRPercentageLess100yards",2016
31,52,"Charles Howell III",63,88.71,165,186,-0.62,"GIRPercentageLess100yards",2016
32,45,"Tim Wilkinson",40,88.61,70,79,-0.49,"GIRPercentageLess100yards",2016
33,14,"Davis Love III",40,88.6,101,114,-0.47,"GIRPercentageLess100yards",2016
34,41,"Brian Gay",22,88.46,46,52,-0.43,"GIRPercentageLess100yards",2016
34,29,"Anirban Lahiri",44,88.46,92,104,-0.52,"GIRPercentageLess100yards",2016
36,58,"Matt Every",34,88.39,99,112,-0.43,"GIRPercentageLess100yards",2016
