"Back9Round3ScoringAverage_RANKTHISWEEK_2013","Back9Round3ScoringAverage_RANKLASTWEEK_2013","Back9Round3ScoringAverage_PLAYERNAME_2013","Back9Round3ScoringAverage__2013","Back9Round3ScoringAverage_AVG_2013","Back9Round3ScoringAverage_TOTALSTROKES_2013","Back9Round3ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Rod Pampling",NA,34.17,205,6,"Back9Round3ScoringAverage",2013
2,2,"Steve Stricker",NA,34.33,412,12,"Back9Round3ScoringAverage",2013
3,3,"Brandt Snedeker",NA,34.41,585,17,"Back9Round3ScoringAverage",2013
4,4,"Jeff Maggert",NA,34.5,414,12,"Back9Round3ScoringAverage",2013
5,5,"Graham DeLaet",NA,34.57,726,21,"Back9Round3ScoringAverage",2013
6,6,"Luke Donald",NA,34.62,450,13,"Back9Round3ScoringAverage",2013
7,7,"Alistair Presnell",NA,34.63,277,8,"Back9Round3ScoringAverage",2013
8,8,"Vaughn Taylor",NA,34.67,312,9,"Back9Round3ScoringAverage",2013
8,8,"Nicholas Thompson",NA,34.67,728,21,"Back9Round3ScoringAverage",2013
10,10,"Billy Horschel",NA,34.68,763,22,"Back9Round3ScoringAverage",2013
11,11,"Jimmy Walker",NA,34.72,625,18,"Back9Round3ScoringAverage",2013
12,12,"Aaron Baddeley",NA,34.8,348,10,"Back9Round3ScoringAverage",2013
13,13,"Matt Jones",NA,34.83,627,18,"Back9Round3ScoringAverage",2013
13,13,"David Lingmerth",NA,34.83,418,12,"Back9Round3ScoringAverage",2013
15,15,"Stephen Ames",NA,34.86,244,7,"Back9Round3ScoringAverage",2013
15,15,"Jin Park",NA,34.86,244,7,"Back9Round3ScoringAverage",2013
15,15,"Brian Stuard",NA,34.86,488,14,"Back9Round3ScoringAverage",2013
18,18,"Lee Westwood",NA,34.88,593,17,"Back9Round3ScoringAverage",2013
19,19,"Dustin Johnson",NA,34.94,559,16,"Back9Round3ScoringAverage",2013
19,19,"Rory Sabbatini",NA,34.94,594,17,"Back9Round3ScoringAverage",2013
21,21,"Justin Bolli",NA,35,245,7,"Back9Round3ScoringAverage",2013
21,21,"Rickie Fowler",NA,35,595,17,"Back9Round3ScoringAverage",2013
21,21,"Jim Furyk",NA,35,630,18,"Back9Round3ScoringAverage",2013
21,21,"Richard Lee",NA,35,560,16,"Back9Round3ScoringAverage",2013
21,21,"Tag Ridings",NA,35,350,10,"Back9Round3ScoringAverage",2013
21,21,"Jordan Spieth",NA,35,630,18,"Back9Round3ScoringAverage",2013
21,21,"Shawn Stefani",NA,35,420,12,"Back9Round3ScoringAverage",2013
21,21,"David Toms",NA,35,280,8,"Back9Round3ScoringAverage",2013
29,29,"David Hearn",NA,35.05,666,19,"Back9Round3ScoringAverage",2013
29,29,"Matt Kuchar",NA,35.05,771,22,"Back9Round3ScoringAverage",2013
31,31,"Morgan Hoffmann",NA,35.08,456,13,"Back9Round3ScoringAverage",2013
32,32,"Roberto Castro",NA,35.1,702,20,"Back9Round3ScoringAverage",2013
33,33,"Stuart Appleby",NA,35.11,632,18,"Back9Round3ScoringAverage",2013
33,33,"Charles Howell III",NA,35.11,632,18,"Back9Round3ScoringAverage",2013
33,33,"DJ Trahan",NA,35.11,316,9,"Back9Round3ScoringAverage",2013
36,36,"John Merrick",NA,35.12,597,17,"Back9Round3ScoringAverage",2013
37,37,"Ryan Moore",NA,35.13,527,15,"Back9Round3ScoringAverage",2013
37,37,"Sean OHair",NA,35.13,281,8,"Back9Round3ScoringAverage",2013
39,39,"Justin Rose",NA,35.14,492,14,"Back9Round3ScoringAverage",2013
39,39,"Andrew Svoboda",NA,35.14,246,7,"Back9Round3ScoringAverage",2013
41,41,"Matt Every",NA,35.17,633,18,"Back9Round3ScoringAverage",2013
42,42,"Ben Crane",NA,35.18,387,11,"Back9Round3ScoringAverage",2013
42,42,"Brandt Jobe",NA,35.18,387,11,"Back9Round3ScoringAverage",2013
44,44,"Brendan Steele",NA,35.19,563,16,"Back9Round3ScoringAverage",2013
45,45,"Chez Reavie",NA,35.21,493,14,"Back9Round3ScoringAverage",2013
45,45,"Nick Watney",NA,35.21,669,19,"Back9Round3ScoringAverage",2013
47,47,"Phil Mickelson",NA,35.22,634,18,"Back9Round3ScoringAverage",2013
48,48,"Scott Langley",NA,35.25,423,12,"Back9Round3ScoringAverage",2013
49,49,"Bob Estes",NA,35.27,529,15,"Back9Round3ScoringAverage",2013
49,49,"Adam Scott",NA,35.27,529,15,"Back9Round3ScoringAverage",2013
51,51,"Luke Guthrie",NA,35.29,494,14,"Back9Round3ScoringAverage",2013
51,51,"Chris Kirk",NA,35.29,741,21,"Back9Round3ScoringAverage",2013
51,51,"William McGirt",NA,35.29,494,14,"Back9Round3ScoringAverage",2013
54,54,"Ted Potter Jr",NA,35.3,353,10,"Back9Round3ScoringAverage",2013
55,55,"Cameron Tringale",NA,35.31,565,16,"Back9Round3ScoringAverage",2013
56,56,"Brendon de Jonge",NA,35.32,883,25,"Back9Round3ScoringAverage",2013
56,56,"Justin Leonard",NA,35.32,671,19,"Back9Round3ScoringAverage",2013
58,58,"Brian Harman",NA,35.33,530,15,"Back9Round3ScoringAverage",2013
58,58,"Ryan Palmer",NA,35.33,636,18,"Back9Round3ScoringAverage",2013
58,58,"Webb Simpson",NA,35.33,742,21,"Back9Round3ScoringAverage",2013
58,58,"Mark Wilson",NA,35.33,318,9,"Back9Round3ScoringAverage",2013
62,62,"Gary Woodland",NA,35.36,778,22,"Back9Round3ScoringAverage",2013
63,63,"Sergio Garcia",NA,35.38,566,16,"Back9Round3ScoringAverage",2013
63,63,"Daniel Summerhays",NA,35.38,566,16,"Back9Round3ScoringAverage",2013
63,63,"Camilo Villegas",NA,35.38,566,16,"Back9Round3ScoringAverage",2013
66,66,"Bobby Gates",NA,35.4,177,5,"Back9Round3ScoringAverage",2013
66,66,"Hunter Mahan",NA,35.4,708,20,"Back9Round3ScoringAverage",2013
66,66,"Tiger Woods",NA,35.4,531,15,"Back9Round3ScoringAverage",2013
69,69,"Martin Flores",NA,35.41,602,17,"Back9Round3ScoringAverage",2013
70,70,"Jason Bohn",NA,35.42,425,12,"Back9Round3ScoringAverage",2013
71,71,"Michael Thompson",NA,35.45,390,11,"Back9Round3ScoringAverage",2013
72,72,"Dicky Pride",NA,35.46,461,13,"Back9Round3ScoringAverage",2013
73,73,"Brian Davis",NA,35.47,674,19,"Back9Round3ScoringAverage",2013
73,73,"Henrik Norlander",NA,35.47,532,15,"Back9Round3ScoringAverage",2013
75,75,"Jason Day",NA,35.5,710,20,"Back9Round3ScoringAverage",2013
75,75,"Tommy Gainey",NA,35.5,568,16,"Back9Round3ScoringAverage",2013
75,75,"Jim Herman",NA,35.5,355,10,"Back9Round3ScoringAverage",2013
75,75,"Eric Meierdierks",NA,35.5,213,6,"Back9Round3ScoringAverage",2013
75,75,"Carl Pettersson",NA,35.5,639,18,"Back9Round3ScoringAverage",2013
75,75,"Ian Poulter",NA,35.5,426,12,"Back9Round3ScoringAverage",2013
75,75,"Chris Stroud",NA,35.5,710,20,"Back9Round3ScoringAverage",2013
82,82,"James Driscoll",NA,35.53,533,15,"Back9Round3ScoringAverage",2013
82,82,"Patrick Reed",NA,35.53,604,17,"Back9Round3ScoringAverage",2013
82,82,"Bubba Watson",NA,35.53,604,17,"Back9Round3ScoringAverage",2013
85,85,"Angel Cabrera",NA,35.56,569,16,"Back9Round3ScoringAverage",2013
85,85,"JJ Henry",NA,35.56,569,16,"Back9Round3ScoringAverage",2013
85,85,"Kevin Stadler",NA,35.56,569,16,"Back9Round3ScoringAverage",2013
85,85,"Kevin Streelman",NA,35.56,640,18,"Back9Round3ScoringAverage",2013
89,89,"Tim Clark",NA,35.58,427,12,"Back9Round3ScoringAverage",2013
90,90,"Harris English",NA,35.59,783,22,"Back9Round3ScoringAverage",2013
91,91,"Lucas Glover",NA,35.6,356,10,"Back9Round3ScoringAverage",2013
92,92,"Greg Chalmers",NA,35.62,463,13,"Back9Round3ScoringAverage",2013
92,92,"Martin Laird",NA,35.62,463,13,"Back9Round3ScoringAverage",2013
94,94,"KJ Choi",NA,35.63,677,19,"Back9Round3ScoringAverage",2013
94,94,"DA Points",NA,35.63,570,16,"Back9Round3ScoringAverage",2013
96,96,"Boo Weekley",NA,35.65,820,23,"Back9Round3ScoringAverage",2013
97,97,"Charlie Beljan",NA,35.67,321,9,"Back9Round3ScoringAverage",2013
97,97,"Chad Campbell",NA,35.67,535,15,"Back9Round3ScoringAverage",2013
97,97,"Erik Compton",NA,35.67,535,15,"Back9Round3ScoringAverage",2013
97,97,"James Hahn",NA,35.67,428,12,"Back9Round3ScoringAverage",2013
97,97,"Trevor Immelman",NA,35.67,428,12,"Back9Round3ScoringAverage",2013
102,102,"Josh Teater",NA,35.68,678,19,"Back9Round3ScoringAverage",2013
103,103,"Ken Duke",NA,35.69,571,16,"Back9Round3ScoringAverage",2013
103,103,"Jerry Kelly",NA,35.69,571,16,"Back9Round3ScoringAverage",2013
103,103,"Jeff Overton",NA,35.69,571,16,"Back9Round3ScoringAverage",2013
106,106,"John Huh",NA,35.71,607,17,"Back9Round3ScoringAverage",2013
106,106,"John Rollins",NA,35.71,500,14,"Back9Round3ScoringAverage",2013
108,108,"Ricky Barnes",NA,35.73,393,11,"Back9Round3ScoringAverage",2013
108,108,"Justin Hicks",NA,35.73,536,15,"Back9Round3ScoringAverage",2013
108,108,"Henrik Stenson",NA,35.73,536,15,"Back9Round3ScoringAverage",2013
111,111,"Keegan Bradley",NA,35.75,715,20,"Back9Round3ScoringAverage",2013
111,111,"Scott Brown",NA,35.75,429,12,"Back9Round3ScoringAverage",2013
111,111,"Steve LeBrun",NA,35.75,429,12,"Back9Round3ScoringAverage",2013
111,111,"Robert Streb",NA,35.75,429,12,"Back9Round3ScoringAverage",2013
115,115,"Rory McIlroy",NA,35.77,465,13,"Back9Round3ScoringAverage",2013
116,116,"Jason Dufner",NA,35.78,644,18,"Back9Round3ScoringAverage",2013
116,116,"Derek Ernst",NA,35.78,322,9,"Back9Round3ScoringAverage",2013
116,116,"Colt Knost",NA,35.78,322,9,"Back9Round3ScoringAverage",2013
119,119,"Bill Haas",NA,35.79,680,19,"Back9Round3ScoringAverage",2013
119,119,"Charley Hoffman",NA,35.79,680,19,"Back9Round3ScoringAverage",2013
121,121,"Aaron Watkins",NA,35.8,179,5,"Back9Round3ScoringAverage",2013
121,121,"Casey Wittenberg",NA,35.8,358,10,"Back9Round3ScoringAverage",2013
123,123,"Sangmoon Bae",NA,35.81,573,16,"Back9Round3ScoringAverage",2013
124,124,"Troy Matteson",NA,35.82,394,11,"Back9Round3ScoringAverage",2013
125,125,"Scott Stallings",NA,35.85,466,13,"Back9Round3ScoringAverage",2013
126,126,"Scott Piercy",NA,35.87,538,15,"Back9Round3ScoringAverage",2013
127,127,"Zach Johnson",NA,35.89,682,19,"Back9Round3ScoringAverage",2013
127,127,"Mike Weir",NA,35.89,323,9,"Back9Round3ScoringAverage",2013
127,127,"YE Yang",NA,35.89,323,9,"Back9Round3ScoringAverage",2013
130,130,"Lee Williams",NA,35.9,359,10,"Back9Round3ScoringAverage",2013
131,131,"Vijay Singh",NA,35.92,431,12,"Back9Round3ScoringAverage",2013
132,132,"George McNeill",NA,35.93,539,15,"Back9Round3ScoringAverage",2013
133,133,"Brad Fritsch",NA,35.94,575,16,"Back9Round3ScoringAverage",2013
133,133,"Brian Gay",NA,35.94,575,16,"Back9Round3ScoringAverage",2013
133,133,"Marc Leishman",NA,35.94,575,16,"Back9Round3ScoringAverage",2013
136,136,"Robert Allenby",NA,36,216,6,"Back9Round3ScoringAverage",2013
136,136,"Kevin Chappell",NA,36,612,17,"Back9Round3ScoringAverage",2013
136,136,"Robert Garrigus",NA,36,432,12,"Back9Round3ScoringAverage",2013
136,136,"Ben Kohles",NA,36,432,12,"Back9Round3ScoringAverage",2013
136,136,"Graeme McDowell",NA,36,360,10,"Back9Round3ScoringAverage",2013
136,136,"Greg Owen",NA,36,468,13,"Back9Round3ScoringAverage",2013
136,136,"Andres Romero",NA,36,360,10,"Back9Round3ScoringAverage",2013
136,136,"Charl Schwartzel",NA,36,576,16,"Back9Round3ScoringAverage",2013
136,136,"Darron Stiles",NA,36,216,6,"Back9Round3ScoringAverage",2013
136,136,"Johnson Wagner",NA,36,324,9,"Back9Round3ScoringAverage",2013
146,146,"Bryce Molder",NA,36.06,613,17,"Back9Round3ScoringAverage",2013
147,147,"Ryo Ishikawa",NA,36.07,505,14,"Back9Round3ScoringAverage",2013
148,148,"Steven Bowditch",NA,36.08,433,12,"Back9Round3ScoringAverage",2013
149,149,"Jonas Blixt",NA,36.13,542,15,"Back9Round3ScoringAverage",2013
149,149,"Scott Gardiner",NA,36.13,289,8,"Back9Round3ScoringAverage",2013
151,151,"David Lynn",NA,36.14,506,14,"Back9Round3ScoringAverage",2013
151,151,"Cameron Percy",NA,36.14,506,14,"Back9Round3ScoringAverage",2013
151,151,"Charlie Wi",NA,36.14,506,14,"Back9Round3ScoringAverage",2013
154,154,"Tom Gillis",NA,36.17,434,12,"Back9Round3ScoringAverage",2013
155,155,"Fabian Gomez",NA,36.18,398,11,"Back9Round3ScoringAverage",2013
156,156,"Jason Kokrak",NA,36.19,579,16,"Back9Round3ScoringAverage",2013
157,157,"Pat Perez",NA,36.2,543,15,"Back9Round3ScoringAverage",2013
158,158,"Kyle Stanley",NA,36.23,471,13,"Back9Round3ScoringAverage",2013
159,159,"Russell Henley",NA,36.25,580,16,"Back9Round3ScoringAverage",2013
159,159,"Tim Herron",NA,36.25,290,8,"Back9Round3ScoringAverage",2013
161,161,"David Mathis",NA,36.27,399,11,"Back9Round3ScoringAverage",2013
161,161,"John Senden",NA,36.27,544,15,"Back9Round3ScoringAverage",2013
161,161,"Bo Van Pelt",NA,36.27,544,15,"Back9Round3ScoringAverage",2013
164,164,"Michael Bradley",NA,36.29,254,7,"Back9Round3ScoringAverage",2013
164,164,"Stewart Cink",NA,36.29,508,14,"Back9Round3ScoringAverage",2013
166,166,"Ernie Els",NA,36.31,472,13,"Back9Round3ScoringAverage",2013
167,167,"Nicolas Colsaerts",NA,36.38,291,8,"Back9Round3ScoringAverage",2013
168,168,"Padraig Harrington",NA,36.4,364,10,"Back9Round3ScoringAverage",2013
168,168,"Geoff Ogilvy",NA,36.4,364,10,"Back9Round3ScoringAverage",2013
170,170,"Doug LaBelle II",NA,36.43,510,14,"Back9Round3ScoringAverage",2013
171,171,"Peter Hanson",NA,36.5,365,10,"Back9Round3ScoringAverage",2013
171,171,"Freddie Jacobson",NA,36.5,438,12,"Back9Round3ScoringAverage",2013
173,173,"Will Claxton",NA,36.56,329,9,"Back9Round3ScoringAverage",2013
174,174,"Bud Cauley",NA,36.67,330,9,"Back9Round3ScoringAverage",2013
175,175,"Martin Kaymer",NA,36.77,478,13,"Back9Round3ScoringAverage",2013
176,176,"Luke List",NA,36.78,331,9,"Back9Round3ScoringAverage",2013
177,177,"Robert Karlsson",NA,36.8,368,10,"Back9Round3ScoringAverage",2013
178,178,"Seung Yul Noh",NA,36.91,406,11,"Back9Round3ScoringAverage",2013
179,179,"DH Lee",NA,37.08,445,12,"Back9Round3ScoringAverage",2013
180,180,"Ben Curtis",NA,37.3,373,10,"Back9Round3ScoringAverage",2013
