"Approaches200yardsRghRTP_RANKTHISWEEK_2010","Approaches200yardsRghRTP_RANKLASTWEEK_2010","Approaches200yardsRghRTP_PLAYERNAME_2010","Approaches200yardsRghRTP_ROUNDS_2010","Approaches200yardsRghRTP_AVGRTP_2010","stat_name","year"
1,1,"Bubba Watson",77,-0.5,"Approaches200yardsRghRTP",2010
2,2,"Dustin Johnson",83,-0.457,"Approaches200yardsRghRTP",2010
3,3,"Bill Haas",87,-0.455,"Approaches200yardsRghRTP",2010
4,4,"Brett Wetterich",54,-0.425,"Approaches200yardsRghRTP",2010
5,5,"John Daly",63,-0.423,"Approaches200yardsRghRTP",2010
6,6,"Rory McIlroy",54,-0.381,"Approaches200yardsRghRTP",2010
7,7,"Nick Watney",91,-0.364,"Approaches200yardsRghRTP",2010
8,8,"Paul Casey",64,-0.35,"Approaches200yardsRghRTP",2010
9,9,"Andrew McLardy",52,-0.333,"Approaches200yardsRghRTP",2010
10,10,"KJ Choi",82,-0.323,"Approaches200yardsRghRTP",2010
11,11,"Phil Mickelson",76,-0.321,"Approaches200yardsRghRTP",2010
12,12,"Webb Simpson",98,-0.289,"Approaches200yardsRghRTP",2010
13,13,"Robert Allenby",76,-0.278,"Approaches200yardsRghRTP",2010
14,14,"Bill Lunde",79,-0.276,"Approaches200yardsRghRTP",2010
15,15,"Sergio Garcia",58,-0.273,"Approaches200yardsRghRTP",2010
16,16,"Martin Laird",91,-0.269,"Approaches200yardsRghRTP",2010
17,17,"Ryan Moore",80,-0.261,"Approaches200yardsRghRTP",2010
18,18,"James Driscoll",78,-0.25,"Approaches200yardsRghRTP",2010
19,19,"Graham DeLaet",88,-0.242,"Approaches200yardsRghRTP",2010
20,20,"Pat Perez",90,-0.237,"Approaches200yardsRghRTP",2010
21,21,"Scott McCarron",90,-0.235,"Approaches200yardsRghRTP",2010
22,22,"Brendon de Jonge",114,-0.231,"Approaches200yardsRghRTP",2010
23,23,"George McNeill",79,-0.226,"Approaches200yardsRghRTP",2010
24,24,"Rory Sabbatini",79,-0.222,"Approaches200yardsRghRTP",2010
25,25,"Matt Jones",89,-0.22,"Approaches200yardsRghRTP",2010
26,26,"Steve Stricker",73,-0.219,"Approaches200yardsRghRTP",2010
27,27,"Troy Matteson",84,-0.216,"Approaches200yardsRghRTP",2010
28,28,"Martin Flores",75,-0.215,"Approaches200yardsRghRTP",2010
29,29,"Lucas Glover",75,-0.214,"Approaches200yardsRghRTP",2010
30,30,"Omar Uresti",74,-0.211,"Approaches200yardsRghRTP",2010
31,31,"Angel Cabrera",64,-0.209,"Approaches200yardsRghRTP",2010
31,31,"JB Holmes",100,-0.209,"Approaches200yardsRghRTP",2010
31,31,"Marc Leishman",87,-0.209,"Approaches200yardsRghRTP",2010
34,34,"Alex Prugh",88,-0.208,"Approaches200yardsRghRTP",2010
35,35,"Camilo Villegas",78,-0.205,"Approaches200yardsRghRTP",2010
36,36,"Davis Love III",79,-0.2,"Approaches200yardsRghRTP",2010
36,36,"YE Yang",72,-0.2,"Approaches200yardsRghRTP",2010
38,38,"Aaron Baddeley",94,-0.192,"Approaches200yardsRghRTP",2010
39,39,"Ben Crane",85,-0.189,"Approaches200yardsRghRTP",2010
